Target Value of 0 = negative
Target Value of 1 = positive
Target Value of u = unclassified (Advanced Classification Mode)

Ch1Amplitude,Ch2Amplitude,Mnelei
3984.057,325.0524,1
3975.9,286.8362,1
4009.899,236.7815,1
3938.497,351.8109,1
2027.325,416.0077,0
4237.126,276.2119,1
4284.179,240.948,1
4342.89,191.5374,1
2062.747,457.2396,0
3768.815,230.9401,1
4074.451,236.8157,1
2018.23,301.4938,0
3895.572,269.365,1
3957.257,1299.1,
4036.129,147.7737,1
3948.673,325.568,1
2824.183,291.1061,0
3909.31,272.2559,1
4156.565,263.918,1
3973.705,210.9404,1
4140.037,261.0161,1
3864.718,204.8378,1
3906.3,331.2357,1
2128.802,391.0989,0
2381.456,291.6287,0
4065.507,294.4061,1
3899.865,310.4039,1
4188.049,229.9067,1
3917.198,267.8361,1
3862.615,256.5979,1
4162.434,207.5681,1
4010.813,232.6605,1
4058.571,246.1194,1
2227.54,416.8588,0
4031.613,246.4382,1
4064.437,225.5796,1
4050.746,308.2313,1
3969.141,235.3539,1
4136.562,289.1577,1
4030.319,178.9961,1
4221.062,305.8801,1
2113.781,337.9037,0
3989.03,293.7887,1
3814.655,374.4552,1
3978.777,274.9226,1
3842.002,298.8373,1
3938.159,305.199,1
4085.225,344.103,1
4078.593,273.9403,1
3854.447,207.9714,1
3770.323,306.1071,1
3859.905,272.1909,1
3992.043,299.6173,1
3979.073,364.7722,1
3824.387,300.6052,1
2287.9,360.4783,0
3857.974,242.7795,1
4210.011,193.3198,1
4026.453,255.8813,1
4065.432,194.2423,1
4078.918,226.8982,1
4038.611,193.7841,1
3955.926,311.715,1
3775.303,214.6306,1
3977.806,350.9867,1
3874.175,280.8505,1
3911.73,376.4038,1
4094.318,287.0979,1
4090.42,217.8051,1
3960.694,309.3496,1
4002.691,292.6262,1
4136.396,244.3245,1
3950.004,384.713,1
3944.607,241.7875,1
4124.922,274.8705,1
4035.215,293.8204,1
4117.474,285.504,1
3935.712,223.89,1
4110.714,210.5847,1
3702.656,263.6576,1
3809.614,379.2643,1
4082.614,189.593,1
4056.257,235.7146,1
3904.652,306.928,1
4098.172,341.0651,1
3917.896,322.4869,1
3765.098,238.6997,1
4080.889,255.623,1
4000.766,323.943,1
4134.975,282.5454,1
3931.34,118.4449,1
3991.893,332.9089,1
4154.744,250.1538,1
3832.675,317.2366,1
4066.161,350.5269,1
3691.264,335.1343,1
4140.386,255.5457,1
3890.576,246.8392,1
3866.133,307.8035,1
4122.712,282.9982,1
3905.41,270.2516,1
4057.844,279.0504,1
3838.88,247.9518,1
4020.031,254.9174,1
2031.228,417.744,0
4065.939,195.4045,1
4074.704,236.7798,1
4034.348,285.9337,1
4067.739,346.2416,1
3981.269,270.7682,1
3950.867,209.9417,1
4023.005,250.8059,1
3733.225,199.3091,1
4206.792,236.4048,1
4039.342,332.1781,1
4133.238,223.923,1
3959.266,345.1609,1
4145.612,265.3091,1
4101.079,269.1838,1
4048.209,169.1635,1
4153.959,219.2417,1
3920.205,247.9944,1
4071.29,211.3661,1
2164.436,411.4004,0
3895.032,257.5059,1
3964.426,306.0027,1
3922.471,332.588,1
3984.19,300.5851,1
2139.445,315.6479,0
4050.431,232.817,1
3980.207,286.103,1
4079.578,190.8636,1
4136.677,185.6534,1
3867.04,332.6055,1
4131.117,233.3754,1
4023.096,332.1464,1
3881.122,220.688,1
4153.969,300.98,1
3902.227,210.5676,1
4087.203,234.2799,1
3968.168,277.0721,1
4153.703,200.5552,1
2124.665,419.837,0
4075.633,303.6134,1
4335.891,193.5125,1
2073.939,392.3136,0
3982.856,305.5256,1
3763.905,280.5726,1
4044.875,358.655,1
4002.403,387.5944,1
3849.714,293.7964,1
3834.045,233.6187,1
3766.666,309.1322,1
4049.359,314.7538,1
4154.695,220.4326,1
4108.234,290.9257,1
2122.128,346.293,0
3901.498,270.228,1
4005.448,285.8215,1
3817.143,151.7841,1
3801.003,264.3501,1
3908.512,271.373,1
4002.722,212.3375,1
3624.348,337.5406,1
2053.461,349.9373,0
3893.933,348.739,1
3768.511,325.8416,1
