smplNm,mcp_ddPCR,mcp_qPCR,sdmn_ddPCR,sdmn_qPCR,sdmx_ddPCR,sdmx_qPCR,smplTp,qlod,f2,mcp_ddPCR_lod,spcAbbr
MST1022,0,0,0,0,0.420600026845932,0,MST,1,1.004710923504266,0.2,Myaara
MST1024,0,0,0,0,0.40833689272403706,0,MST,1,1.004710923504266,0.2,Myaara
MST1027,0.323820039629936,0.06366518218605366,0.0877534691244365,-0.04660614803332028,0.80602116882801,0.1739365124054276,MST,1,1.004710923504266,0.2,Myaara
MST1028,0,0,0,0,0.44899914413690556,0,MST,1,1.004710923504266,0.2,Myaara
MST1031,0.88162563741207,0.024849850174672176,0.4581349343061445,-0.018191352888334376,1.509423553943635,0.06789105323767873,MST,1,1.004710923504266,0.2,Myaara
MST1038,4.063801765441895,2.19138615870986,3.07139456272125,1.7804178599488398,5.250090360641499,2.6023544574708803,MST,1,1.004710923504266,0.2,Myaara
MST1039,7.9100042581558005,3.7598515448470753,6.4338231086731,3.135273463384642,9.5968437194824,4.384429626309509,MST,1,1.004710923504266,0.2,Myaara
MST1043,0,0,0,0,0.421348251402378,0,MST,1,1.004710923504266,0.2,Myaara
MST1054,0,0,0,0,0.4037105292081835,0,MST,1,1.004710923504266,0.2,Myaara
MST2021-002,0.72675473988056,0.652102043173091,0.3154005110263825,0.16263665899793672,1.3972656428813952,1.1415674273482452,MST,1,1.004710923504266,0.2,Myaara
MST2021-005,12.4270725250244,6.091897232847533,10.5687987804413,5.819428884033411,14.491888284683249,6.364365581661654,MST,1,1.004710923504266,0.2,Myaara
MST2021-006,0.742580741643905,0.2576525346053162,0.32226849347353004,0.19495380245301086,1.42769455909729,0.3203512667576215,MST,1,1.004710923504266,0.2,Myaara
MST2021-008,0.88188998401165,0.8975417583304776,0.458272285759449,0.8738604947590753,1.5098762512207051,0.9212230219018798,MST,1,1.004710923504266,0.2,Myaara
MST2021-011,0,0,0,0,0.528744161129,0,MST,1,1.004710923504266,0.2,Myaara
MST2021-012,40.634169578552246,19.00913067270071,37.200949192047105,17.840648077128314,44.06939029693605,20.177613268273106,MST,1,1.004710923504266,0.2,Myaara
MST2021-013,39.67257022857665,26.3647309782225,36.036908626556404,19.68913076948071,43.31048011779785,33.040331186964295,MST,1,1.004710923504266,0.2,Myaara
MST2021-015,9.97907757759095,5.875326211558835,8.3207541704178,4.5544196617391774,11.8448603153229,7.196232761378492,MST,1,1.004710923504266,0.2,Myaara
MST2021-019,0,0,0,0,0.398891195654869,0,MST,1,1.004710923504266,0.2,Myaara
MST2021-025,0,0,0,0,0.4247932881116865,0,MST,1,1.004710923504266,0.2,Myaara
MST2021-028,0,0,0,0,0.42854588478803646,0,MST,1,1.004710923504266,0.2,Myaara
MST2021-029,0,0,0,0,0.5057009309530249,0,MST,1,1.004710923504266,0.2,Myaara
MST2021-030,0.88747814297676,0.9611734501524145,0.46117607504129404,0.7333158810860516,1.5194441378116599,1.1890310192187774,MST,1,1.004710923504266,0.2,Myaara
MST2021-031,0,0,0,0,0.4314618930220605,0,MST,1,1.004710923504266,0.2,Myaara
MST2021-032,0,0.03830181309492374,0,-0.028038873207491127,0.435169078409672,0.1046424993973386,MST,1,1.004710923504266,0.2,Myaara
MST2021-039,0.58923698961735,0,0.255721602588892,0,1.132860481739045,0,MST,1,1.004710923504266,0.2,Myaara
MST2021-040,0.3131993114948275,0,0.08487536571919901,0,0.77958405017853,0,MST,1,1.004710923504266,0.2,Myaara
MST2021-043,0,0,0,0,0.450909845530987,0,MST,1,1.004710923504266,0.2,Myaara
MST2021-044,0,0,0,0,0.4299645125865935,0,MST,1,1.004710923504266,0.2,Myaara
MST2021-049,224.00373458862302,173.73684558329876,215.169105529785,158.39473712775066,232.85163879394548,189.07895403884686,MST,1,1.004710923504266,0.2,Myaara
MST2021-051,967.26234436035,340.4853685208901,949.502487182615,28.205486399208553,985.07598876953,652.7652506425717,MST,1,1.004710923504266,0.2,Myaara
MST2021-052,3.218406438827515,1.922346900304829,2.258064299821855,1.333916342210415,4.418965280056,2.510777458399243,MST,1,1.004710923504266,0.2,Myaara
MST2021-055,0,0,0,0,0.4191115126013755,0,MST,1,1.004710923504266,0.2,Myaara
MST2021-058,0,0,0,0,0.4150504991412165,0,MST,1,1.004710923504266,0.2,Myaara
MST2021-062,0,0,0,0,0.405193381011486,0,MST,1,1.004710923504266,0.2,Myaara
MST2021-064,0,0,0,0,0.3951720520853995,0,MST,1,1.004710923504266,0.2,Myaara
MST2021-070,0.310307964682579,0.0873093792525207,0.08409184403717501,-0.06391490159014517,0.7723868638277049,0.23853366009518656,MST,1,1.004710923504266,0.2,Myaara
MST2021-071,36.69914960861205,24.932459739493638,33.3072853088379,22.72922051020107,40.09297370910645,27.135698968786205,MST,1,1.004710923504266,0.2,Myaara
MST2021-075,0,0,0,0,0.40029894560575496,0,MST,1,1.004710923504266,0.2,Myaara
MST2021-076,0,0,0,0,0.4866908863186835,0,MST,1,1.004710923504266,0.2,Myaara
MST2021-079,0.9181851148605349,0.4162405721531118,0.477132312953472,0.07345305849546468,1.5720203518867502,0.7590280858107589,MST,1,1.004710923504266,0.2,Myaara
MST2021-081,0,0,0,0,0.43637171387672397,0,MST,1,1.004710923504266,0.2,Myaara
MST2021-082,0,0,0,0,0.42654834687709803,0,MST,1,1.004710923504266,0.2,Myaara
MST2021-083,0,0.0498671521699284,0,-0.036505289017156176,0.541617572307585,0.13623959335701297,MST,1,1.004710923504266,0.2,Myaara
