smplNm,mcp_ddPCR,mcp_qPCR,sdmn_ddPCR,sdmn_qPCR,sdmx_ddPCR,sdmx_qPCR,smplTp,qlod,f2,mcp_ddPCR_lod,spcAbbr
MST1022,0,0,0,0,0.4573893174529075,0,MST,1,0.6176161421092154,0.2,Bonham
MST1024,0,0,0,0,0.42331952601671197,0,MST,1,0.6176161421092154,0.2,Bonham
MST1027,0,0,0,0,0.417698472738266,0,MST,1,0.6176161421092154,0.2,Bonham
MST1028,0,0,0,0,0.42461413890123356,0,MST,1,0.6176161421092154,0.2,Bonham
MST1031,0,0,0,0,0.40623582899570454,0,MST,1,0.6176161421092154,0.2,Bonham
MST1038,0,0,0,0,0.42575903236866,0,MST,1,0.6176161421092154,0.2,Bonham
MST1039,0,0,0,0,0.4014163836836815,0,MST,1,0.6176161421092154,0.2,Bonham
MST1043,0,0,0,0,0.4098957404494285,0,MST,1,0.6176161421092154,0.2,Bonham
MST1054,0,0,0,0,0.414132699370384,0,MST,1,0.6176161421092154,0.2,Bonham
MST2021-002,0,0,0,0,0.487161949276924,0,MST,1,0.6176161421092154,0.2,Bonham
MST2021-005,0,0,0,0,0.4214805737137795,0,MST,1,0.6176161421092154,0.2,Bonham
MST2021-006,0,0,0,0,0.5121981352567649,0,MST,1,0.6176161421092154,0.2,Bonham
MST2021-008,0,0,0,0,0.4395394399762155,0,MST,1,0.6176161421092154,0.2,Bonham
MST2021-011,0,0,0,0,0.505891516804695,0,MST,1,0.6176161421092154,0.2,Bonham
MST2021-012,0,0,0,0,0.4691676050424575,0,MST,1,0.6176161421092154,0.2,Bonham
MST2021-013,0,0,0,0,0.46355023980140697,0,MST,1,0.6176161421092154,0.2,Bonham
MST2021-015,0,0,0,0,0.41235141456127156,0,MST,1,0.6176161421092154,0.2,Bonham
MST2021-019,0,0,0,0,0.40864773094654094,0,MST,1,0.6176161421092154,0.2,Bonham
MST2021-025,0,0,0,0,0.4091252014040945,0,MST,1,0.6176161421092154,0.2,Bonham
MST2021-028,0,0,0,0,0.40802653878927253,0,MST,1,0.6176161421092154,0.2,Bonham
MST2021-029,0,0,0,0,0.5297180265188199,0,MST,1,0.6176161421092154,0.2,Bonham
MST2021-030,0,0,0,0,0.4199201241135595,0,MST,1,0.6176161421092154,0.2,Bonham
MST2021-031,0,0,0,0,0.41207712143659597,0,MST,1,0.6176161421092154,0.2,Bonham
MST2021-032,0,0,0,0,0.411256365478039,0,MST,1,0.6176161421092154,0.2,Bonham
MST2021-039,0,0,0,0,0.391160324215889,0,MST,1,0.6176161421092154,0.2,Bonham
MST2021-040,0,0,0,0,0.41957005858421353,0,MST,1,0.6176161421092154,0.2,Bonham
MST2021-043,0,0,0,0,0.50014179199934,0,MST,1,0.6176161421092154,0.2,Bonham
MST2021-044,0,0,0,0,0.41127741336822504,0,MST,1,0.6176161421092154,0.2,Bonham
MST2021-049,0,0,0,0,0.40691323578357697,0,MST,1,0.6176161421092154,0.2,Bonham
MST2021-051,0,0,0,0,0.48347670584917046,0,MST,1,0.6176161421092154,0.2,Bonham
MST2021-052,0,0,0,0,0.42456936091184605,0,MST,1,0.6176161421092154,0.2,Bonham
MST2021-055,0,0,0,0,0.422143414616585,0,MST,1,0.6176161421092154,0.2,Bonham
MST2021-058,0,0,0,0,0.397355929017067,0,MST,1,0.6176161421092154,0.2,Bonham
MST2021-062,0,0,0,0,0.4412977769970895,0,MST,1,0.6176161421092154,0.2,Bonham
MST2021-064,0.2906516194343565,0,0.078765172511339,0,0.723458528518675,0,MST,1,0.6176161421092154,0.2,Bonham
MST2021-070,0,0,0,0,0.437961742281914,0,MST,1,0.6176161421092154,0.2,Bonham
MST2021-071,0,0,0,0,0.50067041069269,0,MST,1,0.6176161421092154,0.2,Bonham
MST2021-075,0,0.03155332246020192,0,-0.023098635188472,0.4457680881023405,0.08620528010887585,MST,1,0.6176161421092154,0.2,Bonham
MST2021-076,0,0,0,0,0.503424741327765,0,MST,1,0.6176161421092154,0.2,Bonham
MST2021-079,0,0,0,0,0.42331952601671197,0,MST,1,0.6176161421092154,0.2,Bonham
MST2021-081,0,0,0,0,0.41539307683706295,0,MST,1,0.6176161421092154,0.2,Bonham
MST2021-082,0,0,0,0,0.448974072933197,0,MST,1,0.6176161421092154,0.2,Bonham
MST2021-083,0,0,0,0,0.58620922267437,0,MST,1,0.6176161421092154,0.2,Bonham
MST2021-085,0,0,0,0,0.410648211836815,0,MST,1,0.6176161421092154,0.2,Bonham
MST2021-088,0.672730207443235,0.13986260658142133,0.291955452412367,0.053784329302051334,1.29339203238487,0.2259408838607913,MST,1,0.6176161421092154,0.2,Bonham
MST2021-089,0,0,0,0,0.4597656801342965,0,MST,1,0.6176161421092154,0.2,Bonham
MST2021-099,0,0,0,0,0.44703006744384755,0,MST,1,0.6176161421092154,0.2,Bonham
NEKfeb2022,0,0,0,0,0.41385598480701447,0,MST,1,0.6176161421092154,0.2,Bonham
NTC,0,0,0,0,0.43411340564489354,0,MST,1,0.6176161421092154,0.2,Bonham
stdE-1,0,0.03088080710546077,0,-0.002947422185792588,0.415886454284191,0.06470903639671413,STD,1,0.6176161421092154,0.2,Bonham
stdE0,0.602823607623575,0.6176161421092154,0.261617861688137,0.6176161421092154,1.158983185887335,0.6176161421092154,STD,1,0.6176161421092154,0.2,Bonham
stdE1,8.4227007627487,6.1761614210921545,6.93220794200895,6.1761614210921545,10.11350750923155,6.1761614210921545,STD,1,0.6176161421092154,0.2,Bonham
stdE2,65.9788179397585,61.76161421092154,61.542248725891,61.76161421092154,70.4187297821045,61.76161421092154,STD,1,0.6176161421092154,0.2,Bonham
stdE3,794.749298095705,617.6161421092155,778.07945251465,617.6161421092155,811.46659851074,617.6161421092155,STD,1,0.6176161421092154,0.2,Bonham
stdE4,7397.85095214845,6176.161421092154,7326.8688964844005,6176.161421092154,7469.6990966797,6176.161421092154,STD,1,0.6176161421092154,0.2,Bonham
stdE5,5000000,61761.61421092154,55245.2197265625,61761.61421092154,5000000,61761.61421092154,STD,1,0.6176161421092154,0.2,Bonham
