smplNm,mcp_ddPCR,mcp_qPCR,sdmn_ddPCR,sdmn_qPCR,sdmx_ddPCR,sdmx_qPCR,smplTp,qlod,f2,mcp_ddPCR_lod,spcAbbr
MST1022,0,0,0,0,0.44957563281059254,0,MST,1,0.6369900685134303,0.2,Calsap
MST1024,0,0,0,0,0.4383670166134835,0,MST,1,0.6369900685134303,0.2,Calsap
MST1027,0,0,0,0,0.43672669678926446,0,MST,1,0.6369900685134303,0.2,Calsap
MST1028,0,0,0,0,0.442388691008091,0,MST,1,0.6369900685134303,0.2,Calsap
MST1031,0,0,0,0,0.499490350484848,0,MST,1,0.6369900685134303,0.2,Calsap
MST1038,0,0,0,0,0.47839306294918055,0,MST,1,0.6369900685134303,0.2,Calsap
MST1039,0,0,0,0,0.6726863980293251,0,MST,1,0.6369900685134303,0.2,Calsap
MST1043,0,0,0,0,0.4595033451914785,0,MST,1,0.6369900685134303,0.2,Calsap
MST1054,0,0,0,0,0.4833896830677985,0,MST,1,0.6369900685134303,0.2,Calsap
MST2021-002,0,0,0,0,0.52145157009363,0,MST,1,0.6369900685134303,0.2,Calsap
MST2021-005,0,0,0,0,0.4491744190454485,0,MST,1,0.6369900685134303,0.2,Calsap
MST2021-006,0,0,0,0,0.57916846126318,0,MST,1,0.6369900685134303,0.2,Calsap
MST2021-008,0,0,0,0,0.488610342144966,0,MST,1,0.6369900685134303,0.2,Calsap
MST2021-011,0,0,0,0,0.55186178535223,0,MST,1,0.6369900685134303,0.2,Calsap
MST2021-012,0,0,0,0,0.48825483769178396,0,MST,1,0.6369900685134303,0.2,Calsap
MST2021-013,0,0,0,0,0.5368514358997349,0,MST,1,0.6369900685134303,0.2,Calsap
MST2021-015,0,0,0,0,0.60501504689455,0,MST,1,0.6369900685134303,0.2,Calsap
MST2021-019,0.72056755423546,0,0.312715470790863,0,1.385369300842285,0,MST,1,0.6369900685134303,0.2,Calsap
MST2021-025,0,0,0,0,0.4626447707414625,0,MST,1,0.6369900685134303,0.2,Calsap
MST2021-028,0,0,0,0,0.553036630153655,0,MST,1,0.6369900685134303,0.2,Calsap
MST2021-029,0,0,0,0,0.59809509664774,0,MST,1,0.6369900685134303,0.2,Calsap
MST2021-030,0,0,0,0,0.48677913844585396,0,MST,1,0.6369900685134303,0.2,Calsap
MST2021-031,0,0,0,0,0.64201056957245,0,MST,1,0.6369900685134303,0.2,Calsap
MST2021-032,0,0,0,0,0.564393252134325,0,MST,1,0.6369900685134303,0.2,Calsap
MST2021-039,0,0.04005959764206684,0,-0.029325660804759325,0.4441699385643005,0.10944485608889301,MST,1,0.6369900685134303,0.2,Calsap
MST2021-040,0,0,0,0,0.605652071535585,0,MST,1,0.6369900685134303,0.2,Calsap
MST2021-043,0,0,0,0,0.481251962482929,0,MST,1,0.6369900685134303,0.2,Calsap
MST2021-044,0,0,0,0,0.71143351495266,0,MST,1,0.6369900685134303,0.2,Calsap
MST2021-049,0,0,0,0,0.426887534558773,0,MST,1,0.6369900685134303,0.2,Calsap
MST2021-051,0,0,0,0,0.44132195413112646,0,MST,1,0.6369900685134303,0.2,Calsap
MST2021-052,0,0,0,0,0.44990215450525295,0,MST,1,0.6369900685134303,0.2,Calsap
MST2021-055,0,0,0,0,0.44480778276920296,0,MST,1,0.6369900685134303,0.2,Calsap
MST2021-058,0,0,0,0,0.4318320751190185,0,MST,1,0.6369900685134303,0.2,Calsap
MST2021-062,0,0,0,0,0.4512888565659525,0,MST,1,0.6369900685134303,0.2,Calsap
MST2021-064,0,0,0,0,0.4288654029369355,0,MST,1,0.6369900685134303,0.2,Calsap
MST2021-070,0,0,0,0,0.45101083815097803,0,MST,1,0.6369900685134303,0.2,Calsap
MST2021-071,0,0,0,0,0.42537670582532894,0,MST,1,0.6369900685134303,0.2,Calsap
MST2021-075,0,0,0,0,0.4325976222753525,0,MST,1,0.6369900685134303,0.2,Calsap
MST2021-076,0,0,0,0,0.53904350847006,0,MST,1,0.6369900685134303,0.2,Calsap
MST2021-079,0.3959447145462035,0,0.107298381626606,0,0.98555587232113,0,MST,1,0.6369900685134303,0.2,Calsap
MST2021-081,0,0,0,0,0.6341739743947999,0,MST,1,0.6369900685134303,0.2,Calsap
MST2021-082,0,0,0,0,0.44887397438287746,0,MST,1,0.6369900685134303,0.2,Calsap
MST2021-083,0,0,0,0,0.60456082224846,0,MST,1,0.6369900685134303,0.2,Calsap
MST2021-085,0,0,0,0,0.4973310604691505,0,MST,1,0.6369900685134303,0.2,Calsap
MST2021-088,0,0,0,0,0.4371533915400505,0,MST,1,0.6369900685134303,0.2,Calsap
MST2021-089,0,0,0,0,0.430194213986397,0,MST,1,0.6369900685134303,0.2,Calsap
MST2021-099,0,0,0,0,0.605469904839995,0,MST,1,0.6369900685134303,0.2,Calsap
NEKfeb2022,0,0,0,0,0.4732760414481165,0,MST,1,0.6369900685134303,0.2,Calsap
NTC,0,0,0,0,0.536279417574405,0,MST,1,0.6369900685134303,0.2,Calsap
stdE-1,0,0.010616501141890505,0,-0.015388509509416183,0.46475410461425803,0.03662151179319719,STD,1,0.6369900685134303,0.2,Calsap
stdE0,0,0.6369900685134303,0,0.6369900685134303,0.465613976120949,0.6369900685134303,STD,1,0.6369900685134303,0.2,Calsap
stdE1,6.69409215450285,6.369900685134303,5.339038968086251,6.369900685134303,8.26160967350005,6.369900685134303,STD,1,0.6369900685134303,0.2,Calsap
stdE2,58.2350397109985,63.69900685134303,53.847026824951,63.69900685134303,62.62633323669449,63.69900685134303,STD,1,0.6369900685134303,0.2,Calsap
stdE3,661.244201660155,636.9900685134303,645.459365844725,636.9900685134303,677.071533203125,636.9900685134303,STD,1,0.6369900685134303,0.2,Calsap
stdE4,5520.85205078125,6369.900685134303,5466.0528564453,6369.900685134303,5576.16638183595,6369.900685134303,STD,1,0.6369900685134303,0.2,Calsap
stdE5,5000000,63699.00685134303,55510.46875,63699.00685134303,5000000,63699.00685134303,STD,1,0.6369900685134303,0.2,Calsap
