smplNm,mcp_ddPCR,mcp_qPCR,sdmn_ddPCR,sdmn_qPCR,sdmx_ddPCR,sdmx_qPCR,smplTp,qlod,f2,mcp_ddPCR_lod,spcAbbr
MST1022,0,0,0,0,0.535423681139945,0,MST,0.1,0.8192682988302866,0.2,Cragig
MST1024,0,0,0,0,0.54535888135433,0,MST,0.1,0.8192682988302866,0.2,Cragig
MST1027,0,0,0,0,0.458848774433136,0,MST,0.1,0.8192682988302866,0.2,Cragig
MST1028,0,0,0,0,0.47263711690902704,0,MST,0.1,0.8192682988302866,0.2,Cragig
MST1031,0,0,0,0,0.519332997500895,0,MST,0.1,0.8192682988302866,0.2,Cragig
MST1038,0.363321267068386,0,0.09845783933997151,0,0.90434819459915,0,MST,0.1,0.8192682988302866,0.2,Cragig
MST1039,0,0,0,0,0.684988498687745,0,MST,0.1,0.8192682988302866,0.2,Cragig
MST1043,0,0,0,0,0.5647098645567901,0,MST,0.1,0.8192682988302866,0.2,Cragig
MST1054,0,0,0,0,0.51458742469549,0,MST,0.1,0.8192682988302866,0.2,Cragig
MST2021-002,0,0,0,0,0.544694885611535,0,MST,0.1,0.8192682988302866,0.2,Cragig
MST2021-005,0,0,0,0,0.6534719467163099,0,MST,0.1,0.8192682988302866,0.2,Cragig
MST2021-006,0,0,0,0,0.54027311503887,0,MST,0.1,0.8192682988302866,0.2,Cragig
MST2021-008,0,0,0,0,0.62961235642433,0,MST,0.1,0.8192682988302866,0.2,Cragig
MST2021-011,0.4071536660194395,0,0.110335862264037,0,1.013457775115965,0,MST,0.1,0.8192682988302866,0.2,Cragig
MST2021-012,0,0,0,0,0.53425148129463,0,MST,0.1,0.8192682988302866,0.2,Cragig
MST2021-013,0,0,0,0,0.5826886370778099,0,MST,0.1,0.8192682988302866,0.2,Cragig
MST2021-015,0,0,0,0,0.63961386680603,0,MST,0.1,0.8192682988302866,0.2,Cragig
MST2021-019,0,0,0,0,0.504560247063635,0,MST,0.1,0.8192682988302866,0.2,Cragig
MST2021-025,0,0,0,0,0.4927360638976095,0,MST,0.1,0.8192682988302866,0.2,Cragig
MST2021-028,0,0,0,0,0.584634579718115,0,MST,0.1,0.8192682988302866,0.2,Cragig
MST2021-029,0,0,0,0,0.572091564536095,0,MST,0.1,0.8192682988302866,0.2,Cragig
MST2021-030,0,0,0,0,0.492013543844223,0,MST,0.1,0.8192682988302866,0.2,Cragig
MST2021-031,0,0,0,0,0.8307725936174399,0,MST,0.1,0.8192682988302866,0.2,Cragig
MST2021-032,0,0,0,0,0.6446831673383701,0,MST,0.1,0.8192682988302866,0.2,Cragig
MST2021-039,0,0,0,0,0.530031844973565,0,MST,0.1,0.8192682988302866,0.2,Cragig
MST2021-040,0,0,0,0,0.61284225434065,0,MST,0.1,0.8192682988302866,0.2,Cragig
MST2021-043,0,0,0,0,0.516170635819435,0,MST,0.1,0.8192682988302866,0.2,Cragig
MST2021-044,0,0,0,0,0.729082003235815,0,MST,0.1,0.8192682988302866,0.2,Cragig
MST2021-049,1.3268715143203749,0.3457585310496753,0.761919394135475,0.22740942538683853,2.11948812007904,0.4641076367125121,MST,0.1,0.8192682988302866,0.2,Cragig
MST2021-051,0,0,0,0,0.530800446867945,0,MST,0.1,0.8192682988302866,0.2,Cragig
MST2021-052,0,0,0,0,0.502607822418215,0,MST,0.1,0.8192682988302866,0.2,Cragig
MST2021-055,0,0,0,0,0.686565339565275,0,MST,0.1,0.8192682988302866,0.2,Cragig
MST2021-058,0,0,0,0,0.534606128931045,0,MST,0.1,0.8192682988302866,0.2,Cragig
MST2021-062,0,0,0,0,0.55421654134989,0,MST,0.1,0.8192682988302866,0.2,Cragig
MST2021-064,0,0,0,0,0.541836246848105,0,MST,0.1,0.8192682988302866,0.2,Cragig
MST2021-070,0,0,0,0,0.584634579718115,0,MST,0.1,0.8192682988302866,0.2,Cragig
MST2021-071,0,0,0,0,0.469495840370655,0,MST,0.1,0.8192682988302866,0.2,Cragig
MST2021-075,0,0,0,0,0.52954390645027,0,MST,0.1,0.8192682988302866,0.2,Cragig
MST2021-076,0,0,0,0,0.525912679731845,0,MST,0.1,0.8192682988302866,0.2,Cragig
MST2021-079,0,0,0,0,0.748184099793435,0,MST,0.1,0.8192682988302866,0.2,Cragig
MST2021-081,0,0,0,0,0.62053978443146,0,MST,0.1,0.8192682988302866,0.2,Cragig
MST2021-082,0,0,0,0,0.628286078572275,0,MST,0.1,0.8192682988302866,0.2,Cragig
MST2021-083,0,0,0,0,0.608903504908085,0,MST,0.1,0.8192682988302866,0.2,Cragig
MST2021-085,0.362626910209656,0,0.0982696935534475,0,0.90261995792389,0,MST,0.1,0.8192682988302866,0.2,Cragig
MST2021-088,0,0,0,0,0.5235194042325,0,MST,0.1,0.8192682988302866,0.2,Cragig
MST2021-089,0,0,0,0,0.528744161129,0,MST,0.1,0.8192682988302866,0.2,Cragig
MST2021-099,0,0,0,0,0.5527329817414299,0,MST,0.1,0.8192682988302866,0.2,Cragig
NEKfeb2022,0,0,0,0,0.4853708669543265,0,MST,0.1,0.8192682988302866,0.2,Cragig
NTC,0,0,0,0,0.471806414425373,0,MST,0.1,0.8192682988302866,0.2,Cragig
stdE-1,0,0.05461788658868577,0,0.01231105355608069,0.54458435624838,0.09692471962129084,STD,0.1,0.8192682988302866,0.2,Cragig
