smplNm,mcp_ddPCR,mcp_qPCR,sdmn_ddPCR,sdmn_qPCR,sdmx_ddPCR,sdmx_qPCR,smplTp,qlod,f2,mcp_ddPCR_lod,spcAbbr
MST1022,0.2920803986489775,0,0.079152351245284,0,0.72701498866081,0,MST,1,0.6970519096490786,0.2,Psever
MST1024,117.640447616577,71.20772508126254,111.21645927429199,63.631158321851125,124.071445465088,78.78429184067394,MST,1,0.6970519096490786,0.2,Psever
MST1027,0,0,0,0,0.4130705818533895,0,MST,1,0.6970519096490786,0.2,Psever
MST1028,0,0,0,0,0.4323653504252435,0,MST,1,0.6970519096490786,0.2,Psever
MST1031,0,0,0,0,0.4398515447974205,0,MST,1,0.6970519096490786,0.2,Psever
MST1038,0,0,0,0,0.4644324630498885,0,MST,1,0.6970519096490786,0.2,Psever
MST1039,0,0,0,0,0.4721660166978835,0,MST,1,0.6970519096490786,0.2,Psever
MST1043,0,0,0,0,0.4328301176428795,0,MST,1,0.6970519096490786,0.2,Psever
MST1054,0,0,0,0,0.51485061645508,0,MST,1,0.6970519096490786,0.2,Psever
MST2021-002,0,0,0,0,0.44927466660737997,0,MST,1,0.6970519096490786,0.2,Psever
MST2021-005,0,0,0,0,0.4159294441342355,0,MST,1,0.6970519096490786,0.2,Psever
MST2021-006,0,0,0,0,0.4473280534148215,0,MST,1,0.6970519096490786,0.2,Psever
MST2021-008,0,0,0,0,0.517131872475145,0,MST,1,0.6970519096490786,0.2,Psever
MST2021-011,0,0,0,0,0.46355023980140697,0,MST,1,0.6970519096490786,0.2,Psever
MST2021-012,0,0,0,0,0.398082695901394,0,MST,1,0.6970519096490786,0.2,Psever
MST2021-013,0,0,0,0,0.471392162144184,0,MST,1,0.6970519096490786,0.2,Psever
MST2021-015,0,0,0,0,0.8415378630161301,0,MST,1,0.6970519096490786,0.2,Psever
MST2021-019,0.37859071046113946,0,0.102595668286085,0,0.94235748052597,0,MST,1,0.6970519096490786,0.2,Psever
MST2021-025,0,0,0,0,0.42668394744396204,0,MST,1,0.6970519096490786,0.2,Psever
MST2021-028,12.80824542045595,9.127507505793767,10.845426321029649,8.447206691328239,14.9955105781555,9.807808320259296,MST,1,0.6970519096490786,0.2,Psever
MST2021-029,0,0,0,0,0.46968754380941397,0,MST,1,0.6970519096490786,0.2,Psever
MST2021-030,0,0,0,0,0.503456220030785,0,MST,1,0.6970519096490786,0.2,Psever
MST2021-031,0,0.07573081747276324,0,-0.055438806088787554,0.45480612665414805,0.20690044103431404,MST,1,0.6970519096490786,0.2,Psever
MST2021-032,2.12858811020851,1.49556359725819,1.3682389259338401,0.6820034015870323,3.129290342330935,2.3091237929293476,MST,1,0.6970519096490786,0.2,Psever
MST2021-039,0,0,0,0,0.7364159077405951,0,MST,1,0.6970519096490786,0.2,Psever
MST2021-040,28.42262029647825,20.76904889905521,25.522012710571296,18.48439773345578,31.53636932373045,23.05370006465464,MST,1,0.6970519096490786,0.2,Psever
MST2021-043,0.70658892393112,0,0.3066491708159445,0,1.35849252343178,0,MST,1,0.6970519096490786,0.2,Psever
MST2021-044,370.675048828125,257.1347044483268,359.547920227051,247.33916608975906,381.823310852051,266.93024280689446,MST,1,0.6970519096490786,0.2,Psever
MST2021-049,157.724494934082,124.65611650891023,150.864210128784,109.4835665692686,164.5927810668945,139.82866644855187,MST,1,0.6970519096490786,0.2,Psever
MST2021-051,0,0,0,0,0.4149649292230605,0,MST,1,0.6970519096490786,0.2,Psever
MST2021-052,0,0,0,0,0.402580313384533,0,MST,1,0.6970519096490786,0.2,Psever
MST2021-055,0,0,0,0,0.491863302886486,0,MST,1,0.6970519096490786,0.2,Psever
MST2021-058,28.66427183151245,20.380248833895394,25.7226872444153,14.37965685283941,31.82327032089235,26.380840814951377,MST,1,0.6970519096490786,0.2,Psever
MST2021-062,11.084839105606099,0.11662452950550917,9.342520833015449,0.08937943494794871,13.03207755088805,0.14386962406306963,MST,1,0.6970519096490786,0.2,Psever
MST2021-064,1.24415248632431,0.7481690496900111,0.71442238986492,0.19506227583055769,1.987348049879075,1.3012758235494646,MST,1,0.6970519096490786,0.2,Psever
MST2021-070,0,0,0,0,0.46206075698137294,0,MST,1,0.6970519096490786,0.2,Psever
MST2021-071,2.67535090446472,2.023774044347825,1.87707707285881,1.1343626364052637,3.6732706427574153,2.913185452290386,MST,1,0.6970519096490786,0.2,Psever
MST2021-075,0.3023180179297925,0,0.0819266494363545,0,0.752498358488085,0,MST,1,0.6970519096490786,0.2,Psever
MST2021-076,0,0,0,0,0.473470836877823,0,MST,1,0.6970519096490786,0.2,Psever
MST2021-079,0,0,0,0,0.47391664236784004,0,MST,1,0.6970519096490786,0.2,Psever
MST2021-081,0,0.03479063531270734,0,-0.025468512676501714,0.46259161084890354,0.0950497833019164,MST,1,0.6970519096490786,0.2,Psever
MST2021-082,155.4240798950195,119.98586871426139,148.0020999908445,111.80148450944868,162.855453491211,128.17025291907407,MST,1,0.6970519096490786,0.2,Psever
MST2021-083,0,0.13777618245274956,0,0.01759062790793274,0.52673827856779,0.25796173699756636,MST,1,0.6970519096490786,0.2,Psever
MST2021-085,11.8898367881775,13.498022979293491,9.482185244560249,12.336445621831803,14.675530195236199,14.65960033675518,MST,1,0.6970519096490786,0.2,Psever
MST2021-088,0.30767858028411854,0,0.08337930776178851,0,0.76584190130234,0,MST,1,0.6970519096490786,0.2,Psever
MST2021-089,0.2946258895099165,0,0.0798421539366245,0,0.733351185917855,0,MST,1,0.6970519096490786,0.2,Psever
MST2021-099,103.2475185394285,80.32361505522883,97.62587547302249,73.62611047566355,108.87452125549301,87.0211196347941,MST,1,0.6970519096490786,0.2,Psever
NEKfeb2022,0,0,0,0,0.4256240278482435,0,MST,1,0.6970519096490786,0.2,Psever
NTC,0,0,0,0,0.59124480932951,0,MST,1,0.6970519096490786,0.2,Psever
stdE-1,0.447889193892479,0.023235063654969284,0.12137460522353649,-0.012760542178536827,1.11485943198204,0.0592306694884754,STD,1,0.6970519096490786,0.2,Psever
stdE0,0.856674164533615,0.6970519096490786,0.37178121507167805,0.6970519096490786,1.6470667719841001,0.6970519096490786,STD,1,0.6970519096490786,0.2,Psever
stdE1,7.79571413993835,6.970519096490786,6.005196571350099,6.970519096490786,9.911596775054951,6.970519096490786,STD,1,0.6970519096490786,0.2,Psever
stdE2,76.2487506866455,69.70519096490786,70.804886817932,69.70519096490786,81.697645187378,69.70519096490786,STD,1,0.6970519096490786,0.2,Psever
