smplNm,mcp_ddPCR,mcp_qPCR,sdmn_ddPCR,sdmn_qPCR,sdmx_ddPCR,sdmx_qPCR,smplTp,qlod,f2,mcp_ddPCR_lod,spcAbbr
MST2021-052,0,0,0,0,0.568738020956515,0,MST,1,1.057973195109696,0.2,Colper
MST2021-055,0,0,0,0,0.4585352540016175,0,MST,1,1.057973195109696,0.2,Colper
MST2021-058,0,0.00849552475673086,0,-0.006219155758886215,0.490754209458828,0.023210205272347934,MST,1,1.057973195109696,0.2,Colper
MST2021-062,0.42507156729698203,0,0.11519135907292351,0,1.058060079813005,0,MST,1,1.057973195109696,0.2,Colper
MST2021-064,0,0,0,0,0.508125983178615,0,MST,1,1.057973195109696,0.2,Colper
MST2021-070,0,0,0,0,0.5495643988251699,0,MST,1,1.057973195109696,0.2,Colper
MST2021-071,0.41919492185115803,0.07979468942671795,0.11359887197613701,-0.058413766834536626,1.0434315353631949,0.21800314568797252,MST,1,1.057973195109696,0.2,Colper
MST2021-075,0,0,0,0,0.538899190723895,0,MST,1,1.057973195109696,0.2,Colper
MST2021-076,0,0,0,0,0.4839706793427465,0,MST,1,1.057973195109696,0.2,Colper
MST2021-079,0,0,0,0,0.557053461670875,0,MST,1,1.057973195109696,0.2,Colper
MST2021-081,0,0,0,0,0.497761406004429,0,MST,1,1.057973195109696,0.2,Colper
MST2021-082,0,0,0,0,0.51435735076666,0,MST,1,1.057973195109696,0.2,Colper
MST2021-083,0,0,0,0,0.48772253096103646,0,MST,1,1.057973195109696,0.2,Colper
MST2021-085,0,0,0,0,0.4573633521795275,0,MST,1,1.057973195109696,0.2,Colper
MST2021-088,0,0,0,0,0.56605949997902,0,MST,1,1.057973195109696,0.2,Colper
MST2021-089,0,0,0,0,0.583533085882665,0,MST,1,1.057973195109696,0.2,Colper
MST2021-099,0,0,0,0,0.506336838006975,0,MST,1,1.057973195109696,0.2,Colper
NEKfeb2022,0,0,0,0,0,0,MST,1,1.057973195109696,0.2,Colper
NTC,0,0,0,0,0.4419031739234925,0,MST,1,1.057973195109696,0.2,Colper
stdE-1,0,0.017632886585161597,0,-0.02555868824085084,0.469030998647213,0.060824461411174036,STD,1,1.057973195109696,0.2,Colper
stdE0,1.052644550800325,0.88164432925808,0.5470007658004751,0.4497285809979556,1.80224224925041,1.3135600775182044,STD,1,1.057973195109696,0.2,Colper
stdE1,11.170066595077499,10.57973195109696,9.3659794330597,10.57973195109696,13.1928026676178,10.57973195109696,STD,1,1.057973195109696,0.2,Colper
stdE2,94.4105911254885,105.7973195109696,88.66768836975099,105.7973195109696,100.159111022949,105.7973195109696,STD,1,1.057973195109696,0.2,Colper
stdE3,1044.538345336915,1057.973195109696,1024.51805114746,1057.973195109696,1064.627075195315,1057.973195109696,STD,1,1.057973195109696,0.2,Colper
stdE4,10464.15771484375,10579.731951096961,10359.0673828125,10579.731951096961,10571.15966796875,10579.731951096961,STD,1,1.057973195109696,0.2,Colper
stdE5,5000000,105797.3195109696,55800.263671875,105797.3195109696,5000000,105797.3195109696,STD,1,1.057973195109696,0.2,Colper
