"","smplNm","sample","machine","value","spcNm","spA.smplN","cl.f.evl","eval.c1","vln","vlc","eDN.lv1","f2","dd.qlod","mcp_ddPCR_lod","eDN.lv1.l10"
"329","MST2021-002","Cragig_ddPCR","ddPCR",0,"Cragig","Cragig.MST2021-002","white","white",0,"ddPCR",0,0.819268298830287,0.0123110535560807,5.31343579292295,NA
"330","MST2021-002","Erisin_ddPCR","ddPCR",0.364311337471009,"Erisin","Erisin.MST2021-002","white","black",0.364311337471009,"ddPCR",0.364311337471009,0.364685853592156,0.0548009373867898,1.68553620576858,0.134913488147959
"331","MST2021-002","Hemsan_ddPCR","ddPCR",0,"Hemsan","Hemsan.MST2021-002","white","white",0,"ddPCR",0,0.631671659618149,0.0105278609936358,0.322470888495446,NA
"332","MST2021-002","Hemtak_ddPCR","ddPCR",0,"Hemtak","Hemtak.MST2021-002","white","white",0,"ddPCR",0,0.563037107717149,0.0281518553858574,5.6800436973572,NA
"333","MST2021-002","Homame_ddPCR","ddPCR",0,"Homame","Homame.MST2021-002","white","white",0,"ddPCR",0,0.615627075262864,26.1693861679721,0.335798636078835,NA
"334","MST2021-002","Karmik_ddPCR","ddPCR",0.357578955590725,"Karmik","Karmik.MST2021-002","white","black",0.357578955590725,"ddPCR",0.357578955590725,0.249514042078587,0.0499028084157174,0.409050658345222,0.132765097178167
"335","MST2021-002","Mnelei_ddPCR","ddPCR",56.7499113082885,"Mnelei","Mnelei.MST2021-002","black","black",56.7499113082885,"ddPCR",56.7499113082885,0.565945481842138,0.00943242469736896,1.45512744784355,1.76155132157976
"336","MST2021-002","Myaare_ddPCR","ddPCR",0.72675473988056,"Myaare","Myaare.MST2021-002","red","black",0.72675473988056,"ddPCR",0.72675473988056,1.00471092350427,0.0167451820584044,5.1446944475174,0.237230656802781
"337","MST2021-002","Oncmyk_ddPCR","ddPCR",0,"Oncmyk","Oncmyk.MST2021-002","white","white",0,"ddPCR",0,0.483938046437317,0.0806563410728862,1.06313988566398,NA
"338","MST2021-002","Promin_ddPCR","ddPCR",9.12700414657595,"Promin","Promin.MST2021-002","black","black",9.12700414657595,"ddPCR",9.12700414657595,0.558615680442301,0.01862052268141,0.560731440782545,1.00548098780449
"339","MST2021-002","Psefar_ddPCR","ddPCR",15.270084142685,"Psefar","Psefar.MST2021-002","black","black",15.270084142685,"ddPCR",15.270084142685,0.548095136203483,0.0274047568101742,7.0030003786087,1.21138979894849
"340","MST2021-002","Psever_ddPCR","ddPCR",0,"Psever","Psever.MST2021-002","white","white",0,"ddPCR",0,0.697051909649079,0.0232350636549693,0.447889193892479,NA
"341","MST2021-005","Bonham_qPCR","qPCR",0,"Bonham","Bonham.MST2021-005","white","white",0,"qPCR",0,0.617616142109215,0.0308808071054608,0.602823607623575,NA
"342","MST2021-005","Calsap_qPCR","qPCR",0,"Calsap","Calsap.MST2021-005","white","white",0,"qPCR",0,0.63699006851343,0.0106165011418905,6.69409215450285,NA
"343","MST2021-005","Caraur_qPCR","qPCR",0,"Caraur","Caraur.MST2021-005","white","white",0,"qPCR",0,0.0225471728962503,0.0958446595718793,3.49066555500031,NA
"344","MST2021-005","Colper_qPCR","qPCR",0,"Colper","Colper.MST2021-005","white","white",0,"qPCR",0,1.0579731951097,0.0176328865851616,1.05264455080033,NA
"345","MST2021-005","Corcas_qPCR","qPCR",0,"Corcas","Corcas.MST2021-005","white","white",0,"qPCR",0,1.26214731581735,0.0420715771939118,0.360338948667049,NA
"346","MST2021-005","Cragig_qPCR","qPCR",0,"Cragig","Cragig.MST2021-005","white","white",0,"qPCR",0,0.819268298830287,0.0123110535560807,5.31343579292295,NA
"347","MST2021-005","Erisin_qPCR","qPCR",0,"Erisin","Erisin.MST2021-005","white","white",0,"qPCR",0,0.364685853592156,0.0548009373867898,1.68553620576858,NA
"348","MST2021-005","Hemsan_qPCR","qPCR",0,"Hemsan","Hemsan.MST2021-005","white","white",0,"qPCR",0,0.631671659618149,0.0105278609936358,0.322470888495446,NA
"349","MST2021-005","Hemtak_qPCR","qPCR",0,"Hemtak","Hemtak.MST2021-005","white","white",0,"qPCR",0,0.563037107717149,0.0281518553858574,5.6800436973572,NA
"350","MST2021-005","Homame_qPCR","qPCR",0,"Homame","Homame.MST2021-005","white","white",0,"qPCR",0,0.615627075262864,26.1693861679721,0.335798636078835,NA
"351","MST2021-005","Karmik_qPCR","qPCR",0,"Karmik","Karmik.MST2021-005","white","white",0,"qPCR",0,0.249514042078587,0.0499028084157174,0.409050658345222,NA
"352","MST2021-005","Mnelei_qPCR","qPCR",0,"Mnelei","Mnelei.MST2021-005","white","white",0,"qPCR",0,0.565945481842138,0.00943242469736896,1.45512744784355,NA
"353","MST2021-005","Myaare_qPCR","qPCR",6.09189723284753,"Myaare","Myaare.MST2021-005","black","black",6.09189723284753,"qPCR",6.09189723284753,1.00471092350427,0.0167451820584044,5.1446944475174,0.850762433706854
"354","MST2021-005","Oncmyk_qPCR","qPCR",0,"Oncmyk","Oncmyk.MST2021-005","white","white",0,"qPCR",0,0.483938046437317,0.0806563410728862,1.06313988566398,NA
"355","MST2021-005","Promin_qPCR","qPCR",0,"Promin","Promin.MST2021-005","white","white",0,"qPCR",0,0.558615680442301,0.01862052268141,0.560731440782545,NA
"356","MST2021-005","Psefar_qPCR","qPCR",0,"Psefar","Psefar.MST2021-005","white","white",0,"qPCR",0,0.548095136203483,0.0274047568101742,7.0030003786087,NA
"357","MST2021-005","Psever_qPCR","qPCR",0,"Psever","Psever.MST2021-005","yellow","yellow",0,"qPCR",0,0.697051909649079,0.0232350636549693,0.447889193892479,NA
"358","MST2021-005","Bonham_ddPCR","ddPCR",0,"Bonham","Bonham.MST2021-005","white","white",0,"ddPCR",0,0.617616142109215,0.0308808071054608,0.602823607623575,NA
"359","MST2021-005","Calsap_ddPCR","ddPCR",0,"Calsap","Calsap.MST2021-005","white","white",0,"ddPCR",0,0.63699006851343,0.0106165011418905,6.69409215450285,NA
"360","MST2021-005","Caraur_ddPCR","ddPCR",0,"Caraur","Caraur.MST2021-005","white","white",0,"ddPCR",0,0.0225471728962503,0.0958446595718793,3.49066555500031,NA
"361","MST2021-005","Colper_ddPCR","ddPCR",0.398600921034813,"Colper","Colper.MST2021-005","white","black",0.398600921034813,"ddPCR",0.398600921034813,1.0579731951097,0.0176328865851616,1.05264455080033,0.145693809904653
"362","MST2021-005","Corcas_ddPCR","ddPCR",0,"Corcas","Corcas.MST2021-005","white","white",0,"ddPCR",0,1.26214731581735,0.0420715771939118,0.360338948667049,NA
"363","MST2021-005","Cragig_ddPCR","ddPCR",0,"Cragig","Cragig.MST2021-005","white","white",0,"ddPCR",0,0.819268298830287,0.0123110535560807,5.31343579292295,NA
"364","MST2021-005","Erisin_ddPCR","ddPCR",0,"Erisin","Erisin.MST2021-005","white","white",0,"ddPCR",0,0.364685853592156,0.0548009373867898,1.68553620576858,NA
"365","MST2021-005","Hemsan_ddPCR","ddPCR",0,"Hemsan","Hemsan.MST2021-005","white","white",0,"ddPCR",0,0.631671659618149,0.0105278609936358,0.322470888495446,NA
"366","MST2021-005","Hemtak_ddPCR","ddPCR",0,"Hemtak","Hemtak.MST2021-005","white","white",0,"ddPCR",0,0.563037107717149,0.0281518553858574,5.6800436973572,NA
"367","MST2021-005","Homame_ddPCR","ddPCR",0,"Homame","Homame.MST2021-005","white","white",0,"ddPCR",0,0.615627075262864,26.1693861679721,0.335798636078835,NA
"368","MST2021-005","Karmik_ddPCR","ddPCR",0,"Karmik","Karmik.MST2021-005","white","white",0,"ddPCR",0,0.249514042078587,0.0499028084157174,0.409050658345222,NA
"369","MST2021-005","Mnelei_ddPCR","ddPCR",0,"Mnelei","Mnelei.MST2021-005","white","white",0,"ddPCR",0,0.565945481842138,0.00943242469736896,1.45512744784355,NA
"370","MST2021-005","Myaare_ddPCR","ddPCR",12.4270725250244,"Myaare","Myaare.MST2021-005","black","black",12.4270725250244,"ddPCR",12.4270725250244,1.00471092350427,0.0167451820584044,5.1446944475174,1.12798133472259
"371","MST2021-005","Oncmyk_ddPCR","ddPCR",0,"Oncmyk","Oncmyk.MST2021-005","white","white",0,"ddPCR",0,0.483938046437317,0.0806563410728862,1.06313988566398,NA
"372","MST2021-005","Promin_ddPCR","ddPCR",0,"Promin","Promin.MST2021-005","white","white",0,"ddPCR",0,0.558615680442301,0.01862052268141,0.560731440782545,NA
"373","MST2021-005","Psefar_ddPCR","ddPCR",0,"Psefar","Psefar.MST2021-005","white","white",0,"ddPCR",0,0.548095136203483,0.0274047568101742,7.0030003786087,NA
"374","MST2021-005","Psever_ddPCR","ddPCR",0,"Psever","Psever.MST2021-005","yellow","white",0,"ddPCR",0,0.697051909649079,0.0232350636549693,0.447889193892479,NA
"375","MST2021-006","Bonham_qPCR","qPCR",0,"Bonham","Bonham.MST2021-006","white","white",0,"qPCR",0,0.617616142109215,0.0308808071054608,0.602823607623575,NA
"376","MST2021-006","Calsap_qPCR","qPCR",0,"Calsap","Calsap.MST2021-006","white","white",0,"qPCR",0,0.63699006851343,0.0106165011418905,6.69409215450285,NA
"377","MST2021-006","Caraur_qPCR","qPCR",0,"Caraur","Caraur.MST2021-006","white","white",0,"qPCR",0,0.0225471728962503,0.0958446595718793,3.49066555500031,NA
"378","MST2021-006","Colper_qPCR","qPCR",0,"Colper","Colper.MST2021-006","white","white",0,"qPCR",0,1.0579731951097,0.0176328865851616,1.05264455080033,NA
"379","MST2021-006","Corcas_qPCR","qPCR",0,"Corcas","Corcas.MST2021-006","white","white",0,"qPCR",0,1.26214731581735,0.0420715771939118,0.360338948667049,NA
"380","MST2021-006","Cragig_qPCR","qPCR",0,"Cragig","Cragig.MST2021-006","white","white",0,"qPCR",0,0.819268298830287,0.0123110535560807,5.31343579292295,NA
"381","MST2021-006","Erisin_qPCR","qPCR",0,"Erisin","Erisin.MST2021-006","white","white",0,"qPCR",0,0.364685853592156,0.0548009373867898,1.68553620576858,NA
"382","MST2021-006","Hemsan_qPCR","qPCR",0,"Hemsan","Hemsan.MST2021-006","white","white",0,"qPCR",0,0.631671659618149,0.0105278609936358,0.322470888495446,NA
"383","MST2021-006","Hemtak_qPCR","qPCR",0,"Hemtak","Hemtak.MST2021-006","white","white",0,"qPCR",0,0.563037107717149,0.0281518553858574,5.6800436973572,NA
"384","MST2021-006","Homame_qPCR","qPCR",0,"Homame","Homame.MST2021-006","white","white",0,"qPCR",0,0.615627075262864,26.1693861679721,0.335798636078835,NA
"385","MST2021-006","Karmik_qPCR","qPCR",0,"Karmik","Karmik.MST2021-006","white","white",0,"qPCR",0,0.249514042078587,0.0499028084157174,0.409050658345222,NA
"386","MST2021-006","Mnelei_qPCR","qPCR",229.251938127987,"Mnelei","Mnelei.MST2021-006","black","black",229.251938127987,"qPCR",229.251938127987,0.565945481842138,0.00943242469736896,1.45512744784355,2.36220329452468
"387","MST2021-006","Myaare_qPCR","qPCR",0.257652534605316,"Myaare","Myaare.MST2021-006","yellow","yellow",0.257652534605316,"qPCR",0.257652534605316,1.00471092350427,0.0167451820584044,5.1446944475174,0.0995606704038786
"388","MST2021-006","Oncmyk_qPCR","qPCR",0,"Oncmyk","Oncmyk.MST2021-006","white","white",0,"qPCR",0,0.483938046437317,0.0806563410728862,1.06313988566398,NA
"389","MST2021-006","Promin_qPCR","qPCR",7.21110775042072,"Promin","Promin.MST2021-006","black","black",7.21110775042072,"qPCR",7.21110775042072,0.558615680442301,0.01862052268141,0.560731440782545,0.914401751204942
"390","MST2021-006","Psefar_qPCR","qPCR",0.900094012565276,"Psefar","Psefar.MST2021-006","black","black",0.900094012565276,"qPCR",0.900094012565276,0.548095136203483,0.0274047568101742,7.0030003786087,0.278775089441378
"391","MST2021-006","Psever_qPCR","qPCR",0,"Psever","Psever.MST2021-006","white","white",0,"qPCR",0,0.697051909649079,0.0232350636549693,0.447889193892479,NA
"392","MST2021-006","Bonham_ddPCR","ddPCR",0,"Bonham","Bonham.MST2021-006","white","white",0,"ddPCR",0,0.617616142109215,0.0308808071054608,0.602823607623575,NA
"393","MST2021-006","Calsap_ddPCR","ddPCR",0,"Calsap","Calsap.MST2021-006","white","white",0,"ddPCR",0,0.63699006851343,0.0106165011418905,6.69409215450285,NA
"394","MST2021-006","Caraur_ddPCR","ddPCR",0,"Caraur","Caraur.MST2021-006","white","white",0,"ddPCR",0,0.0225471728962503,0.0958446595718793,3.49066555500031,NA
"395","MST2021-006","Colper_ddPCR","ddPCR",0,"Colper","Colper.MST2021-006","white","white",0,"ddPCR",0,1.0579731951097,0.0176328865851616,1.05264455080033,NA
"396","MST2021-006","Corcas_ddPCR","ddPCR",0,"Corcas","Corcas.MST2021-006","white","white",0,"ddPCR",0,1.26214731581735,0.0420715771939118,0.360338948667049,NA
"397","MST2021-006","Cragig_ddPCR","ddPCR",0,"Cragig","Cragig.MST2021-006","white","white",0,"ddPCR",0,0.819268298830287,0.0123110535560807,5.31343579292295,NA
"398","MST2021-006","Erisin_ddPCR","ddPCR",0,"Erisin","Erisin.MST2021-006","white","white",0,"ddPCR",0,0.364685853592156,0.0548009373867898,1.68553620576858,NA
"399","MST2021-006","Hemsan_ddPCR","ddPCR",0,"Hemsan","Hemsan.MST2021-006","white","white",0,"ddPCR",0,0.631671659618149,0.0105278609936358,0.322470888495446,NA
"400","MST2021-006","Hemtak_ddPCR","ddPCR",0,"Hemtak","Hemtak.MST2021-006","white","white",0,"ddPCR",0,0.563037107717149,0.0281518553858574,5.6800436973572,NA
"401","MST2021-006","Homame_ddPCR","ddPCR",0,"Homame","Homame.MST2021-006","white","white",0,"ddPCR",0,0.615627075262864,26.1693861679721,0.335798636078835,NA
"402","MST2021-006","Karmik_ddPCR","ddPCR",0,"Karmik","Karmik.MST2021-006","white","white",0,"ddPCR",0,0.249514042078587,0.0499028084157174,0.409050658345222,NA
"403","MST2021-006","Mnelei_ddPCR","ddPCR",227.554588317871,"Mnelei","Mnelei.MST2021-006","black","black",227.554588317871,"ddPCR",227.554588317871,0.565945481842138,0.00943242469736896,1.45512744784355,2.35898994433517
"404","MST2021-006","Myaare_ddPCR","ddPCR",0.742580741643905,"Myaare","Myaare.MST2021-006","yellow","black",0.742580741643905,"ddPCR",0.742580741643905,1.00471092350427,0.0167451820584044,5.1446944475174,0.241192910063028
"405","MST2021-006","Oncmyk_ddPCR","ddPCR",0,"Oncmyk","Oncmyk.MST2021-006","white","white",0,"ddPCR",0,0.483938046437317,0.0806563410728862,1.06313988566398,NA
"406","MST2021-006","Promin_ddPCR","ddPCR",31.2354302406311,"Promin","Promin.MST2021-006","black","black",31.2354302406311,"ddPCR",31.2354302406311,0.558615680442301,0.01862052268141,0.560731440782545,1.50833347103805
"407","MST2021-006","Psefar_ddPCR","ddPCR",1.89441666007042,"Psefar","Psefar.MST2021-006","black","black",1.89441666007042,"ddPCR",1.89441666007042,0.548095136203483,0.0274047568101742,7.0030003786087,0.461561049293181
"408","MST2021-006","Psever_ddPCR","ddPCR",0,"Psever","Psever.MST2021-006","white","white",0,"ddPCR",0,0.697051909649079,0.0232350636549693,0.447889193892479,NA
"409","MST2021-008","Bonham_qPCR","qPCR",0,"Bonham","Bonham.MST2021-008","white","white",0,"qPCR",0,0.617616142109215,0.0308808071054608,0.602823607623575,NA
"410","MST2021-008","Calsap_qPCR","qPCR",0,"Calsap","Calsap.MST2021-008","white","white",0,"qPCR",0,0.63699006851343,0.0106165011418905,6.69409215450285,NA
"411","MST2021-008","Caraur_qPCR","qPCR",0,"Caraur","Caraur.MST2021-008","white","white",0,"qPCR",0,0.0225471728962503,0.0958446595718793,3.49066555500031,NA
"412","MST2021-008","Colper_qPCR","qPCR",0,"Colper","Colper.MST2021-008","white","white",0,"qPCR",0,1.0579731951097,0.0176328865851616,1.05264455080033,NA
"413","MST2021-008","Corcas_qPCR","qPCR",0,"Corcas","Corcas.MST2021-008","white","white",0,"qPCR",0,1.26214731581735,0.0420715771939118,0.360338948667049,NA
"414","MST2021-008","Cragig_qPCR","qPCR",0,"Cragig","Cragig.MST2021-008","white","white",0,"qPCR",0,0.819268298830287,0.0123110535560807,5.31343579292295,NA
"415","MST2021-008","Erisin_qPCR","qPCR",0,"Erisin","Erisin.MST2021-008","white","white",0,"qPCR",0,0.364685853592156,0.0548009373867898,1.68553620576858,NA
"416","MST2021-008","Hemsan_qPCR","qPCR",0,"Hemsan","Hemsan.MST2021-008","white","white",0,"qPCR",0,0.631671659618149,0.0105278609936358,0.322470888495446,NA
"417","MST2021-008","Hemtak_qPCR","qPCR",0,"Hemtak","Hemtak.MST2021-008","white","white",0,"qPCR",0,0.563037107717149,0.0281518553858574,5.6800436973572,NA
"418","MST2021-008","Homame_qPCR","qPCR",0,"Homame","Homame.MST2021-008","white","white",0,"qPCR",0,0.615627075262864,26.1693861679721,0.335798636078835,NA
"419","MST2021-008","Karmik_qPCR","qPCR",0,"Karmik","Karmik.MST2021-008","white","white",0,"qPCR",0,0.249514042078587,0.0499028084157174,0.409050658345222,NA
"420","MST2021-008","Mnelei_qPCR","qPCR",0,"Mnelei","Mnelei.MST2021-008","white","white",0,"qPCR",0,0.565945481842138,0.00943242469736896,1.45512744784355,NA
"421","MST2021-008","Myaare_qPCR","qPCR",0.897541758330478,"Myaare","Myaare.MST2021-008","yellow","yellow",0.897541758330478,"qPCR",0.897541758330478,1.00471092350427,0.0167451820584044,5.1446944475174,0.278191341991997
"422","MST2021-008","Oncmyk_qPCR","qPCR",0,"Oncmyk","Oncmyk.MST2021-008","white","white",0,"qPCR",0,0.483938046437317,0.0806563410728862,1.06313988566398,NA
"423","MST2021-008","Promin_qPCR","qPCR",0,"Promin","Promin.MST2021-008","white","white",0,"qPCR",0,0.558615680442301,0.01862052268141,0.560731440782545,NA
"424","MST2021-008","Psefar_qPCR","qPCR",0.728357536554851,"Psefar","Psefar.MST2021-008","red","red",0.728357536554851,"qPCR",0.728357536554851,0.548095136203483,0.0274047568101742,7.0030003786087,0.237633587732659
"425","MST2021-008","Psever_qPCR","qPCR",0,"Psever","Psever.MST2021-008","white","white",0,"qPCR",0,0.697051909649079,0.0232350636549693,0.447889193892479,NA
"426","MST2021-008","Bonham_ddPCR","ddPCR",0,"Bonham","Bonham.MST2021-008","white","white",0,"ddPCR",0,0.617616142109215,0.0308808071054608,0.602823607623575,NA
"427","MST2021-008","Calsap_ddPCR","ddPCR",0,"Calsap","Calsap.MST2021-008","white","white",0,"ddPCR",0,0.63699006851343,0.0106165011418905,6.69409215450285,NA
"428","MST2021-008","Caraur_ddPCR","ddPCR",0,"Caraur","Caraur.MST2021-008","white","white",0,"ddPCR",0,0.0225471728962503,0.0958446595718793,3.49066555500031,NA
"429","MST2021-008","Colper_ddPCR","ddPCR",0,"Colper","Colper.MST2021-008","white","white",0,"ddPCR",0,1.0579731951097,0.0176328865851616,1.05264455080033,NA
"430","MST2021-008","Corcas_ddPCR","ddPCR",0,"Corcas","Corcas.MST2021-008","white","white",0,"ddPCR",0,1.26214731581735,0.0420715771939118,0.360338948667049,NA
"431","MST2021-008","Cragig_ddPCR","ddPCR",0,"Cragig","Cragig.MST2021-008","white","white",0,"ddPCR",0,0.819268298830287,0.0123110535560807,5.31343579292295,NA
"432","MST2021-008","Erisin_ddPCR","ddPCR",0.365057438611985,"Erisin","Erisin.MST2021-008","white","black",0.365057438611985,"ddPCR",0.365057438611985,0.364685853592156,0.0548009373867898,1.68553620576858,0.135150925916998
"433","MST2021-008","Hemsan_ddPCR","ddPCR",0,"Hemsan","Hemsan.MST2021-008","white","white",0,"ddPCR",0,0.631671659618149,0.0105278609936358,0.322470888495446,NA
"434","MST2021-008","Hemtak_ddPCR","ddPCR",0,"Hemtak","Hemtak.MST2021-008","white","white",0,"ddPCR",0,0.563037107717149,0.0281518553858574,5.6800436973572,NA
"435","MST2021-008","Homame_ddPCR","ddPCR",0,"Homame","Homame.MST2021-008","white","white",0,"ddPCR",0,0.615627075262864,26.1693861679721,0.335798636078835,NA
"436","MST2021-008","Karmik_ddPCR","ddPCR",0,"Karmik","Karmik.MST2021-008","white","white",0,"ddPCR",0,0.249514042078587,0.0499028084157174,0.409050658345222,NA
"437","MST2021-008","Mnelei_ddPCR","ddPCR",0,"Mnelei","Mnelei.MST2021-008","white","white",0,"ddPCR",0,0.565945481842138,0.00943242469736896,1.45512744784355,NA
"438","MST2021-008","Myaare_ddPCR","ddPCR",0.88188998401165,"Myaare","Myaare.MST2021-008","yellow","black",0.88188998401165,"ddPCR",0.88188998401165,1.00471092350427,0.0167451820584044,5.1446944475174,0.274594230816406
"439","MST2021-008","Oncmyk_ddPCR","ddPCR",0,"Oncmyk","Oncmyk.MST2021-008","white","white",0,"ddPCR",0,0.483938046437317,0.0806563410728862,1.06313988566398,NA
"440","MST2021-008","Promin_ddPCR","ddPCR",0,"Promin","Promin.MST2021-008","white","white",0,"ddPCR",0,0.558615680442301,0.01862052268141,0.560731440782545,NA
"441","MST2021-008","Psefar_ddPCR","ddPCR",1.10754437744618,"Psefar","Psefar.MST2021-008","red","black",1.10754437744618,"ddPCR",1.10754437744618,0.548095136203483,0.0274047568101742,7.0030003786087,0.323776728102039
"442","MST2021-008","Psever_ddPCR","ddPCR",0,"Psever","Psever.MST2021-008","white","white",0,"ddPCR",0,0.697051909649079,0.0232350636549693,0.447889193892479,NA
"443","MST2021-011","Bonham_qPCR","qPCR",0,"Bonham","Bonham.MST2021-011","white","white",0,"qPCR",0,0.617616142109215,0.0308808071054608,0.602823607623575,NA
"444","MST2021-011","Calsap_qPCR","qPCR",0,"Calsap","Calsap.MST2021-011","white","white",0,"qPCR",0,0.63699006851343,0.0106165011418905,6.69409215450285,NA
"445","MST2021-011","Caraur_qPCR","qPCR",0,"Caraur","Caraur.MST2021-011","white","white",0,"qPCR",0,0.0225471728962503,0.0958446595718793,3.49066555500031,NA
"446","MST2021-011","Colper_qPCR","qPCR",0,"Colper","Colper.MST2021-011","white","white",0,"qPCR",0,1.0579731951097,0.0176328865851616,1.05264455080033,NA
"447","MST2021-011","Corcas_qPCR","qPCR",0,"Corcas","Corcas.MST2021-011","white","white",0,"qPCR",0,1.26214731581735,0.0420715771939118,0.360338948667049,NA
"448","MST2021-011","Cragig_qPCR","qPCR",0,"Cragig","Cragig.MST2021-011","white","white",0,"qPCR",0,0.819268298830287,0.0123110535560807,5.31343579292295,NA
"449","MST2021-011","Erisin_qPCR","qPCR",0,"Erisin","Erisin.MST2021-011","white","white",0,"qPCR",0,0.364685853592156,0.0548009373867898,1.68553620576858,NA
"450","MST2021-011","Hemsan_qPCR","qPCR",0,"Hemsan","Hemsan.MST2021-011","white","white",0,"qPCR",0,0.631671659618149,0.0105278609936358,0.322470888495446,NA
"451","MST2021-011","Hemtak_qPCR","qPCR",0,"Hemtak","Hemtak.MST2021-011","white","white",0,"qPCR",0,0.563037107717149,0.0281518553858574,5.6800436973572,NA
"452","MST2021-011","Homame_qPCR","qPCR",0,"Homame","Homame.MST2021-011","white","white",0,"qPCR",0,0.615627075262864,26.1693861679721,0.335798636078835,NA
"453","MST2021-011","Karmik_qPCR","qPCR",0,"Karmik","Karmik.MST2021-011","white","white",0,"qPCR",0,0.249514042078587,0.0499028084157174,0.409050658345222,NA
"454","MST2021-011","Mnelei_qPCR","qPCR",11940.820838556,"Mnelei","Mnelei.MST2021-011","black","black",11940.820838556,"qPCR",11940.820838556,0.565945481842138,0.00943242469736896,1.45512744784355,4.07707055123613
"455","MST2021-011","Myaare_qPCR","qPCR",0,"Myaare","Myaare.MST2021-011","white","white",0,"qPCR",0,1.00471092350427,0.0167451820584044,5.1446944475174,NA
"456","MST2021-011","Oncmyk_qPCR","qPCR",0,"Oncmyk","Oncmyk.MST2021-011","white","white",0,"qPCR",0,0.483938046437317,0.0806563410728862,1.06313988566398,NA
"457","MST2021-011","Promin_qPCR","qPCR",31.5741996267776,"Promin","Promin.MST2021-011","black","black",31.5741996267776,"qPCR",31.5741996267776,0.558615680442301,0.01862052268141,0.560731440782545,1.51287375356515
"458","MST2021-011","Psefar_qPCR","qPCR",4.88779062574351,"Psefar","Psefar.MST2021-011","black","black",4.88779062574351,"qPCR",4.88779062574351,0.548095136203483,0.0274047568101742,7.0030003786087,0.769952357766093
"459","MST2021-011","Psever_qPCR","qPCR",0,"Psever","Psever.MST2021-011","white","white",0,"qPCR",0,0.697051909649079,0.0232350636549693,0.447889193892479,NA
"460","MST2021-011","Bonham_ddPCR","ddPCR",0,"Bonham","Bonham.MST2021-011","white","white",0,"ddPCR",0,0.617616142109215,0.0308808071054608,0.602823607623575,NA
"461","MST2021-011","Calsap_ddPCR","ddPCR",0,"Calsap","Calsap.MST2021-011","white","white",0,"ddPCR",0,0.63699006851343,0.0106165011418905,6.69409215450285,NA
"462","MST2021-011","Caraur_ddPCR","ddPCR",0,"Caraur","Caraur.MST2021-011","white","white",0,"ddPCR",0,0.0225471728962503,0.0958446595718793,3.49066555500031,NA
"463","MST2021-011","Colper_ddPCR","ddPCR",0,"Colper","Colper.MST2021-011","white","white",0,"ddPCR",0,1.0579731951097,0.0176328865851616,1.05264455080033,NA
"464","MST2021-011","Corcas_ddPCR","ddPCR",0.372501201927662,"Corcas","Corcas.MST2021-011","white","black",0.372501201927662,"ddPCR",0.372501201927662,1.26214731581735,0.0420715771939118,0.360338948667049,0.137512733442947
"465","MST2021-011","Cragig_ddPCR","ddPCR",0.407153666019439,"Cragig","Cragig.MST2021-011","white","black",0.407153666019439,"ddPCR",0.407153666019439,0.819268298830287,0.0123110535560807,5.31343579292295,0.148341526475434
"466","MST2021-011","Erisin_ddPCR","ddPCR",0,"Erisin","Erisin.MST2021-011","white","white",0,"ddPCR",0,0.364685853592156,0.0548009373867898,1.68553620576858,NA
"467","MST2021-011","Hemsan_ddPCR","ddPCR",0,"Hemsan","Hemsan.MST2021-011","white","white",0,"ddPCR",0,0.631671659618149,0.0105278609936358,0.322470888495446,NA
"468","MST2021-011","Hemtak_ddPCR","ddPCR",0,"Hemtak","Hemtak.MST2021-011","white","white",0,"ddPCR",0,0.563037107717149,0.0281518553858574,5.6800436973572,NA
"469","MST2021-011","Homame_ddPCR","ddPCR",0,"Homame","Homame.MST2021-011","white","white",0,"ddPCR",0,0.615627075262864,26.1693861679721,0.335798636078835,NA
"470","MST2021-011","Karmik_ddPCR","ddPCR",0,"Karmik","Karmik.MST2021-011","white","white",0,"ddPCR",0,0.249514042078587,0.0499028084157174,0.409050658345222,NA
"471","MST2021-011","Mnelei_ddPCR","ddPCR",10661.9262695312,"Mnelei","Mnelei.MST2021-011","black","black",10661.9262695312,"ddPCR",10661.9262695312,0.565945481842138,0.00943242469736896,1.45512744784355,4.02787640622058
"472","MST2021-011","Myaare_ddPCR","ddPCR",0,"Myaare","Myaare.MST2021-011","white","white",0,"ddPCR",0,1.00471092350427,0.0167451820584044,5.1446944475174,NA
"473","MST2021-011","Oncmyk_ddPCR","ddPCR",0,"Oncmyk","Oncmyk.MST2021-011","white","white",0,"ddPCR",0,0.483938046437317,0.0806563410728862,1.06313988566398,NA
"474","MST2021-011","Promin_ddPCR","ddPCR",111.173496246338,"Promin","Promin.MST2021-011","black","black",111.173496246338,"ddPCR",111.173496246338,0.558615680442301,0.01862052268141,0.560731440782545,2.04989025626355
"475","MST2021-011","Psefar_ddPCR","ddPCR",21.559796333313,"Psefar","Psefar.MST2021-011","black","black",21.559796333313,"ddPCR",21.559796333313,0.548095136203483,0.0274047568101742,7.0030003786087,1.35333517457914
"476","MST2021-011","Psever_ddPCR","ddPCR",0,"Psever","Psever.MST2021-011","white","white",0,"ddPCR",0,0.697051909649079,0.0232350636549693,0.447889193892479,NA
