"","C","Species","prob_q","prob_dd","delta"
"1",-3,"Hemtak",0.02874849592654,0.231475216500982,0.202726720574442
"2",-2.9,"Hemtak",0.0330540020251586,0.241953347854975,0.208899345829816
"3",-2.8,"Hemtak",0.037979106122838,0.252749800416931,0.214770694294093
"4",-2.7,"Hemtak",0.0436049660096343,0.263860322158352,0.220255356148718
"5",-2.6,"Hemtak",0.0500208556299052,0.275279324065818,0.225258468435913
"6",-2.5,"Hemtak",0.0573241758988688,0.286999837247718,0.22967566134885
"7",-2.4,"Hemtak",0.0656201643341598,0.299013480249704,0.233393315915544
"8",-2.3,"Hemtak",0.0750212054175537,0.311310437807603,0.236289232390049
"9",-2.2,"Hemtak",0.0856456306101733,0.323879452165739,0.238233821555566
"10",-2.1,"Hemtak",0.0976158886298113,0.336707827951711,0.239091939321899
"11",-2,"Hemtak",0.111055966711408,0.349781451426173,0.238725484714765
"12",-1.9,"Hemtak",0.126087956829203,0.363084824719586,0.236996867890383
"13",-1.8,"Hemtak",0.142827692639587,0.376601115430385,0.233773422790798
"14",-1.7,"Hemtak",0.16137943853088,0.39031222169511,0.22893278316423
"15",-1.6,"Hemtak",0.181829695671743,0.404198852556552,0.222369156884808
"16",-1.5,"Hemtak",0.204240302284092,0.418240623158164,0.214000320874072
"17",-1.4,"Hemtak",0.228641142217561,0.432416163989963,0.203775021772402
"18",-1.3,"Hemtak",0.25502292557295,0.446703243111897,0.191680317538947
"19",-1.2,"Hemtak",0.283330647248504,0.461078899994535,0.17774825274603
"20",-1.1,"Hemtak",0.313458435446189,0.475519589353267,0.162061153907078
"21",-1,"Hemtak",0.345246539393681,0.490001333120035,0.144754793726354
"22",-0.9,"Hemtak",0.378481143072389,0.504499878503937,0.126018735431548
"23",-0.8,"Hemtak",0.41289751045783,0.518990859945926,0.106093349488095
"24",-0.7,"Hemtak",0.44818666976683,0.533449962678428,0.0852632929115978
"25",-0.6,"Hemtak",0.484005459097298,0.547853085561627,0.0638476264643293
"26",-0.5,"Hemtak",0.519989340155582,0.562176500885798,0.0421871607302162
"27",-0.4,"Hemtak",0.555767014292628,0.576397008902755,0.0206299946101278
"28",-0.3,"Hemtak",0.590975619668374,0.590492084976564,-0.000483534691810283
"29",-0.2,"Hemtak",0.625275203999087,0.604440017419363,-0.0208351865797247
"30",-0.0999999999999996,"Hemtak",0.658361272361214,0.618220034296275,-0.040141238064939
"31",0,"Hemtak",0.689974481127613,0.631812417736102,-0.0581620633915109
"32",0.1,"Hemtak",0.719906930207732,0.645198604563182,-0.0747083256445502
"33",0.2,"Hemtak",0.748004921511408,0.658361272361214,-0.0896436491501941
"34",0.3,"Hemtak",0.774168429335975,0.671284410382456,-0.102884018953519
"35",0.4,"Hemtak",0.798347814352794,0.683953375016577,-0.114394439336217
"36",0.5,"Hemtak",0.820538480592673,0.696354929823834,-0.124183550768839
"37",0.6,"Hemtak",0.840774224974176,0.708477270409738,-0.132296954564438
"38",0.7,"Hemtak",0.859119982406424,0.720310034666529,-0.138809947739895
"39",0.8,"Hemtak",0.875664557746637,0.7318442991255,-0.143820258621137
"40",0.9,"Hemtak",0.890513791653667,0.743072562349937,-0.14744122930373
"41",1,"Hemtak",0.903784458289307,0.753988716448948,-0.149795741840359
"42",1.1,"Hemtak",0.915599058265273,0.764588007906891,-0.151011050358382
"43",1.2,"Hemtak",0.926081561005822,0.774866989001958,-0.151214572003864
"44",1.3,"Hemtak",0.935354070409281,0.78482346113222,-0.150530609277061
"45",1.4,"Hemtak",0.94353433495045,0.794456411380524,-0.149077923569925
"46",1.5,"Hemtak",0.950733993915973,0.803765943634221,-0.146968050281752
"47",1.6,"Hemtak",0.957057439925812,0.812753205535343,-0.144304234390468
"48",1.7,"Hemtak",0.9626011789346,0.821420312475624,-0.141180866458977
"49",1.8,"Hemtak",0.967453577907429,0.829770269772475,-0.137683308134955
"50",1.9,"Hemtak",0.971694903689073,0.837806894070952,-0.133888009618121
"51",2,"Hemtak",0.97539757159726,0.845534734916465,-0.129862836680795
"52",2.1,"Hemtak",0.97862653720931,0.852958997337199,-0.125667539872111
"53",2.2,"Hemtak",0.981439778615069,0.860085466166985,-0.121354312448084
"54",2.3,"Hemtak",0.983888828529329,0.866920432731596,-0.116968395797733
"55",2.4,"Hemtak",0.986019325897415,0.873470624416315,-0.1125487014811
"56",2.5,"Hemtak",0.987871565015726,0.879743137532249,-0.108128427483477
"57",2.6,"Hemtak",0.989481026879697,0.885745373804528,-0.103735653075168
"58",2.7,"Hemtak",0.990878882681398,0.89148498071848,-0.0993939019629173
"59",2.8,"Hemtak",0.992092463342656,0.896969795880763,-0.095122667461893
"60",2.9,"Hemtak",0.993145691914156,0.902207795481703,-0.0909378964324532
"61",3,"Hemtak",0.99405947780166,0.907207046882843,-0.0868524309188167
"62",3.1,"Hemtak",0.994852073274584,0.911975665299937,-0.0828764079746478
"63",3.2,"Hemtak",0.995539393717774,0.916521774505925,-0.0790176192118488
"64",3.3,"Hemtak",0.996135303725149,0.920853471440541,-0.0752818322846082
"65",3.4,"Hemtak",0.996651871500187,0.924978794582446,-0.0716730769177409
"66",3.5,"Hemtak",0.997099594198216,0.928905695915713,-0.0681938982825031
"67",3.6,"Hemtak",0.997487596877385,0.932642016304332,-0.0648455805730532
"68",3.7,"Hemtak",0.997823807662903,0.936195464075651,-0.0616283435872521
