"","C","Species","prob_q","prob_dd","delta"
"1",-3,"Hemsan",0.00482071811618485,0.26308410416658,0.258263386050395
"2",-2.9,"Hemsan",0.00578894182770635,0.278884821977137,0.273095880149431
"3",-2.8,"Hemsan",0.00695027162618682,0.295254302001909,0.288304030375722
"4",-2.7,"Hemsan",0.00834262288599862,0.31216866941716,0.303826046531161
"5",-2.6,"Hemsan",0.0100110926019786,0.329598840191131,0.319587747589153
"6",-2.5,"Hemsan",0.0120092043099274,0.347510537807256,0.335501333497328
"7",-2.4,"Hemsan",0.0144003177226931,0.365864408989199,0.351464091266506
"8",-2.3,"Hemsan",0.0172592011556341,0.384616243608818,0.367357042453184
"9",-2.2,"Hemsan",0.0206737511264713,0.403717300703212,0.383043549576741
"10",-2.1,"Hemsan",0.0247468227313523,0.423114738867954,0.398367916136601
"11",-2,"Hemsan",0.0295981041791392,0.442752145401444,0.413154041222305
"12",-1.9,"Hemsan",0.0353659265892492,0.46257015465625,0.427204228067001
"13",-1.8,"Hemsan",0.0422088432586116,0.48250714233361,0.440298299074999
"14",-1.7,"Hemsan",0.0503067392400202,0.502499979166875,0.452193239926855
"15",-1.6,"Hemsan",0.0598611423117815,0.5224848247918,0.462623682480019
"16",-1.5,"Hemsan",0.0710943040842871,0.542397940774351,0.471303636690064
"17",-1.4,"Hemsan",0.0842465152996264,0.562176500885798,0.477929985586172
"18",-1.3,"Hemsan",0.0995710321765314,0.581759376841836,0.482188344665305
"19",-1.2,"Hemsan",0.117325953556657,0.60108787884837,0.483761925291713
"20",-1.1,"Hemsan",0.137762448535485,0.62010643234309,0.482343983807605
"21",-1,"Hemsan",0.161108949576585,0.638763175148842,0.477654225572257
"22",-0.9,"Hemsan",0.187551355733017,0.657010462673499,0.469459106940482
"23",-0.8,"Hemsan",0.217209971650869,0.674805272582314,0.457595300931445
"24",-0.7,"Hemsan",0.25011482169769,0.692109504301788,0.441994682604099
"25",-0.6,"Hemsan",0.286182011403634,0.70889017256612,0.422708161162486
"26",-0.5,"Hemsan",0.325194727417687,0.725119497789823,0.399924770372137
"27",-0.4,"Hemsan",0.366792936518415,0.740774899182154,0.373981962663739
"28",-0.3,"Hemsan",0.410475508701815,0.755838899094797,0.345363390392982
"29",-0.2,"Hemsan",0.455617123752429,0.770298949046602,0.314681825294173
"30",-0.0999999999999996,"Hemsan",0.501499995500016,0.784147189177485,0.282647193677469
"31",0,"Hemsan",0.547357618143089,0.79738015356887,0.25002253542578
"32",0.1,"Hemsan",0.592425164699952,0.809998433984687,0.217573269284735
"33",0.2,"Hemsan",0.635989652702989,0.822006314213753,0.186016661510765
"34",0.3,"Hemsan",0.677433046264896,0.83341138642454,0.155978340159645
"35",0.4,"Hemsan",0.716263068044879,0.844224159876253,0.127961091831374
"36",0.5,"Hemsan",0.75212911143957,0.854457671063035,0.102328559623465
"37",0.6,"Hemsan",0.78482346113222,0.864127102990906,0.0793036418586861
"38",0.7,"Hemsan",0.814270302447938,0.873249419877859,0.0589791174299209
"39",0.8,"Hemsan",0.840506296602132,0.881843022190731,0.0413367255885987
"40",0.9,"Hemsan",0.863656772766615,0.889927425637497,0.0262706528708824
"41",1,"Hemsan",0.883911077931005,0.897522966555903,0.0136118886248975
"42",1.1,"Hemsan",0.901499689698906,0.904650535100891,0.00315084540198451
"43",1.2,"Hemsan",0.916674666312153,0.911331336745267,-0.00534332956688643
"44",1.3,"Hemsan",0.929694107452543,0.917586681872087,-0.0121074255804563
"45",1.4,"Hemsan",0.940810634955,0.923437802648188,-0.0173728323068117
"46",1.5,"Hemsan",0.950263488441443,0.928905695915713,-0.0213577925257304
"47",1.6,"Hemsan",0.95827362758285,0.934010990508781,-0.0242626370740683
"48",1.7,"Hemsan",0.965041180787875,0.938773837180092,-0.0262673436077833
"49",1.8,"Hemsan",0.970744621757891,0.943213819191211,-0.0275308025666793
"50",1.9,"Hemsan",0.975541144534704,0.947349881564697,-0.0281912629700066
"51",2,"Hemsan",0.979567812685947,0.9512002770012,-0.028367535684747
"52",2.1,"Hemsan",0.9829431600137,0.954782526516712,-0.0281606334969879
"53",2.2,"Hemsan",0.985769008928641,0.958113392942207,-0.0276556159864337
"54",2.3,"Hemsan",0.988132344894839,0.961208865539764,-0.0269234793550747
"55",2.4,"Hemsan",0.990107141227562,0.964084154117238,-0.0260229871103238
"56",2.5,"Hemsan",0.991756069935398,0.966753691160526,-0.0250023787748725
"57",2.6,"Hemsan",0.993132063824338,0.969231140642852,-0.0239009231814862
"58",2.7,"Hemsan",0.994279715334626,0.971529412309903,-0.0227503030247234
"59",2.8,"Hemsan",0.995236510879231,0.973660680374717,-0.0215758305045142
"60",2.9,"Hemsan",0.996033907706973,0.975636405684722,-0.0203975020222508
"61",3,"Hemsan",0.996698265021912,0.977467360543553,-0.0192309044783597
"62",3.1,"Hemsan",0.997251643384455,0.97916365548132,-0.0180879879031359
"63",3.2,"Hemsan",0.997712487126858,0.980734767368408,-0.0169777197584501
