"Well"	"replno"	"smpltp"	"templvol"	"QtyID"	"WellType"	"Replicate"	"ThresholddRn"	"CtdRn"	"Quantitycopies"	"RSqdRn"	"SlopedRn"	"qpcrno"	"MONISprojectno"	"AssayID"	"spcabbr"	"plateno"	"qpcrrundate"	"Conc"	"Species"	"Sample_Name"	"Ct"	"MST_sample_number"	"Bemaerkn"	"conc_qubit_ng_uL"	"Dato.for.ekstraktion"	"dato_80C"	"Dato_for_indsml"	"Dato_inds"	"Dyb_lagd01"	"Dyb_Str_m"	"Ekstraktionsnummer"	"Elueringvolumen.AE.buffer.uL"	"Inst"	"lokalitet_vanda"	"Lok_omr01"	"lok_pos_lat"	"lok_pos_lon"	"max_Dyb"	"MST.nummer"	"MST.n_Dinds"	"MSTno_di"	"MST_STEXno"	"Navn_Inds"	"Noter2"	"skib"	"smplNoSTEX"	"Sub_Nmb_for_extraction"	"Temp_Inds"	"U_Pr_Nr"	"vandsoejllagd"	"Vwf_mL"	"wdt"	"smpl_day"	"smpl_mnt"	"smpl_yea"	"init_concentration"
"H08"	24	"MST1027"	"3uL"	"QtyorID"	"Unknown"	24	0.0579	"NoCt"	"NoCt"	0.995	-3.194	"qpcr946"	"MONIS6"	"AssID12"	"Cragig"	"plt01"	"qpcrrundate20220728"	0	"Cragig"	"MST1027"	0	"MST1027"	NA	"5.4"	"2022-feb-01"	"2021-03-26"	"2021-03-19"	"2021-03-19"	"95"	155	"MST-SX25"	400	"MSTFYN"	96510125	"Sydfynskeoehav_BF11"	55.0262	10.3685111111111	165	"MST1027"	"MST1027_2021-03-19"	"MST1027::2021-03-19"	"MST1027STEX25_15"	"RasmusBillegrav"	NA	"LivII"	NA	"25_15"	42	"MST1027"	"ja"	1500	FALSE	19	3	2021	NA
"H09"	24	"MST1027"	"3uL"	"QtyorID"	"Unknown"	24	0.0579	"NoCt"	"NoCt"	0.995	-3.194	"qpcr946"	"MONIS6"	"AssID12"	"Cragig"	"plt01"	"qpcrrundate20220728"	0	"Cragig"	"MST1027"	0	"MST1027"	NA	"5.4"	"2022-feb-01"	"2021-03-26"	"2021-03-19"	"2021-03-19"	"95"	155	"MST-SX25"	400	"MSTFYN"	96510125	"Sydfynskeoehav_BF11"	55.0262	10.3685111111111	165	"MST1027"	"MST1027_2021-03-19"	"MST1027::2021-03-19"	"MST1027STEX25_15"	"RasmusBillegrav"	NA	"LivII"	NA	"25_15"	42	"MST1027"	"ja"	1500	FALSE	19	3	2021	NA
"H10"	32	"MST2021-099"	"3uL"	"QtyorID"	"Unknown"	32	0.0579	"NoCt"	"NoCt"	0.995	-3.194	"qpcr946"	"MONIS6"	"AssID12"	"Cragig"	"plt01"	"qpcrrundate20220728"	0	"Cragig"	"MST2021-099"	0	"MST2021099"	NA	"5.4"	"2022-jan-11"	"2021-08-25"	"2021-08-24"	"2021-08-24"	"3"	1	"MST-SX24"	400	"MSTOJL"	94400007	"94400007_ARH170006"	56.1544166666667	10.3166972222222	16	"MST2021099"	"MST2021099_2021-08-24"	"MST2021099::2021-08-24"	"MST2021099STEX24_19"	"RasmusBillegrav"	NA	"Frigg"	"MST2021099STEX24_19"	"24_19"	175.1	"MST2021099"	"ja"	1500	FALSE	24	8	2021	NA
"H11"	32	"MST2021-099"	"3uL"	"QtyorID"	"Unknown"	32	0.0579	"NoCt"	"NoCt"	0.995	-3.194	"qpcr946"	"MONIS6"	"AssID12"	"Cragig"	"plt01"	"qpcrrundate20220728"	0	"Cragig"	"MST2021-099"	0	"MST2021099"	NA	"5.4"	"2022-jan-11"	"2021-08-25"	"2021-08-24"	"2021-08-24"	"3"	1	"MST-SX24"	400	"MSTOJL"	94400007	"94400007_ARH170006"	56.1544166666667	10.3166972222222	16	"MST2021099"	"MST2021099_2021-08-24"	"MST2021099::2021-08-24"	"MST2021099STEX24_19"	"RasmusBillegrav"	NA	"Frigg"	"MST2021099STEX24_19"	"24_19"	175.1	"MST2021099"	"ja"	1500	FALSE	24	8	2021	NA
"H12"	32	"MST2021-099"	"3uL"	"QtyorID"	"Unknown"	32	0.0579	"NoCt"	"NoCt"	0.995	-3.194	"qpcr946"	"MONIS6"	"AssID12"	"Cragig"	"plt01"	"qpcrrundate20220728"	0	"Cragig"	"MST2021-099"	0	"MST2021099"	NA	"5.4"	"2022-jan-11"	"2021-08-25"	"2021-08-24"	"2021-08-24"	"3"	1	"MST-SX24"	400	"MSTOJL"	94400007	"94400007_ARH170006"	56.1544166666667	10.3166972222222	16	"MST2021099"	"MST2021099_2021-08-24"	"MST2021099::2021-08-24"	"MST2021099STEX24_19"	"RasmusBillegrav"	NA	"Frigg"	"MST2021099STEX24_19"	"24_19"	175.1	"MST2021099"	"ja"	1500	FALSE	24	8	2021	NA
"A01"	1	"std3E5"	"3uL"	"QtyorID"	"Standard"	1	0.0212	"18.86"	"3.00e+005"	0.982	-3.354	"qpcr947"	"MONIS6"	"AssID12"	"Cragig"	"plt02"	"qpcrrundate20220728"	3e+05	"Cragig"	"std3E5"	18.86	"std3E5"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3e+05
"A02"	1	"std3E5"	"3uL"	"QtyorID"	"Standard"	1	0.0212	"19.08"	"3.00e+005"	0.982	-3.354	"qpcr947"	"MONIS6"	"AssID12"	"Cragig"	"plt02"	"qpcrrundate20220728"	3e+05	"Cragig"	"std3E5"	19.08	"std3E5"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3e+05
"A03"	1	"std3E5"	"3uL"	"QtyorID"	"Standard"	1	0.0212	"19.19"	"3.00e+005"	0.982	-3.354	"qpcr947"	"MONIS6"	"AssID12"	"Cragig"	"plt02"	"qpcrrundate20220728"	3e+05	"Cragig"	"std3E5"	19.19	"std3E5"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3e+05
"A04"	9	"MST2021-058"	"3uL"	"QtyorID"	"Unknown"	9	0.0212	"NoCt"	"NoCt"	0.982	-3.354	"qpcr947"	"MONIS6"	"AssID12"	"Cragig"	"plt02"	"qpcrrundate20220728"	0	"Cragig"	"MST2021-058"	0	"MST2021058"	NA	"3.7"	"2021-nov-24"	"2021-09-03"	"2021-08-30"	"2021-08-30"	"17"	1	"MST-SX21"	400	"MSTOJL"	94300001	"94300001_VEJ0006870"	55.6743833333333	10.0845083333333	194	"MST2021058"	"MST2021058_2021-08-30"	"MST2021058::2021-08-30"	"MST2021058STEX21_13"	"KRISTIANMCGREGOR"	NA	"Frigg"	"MST2021058STEX21_13"	"21_13"	100.7	"MST2021058"	"ja"	1500	FALSE	30	8	2021	NA
"A05"	9	"MST2021-058"	"3uL"	"QtyorID"	"Unknown"	9	0.0212	"NoCt"	"NoCt"	0.982	-3.354	"qpcr947"	"MONIS6"	"AssID12"	"Cragig"	"plt02"	"qpcrrundate20220728"	0	"Cragig"	"MST2021-058"	0	"MST2021058"	NA	"3.7"	"2021-nov-24"	"2021-09-03"	"2021-08-30"	"2021-08-30"	"17"	1	"MST-SX21"	400	"MSTOJL"	94300001	"94300001_VEJ0006870"	55.6743833333333	10.0845083333333	194	"MST2021058"	"MST2021058_2021-08-30"	"MST2021058::2021-08-30"	"MST2021058STEX21_13"	"KRISTIANMCGREGOR"	NA	"Frigg"	"MST2021058STEX21_13"	"21_13"	100.7	"MST2021058"	"ja"	1500	FALSE	30	8	2021	NA
"A06"	9	"MST2021-058"	"3uL"	"QtyorID"	"Unknown"	9	0.0212	"NoCt"	"NoCt"	0.982	-3.354	"qpcr947"	"MONIS6"	"AssID12"	"Cragig"	"plt02"	"qpcrrundate20220728"	0	"Cragig"	"MST2021-058"	0	"MST2021058"	NA	"3.7"	"2021-nov-24"	"2021-09-03"	"2021-08-30"	"2021-08-30"	"17"	1	"MST-SX21"	400	"MSTOJL"	94300001	"94300001_VEJ0006870"	55.6743833333333	10.0845083333333	194	"MST2021058"	"MST2021058_2021-08-30"	"MST2021058::2021-08-30"	"MST2021058STEX21_13"	"KRISTIANMCGREGOR"	NA	"Frigg"	"MST2021058STEX21_13"	"21_13"	100.7	"MST2021058"	"ja"	1500	FALSE	30	8	2021	NA
"A07"	17	"MST2021-039"	"3uL"	"QtyorID"	"Unknown"	17	0.0212	"NoCt"	"NoCt"	0.982	-3.354	"qpcr947"	"MONIS6"	"AssID12"	"Cragig"	"plt02"	"qpcrrundate20220728"	0	"Cragig"	"MST2021-039"	0	"MST2021039"	NA	"2.72"	"2021-dec-08"	"2021-05-20"	"2021-05-07"	"2021-05-07"	"7m"	1	"MST-SX22"	400	"MST_NJL"	93610032	"MariagerFjord"	56.6626666666667	9.96678333333333	27	"MST2021039"	"MST2021039_2021-05-07"	"MST2021039::2021-05-07"	"MST2021039STEX22_08"	"PHELD_ALKRI"	NA	"Sif"	"MST2021039STEX22_08"	"22_08"	92.8	"MST2021039"	"ja"	1800	FALSE	7	5	2021	NA
"A08"	17	"MST2021-039"	"3uL"	"QtyorID"	"Unknown"	17	0.0212	"NoCt"	"NoCt"	0.982	-3.354	"qpcr947"	"MONIS6"	"AssID12"	"Cragig"	"plt02"	"qpcrrundate20220728"	0	"Cragig"	"MST2021-039"	0	"MST2021039"	NA	"2.72"	"2021-dec-08"	"2021-05-20"	"2021-05-07"	"2021-05-07"	"7m"	1	"MST-SX22"	400	"MST_NJL"	93610032	"MariagerFjord"	56.6626666666667	9.96678333333333	27	"MST2021039"	"MST2021039_2021-05-07"	"MST2021039::2021-05-07"	"MST2021039STEX22_08"	"PHELD_ALKRI"	NA	"Sif"	"MST2021039STEX22_08"	"22_08"	92.8	"MST2021039"	"ja"	1800	FALSE	7	5	2021	NA
"A09"	17	"MST2021-039"	"3uL"	"QtyorID"	"Unknown"	17	0.0212	"NoCt"	"NoCt"	0.982	-3.354	"qpcr947"	"MONIS6"	"AssID12"	"Cragig"	"plt02"	"qpcrrundate20220728"	0	"Cragig"	"MST2021-039"	0	"MST2021039"	NA	"2.72"	"2021-dec-08"	"2021-05-20"	"2021-05-07"	"2021-05-07"	"7m"	1	"MST-SX22"	400	"MST_NJL"	93610032	"MariagerFjord"	56.6626666666667	9.96678333333333	27	"MST2021039"	"MST2021039_2021-05-07"	"MST2021039::2021-05-07"	"MST2021039STEX22_08"	"PHELD_ALKRI"	NA	"Sif"	"MST2021039STEX22_08"	"22_08"	92.8	"MST2021039"	"ja"	1800	FALSE	7	5	2021	NA
"A10"	25	"MST2021-043"	"3uL"	"QtyorID"	"Unknown"	25	0.0212	"NoCt"	"NoCt"	0.982	-3.354	"qpcr947"	"MONIS6"	"AssID12"	"Cragig"	"plt02"	"qpcrrundate20220728"	0	"Cragig"	"MST2021-043"	0	"MST2021043"	"Dererkunenproevetilraadighed_proeve2erbortkommet"	"4.41"	"2021-dec-08"	"2021-05-20"	"2021-05-17"	"2021-05-17"	"4"	1	"MST-SX22"	400	"MSTSJL"	93000001	"VSJ20925"	56.1316666666667	11.1513361111111	48	"MST2021043"	"MST2021043_2021-05-17"	"MST2021043::2021-05-17"	"MST2021043STEX22_10"	"alkri_nifso"	NA	"Sif"	"MST2021043STEX22_10"	"22_10"	10.6	"MST2021043"	"ja"	1500	FALSE	17	5	2021	NA
"A11"	25	"MST2021-043"	"3uL"	"QtyorID"	"Unknown"	25	0.0212	"NoCt"	"NoCt"	0.982	-3.354	"qpcr947"	"MONIS6"	"AssID12"	"Cragig"	"plt02"	"qpcrrundate20220728"	0	"Cragig"	"MST2021-043"	0	"MST2021043"	"Dererkunenproevetilraadighed_proeve2erbortkommet"	"4.41"	"2021-dec-08"	"2021-05-20"	"2021-05-17"	"2021-05-17"	"4"	1	"MST-SX22"	400	"MSTSJL"	93000001	"VSJ20925"	56.1316666666667	11.1513361111111	48	"MST2021043"	"MST2021043_2021-05-17"	"MST2021043::2021-05-17"	"MST2021043STEX22_10"	"alkri_nifso"	NA	"Sif"	"MST2021043STEX22_10"	"22_10"	10.6	"MST2021043"	"ja"	1500	FALSE	17	5	2021	NA
"A12"	25	"MST2021-043"	"3uL"	"QtyorID"	"Unknown"	25	0.0212	"NoCt"	"NoCt"	0.982	-3.354	"qpcr947"	"MONIS6"	"AssID12"	"Cragig"	"plt02"	"qpcrrundate20220728"	0	"Cragig"	"MST2021-043"	0	"MST2021043"	"Dererkunenproevetilraadighed_proeve2erbortkommet"	"4.41"	"2021-dec-08"	"2021-05-20"	"2021-05-17"	"2021-05-17"	"4"	1	"MST-SX22"	400	"MSTSJL"	93000001	"VSJ20925"	56.1316666666667	11.1513361111111	48	"MST2021043"	"MST2021043_2021-05-17"	"MST2021043::2021-05-17"	"MST2021043STEX22_10"	"alkri_nifso"	NA	"Sif"	"MST2021043STEX22_10"	"22_10"	10.6	"MST2021043"	"ja"	1500	FALSE	17	5	2021	NA
"B01"	2	"std3E4"	"3uL"	"QtyorID"	"Standard"	2	0.0212	"21.93"	"3.00e+004"	0.982	-3.354	"qpcr947"	"MONIS6"	"AssID12"	"Cragig"	"plt02"	"qpcrrundate20220728"	30000	"Cragig"	"std3E4"	21.93	"std3E4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30000
"B02"	2	"std3E4"	"3uL"	"QtyorID"	"Standard"	2	0.0212	"22.39"	"3.00e+004"	0.982	-3.354	"qpcr947"	"MONIS6"	"AssID12"	"Cragig"	"plt02"	"qpcrrundate20220728"	30000	"Cragig"	"std3E4"	22.39	"std3E4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30000
"B03"	2	"std3E4"	"3uL"	"QtyorID"	"Standard"	2	0.0212	"21.92"	"3.00e+004"	0.982	-3.354	"qpcr947"	"MONIS6"	"AssID12"	"Cragig"	"plt02"	"qpcrrundate20220728"	30000	"Cragig"	"std3E4"	21.92	"std3E4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30000
"B04"	10	"MST2021-064"	"3uL"	"QtyorID"	"Unknown"	10	0.0212	"NoCt"	"NoCt"	0.982	-3.354	"qpcr947"	"MONIS6"	"AssID12"	"Cragig"	"plt02"	"qpcrrundate20220728"	0	"Cragig"	"MST2021-064"	0	"MST2021064"	"Breddegrad:56572400"	"2.96"	"2021-nov-24"	"2021-09-08"	"2021-09-02"	"2021-09-02"	"na"	1	"MST-SX21"	400	"MSTNJL"	93730002	"93730002_VIB3708_1"	56.954	9.05020833333333	76	"MST2021064"	"MST2021064_2021-09-02"	"MST2021064::2021-09-02"	"MST2021064STEX21_15"	"kristianmcgregor"	NA	"Frigg"	"MST2021064STEX21_15"	"21_15"	173.7	"MST2021064"	"nej"	700	FALSE	2	9	2021	NA
"B05"	10	"MST2021-064"	"3uL"	"QtyorID"	"Unknown"	10	0.0212	"NoCt"	"NoCt"	0.982	-3.354	"qpcr947"	"MONIS6"	"AssID12"	"Cragig"	"plt02"	"qpcrrundate20220728"	0	"Cragig"	"MST2021-064"	0	"MST2021064"	"Breddegrad:56572400"	"2.96"	"2021-nov-24"	"2021-09-08"	"2021-09-02"	"2021-09-02"	"na"	1	"MST-SX21"	400	"MSTNJL"	93730002	"93730002_VIB3708_1"	56.954	9.05020833333333	76	"MST2021064"	"MST2021064_2021-09-02"	"MST2021064::2021-09-02"	"MST2021064STEX21_15"	"kristianmcgregor"	NA	"Frigg"	"MST2021064STEX21_15"	"21_15"	173.7	"MST2021064"	"nej"	700	FALSE	2	9	2021	NA
"B06"	10	"MST2021-064"	"3uL"	"QtyorID"	"Unknown"	10	0.0212	"NoCt"	"NoCt"	0.982	-3.354	"qpcr947"	"MONIS6"	"AssID12"	"Cragig"	"plt02"	"qpcrrundate20220728"	0	"Cragig"	"MST2021-064"	0	"MST2021064"	"Breddegrad:56572400"	"2.96"	"2021-nov-24"	"2021-09-08"	"2021-09-02"	"2021-09-02"	"na"	1	"MST-SX21"	400	"MSTNJL"	93730002	"93730002_VIB3708_1"	56.954	9.05020833333333	76	"MST2021064"	"MST2021064_2021-09-02"	"MST2021064::2021-09-02"	"MST2021064STEX21_15"	"kristianmcgregor"	NA	"Frigg"	"MST2021064STEX21_15"	"21_15"	173.7	"MST2021064"	"nej"	700	FALSE	2	9	2021	NA
"B07"	18	"MST1054"	"3uL"	"QtyorID"	"Unknown"	18	0.0212	"NoCt"	"NoCt"	0.982	-3.354	"qpcr947"	"MONIS6"	"AssID12"	"Cragig"	"plt02"	"qpcrrundate20220728"	0	"Cragig"	"MST1054"	0	"MST1054"	NA	"6.85"	"2022-jan-11"	"2021-05-31"	"2021-05-18"	"2021-05-18"	"38m"	1	"MST-SX24"	400	"MST_FYN"	99000052	"DMU444_Arkona"	55	13.3	48	"MST1054"	"MST1054_2021-05-18"	"MST1054::2021-05-18"	"MST1054STEX24_23"	"ALKRI_NIFSO"	NA	"Sif"	NA	"24_23"	92	"MST1054"	"ja"	1400	FALSE	18	5	2021	NA
"B08"	18	"MST1054"	"3uL"	"QtyorID"	"Unknown"	18	0.0212	"NoCt"	"NoCt"	0.982	-3.354	"qpcr947"	"MONIS6"	"AssID12"	"Cragig"	"plt02"	"qpcrrundate20220728"	0	"Cragig"	"MST1054"	0	"MST1054"	NA	"6.85"	"2022-jan-11"	"2021-05-31"	"2021-05-18"	"2021-05-18"	"38m"	1	"MST-SX24"	400	"MST_FYN"	99000052	"DMU444_Arkona"	55	13.3	48	"MST1054"	"MST1054_2021-05-18"	"MST1054::2021-05-18"	"MST1054STEX24_23"	"ALKRI_NIFSO"	NA	"Sif"	NA	"24_23"	92	"MST1054"	"ja"	1400	FALSE	18	5	2021	NA
"B09"	18	"MST1054"	"3uL"	"QtyorID"	"Unknown"	18	0.0212	"NoCt"	"NoCt"	0.982	-3.354	"qpcr947"	"MONIS6"	"AssID12"	"Cragig"	"plt02"	"qpcrrundate20220728"	0	"Cragig"	"MST1054"	0	"MST1054"	NA	"6.85"	"2022-jan-11"	"2021-05-31"	"2021-05-18"	"2021-05-18"	"38m"	1	"MST-SX24"	400	"MST_FYN"	99000052	"DMU444_Arkona"	55	13.3	48	"MST1054"	"MST1054_2021-05-18"	"MST1054::2021-05-18"	"MST1054STEX24_23"	"ALKRI_NIFSO"	NA	"Sif"	NA	"24_23"	92	"MST1054"	"ja"	1400	FALSE	18	5	2021	NA
"B10"	26	"MST2021-076"	"3uL"	"QtyorID"	"Unknown"	26	0.0212	"NoCt"	"NoCt"	0.982	-3.354	"qpcr947"	"MONIS6"	"AssID12"	"Cragig"	"plt02"	"qpcrrundate20220728"	0	"Cragig"	"MST2021-076"	0	"MST2021076"	NA	"7.4"	"2022-feb-01"	"2021-09-08"	"2021-09-02"	"2021-09-02"	"42"	1	"MST-SX25"	400	"MSTFYN"	99000052	"DMU444"	54.9996666666667	13.3	457	"MST2021076"	"MST2021076_2021-09-02"	"MST2021076::2021-09-02"	"MST2021076STEX25_04"	"alkri"	NA	"Sif"	"MST2021076STEX25_04"	"25_04"	17.5	"MST2021076"	"ja"	1800	FALSE	2	9	2021	NA
"B11"	26	"MST2021-076"	"3uL"	"QtyorID"	"Unknown"	26	0.0212	"NoCt"	"NoCt"	0.982	-3.354	"qpcr947"	"MONIS6"	"AssID12"	"Cragig"	"plt02"	"qpcrrundate20220728"	0	"Cragig"	"MST2021-076"	0	"MST2021076"	NA	"7.4"	"2022-feb-01"	"2021-09-08"	"2021-09-02"	"2021-09-02"	"42"	1	"MST-SX25"	400	"MSTFYN"	99000052	"DMU444"	54.9996666666667	13.3	457	"MST2021076"	"MST2021076_2021-09-02"	"MST2021076::2021-09-02"	"MST2021076STEX25_04"	"alkri"	NA	"Sif"	"MST2021076STEX25_04"	"25_04"	17.5	"MST2021076"	"ja"	1800	FALSE	2	9	2021	NA
"B12"	26	"MST2021-076"	"3uL"	"QtyorID"	"Unknown"	26	0.0212	"NoCt"	"NoCt"	0.982	-3.354	"qpcr947"	"MONIS6"	"AssID12"	"Cragig"	"plt02"	"qpcrrundate20220728"	0	"Cragig"	"MST2021-076"	0	"MST2021076"	NA	"7.4"	"2022-feb-01"	"2021-09-08"	"2021-09-02"	"2021-09-02"	"42"	1	"MST-SX25"	400	"MSTFYN"	99000052	"DMU444"	54.9996666666667	13.3	457	"MST2021076"	"MST2021076_2021-09-02"	"MST2021076::2021-09-02"	"MST2021076STEX25_04"	"alkri"	NA	"Sif"	"MST2021076STEX25_04"	"25_04"	17.5	"MST2021076"	"ja"	1800	FALSE	2	9	2021	NA
"C01"	3	"std3E3"	"3uL"	"QtyorID"	"Standard"	3	0.0212	"25.67"	"3.00e+003"	0.982	-3.354	"qpcr947"	"MONIS6"	"AssID12"	"Cragig"	"plt02"	"qpcrrundate20220728"	3000	"Cragig"	"std3E3"	25.67	"std3E3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3000
"C02"	3	"std3E3"	"3uL"	"QtyorID"	"Standard"	3	0.0212	"25.81"	"3.00e+003"	0.982	-3.354	"qpcr947"	"MONIS6"	"AssID12"	"Cragig"	"plt02"	"qpcrrundate20220728"	3000	"Cragig"	"std3E3"	25.81	"std3E3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3000
"C03"	3	"std3E3"	"3uL"	"QtyorID"	"Standard"	3	0.0212	"25.32"	"3.00e+003"	0.982	-3.354	"qpcr947"	"MONIS6"	"AssID12"	"Cragig"	"plt02"	"qpcrrundate20220728"	3000	"Cragig"	"std3E3"	25.32	"std3E3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3000
"C04"	11	"MST2021-079"	"3uL"	"QtyorID"	"Unknown"	11	0.0212	"NoCt"	"NoCt"	0.982	-3.354	"qpcr947"	"MONIS6"	"AssID12"	"Cragig"	"plt02"	"qpcrrundate20220728"	0	"Cragig"	"MST2021-079"	0	"MST2021079"	NA	"7.6"	"2021-nov-24"	"2021-09-08"	"2021-09-06"	"2021-09-06"	"2"	1	"MST-SX21"	400	"MSTMJL"	93740007	"93740007_VIB3727_1"	56.6208333333333	9.06681944444444	51	"MST2021079"	"MST2021079_2021-09-06"	"MST2021079::2021-09-06"	"MST2021079STEX21_21"	"RasmusBillegrav"	NA	"Frigg"	"MST2021079STEX21_21"	"21_21"	173.5	"MST2021079"	"ja"	1100	FALSE	6	9	2021	NA
"C05"	11	"MST2021-079"	"3uL"	"QtyorID"	"Unknown"	11	0.0212	"NoCt"	"NoCt"	0.982	-3.354	"qpcr947"	"MONIS6"	"AssID12"	"Cragig"	"plt02"	"qpcrrundate20220728"	0	"Cragig"	"MST2021-079"	0	"MST2021079"	NA	"7.6"	"2021-nov-24"	"2021-09-08"	"2021-09-06"	"2021-09-06"	"2"	1	"MST-SX21"	400	"MSTMJL"	93740007	"93740007_VIB3727_1"	56.6208333333333	9.06681944444444	51	"MST2021079"	"MST2021079_2021-09-06"	"MST2021079::2021-09-06"	"MST2021079STEX21_21"	"RasmusBillegrav"	NA	"Frigg"	"MST2021079STEX21_21"	"21_21"	173.5	"MST2021079"	"ja"	1100	FALSE	6	9	2021	NA
"C06"	11	"MST2021-079"	"3uL"	"QtyorID"	"Unknown"	11	0.0212	"NoCt"	"NoCt"	0.982	-3.354	"qpcr947"	"MONIS6"	"AssID12"	"Cragig"	"plt02"	"qpcrrundate20220728"	0	"Cragig"	"MST2021-079"	0	"MST2021079"	NA	"7.6"	"2021-nov-24"	"2021-09-08"	"2021-09-06"	"2021-09-06"	"2"	1	"MST-SX21"	400	"MSTMJL"	93740007	"93740007_VIB3727_1"	56.6208333333333	9.06681944444444	51	"MST2021079"	"MST2021079_2021-09-06"	"MST2021079::2021-09-06"	"MST2021079STEX21_21"	"RasmusBillegrav"	NA	"Frigg"	"MST2021079STEX21_21"	"21_21"	173.5	"MST2021079"	"ja"	1100	FALSE	6	9	2021	NA
"C07"	19	"MST2021-008"	"3uL"	"QtyorID"	"Unknown"	19	0.0212	"NoCt"	"NoCt"	0.982	-3.354	"qpcr947"	"MONIS6"	"AssID12"	"Cragig"	"plt02"	"qpcrrundate20220728"	0	"Cragig"	"MST2021-008"	0	"MST2021008"	NA	"9.1"	"2022-jan-11"	"2021-05-31"	"2021-05-19"	"2021-05-19"	"86"	1	"MST-SX24"	400	"MST_SJL"	97200002	"KBH431_Ven"	55.8666666666667	12.75	55	"MST2021008"	"MST2021008_2021-05-19"	"MST2021008::2021-05-19"	"MST2021008STEX24_05"	"ALKRI_NIFSO"	NA	"Sif"	"MST2021008STEX24_05"	"24_05"	11.8	"MST2021008"	"ja"	1300	FALSE	19	5	2021	NA
"C08"	19	"MST2021-008"	"3uL"	"QtyorID"	"Unknown"	19	0.0212	"NoCt"	"NoCt"	0.982	-3.354	"qpcr947"	"MONIS6"	"AssID12"	"Cragig"	"plt02"	"qpcrrundate20220728"	0	"Cragig"	"MST2021-008"	0	"MST2021008"	NA	"9.1"	"2022-jan-11"	"2021-05-31"	"2021-05-19"	"2021-05-19"	"86"	1	"MST-SX24"	400	"MST_SJL"	97200002	"KBH431_Ven"	55.8666666666667	12.75	55	"MST2021008"	"MST2021008_2021-05-19"	"MST2021008::2021-05-19"	"MST2021008STEX24_05"	"ALKRI_NIFSO"	NA	"Sif"	"MST2021008STEX24_05"	"24_05"	11.8	"MST2021008"	"ja"	1300	FALSE	19	5	2021	NA
"C09"	19	"MST2021-008"	"3uL"	"QtyorID"	"Unknown"	19	0.0212	"NoCt"	"NoCt"	0.982	-3.354	"qpcr947"	"MONIS6"	"AssID12"	"Cragig"	"plt02"	"qpcrrundate20220728"	0	"Cragig"	"MST2021-008"	0	"MST2021008"	NA	"9.1"	"2022-jan-11"	"2021-05-31"	"2021-05-19"	"2021-05-19"	"86"	1	"MST-SX24"	400	"MST_SJL"	97200002	"KBH431_Ven"	55.8666666666667	12.75	55	"MST2021008"	"MST2021008_2021-05-19"	"MST2021008::2021-05-19"	"MST2021008STEX24_05"	"ALKRI_NIFSO"	NA	"Sif"	"MST2021008STEX24_05"	"24_05"	11.8	"MST2021008"	"ja"	1300	FALSE	19	5	2021	NA
"C10"	27	"MST2021-029"	"3uL"	"QtyorID"	"Unknown"	27	0.0212	"NoCt"	"NoCt"	0.982	-3.354	"qpcr947"	"MONIS6"	"AssID12"	"Cragig"	"plt02"	"qpcrrundate20220728"	0	"Cragig"	"MST2021-029"	0	"MST2021029"	NA	"5.7"	"2021-nov-24"	"2021-09-15"	"2021-09-07"	"2021-09-07"	"12"	1	"MST-SX21"	400	"MSTSJL"	97200002	"KBH431"	55.8616666666667	12.7336055555556	501	"MST2021029"	"MST2021029_2021-09-07"	"MST2021029::2021-09-07"	"MST2021029STEX21_07"	"alkri"	NA	"Sif"	"MST2021029STEX21_07"	"21_07"	17.1	"MST2021029"	"ja"	1800	TRUE	7	9	2021	NA
