"","C","Species","prob_q","prob_dd","delta"
"1",-3,"Colper",0.0046789109863507,0.265027400533481,0.260348489547131
"2",-2.9,"Colper",0.00562440406455228,0.280900342583616,0.275275938519064
"3",-2.8,"Colper",0.00675966051071326,0.297339345655269,0.290579685144555
"4",-2.7,"Colper",0.0081221908221498,0.314319886061746,0.306197695239596
"5",-2.6,"Colper",0.00975666562455136,0.331812227831834,0.322055562207283
"6",-2.5,"Colper",0.0117161699408047,0.349781451426173,0.338065281485368
"7",-2.4,"Colper",0.0140636270432455,0.368187582263898,0.354123955220653
"8",-2.3,"Colper",0.0168733914373541,0.386985823860665,0.37011243242331
"9",-2.2,"Colper",0.0202329970957854,0.406126897065857,0.385893899970072
"10",-2.1,"Colper",0.0242450264902281,0.425557483188341,0.401312456698113
"11",-2,"Colper",0.0290290358363408,0.445220764892785,0.416191729056444
"12",-1.9,"Colper",0.0347234295333576,0.465057054841786,0.430333625308428
"13",-1.8,"Colper",0.0414871193016959,0.48500449838059,0.443517379078894
"14",-1.7,"Colper",0.0495007289164624,0.50499983334,0.455499104423537
"15",-1.6,"Colper",0.0589670134647918,0.52497918747894,0.466012174014148
"16",-1.5,"Colper",0.0701100562214182,0.54487889237358,0.474768836152162
"17",-1.4,"Colper",0.0831726964939224,0.564636291803029,0.481463595309107
"18",-1.3,"Colper",0.0984115479473767,0.584190522935407,0.485778974988031
"19",-1.2,"Colper",0.116088922068995,0.603483249864726,0.487394327795732
"20",-1.1,"Colper",0.136461023812714,0.622459331201855,0.485998307389141
"21",-1,"Colper",0.159761996943669,0.641067406334817,0.481305409391148
"22",-0.9,"Colper",0.186183827901509,0.659260388451385,0.473076560549877
"23",-0.8,"Colper",0.215852810822515,0.676995856238523,0.461143045416008
"24",-0.7,"Colper",0.248804217769139,0.694236340108031,0.445432122338892
"25",-0.6,"Colper",0.28495789429901,0.710949502625004,0.425991608325994
"26",-0.5,"Colper",0.324098472274059,0.72710821634113,0.40300974406707
"27",-0.4,"Colper",0.365864408989199,0.742690545302686,0.376826136313486
"28",-0.3,"Colper",0.409749748069817,0.757679639003705,0.347929890933888
"29",-0.2,"Colper",0.45512110762642,0.772063549426784,0.316942441800364
"30",-0.0999999999999996,"Colper",0.50124999739584,0.785834983042559,0.284584985646719
"31",0,"Colper",0.547357618143089,0.798991000249471,0.251633382106381
"32",0.1,"Colper",0.59266659995407,0.811532674786181,0.218866074832111
"33",0.2,"Colper",0.636452540281566,0.823464725220883,0.187012184939317
"34",0.3,"Colper",0.678088249551628,0.834795129809385,0.156706880257758
"35",0.4,"Colper",0.717075285492973,0.845534734916465,0.128459449423493
"36",0.5,"Colper",0.753060090421338,0.855696865909481,0.102636775488144
"37",0.6,"Colper",0.785834983042559,0.865296948047972,0.0794619650054132
"38",0.7,"Colper",0.815326613603083,0.874352143484654,0.0590255298815715
"39",0.8,"Colper",0.841575821155044,0.88288100912422,0.0413051879691753
"40",0.9,"Colper",0.864713092161737,0.890903178804387,0.02619008664265
"41",1,"Colper",0.88493326795445,0.898439072102363,0.0135058041479132
"42",1.1,"Colper",0.902472162959208,0.905509631049841,0.00303746809063321
"43",1.2,"Colper",0.917586681872087,0.912136085170699,-0.00545059670138837
"44",1.3,"Colper",0.930539094099436,0.918339744538405,-0.0121993495610306
"45",1.4,"Colper",0.941585444457604,0.924141819978757,-0.0174436244788473
"46",1.5,"Colper",0.950967661153972,0.929563269107183,-0.0214043920467895
"47",1.6,"Colper",0.958908721799535,0.934624666574427,-0.0242840552251077
"48",1.7,"Colper",0.965610192550819,0.939346096684348,-0.0262640958664715
"49",1.8,"Colper",0.97125150407346,0.943747066426833,-0.0275044376466275
"50",1.9,"Colper",0.975990423434771,0.947846436921582,-0.0281439865131889
"51",2,"Colper",0.97996429096637,0.951662371280095,-0.0283019196862754
"52",2.1,"Colper",0.983291696404612,0.955212296950213,-0.0280793994543984
"53",2.2,"Colper",0.9860743596935,0.958512880698304,-0.0275614789951953
"54",2.3,"Colper",0.988399055484891,0.961580014498435,-0.0268190409864559
"55",2.4,"Colper",0.990339476972592,0.964428810727364,-0.0259106662452283
"56",2.5,"Colper",0.991957976393432,0.967073605201864,-0.0248843711915678
"57",2.6,"Colper",0.993307149075715,0.969527966735356,-0.0237791823403594
"58",2.7,"Colper",0.994431248042679,0.971804712029857,-0.0226265360128214
"59",2.8,"Colper",0.995367429282142,0.973915924853617,-0.0214515044285248
"60",2.9,"Colper",0.996146835833235,0.975872978582331,-0.0202738572509041
"61",3,"Colper",0.996795533342443,0.977686561300968,-0.0191089720414755
"62",3.1,"Colper",0.997335311849081,0.979366702773094,-0.017968609075987
"63",3.2,"Colper",0.997784369108179,0.980922802684742,-0.0168615664234375
"64",3.3,"Colper",0.998157890337473,0.982363659660277,-0.0157942306771957
"65",3.4,"Colper",0.998468538292997,0.983697500628559,-0.0147710376644375
"66",3.5,"Colper",0.998726866309403,0.984932010189407,-0.0137948561199962
"67",3.6,"Colper",0.998941665565534,0.9860743596935,-0.0128673058720346
"68",3.7,"Colper",0.999120256465236,0.987131235803948,-0.0119890206612883
"69",3.8,"Colper",0.999268732724281,0.988108868355613,-0.0111598643686678
"70",3.9,"Colper",0.999392165562148,0.989013057369407,-0.0103791081927409
"71",4,"Colper",0.999494774328041,0.989849199114007,-0.00964557521403353
"72",4.1,"Colper",0.999580068946816,0.990622311137323,-0.00895775780949304
"73",4.2,"Colper",0.99965096874789,0.991337056215187,-0.00831391253270319
"74",4.3,"Colper",0.999709901529902,0.991997765185784,-0.00771213634411827
"75",4.4,"Colper",0.999758886105053,0.992608458655718,-0.00715042744933447
"76",4.5,"Colper",0.999799601048146,0.993172867577862,-0.00662673347028386
"77",4.6,"Colper",0.999833441935223,0.993694452712664,-0.00613898922255862
"78",4.7,"Colper",0.999861568984658,0.994176422993789,-0.00568514599086989
"79",4.8,"Colper",0.999884946700139,0.994621752826151,-0.00526319387398733
"80",4.9,"Colper",0.999904376851464,0.995033198349943,-0.00487117850152119
"81",5,"Colper",0.999920525908083,0.995413312708296,-0.00450721319978675
"82",5.1,"Colper",0.999933947855145,0.995764460359157,-0.00416948749598889
"83",5.2,"Colper",0.999945103167029,0.996088830473808,-0.00385627269322064
"84",5.3,"Colper",0.999954374583916,0.996388449465568,-0.00356592511834752
"85",5.4,"Colper",0.999962080229033,0.996665192692587,-0.00329688753644608
"86",5.5,"Colper",0.999968484514066,0.996920795378523,-0.00304768913554321
"87",5.6,"Colper",0.999973807205213,0.997156862794317,-0.00281694441089542
"88",5.7,"Colper",0.999978230959743,0.99737487974334,-0.00260335121640343
"89",5.8,"Colper",0.999981907590867,0.997576219391026,-0.00240568819984077
"90",5.9,"Colper",0.999984963275316,0.997762151478724,-0.00222281179659256
"91",6,"Colper",0.999987502881962,0.997933849959955,-0.00205365292200743
"92",-3,"Cragig",0.061226162819908,0.233258935771457,0.172032772951549
"93",-2.9,"Cragig",0.0695902894436871,0.243792196872754,0.174201907429067
"94",-2.8,"Cragig",0.079000886484799,0.25464313931139,0.175642252826591
"95",-2.7,"Cragig",0.0895615661652641,0.265807284008626,0.176245717843362
"96",-2.6,"Cragig",0.101378580655307,0.277278806832755,0.175900226177448
"97",-2.5,"Cragig",0.114558579232706,0.289050497374996,0.17449191814229
"98",-2.4,"Cragig",0.129205708507166,0.301113728151618,0.171908019644452
"99",-2.3,"Cragig",0.145418013252548,0.313458435446189,0.168040422193641
"100",-2.2,"Cragig",0.163283137896603,0.32607311289887,0.162789975002267
"101",-2.1,"Cragig",0.182873389518825,0.338944818806584,0.156071429287759
"102",-2,"Cragig",0.204240302284092,0.35205919791935,0.147818895635258
"103",-1.9,"Cragig",0.227408937245077,0.365400518305883,0.137991581060807
"104",-1.8,"Cragig",0.252372252562733,0.378951723619171,0.126579471056439
"105",-1.7,"Cragig",0.279085974516302,0.392694500824773,0.113608526308471
"106",-1.6,"Cragig",0.307464471650043,0.406609363167306,0.099144891517263
"107",-1.5,"Cragig",0.337378162829917,0.420675747851251,0.0832975850213331
"108",-1.4,"Cragig",0.368652955765848,0.43487212760916,0.0662191718433119
"109",-1.3,"Cragig",0.401072102870255,0.449176135032746,0.0481040321624908
"110",-1.2,"Cragig",0.434380675067018,0.463564698259356,0.0291840231923374
"111",-1.1,"Cragig",0.468292605928051,0.478014186347527,0.00972158041947585
"112",-1,"Cragig",0.502499979166875,0.49250056244938,-0.00999941671749532
"113",-0.9,"Cragig",0.536683965128584,0.506999542702519,-0.0296844224260648
"114",-0.8,"Cragig",0.570526603196299,0.521486758626567,-0.0490398445697319
"115",-0.7,"Cragig",0.603722516301716,0.535937920724409,-0.0677845955773074
"116",-0.6,"Cragig",0.635989652702989,0.55032898095888,-0.0856606717441092
"117",-0.5,"Cragig",0.667078277095625,0.564636291803029,-0.102441985292596
"118",-0.4,"Cragig",0.696777653158373,0.578836759645248,-0.117940893513124
"119",-0.3,"Cragig",0.724920131713531,0.592907990466369,-0.132012141247162
"120",-0.2,"Cragig",0.751382635957412,0.606828425889384,-0.144554210068027
"121",-0.0999999999999996,"Cragig",0.776085775963631,0.620577467927091,-0.15550830803654
"122",0,"Cragig",0.798991000249471,0.634135591010801,-0.16485540923867
"123",0.1,"Cragig",0.820096290460078,0.647484440165516,-0.172611850294562
"124",0.2,"Cragig",0.839430929286888,0.660606914494268,-0.17882401479262
"125",0.3,"Cragig",0.857049835684273,0.673487235437304,-0.18356260024697
"126",0.4,"Cragig",0.87302788483493,0.686110999571414,-0.186916885263516
"127",0.5,"Cragig",0.8874545331492,0.698465216002539,-0.188989317146662
"128",0.6,"Cragig",0.900428967823469,0.710538328673496,-0.189890639149972
"129",0.7,"Cragig",0.912055908286293,0.722320224152078,-0.189735684134215
"130",0.8,"Cragig",0.922442110336366,0.73380222567801,-0.188639884658356
"131",0.9,"Cragig",0.931693565708117,0.74497707442705,-0.186716491281067
