"","C","Species","prob_q","prob_dd","delta"
"66",3.5,"Bonham",0.998476164850773,0.985298570810774,-0.0131775940399987
"67",3.6,"Bonham",0.998694678846473,0.986426908977159,-0.0122677698693139
"68",3.7,"Bonham",0.998881893592312,0.987469748235936,-0.0114121453563751
"69",3.8,"Bonham",0.99904228294754,0.988433404219265,-0.0106088787282748
"70",3.9,"Bonham",0.999179683775874,0.989323750204524,-0.00985593357134984
"71",4,"Bonham",0.999297385977958,0.990146244476769,-0.00915114150118956
"72",4.1,"Bonham",0.999398209976199,0.990905956558721,-0.00849225341747806
"73",4.2,"Bonham",0.999484573353017,0.991607592259634,-0.00787698109338308
"74",4.3,"Bonham",0.99955854812592,0.992255517516081,-0.00730303060983872
"75",4.4,"Bonham",0.999621909949373,0.992853781015556,-0.00676812893381673
"76",4.5,"Bonham",0.999676180362669,0.993406135608324,-0.00627004475434567
"77",4.6,"Bonham",0.999722663052879,0.993916058524579,-0.00580660452830029
"78",4.7,"Bonham",0.999762474970635,0.994386770423222,-0.00537570454741332
"79",4.8,"Bonham",0.999796573021945,0.994821253305636,-0.00497531971630882
"80",4.9,"Bonham",0.999825776959599,0.995222267333265,-0.00460350962633338
"81",5,"Bonham",0.999850789011303,0.995592366591637,-0.0042584224196659
"82",5.1,"Bonham",0.999872210706819,0.99593391384617,-0.00393829686064873
"83",5.2,"Bonham",0.99989055730168,0.996249094336719,-0.0036414629649606
"84",5.3,"Bonham",0.999906270139193,0.996539928658631,-0.00336634148056258
"85",5.4,"Bonham",0.999919727244296,0.99680828477822,-0.00311144246607631
"86",5.5,"Bonham",0.999931252401295,0.997055889230133,-0.00287536317116255
"87",5.6,"Bonham",0.999941122931872,0.997284337543254,-0.00265678538861835
"88",5.7,"Bonham",0.999949576358975,0.997495103940602,-0.00245447241837338
"89",5.8,"Bonham",0.999956816115868,0.997689550357251,-0.00226726575861669
"90",5.9,"Bonham",0.999963016436888,0.997868934818674,-0.00209408161821467
"91",6,"Bonham",0.999968326547039,0.998034419220155,-0.0019339073268837
"92",-3,"Calsap",0.00415201856360065,0.233258935771457,0.229106917207857
"93",-2.9,"Calsap",0.00505655738950459,0.243792196872754,0.23873563948325
"94",-2.8,"Calsap",0.00615693636524221,0.25464313931139,0.248486202946148
"95",-2.7,"Calsap",0.00749496964056094,0.265807284008626,0.258312314368065
"96",-2.6,"Calsap",0.00912111731860236,0.277278806832755,0.268157689514153
"97",-2.5,"Calsap",0.0110961379974576,0.289050497374996,0.277954359377538
"98",-2.4,"Calsap",0.0134929918641176,0.301113728151618,0.2876207362875
"99",-2.3,"Calsap",0.0163989995105113,0.313458435446189,0.297059435935678
"100",-2.2,"Calsap",0.0199182419895668,0.32607311289887,0.306154870909303
"101",-2.1,"Calsap",0.0241741560786911,0.338944818806584,0.314770662727893
"102",-2,"Calsap",0.0293122307513563,0.35205919791935,0.322746967167993
"103",-1.9,"Calsap",0.0355026412073457,0.365400518305883,0.329897877098537
"104",-1.8,"Calsap",0.0429425600741885,0.378951723619171,0.336009163544983
"105",-1.7,"Calsap",0.0518577574053147,0.392694500824773,0.340836743419458
"106",-1.6,"Calsap",0.0625029415354369,0.406609363167306,0.344106421631869
"107",-1.5,"Calsap",0.0751601094821266,0.420675747851251,0.345515638369124
"108",-1.4,"Calsap",0.0901339904866796,0.43487212760916,0.34473813712248
"109",-1.3,"Calsap",0.10774352354912,0.449176135032746,0.341432611483626
"110",-1.2,"Calsap",0.128308282629402,0.463564698259356,0.335256415629954
"111",-1.1,"Calsap",0.15212895568702,0.478014186347527,0.325885230660507
"112",-1,"Calsap",0.179461519407327,0.49250056244938,0.313039043042053
"113",-0.9,"Calsap",0.210485738045268,0.506999542702519,0.296513804657251
"114",-0.8,"Calsap",0.245270078642392,0.521486758626567,0.276216679984175
"115",-0.7,"Calsap",0.283736931955122,0.535937920724409,0.252200988769287
"116",-0.6,"Calsap",0.325633766997562,0.55032898095888,0.224695213961318
"117",-0.5,"Calsap",0.370516888032605,0.564636291803029,0.194119403770424
"118",-0.4,"Calsap",0.417754072071978,0.578836759645248,0.16108268757327
"119",-0.3,"Calsap",0.466550037321572,0.592907990466369,0.126357953144796
"120",-0.2,"Calsap",0.515994540902702,0.606828425889384,0.0908338849866821
"121",-0.0999999999999996,"Calsap",0.56512787239084,0.620577467927091,0.0554495955362505
"122",0,"Calsap",0.613014176139336,0.634135591010801,0.0211214148714652
"123",0.1,"Calsap",0.658810973195753,0.647484440165516,-0.0113265330302376
"124",0.2,"Calsap",0.701824262808574,0.660606914494268,-0.0412173483143059
"125",0.3,"Calsap",0.741542268897227,0.673487235437304,-0.0680550334599233
"126",0.4,"Calsap",0.777645878732096,0.686110999571414,-0.0915348791606817
"127",0.5,"Calsap",0.809998433984687,0.698465216002539,-0.111533217982148
"128",0.6,"Calsap",0.83862056146912,0.710538328673496,-0.128082232795624
"129",0.7,"Calsap",0.863656772766615,0.722320224152078,-0.141336548614537
"130",0.8,"Calsap",0.885339946752305,0.73380222567801,-0.151537721074295
"131",0.9,"Calsap",0.903958234117912,0.74497707442705,-0.158981159690862
"132",1,"Calsap",0.919827087827188,0.755838899094797,-0.163988188732391
"133",1.1,"Calsap",0.933267513784234,0.766383175011029,-0.166884338773205
"134",1.2,"Calsap",0.944590476915869,0.776606674068217,-0.167983802847652
"135",1.3,"Calsap",0.954086712599297,0.786507406786952,-0.167579305812345
"136",1.4,"Calsap",0.962020893877162,0.796084557848966,-0.165936336028196
"137",1.5,"Calsap",0.968629067751806,0.805338416408422,-0.163290651343384
"138",1.6,"Calsap",0.974118385747653,0.814270302447938,-0.159848083299715
"139",1.7,"Calsap",0.978668330464415,0.822882490381315,-0.1557858400831
"140",1.8,"Calsap",0.982432827311565,0.831178131024211,-0.151254696287354
"141",1.9,"Calsap",0.985542800070936,0.839161172961039,-0.146381627109897
"142",2,"Calsap",0.988108868355613,0.846836284234914,-0.141272584120699
"143",2.1,"Calsap",0.990223992471216,0.854208775181042,-0.136015217290174
"144",2.2,"Calsap",0.991965949819639,0.861284523115611,-0.130681426704028
"145",2.3,"Calsap",0.99339958198993,0.868069899484778,-0.125329682505152
"146",2.4,"Calsap",0.994578788473417,0.874571699973921,-0.120007088499496
"147",2.5,"Calsap",0.995548266339896,0.880797077977882,-0.114751188362014
"148",2.6,"Calsap",0.996345009140699,0.886753481739804,-0.109591527400895
"149",2.7,"Calsap",0.996999585773942,0.892448595380416,-0.104550990393526
"150",2.8,"Calsap",0.997537223271931,0.897890283961969,-0.099646939309962
"151",2.9,"Calsap",0.997978718024481,0.903086542661699,-0.0948921753627826
"152",3,"Calsap",0.998341198919826,0.908045450068996,-0.0902957488508299
"153",3.1,"Calsap",0.998638763993052,0.912775125568027,-0.0858636384250243
"154",3.2,"Calsap",0.998883009891563,0.917283690723309,-0.0815993191682536
"155",3.3,"Calsap",0.999083471091753,0.921579234549053,-0.0775042365427002
"156",3.4,"Calsap",0.99924798350499,0.925669782513595,-0.0735782009913946
"157",3.5,"Calsap",0.999382984989061,0.929563269107183,-0.0698197158818784
"158",3.6,"Calsap",0.999493763377611,0.933267513784234,-0.0662262495933773
"159",3.7,"Calsap",0.999584660967434,0.936790200079253,-0.0627944608881804
"160",3.8,"Calsap",0.99965924295585,0.940138857688219,-0.0595203852676317
"161",3.9,"Calsap",0.999720436081561,0.943320847303814,-0.056399588777747
"162",4,"Calsap",0.999770642671397,0.946343347992828,-0.0534272946785688
"163",4.1,"Calsap",0.999811834409691,0.949213346906729,-0.0505984875029621
"164",4.2,"Calsap",0.999845629404554,0.951937631121458,-0.0479079982830962
"165",4.3,"Calsap",0.999873355505482,0.95452278140928,-0.0453505740962026
"166",4.4,"Calsap",0.999896102311046,0.956975167753802,-0.0429209345572436
"167",4.5,"Calsap",0.999914763877396,0.959300946428534,-0.0406138174488624
"168",4.6,"Calsap",0.999930073783979,0.961506058469406,-0.0384240153145731
"169",4.7,"Calsap",0.999942633919865,0.963596229382156,-0.0363464045377089
"170",4.8,"Calsap",0.999952938112307,0.965576969936207,-0.0343759681760998
"171",4.9,"Calsap",0.999961391519719,0.967453577907429,-0.0325078136122895
"172",5,"Calsap",0.999968326547039,0.969231140642852,-0.0307371859041868
"173",5.1,"Calsap",0.999974015906209,0.97091453833078,-0.0290594775754288
"174",5.2,"Calsap",0.999978683333297,0.972508447869867,-0.0274702354634302
"175",5.3,"Calsap",0.999982512382305,0.974017347240331,-0.0259651651419743
"176",5.4,"Calsap",0.999985653640574,0.975445520289733,-0.024540133350841
"177",5.5,"Calsap",0.999988230648894,0.976797061854356,-0.0231911687945386
"178",5.6,"Calsap",0.999990344758749,0.978075883145443,-0.0219144616133067
"179",5.7,"Calsap",0.999992079117415,0.979285717337099,-0.0207063617803167
"180",5.8,"Calsap",0.999993501937472,0.980430125299775,-0.0195633766376965
"181",5.9,"Calsap",0.999994669179176,0.98151250142975,-0.0184821677494255
"182",6,"Calsap",0.999995626751115,0.98253607953104,-0.0174595472200751
