"","C","Species","prob_q","prob_dd","delta"
"1",-3,"Psefar",0.0265969935768658,0.227936450573216,0.20133945699635
"2",-2.9,"Psefar",0.0309183203878757,0.238485627433181,0.207567307045305
"3",-2.8,"Psefar",0.0359158458827617,0.249365342241566,0.213449496358804
"4",-2.7,"Psefar",0.0416864054540242,0.26057155680492,0.218885151350896
"5",-2.6,"Psefar",0.0483376287199052,0.272098817640269,0.223761188920364
"6",-2.5,"Psefar",0.0559880790618217,0.28394020618429,0.227952127122469
"7",-2.4,"Psefar",0.0647669686067855,0.296087299898794,0.231320331292008
"8",-2.3,"Psefar",0.074813291577942,0.308530145682069,0.233716854104127
"9",-2.2,"Psefar",0.0862741944959167,0.321257246891314,0.234983052395397
"10",-2.1,"Psefar",0.0993023851749578,0.334255565135158,0.2349531799602
"11",-2,"Psefar",0.114052381279791,0.347510537807256,0.233458156527465
"12",-1.9,"Psefar",0.130675423025694,0.361006112103595,0.230330689077901
"13",-1.8,"Psefar",0.149312934530844,0.374724796000913,0.225411861470069
"14",-1.7,"Psefar",0.170088525235326,0.388647726376314,0.218559201140988
"15",-1.6,"Psefar",0.193098684233216,0.402754754125674,0.209656069892457
"16",-1.5,"Psefar",0.218402536097634,0.4170245457988,0.198622009701166
"17",-1.4,"Psefar",0.246011283551052,0.431434700922295,0.185423417371243
"18",-1.3,"Psefar",0.275878229229181,0.445961883836936,0.170083654607755
"19",-1.2,"Psefar",0.307890495698212,0.460581968546467,0.152691472848255
"20",-1.1,"Psefar",0.341863684951982,0.475270194769837,0.133406509817855
"21",-1,"Psefar",0.377540668798145,0.490001333120035,0.112460664321889
"22",-0.9,"Psefar",0.414595430870535,0.504749857109325,0.0901544262387901
"23",-0.8,"Psefar",0.452642381856911,0.519490119511246,0.066847737654335
"24",-0.7,"Psefar",0.49125089311976,0.534196530500495,0.0429456373807353
"25",-0.6,"Psefar",0.529964051764572,0.548843734947052,0.0188796831824799
"26",-0.5,"Psefar",0.568319983478248,0.563406786262194,-0.00491319721605443
"27",-0.4,"Psefar",0.605873668431761,0.57786131428072,-0.0280123541510405
"28",-0.3,"Psefar",0.642217092957438,0.592183684812327,-0.0500334081451107
"29",-0.2,"Psefar",0.676995856238523,0.606351148700091,-0.0706447075384322
"30",-0.0999999999999996,"Psefar",0.709920918334453,0.620341978477765,-0.0895789398566881
"31",0,"Psefar",0.740774899182154,0.634135591010801,-0.106639308171353
"32",0.1,"Psefar",0.769413061228749,0.647712654828295,-0.121700406400453
"33",0.2,"Psefar",0.795759697715908,0.661055181193416,-0.134704516522492
"34",0.3,"Psefar",0.819801024801949,0.674146598307078,-0.145654426494871
"35",0.4,"Psefar",0.841575821155044,0.68697180838307,-0.154604012771974
"36",0.5,"Psefar",0.861165006452693,0.699517227662427,-0.161647778790265
"37",0.6,"Psefar",0.878681162108263,0.711770809741986,-0.166910352366277
"38",0.7,"Psefar",0.894258741429002,0.723722052869357,-0.170536688559645
"39",0.8,"Psefar",0.908045450068996,0.735361992098523,-0.172683457970472
"40",0.9,"Psefar",0.920195040759213,0.746683177402876,-0.173511863356337
"41",1,"Psefar",0.930861579656653,0.757679639003705,-0.173181940652948
"42",1.1,"Psefar",0.940195110710343,0.768346841291307,-0.171848269419036
"43",1.2,"Psefar",0.948338564533915,0.778681626793907,-0.169656937740008
"44",1.3,"Psefar",0.955425719566113,0.788682151688722,-0.166743567877391
"45",1.4,"Psefar",0.961580014498435,0.798347814352794,-0.163232200145641
"46",1.5,"Psefar",0.966914021611296,0.807679178422777,-0.159234843188519
"47",1.6,"Psefar",0.971529412309903,0.816677891777014,-0.154851520532888
"48",1.7,"Psefar",0.975517272564735,0.825346602774764,-0.150170669789971
"49",1.8,"Psefar",0.978958652979532,0.833688874991154,-0.145269777988378
"50",1.9,"Psefar",0.981925263335817,0.84170910157697,-0.140216161758846
"51",2,"Psefar",0.984480243421591,0.849412420254156,-0.135067823167435
"52",2.1,"Psefar",0.986678960290612,0.856804629834916,-0.129874330455696
"53",2.2,"Psefar",0.988569796873529,0.86389210902816,-0.124677687845369
"54",2.3,"Psefar",0.990194908408296,0.870681738174689,-0.119513170233607
"55",2.4,"Psefar",0.991590931934037,0.877180824434604,-0.114410107499432
"56",2.5,"Psefar",0.992789640586981,0.883397030838861,-0.10939260974812
"57",2.6,"Psefar",0.993818539108389,0.889338309513228,-0.104480229595161
"58",2.7,"Psefar",0.994701400227179,0.895012839288223,-0.0996885609389566
"59",2.8,"Psefar",0.995458743754169,0.900428967823469,-0.0950297759307005
"60",2.9,"Psefar",0.996108261596907,0.905595158299716,-0.0905131032971909
"61",3,"Psefar",0.996665192692587,0.910519940666439,-0.0861452520261481
"62",3.1,"Psefar",0.997142652230644,0.915211867377233,-0.0819307848534105
"63",3.2,"Psefar",0.9975519196247,0.919679473498752,-0.0778724461259479
"64",3.3,"Psefar",0.997902689591213,0.923931241041054,-0.073971448550159
"65",3.4,"Psefar",0.998203290469422,0.927975567327316,-0.0702277231421059
"66",3.5,"Psefar",0.998460873624324,0.931820737198151,-0.0666401364261723
"67",3.6,"Psefar",0.998681577446766,0.935474898829472,-0.0632066786172942
"68",3.7,"Psefar",0.998870669126564,0.938946042932221,-0.0599246261943435
"69",3.8,"Psefar",0.999032667041932,0.942241985096575,-0.0567906819453575
"70",3.9,"Psefar",0.999171446291617,0.945370351041677,-0.0538010952499408
"71",4,"Psefar",0.999290329600899,0.948338564533915,-0.0509517650669843
"72",4.1,"Psefar",0.999392165562148,0.951153837741629,-0.0482383278205186
"73",4.2,"Psefar",0.999479395925889,0.953823163801254,-0.0456562321246351
"74",4.3,"Psefar",0.999554113439075,0.956353311378901,-0.043200802060174
"75",4.4,"Psefar",0.999618111532317,0.958750821021667,-0.0408672905106497
"76",4.5,"Psefar",0.999672926985649,0.961022003104263,-0.0386509238813855
"77",4.6,"Psefar",0.999719876551005,0.963172937188439,-0.0365469393625659
"78",4.7,"Psefar",0.999760088377112,0.965209472624951,-0.0345506157521609
"79",4.8,"Psefar",0.999794528966906,0.967137230240151,-0.0326572987267555
"80",4.9,"Psefar",0.999824026297057,0.96896160496154,-0.0308624213355175
"81",5,"Psefar",0.99984928964194,0.970687769248644,-0.0291615203932967
"82",5.1,"Psefar",0.999870926568841,0.972320677207184,-0.0275502493616566
"83",5.2,"Psefar",0.999889457505863,0.973865069275692,-0.0260243882301708
"84",5.3,"Psefar",0.999905328227612,0.975325477384332,-0.0245798508432807
"85",5.4,"Psefar",0.9999189205551,0.976706230495737,-0.0232126900593637
"86",5.5,"Psefar",0.999930561524419,0.97801146044708,-0.0219191010773384
"87",5.6,"Psefar",0.999940531242689,0.979245108021392,-0.020695423221297
"88",5.7,"Psefar",0.999949069618768,0.980410929184279,-0.019538140434489
"89",5.8,"Psefar",0.999956382129548,0.98151250142975,-0.0184438806997973
"90",5.9,"Psefar",0.999962644759784,0.982553230185752,-0.017409414574032
"91",6,"Psefar",0.999968008233728,0.983536355236344,-0.0164316529973844
"92",-3,"Psever",0.0107717300451416,0.320821300824607,0.310049570779465
"93",-2.9,"Psever",0.0128180504442647,0.345020523022901,0.332202472578636
"94",-2.8,"Psever",0.0152471214066825,0.370050540708829,0.354803419302147
"95",-2.7,"Psever",0.0181280578363284,0.395799099816881,0.377671041980552
"96",-2.6,"Psever",0.0215414381776765,0.42213868571928,0.400597247541603
"97",-2.5,"Psever",0.0255807883120077,0.448928730692658,0.42334794238065
"98",-2.4,"Psever",0.0303540809956565,0.476018415028896,0.445664334033239
"99",-2.3,"Psever",0.0359851619924672,0.50324995422994,0.467264792237473
"100",-2.2,"Psever",0.0426149716622244,0.530462226055077,0.487847254392852
"101",-2.1,"Psever",0.0504023771660566,0.557494563137606,0.507092185971549
"102",-2,"Psever",0.0595243659765015,0.584190522935407,0.524666156958906
"103",-1.9,"Psever",0.0701752788907907,0.610401448700749,0.540226169809958
