Target Value of 0 = negative
Target Value of 1 = positive
Target Value of u = unclassified (Advanced Classification Mode)

Ch1Amplitude,Ch2Amplitude,Cragig
3449.238,267.8735,0
3245.529,283.1288,0
3287.804,297.8973,0
3190.61,333.0385,0
3317.018,285.39,0
3779.176,162.8452,0
3433.895,224.6769,0
3486.332,272.7991,0
3307.223,251.6384,0
3205.28,260.4281,0
3489.288,264.6364,0
3568.714,182.1589,0
3366.007,172.859,0
3462.753,270.2042,0
3456.269,259.8093,0
3439.771,280.0131,0
3212.318,6556.0,
3430.74,305.2095,0
3595.99,210.2599,0
3526.099,175.5221,0
3496.539,365.2407,0
3255.847,342.9932,0
3334.587,277.6091,0
3341.087,241.1775,0
3343.575,209.9465,0
3307.148,264.0741,0
3452.065,261.1415,0
3455.234,285.5021,0
3373.676,284.1515,0
3664.612,212.8977,0
3678.318,197.7758,0
3563.778,252.3588,0
3404.898,299.0978,0
3702.615,271.1289,0
3291.128,264.2145,0
3545.981,217.1865,0
3370.553,250.926,0
3184.886,315.8331,0
3310.916,292.5247,0
3300.455,209.8379,0
3307.561,305.6062,0
3379.008,395.2614,0
3231.209,351.703,0
3450.08,312.1732,0
3557.085,282.0273,0
3405.763,323.3141,0
3542.629,197.0839,0
3327.458,296.6798,0
3486.78,244.2195,0
3413.397,298.2996,0
3318.861,251.09,0
3444.615,234.035,0
3378.635,374.3972,0
3394.245,349.3024,0
3562.969,236.1301,0
3353.033,335.0325,0
3375.346,250.614,0
3095.131,267.162,0
3318.128,282.1162,0
3395.097,320.3528,0
3407.219,286.4226,0
3452.165,245.1956,0
3497.359,207.6288,0
3273.906,242.1984,0
3379.965,305.275,0
3510.84,306.2251,0
3540.939,159.5745,0
3554.663,231.2832,0
3195.883,368.1621,0
3522.301,310.1692,0
3028.058,247.88,0
3376.729,258.8032,0
3497.79,224.1653,0
3162.723,260.9707,0
3378.828,233.3031,0
3356.014,309.1226,0
3510.121,313.6846,0
3124.764,240.9579,0
3858.089,324.4758,0
3519.44,260.7936,0
3204.159,366.8774,0
3566.841,268.1215,0
3370.826,369.4431,0
3242.458,253.2936,0
3299.951,286.6914,0
3471.521,248.2611,0
3441.492,312.3722,0
3622.132,333.4576,0
3408.408,204.5156,0
3491.905,239.6133,0
3426.553,261.3363,0
3495.737,235.0638,0
3487.357,266.3064,0
3428.765,270.9731,0
3414.628,318.6843,0
3468.851,327.0035,0
3352.295,297.3378,0
3326.925,293.1252,0
3483.172,328.0426,0
3233.55,299.2802,0
3361.036,287.7568,0
3410.525,264.4733,0
3158.1,302.4014,0
3396.859,258.4631,0
3576.866,205.9708,0
3623.221,113.5922,0
3427.76,263.0027,0
3556.554,240.4377,0
3239.409,215.8733,0
3105.935,285.1229,0
3160.048,186.6877,0
3380.367,273.4573,0
3520.171,306.9521,0
3609.988,234.5201,0
3452.452,232.8596,0
3312.245,265.6901,0
3515.999,311.9766,0
3264.409,242.8064,0
3482.572,304.3025,0
3469.116,287.4768,0
3359.762,250.2211,0
3447.748,242.9642,0
3389.109,275.4739,0
3501.614,217.0852,0
3224.998,277.1877,0
3298.985,288.1942,0
3284.811,276.9707,0
3285.49,286.2426,0
3471.637,310.1254,0
3483.07,196.9382,0
3368.206,239.8885,0
3325.93,181.2639,0
3385.075,223.6836,0
3512.644,354.6348,0
3358.129,248.881,0
3239.829,331.5819,0
3476.323,235.0864,0
3525.955,266.4733,0
3428.146,326.8505,0
3664.81,264.6643,0
3415.361,235.1184,0
3307.461,281.0322,0
3450.856,192.4337,0
3226.083,270.0333,0
3134.034,293.8757,0
3286.853,168.2155,0
3570.183,261.0847,0
3483.506,297.5846,0
3570.697,306.7539,0
3545.365,227.4877,0
3235.84,237.2949,0
3542.765,299.9391,0
3465.535,259.568,0
3390.353,280.8591,0
3216.377,280.7815,0
3445.447,332.6732,0
3393.002,289.7679,0
3693.304,327.9595,0
3355.053,246.7374,0
3399.445,291.3334,0
3449.984,295.6178,0
3473.225,279.443,0
3413.274,295.1531,0
3106.897,258.7755,0
3316.292,265.5881,0
3576.677,194.0988,0
3352.329,283.1862,0
3546.313,291.2582,0
3451.256,335.6765,0
3213.157,299.5549,0
3595.589,299.0095,0
3607.388,254.0115,0
3458.784,392.5525,0
3517.869,217.3641,0
3398.246,292.4467,0
3539.46,302.2664,0
3405.583,300.3143,0
3466.765,266.9436,0
3601.817,241.6007,0
3225.509,277.802,0
3780.852,337.3766,0
3428.884,345.8193,0
3276.879,266.2717,0
3328.774,376.5681,0
3238.696,304.7432,0
3317.814,250.1205,0
3381.898,282.5916,0
3445.98,324.6541,0
3587.984,248.6766,0
3512.947,256.4359,0
3403.295,246.506,0
3291.622,283.5801,0
3188.177,219.2764,0
3659.326,266.4449,0
3459.159,212.3077,0
3585.767,244.7969,0
3056.521,339.1315,0
3327.01,314.9537,0
3417.618,325.618,0
3340.65,295.3551,0
3480.377,274.1918,0
3399.85,270.4274,0
3403.82,236.2379,0
3657.295,233.7362,0
3222.014,232.0109,0
3365.698,294.4403,0
3105.433,259.2377,0
3344.864,221.9561,0
3170.143,257.6399,0
3466.799,271.1617,0
3243.565,333.1039,0
3107.09,225.5457,0
3157.072,333.9333,0
3241.731,310.1456,0
3359.293,347.6031,0
3472.342,285.6091,0
3352.041,267.7415,0
3238.839,283.2682,0
3406.569,190.8632,0
3332.624,257.2682,0
3419.57,216.5524,0
3584.444,251.2207,0
3226.998,220.4803,0
3397.144,354.0887,0
3319.721,282.8411,0
3469.696,197.5547,0
3515.594,275.3822,0
3473.131,258.067,0
3401.064,393.4774,0
3437.255,294.7358,0
3397.939,245.1436,0
3273.776,275.8083,0
3432.76,366.5092,0
3294.465,284.4963,0
3244.781,374.2244,0
3633.25,175.0146,0
3483.434,208.689,0
3611.363,208.1212,0
3518.444,213.312,0
3655.757,220.2917,0
3533.029,253.5343,0
3492.773,386.9857,0
3394.609,192.9656,0
3378.687,253.5303,0
3456.657,257.2164,0
3419.222,244.084,0
3195.748,211.8484,0
3176.945,227.3721,0
3486.874,274.4163,0
3451.146,266.3047,0
3514.375,399.8257,0
3445.789,143.7421,0
3322.358,355.2902,0
3291.333,296.5793,0
3288.809,384.0668,0
3287.684,280.1259,0
3189.827,280.048,0
3174.164,232.0635,0
3729.573,289.6471,0
3208.26,335.3069,0
3207.48,295.9838,0
3312.996,321.0405,0
3245.757,341.6724,0
3409.624,342.1177,0
3343.619,300.0168,0
3516.058,345.8634,0
3228.129,191.8439,0
3305.947,365.0706,0
3389.04,270.7762,0
3507.172,335.6907,0
3330.864,257.8569,0
3361.741,306.3424,0
3319.126,316.4453,0
3524.787,392.7155,0
3463.818,326.7443,0
3256.729,267.6194,0
3360.338,236.547,0
3743.868,279.2198,0
3424.31,334.9666,0
3432.291,282.6808,0
3439.313,321.4097,0
3314.999,294.9004,0
3572.517,179.6669,0
3514.971,258.4889,0
3134.003,295.5013,0
3492.359,279.2605,0
3136.735,365.967,0
3369.319,331.4825,0
3242.451,278.6508,0
3845.701,352.663,0
3360.563,286.0651,0
3704.173,310.3735,0
3087.128,222.545,0
3401.366,392.2173,0
3363.145,377.5493,0
3727.373,231.7456,0
3308.166,308.0483,0
3445.298,232.6659,0
3248.489,356.6544,0
3349.296,315.3459,0
3299.898,304.8251,0
3344.052,304.0674,0
3523.915,202.9619,0
3467.094,219.0677,0
3297.615,328.8147,0
3359.051,266.6838,0
3359.924,232.4016,0
3447.428,226.651,0
3437.955,251.7319,0
3536.693,181.6674,0
3244.627,328.8849,0
3405.769,296.0997,0
3239.267,314.7178,0
3461.49,267.4486,0
3368.08,231.8679,0
3346.965,338.1608,0
3457.212,218.0323,0
3371.034,260.2574,0
3290.867,356.1184,0
3301.817,272.173,0
3617.238,306.2638,0
3316.795,295.955,0
3438.042,242.3287,0
3367.364,346.8383,0
3543.186,287.1604,0
3385.626,281.58,0
3360.806,303.7322,0
3320.204,351.989,0
3491.578,254.6696,0
3445.681,287.0061,0
3449.848,237.387,0
3413.732,283.014,0
3339.122,354.1427,0
3225.173,276.6223,0
3589.913,203.4011,0
3460.369,251.397,0
3357.011,310.8512,0
3316.919,294.3018,0
3118.907,297.6848,0
3392.742,213.2327,0
3486.258,349.8936,0
3597.459,267.3206,0
3478.231,251.5162,0
3404.788,286.4271,0
3228.325,346.1567,0
3327.116,242.1544,0
3304.114,321.1501,0
3380.681,207.432,0
3470.515,329.2457,0
3310.219,255.0833,0
3097.067,318.4376,0
3250.577,265.0476,0
3399.655,340.5577,0
3176.731,309.7543,0
3494.595,264.9816,0
3324.923,228.4443,0
3610.366,257.452,0
3214.295,376.7159,0
3133.05,225.3381,0
3372.754,261.3687,0
3691.784,250.6718,0
3443.881,235.3103,0
3365.237,235.8605,0
3481.362,287.4537,0
3408.639,209.0619,0
3528.165,300.9312,0
3452.875,237.4895,0
3348.275,265.0079,0
3344.342,342.1718,0
3382.459,222.2876,0
3384.598,163.359,0
3484.747,200.9434,0
3250.941,158.8597,0
3350.878,267.8718,0
3098.339,258.1025,0
3554.995,292.707,0
3320.526,248.778,0
3401.346,269.1899,0
3286.112,304.1276,0
3201.77,312.7965,0
3600.154,251.9871,0
3175.899,312.2244,0
3350.245,322.1489,0
3498.334,297.5905,0
3494.531,290.0332,0
3269.709,293.0953,0
3407.633,301.504,0
3349.55,336.9248,0
3449.662,313.0156,0
3313.051,341.1575,0
3475.389,197.5369,0
3500.767,310.3475,0
3226.937,299.2391,0
3427.146,186.8177,0
3293.951,229.7789,0
3390.122,394.5388,0
3266.154,293.6857,0
3268.292,243.0623,0
3357.437,304.1771,0
3366.135,253.9558,0
3306.515,221.6179,0
3485.271,281.7268,0
3126.877,313.2063,0
3444.847,299.6278,0
3265.634,250.7794,0
3370.148,272.1501,0
3526.731,293.0099,0
3297.583,236.3995,0
3187.725,255.7797,0
3239.245,262.4447,0
3380.192,287.4039,0
3538.627,268.3444,0
3395.931,177.7499,0
3448.309,240.0638,0
3525.315,261.3319,0
3548.404,326.4128,0
3719.971,302.301,0
3303.872,325.9143,0
3272.718,246.0847,0
3387.887,272.2865,0
3433.412,315.1191,0
3435.057,286.8893,0
3258.073,301.2809,0
