Target Value of 0 = negative
Target Value of 1 = positive
Target Value of u = unclassified (Advanced Classification Mode)

Ch1Amplitude,Ch2Amplitude,Cragig
3201.611,194.4376,0
2989.501,331.8511,0
3496.72,289.9666,0
6830.477,186.5601,1
3112.649,258.8376,0
3568.281,165.3745,0
3640.938,282.3503,0
3234.572,216.3695,0
3658.465,325.511,0
3247.192,228.326,0
3448.398,256.6688,0
6654.062,353.0972,1
6557.293,274.2271,1
3299.959,287.3094,0
3373.513,230.6636,0
3816.512,167.3282,0
4088.315,271.6464,0
3113.267,328.1931,0
3453.964,243.7284,0
3031.712,245.9105,0
6601.128,353.8672,1
3281.979,316.9219,0
3542.951,265.6633,0
3364.396,253.7959,0
3656.67,379.5233,0
6328.533,325.5188,1
3370.202,367.9729,0
6743.09,219.4104,1
2980.64,309.1764,0
3580.716,210.3538,0
3579.276,298.8706,0
3061.055,234.0426,0
2903.243,340.0508,0
3551.888,299.4122,0
3570.28,325.83,0
3599.771,337.384,0
3498.142,229.385,0
3650.745,250.687,0
3151.637,266.7981,0
3106.528,312.7572,0
3162.558,278.5692,0
3797.073,302.3396,0
3129.921,184.1045,0
3123.925,280.744,0
3622.781,369.067,0
6703.886,376.6028,1
3416.635,301.9912,0
3415.205,235.911,0
3867.687,285.1378,0
3249.613,270.6362,0
3543.583,355.3273,0
3573.788,411.3394,0
3305.724,377.9849,0
3868.046,290.0487,0
3045.712,290.983,0
3676.704,210.9102,0
7231.895,324.873,1
3443.667,306.6318,0
3508.738,302.5713,0
3587.541,230.163,0
3042.159,285.1696,0
3153.953,214.9647,0
3385.187,291.5317,0
3604.646,302.2791,0
3190.162,279.1525,0
3276.357,290.5164,0
3504.752,343.624,0
6640.367,269.5732,1
3321.531,292.7545,0
3049.366,232.4966,0
3664.551,350.5977,0
3267.995,271.1222,0
3189.523,274.8956,0
3556.761,234.6992,0
3240.309,289.9087,0
3509.107,290.6996,0
6681.83,313.4592,1
3131.438,313.7998,0
3035.089,285.6498,0
3454.76,237.0204,0
6918.628,236.0439,1
3646.095,288.5068,0
3471.172,329.9602,0
3118.25,240.9034,0
3343.505,327.0397,0
3827.033,318.265,0
6487.747,231.8389,1
3353.276,294.6505,0
3395.513,249.0961,0
3613.494,351.5695,0
3112.045,193.1676,0
3631.111,200.5735,0
3079.842,245.2963,0
3471.492,215.623,0
3212.376,252.0593,0
3572.968,387.9069,0
7554.435,384.0186,1
3043.553,227.934,0
3513.652,224.1912,0
3195.911,221.2228,0
3459.506,287.1415,0
2984.736,265.5692,0
3050.636,239.542,0
3159.254,317.1868,0
2927.626,285.8441,0
3590.04,339.3556,0
3630.42,366.0968,0
3279.275,230.3806,0
3263.876,281.3638,0
3761.398,309.7015,0
3624.697,370.0313,0
3104.875,344.3651,0
2929.808,365.0624,0
3169.029,254.9099,0
3943.127,222.1346,0
3310.33,238.2159,0
3719.944,227.4222,0
3036.567,239.1978,0
7209.472,359.083,1
3224.563,271.1909,0
3161.895,309.8264,0
3642.771,304.1736,0
3062.328,235.4596,0
2883.404,257.7931,0
3612.95,339.2554,0
3064.161,322.5552,0
3131.786,239.8817,0
3016.748,201.1757,0
3283.679,323.7819,0
6875.778,322.3091,1
3556.234,335.0786,0
3589.815,295.8269,0
3508.442,319.7151,0
2842.28,308.2977,0
3318.808,311.8091,0
3713.898,287.434,0
3181.002,288.5636,0
6414.62,365.991,1
3336.645,263.8638,0
3713.417,302.0315,0
3359.663,280.3823,0
2892.983,280.7366,0
7646.573,383.3008,1
6497.558,348.5835,1
3408.297,269.7117,0
3805.538,279.8313,0
3136.58,314.5339,0
3709.646,313.4567,0
3707.004,262.4126,0
3112.351,316.2515,0
3069.515,282.9562,0
3623.865,284.1501,0
3195.1,259.5381,0
2974.053,179.049,0
3331.616,294.8846,0
3575.924,369.916,0
2662.335,286.5062,0
3261.961,280.9866,0
3021.933,260.0475,0
3081.122,334.6864,0
3580.46,208.0192,0
3118.021,284.1862,0
3610.339,217.3976,0
3681.622,357.3395,0
3246.756,302.494,0
3119.679,336.8599,0
3648.358,276.5691,0
5982.671,432.1758,1
3387.513,252.2252,0
3109.006,306.5844,0
3698.857,325.0155,0
3048.005,325.4087,0
2983.225,247.8691,0
3261.952,257.1171,0
3324.784,309.1437,0
7445.1,415.4268,1
6649.161,362.6978,1
3183.761,352.6183,0
3121.61,310.5985,0
3581.729,286.3242,0
2960.039,240.813,0
3266.777,227.4054,0
3217.211,228.6755,0
3699.926,238.6943,0
6718.931,245.7805,1
3234.234,304.3209,0
7449.375,245.4883,1
3753.786,310.6215,0
3750.376,257.4525,0
3138.859,230.0963,0
6632.768,392.8428,1
3066.375,276.4032,0
6886.362,460.4414,1
3780.367,244.3661,0
3431.262,360.4872,0
