Target Value of 0 = negative
Target Value of 1 = positive
Target Value of u = unclassified (Advanced Classification Mode)

Ch1Amplitude,Ch2Amplitude,Cragig
6479.663,376.1072,1
6402.389,266.2383,1
6844.483,310.8262,1
6187.721,285.9053,1
2892.938,374.3894,0
7996.865,274.9861,1
6452.107,200.0337,1
3301.016,278.5685,0
3779.536,347.7299,0
4041.713,329.009,0
2799.174,248.4143,0
3105.698,205.8933,0
3406.209,325.6876,0
5809.533,248.0264,1
3626.283,394.5527,0
6485.035,367.4719,1
2960.762,295.9406,0
6019.684,217.0176,1
3562.934,308.7881,0
6557.12,291.8271,1
7021.633,270.6633,1
6181.239,314.5598,1
6434.524,323.9609,1
6561.841,308.8774,1
5702.251,296.467,1
7977.157,397.3557,1
7704.708,348.0769,1
7122.722,373.2078,1
5489.571,239.5361,1
3706.617,286.3431,0
3221.32,297.3893,0
7341.935,243.6782,1
7537.462,196.7524,1
3570.29,332.663,0
6388.516,316.8127,1
6674.822,315.4109,1
6048.44,307.1738,1
3092.318,305.4124,0
6115.557,247.8027,1
6354.595,290.3147,1
6441.891,215.3298,1
4082.055,283.1088,0
6379.496,314.9722,1
6789.123,265.3667,1
7710.73,415.2129,1
7154.586,477.5935,1
3729.171,345.3677,0
7108.207,411.4609,1
6734.565,324.5989,1
6570.335,181.7905,1
6376.861,282.0681,1
3214.544,243.5728,0
6054.631,218.5012,1
3493.531,267.1991,0
3455.588,339.3478,0
6024.09,268.2329,1
6186.814,261.7031,1
6729.152,208.8965,1
5799.54,336.5635,1
7583.507,324.5618,1
7067.723,381.8062,1
6258.807,327.2117,1
3418.333,332.3051,0
3605.778,277.5961,0
6736.961,284.9646,1
3694.114,316.5538,0
3680.703,300.0144,0
6701.861,370.2002,1
6485.126,215.7605,1
7468.498,346.9021,1
6802.67,260.4666,1
3518.96,258.6797,0
3691.323,240.7721,0
6314.518,308.0725,1
6320.142,373.6594,1
3823.704,341.8066,0
7787.562,383.7366,1
5654.087,165.5923,1
6904.481,357.5469,1
2972.573,290.9059,0
8626.973,310.022,1
7153.767,210.6033,1
6354.873,373.4131,1
8005.382,363.0471,1
3635.512,243.4481,0
6438.193,395.8379,1
6261.203,249.5542,1
3362.636,350.9462,0
6190.427,233.2302,1
7981.626,388.6206,1
7498.285,428.053,1
6820.73,228.0142,1
6800.863,314.8982,1
8232.212,484.1072,1
6167.592,295.1509,1
3236.816,236.3739,0
6803.657,172.7771,1
7442.223,317.9902,1
7402.503,340.1729,1
7881.572,428.7239,1
3802.779,305.1917,0
3652.249,300.1328,0
3030.431,239.0641,0
6984.725,369.5222,1
3451.501,349.3717,0
3733.058,207.9216,0
3789.34,319.8387,0
3455.923,263.642,0
3631.712,286.1814,0
6702.761,298.1624,1
4117.762,205.311,0
8409.151,472.3911,1
7595.342,336.813,1
7605.205,362.2393,1
6353.324,263.1643,1
5934.625,174.0823,1
3802.099,339.3119,0
3587.606,391.431,0
7102.631,237.2131,1
6795.229,312.127,1
3454.563,386.3245,0
3671.115,375.2911,0
6325.632,226.5691,1
7553.682,297.3245,1
6293.238,206.6775,1
6787.911,326.7683,1
6289.408,204.541,1
6032.655,367.3123,1
7265.25,409.5771,1
2998.7,242.881,0
7407.746,315.3984,1
7964.795,294.6453,1
6275.378,314.0068,1
3273.457,381.0144,0
7471.518,301.4707,1
8204.813,573.5908,1
8486.023,559.6758,1
3449.723,288.2046,0
7121.644,396.843,1
6163.676,290.6399,1
6744.592,274.488,1
6309.806,351.1636,1
7760.501,457.8411,1
3592.687,357.3308,0
6690.76,140.3252,1
6441.769,256.3953,1
6899.89,270.7869,1
6425.633,344.6299,1
6300.301,216.4666,1
6604.786,278.2776,1
3483.564,265.8536,0
6816.181,416.8662,1
6627.729,290.3491,1
3614.21,356.1119,0
3097.171,255.0973,0
6223.189,194.1831,1
5604.45,251.3496,1
6431.92,315.1602,1
6798.48,270.6165,1
6533.567,366.751,1
3310.839,320.7207,0
3574.411,298.9617,0
2868.41,271.7068,0
6475.705,351.0867,1
3065.507,212.0193,0
7122.344,273.0068,1
6927.794,236.5574,1
6339.962,288.5657,1
7552.381,349.7825,1
3865.713,301.9235,0
3923.412,214.2438,0
7596.189,280.4299,1
3622.361,269.0845,0
7767.93,497.8743,1
7935.859,389.6829,1
7927.866,347.718,1
6421.156,210.6436,1
3595.165,360.7834,0
8300.318,481.7227,1
6416.604,295.2458,1
3742.918,342.9731,0
5971.883,200.5229,1
6067.263,360.4248,1
3405.171,225.7163,0
8249.908,418.3687,1
6418.624,240.3552,1
6746.468,269.2117,1
3336.933,333.6782,0
6714.615,384.6584,1
2972.038,251.7509,0
3596.579,281.3942,0
6140.563,294.9841,1
6682.44,435.1909,1
3755.044,276.6445,0
6632.542,256.8625,1
6164.648,336.1589,1
6131.44,365.2466,1
6604.014,398.6782,1
3799.279,314.8267,0
7277.747,471.9751,1
6512.626,160.8584,1
