Target Value of 0 = negative
Target Value of 1 = positive
Target Value of u = unclassified (Advanced Classification Mode)

Ch1Amplitude,Ch2Amplitude,Cragig
3748.715,323.9799,0
3642.01,346.5382,0
3663.491,305.6138,0
3437.41,234.7554,0
3742.836,261.5913,0
3806.504,346.8151,0
3751.126,245.1198,0
3741.856,320.5029,0
3805.056,309.2332,0
3856.377,233.4866,0
3921.139,293.7081,0
3751.902,302.7257,0
3676.67,356.9037,0
3283.491,373.3094,0
3430.997,317.0745,0
3724.237,304.1355,0
3630.862,276.9022,0
4260.697,363.0156,0
3889.985,409.113,0
3664.267,278.894,0
3660.993,309.213,0
3883.345,355.8696,0
3651.713,213.1923,0
3625.859,316.9463,0
3799.554,223.2111,0
3878.892,353.7075,0
3705.916,314.1306,0
3771.328,245.53,0
3526.469,244.4474,0
3850.364,250.7054,0
3908.849,278.5533,0
3379.096,281.2399,0
3615.301,291.8505,0
3684.998,335.5099,0
3273.934,261.184,0
3745.871,309.1907,0
3934.279,334.5393,0
3791.958,283.5747,0
3532.811,238.0127,0
3585.102,268.0017,0
3236.845,170.7156,0
3622.584,284.7825,0
3813.366,332.1326,0
3640.112,280.8296,0
3677.668,344.8185,0
3753.586,266.7972,0
4558.613,339.8767,0
3636.501,353.0284,0
3716.251,276.7734,0
3533.176,272.688,0
3650.852,340.7523,0
3916.338,252.1031,0
3447.61,274.4285,0
3693.718,280.4843,0
3493.309,217.6694,0
3682.904,279.7726,0
3738.676,277.4093,0
3432.492,328.2737,0
4031.791,278.0239,0
4002.138,339.9608,0
3345.919,196.6265,0
3293.408,273.9015,0
4426.655,362.9402,0
3792.396,409.2505,0
3608.202,272.0186,0
3988.477,340.4446,0
3467.573,328.4363,0
3914.851,309.4572,0
3446.545,331.8955,0
3884.079,243.7212,0
3674.534,316.3636,0
3613.742,192.803,0
3809.363,265.1511,0
3374.78,196.9709,0
3719.057,357.9309,0
3721.093,406.3639,0
3850.885,304.3783,0
3408.364,239.2118,0
3830.493,327.2144,0
3594.092,278.5114,0
3813.304,342.5048,0
3865.052,267.4618,0
3442.763,318.4755,0
3779.552,294.8728,0
4538.357,345.6082,0
3342.004,291.8774,0
3763.467,319.5981,0
3693.548,329.1969,0
3769.203,307.8647,0
3827.863,263.8684,0
3464.755,275.0981,0
3679.816,286.8966,0
3801.916,301.3728,0
3411.555,333.405,0
3485.298,270.9393,0
3851.734,320.1063,0
3682.571,300.9628,0
3584.637,385.1328,0
3852.42,352.7897,0
3615.468,271.7262,0
3800.942,239.2229,0
3398.674,256.5852,0
3258.982,274.698,0
3398.622,341.495,0
3716.713,286.1104,0
3827.346,233.6339,0
3726.576,260.0913,0
3859.773,303.8339,0
3922.355,303.53,0
3620.975,382.0438,0
3825.06,282.2313,0
3789.639,329.844,0
3910.987,385.9434,0
3422.234,151.1378,0
3802.142,274.0043,0
3353.887,237.6248,0
3900.671,304.7371,0
4124.717,201.3043,0
3738.873,276.8813,0
3563.667,284.308,0
3354.156,275.2155,0
3623.889,251.7509,0
4186.222,337.8137,0
3378.052,235.7545,0
3636.316,377.2772,0
3650.781,278.916,0
3581.165,303.2166,0
4033.9,309.8202,0
3664.211,318.0541,0
3507.851,194.0345,0
3723.237,300.6584,0
3378.737,250.0605,0
3840.538,280.1414,0
3753.62,236.7103,0
4025.026,231.5084,0
3689.386,289.7694,0
3664.044,367.6183,0
3819.025,332.9763,0
3342.429,290.2421,0
3701.577,348.2814,0
3277.323,293.1013,0
3370.947,252.9999,0
3899.987,283.9451,0
3649.541,231.1455,0
3683.562,225.1587,0
4158.779,300.5652,0
3669.429,334.5157,0
3516.697,414.9,0
3628.631,346.5516,0
3871.984,231.2461,0
4131.708,399.9919,0
4006.92,322.4436,0
3679.011,327.1162,0
3802.031,342.2751,0
3906.24,220.7037,0
3380.764,249.4875,0
3764.244,281.3571,0
3870.579,246.9236,0
3445.786,295.4127,0
3651.41,296.1163,0
3894.424,346.707,0
3762.68,294.899,0
3349.929,259.9664,0
3770.46,264.3304,0
3966.074,271.7083,0
3865.513,315.5809,0
4492.301,340.4233,0
4030.792,349.7419,0
3831.684,283.2629,0
3811.919,252.0164,0
3805.408,335.9004,0
4359.61,378.7205,0
3673.125,291.6042,0
3651.048,291.9635,0
3400.299,167.0333,0
3287.677,317.0627,0
3298.289,324.4718,0
3863.107,286.5083,0
3716.478,365.5554,0
3559.121,291.3778,0
3726.336,308.9811,0
3858.186,392.0658,0
3593.889,251.371,0
3873.845,347.1399,0
3633.7,244.2228,0
3573.477,350.6135,0
3425.686,241.9908,0
3863.739,271.9446,0
3582.235,358.0812,0
3652.631,327.4692,0
3927.797,215.7605,0
3741.988,263.8257,0
3844.559,285.9995,0
3545.308,270.9106,0
3399.399,389.9171,0
3668.157,322.7939,0
3514.278,339.5149,0
3587.121,239.7566,0
4057.105,305.5422,0
3748.439,262.5651,0
3703.542,275.5105,0
4361.822,351.7566,0
3350.975,173.1279,0
3739.737,255.7078,0
3704.665,167.1761,0
3540.919,292.8724,0
3853.671,213.4144,0
3678.472,315.7372,0
3823.274,259.1578,0
3738.26,297.6185,0
