Target Value of 0 = negative
Target Value of 1 = positive
Target Value of u = unclassified (Advanced Classification Mode)

Ch1Amplitude,Ch2Amplitude,Cragig
3597.038,353.4542,0
3566.847,354.4663,0
3404.955,234.6852,0
3407.61,286.1354,0
3437.592,221.8612,0
3710.959,157.6089,0
3139.788,312.3031,0
3121.273,263.3931,0
3665.877,276.2582,0
3553.104,344.1678,0
3569.475,265.0387,0
3671.917,208.7123,0
3419.492,288.199,0
3471.01,298.4923,0
3331.251,223.6238,0
3577.349,327.8665,0
3530.828,263.4979,0
3758.693,283.7687,0
3448.708,333.4393,0
3549.761,258.5291,0
3446.919,327.6473,0
3478.71,167.5038,0
3636.017,330.5518,0
3244.189,245.5172,0
3033.508,313.2755,0
3517.304,386.1677,0
3668.085,234.7968,0
3499.132,238.9836,0
3808.348,272.7422,0
3475.532,295.7841,0
3250.652,237.2969,0
3249.687,210.4385,0
3699.208,300.7325,0
3495.595,295.3374,0
3639.709,243.8817,0
3636.43,258.0001,0
3504.653,330.526,0
3686.487,240.1053,0
3651.557,264.9124,0
3481.791,291.7909,0
3590.829,217.8496,0
3575.828,358.4841,0
3509.427,249.4341,0
3476.91,354.6097,0
3466.113,265.1113,0
3466.87,265.8492,0
3579.424,272.7271,0
3316.043,177.678,0
3713.612,188.3209,0
3474.739,271.163,0
3705.534,234.8595,0
3410.912,248.9369,0
3160.833,234.9794,0
3610.908,242.1335,0
3587.135,266.1473,0
3459.456,214.1881,0
3743.693,202.0707,0
3403.583,295.1671,0
3771.778,300.6792,0
3417.288,316.3119,0
3632.505,264.1191,0
3366.685,280.3674,0
3464.859,373.7041,0
3402.063,313.2849,0
3574.603,307.5481,0
3523.233,260.9822,0
3247.372,259.6707,0
3483.722,290.6031,0
3595.188,308.5042,0
3552.276,306.9465,0
3281.458,253.5692,0
3463.637,350.2728,0
3719.222,272.3403,0
3083.538,314.24,0
3425.028,334.4061,0
3587.67,265.7709,0
3718.633,173.9731,0
3607.977,195.6204,0
3549.49,299.3391,0
3174.696,327.4463,0
3683.232,189.1699,0
3683.656,339.8618,0
3108.975,231.5461,0
3788.259,282.1244,0
3654.8,310.9452,0
3590.459,356.0562,0
3775.124,277.6869,0
3549.184,249.9095,0
3498.029,256.9399,0
3602.423,265.1058,0
3692.937,227.421,0
3790.632,302.0165,0
3539.026,277.8684,0
3665.19,264.8926,0
3742.811,206.0873,0
3652.204,265.1829,0
3385.964,326.2042,0
3525.81,187.7811,0
3433.742,177.025,0
3284.739,268.3408,0
3560.127,282.8942,0
3308.977,246.4252,0
3265.497,410.6245,0
3529.01,211.3682,0
3533.289,304.8082,0
3492.135,271.515,0
3153.523,282.9441,0
3605.697,221.197,0
3520.966,281.2997,0
3719.773,197.4817,0
3367.653,317.9211,0
3748.015,361.4736,0
3555.593,278.109,0
3518.814,341.738,0
3617.626,279.1055,0
3451.966,254.8376,0
3679.491,243.0498,0
3478.295,352.0947,0
3522.099,235.9725,0
3640.905,261.0486,0
3520.552,259.1136,0
3792.786,272.5773,0
3655.446,251.2263,0
3678.668,315.9835,0
3492.228,262.5933,0
3555.127,308.8984,0
3449.773,294.2161,0
3479.56,263.5558,0
3445.052,316.5543,0
3700.295,361.6392,0
3722.344,373.1002,0
3692.364,221.8785,0
3574.91,261.0488,0
3532.928,335.0447,0
3466.964,293.2992,0
3549.048,349.4121,0
3660.745,266.4149,0
3779.243,290.0305,0
3604.717,242.5391,0
3738.794,391.825,0
3395.515,270.7917,0
3676.59,357.4999,0
3629.726,367.0052,0
3061.546,315.5488,0
3601.138,375.2919,0
3760.916,262.7251,0
3520.549,238.2847,0
3437.679,277.2682,0
3413.013,337.7351,0
3632.814,279.526,0
3505.941,302.8828,0
3537.577,263.5269,0
3694.727,287.1593,0
3548.202,297.4274,0
3680.528,282.1309,0
3495.77,271.4946,0
3653.234,367.6321,0
3642.528,188.1565,0
3622.056,287.891,0
3296.875,254.985,0
3247.823,361.2716,0
3668.208,322.0519,0
3507.604,286.9542,0
3278.594,324.7906,0
3560.049,313.5205,0
3548.558,285.5594,0
3794.064,268.5436,0
3529.766,326.3658,0
3573.753,303.8451,0
3508.825,319.8176,0
3753.407,330.4633,0
3228.616,227.6866,0
3456.379,276.0176,0
3706.644,284.9648,0
3581.918,205.8109,0
3375.535,400.4081,0
3632.906,312.4938,0
3337.629,363.8322,0
3138.05,271.4911,0
3541.61,344.6688,0
3575.221,308.3524,0
3646.672,300.641,0
3686.803,227.572,0
3627.439,273.4785,0
3593.193,380.8718,0
3689.648,264.2755,0
3590.683,252.9076,0
3692.887,311.5642,0
3592.302,320.8352,0
3289.753,263.3226,0
3725.795,268.6188,0
3499.318,232.4822,0
3143.072,264.553,0
3531.397,291.8539,0
3646.286,317.5862,0
3473.149,278.1989,0
3683.827,315.996,0
3292.808,346.3474,0
3568.375,259.7583,0
3618.68,408.8777,0
3419.967,235.21,0
3531.013,286.5078,0
3175.389,223.699,0
3536.177,348.6166,0
3648.938,213.644,0
3502.923,168.3322,0
3497.867,326.0502,0
3464.731,356.6636,0
3481.728,288.976,0
3668.942,315.7206,0
3361.16,282.3551,0
3818.406,321.8821,0
3772.635,315.0078,0
3492.142,292.3921,0
3365.904,198.3811,0
3480.153,301.3013,0
3501.252,285.9434,0
3289.213,295.2367,0
3725.939,240.2734,0
3370.113,214.8254,0
3313.599,279.285,0
3516.139,310.1998,0
3171.918,206.5526,0
3624.463,275.8877,0
3466.694,304.8855,0
3484.422,259.0787,0
3428.41,329.6208,0
3733.654,248.9901,0
3643.915,234.9835,0
3708.155,195.9628,0
3766.799,254.9628,0
3460.896,261.8635,0
3573.379,271.3708,0
3423.693,318.2277,0
3618.843,290.0521,0
3676.972,379.0901,0
3557.124,266.8438,0
3562.156,227.5747,0
3544.397,246.1724,0
3580.879,329.4382,0
3599.92,297.2036,0
3491.822,313.7361,0
3640.325,276.9587,0
3702.115,324.5034,0
3742.937,179.4948,0
3278.586,302.6658,0
3645.291,293.922,0
3544.933,329.4967,0
3635.864,315.5385,0
3627.093,331.5771,0
3472.429,253.1343,0
3662.276,275.1022,0
3485.968,271.3676,0
3575.085,312.7899,0
3704.235,207.3073,0
3396.748,286.6967,0
3746.658,361.6288,0
3632.063,276.4725,0
3648.698,254.6985,0
3415.588,317.3306,0
3573.739,301.4365,0
3664.947,200.2728,0
3370.719,340.6915,0
3093.956,262.3713,0
3519.571,253.9705,0
3502.753,347.3225,0
3291.948,363.7513,0
3692.653,254.5713,0
3548.203,317.4648,0
3621.838,263.3506,0
3360.029,292.3058,0
3536.53,334.4595,0
3423.708,195.0179,0
3638.563,235.5918,0
3155.677,267.615,0
3625.917,303.9111,0
3305.084,372.906,0
3430.968,196.4259,0
3112.808,254.9069,0
3136.988,253.4319,0
3483.942,255.9044,0
3558.798,390.0978,0
3722.926,290.0037,0
3332.501,344.0148,0
3610.837,292.5151,0
3624.297,307.0692,0
3413.942,287.4989,0
3218.244,255.8076,0
3396.413,360.9063,0
3090.036,252.8965,0
3774.284,250.9463,0
3269.723,267.026,0
3110.201,344.1877,0
3707.723,312.2284,0
3830.557,286.2657,0
3488.284,406.5804,0
3523.711,310.608,0
3562.818,253.572,0
3683.589,297.0206,0
3565.516,299.5482,0
3677.518,313.8151,0
3521.987,346.592,0
3535.265,250.1166,0
3515.071,188.1478,0
3762.026,299.3773,0
3564.156,270.6846,0
3370.899,223.3607,0
3722.609,204.869,0
3523.85,230.3838,0
3572.044,268.0818,0
3495.2,267.1611,0
3348.535,337.6958,0
3671.423,288.8776,0
3517.886,263.675,0
3624.224,261.6549,0
3607.927,260.4352,0
3561.825,253.5372,0
3443.164,263.7371,0
3710.408,239.4338,0
3919.71,251.4017,0
3469.54,299.4969,0
3660.366,339.2787,0
3647.196,246.59,0
3608.307,243.6049,0
3676.232,289.8114,0
3563.46,188.1279,0
3479.892,288.2484,0
3689.368,263.4744,0
3521.103,256.7682,0
3420.25,252.3796,0
3540.666,299.2866,0
3688.377,247.5138,0
3495.98,279.2438,0
3498.443,288.7129,0
3445.62,323.7111,0
3473.585,287.0535,0
3674.832,284.9214,0
3050.176,235.0933,0
3317.497,285.8857,0
3679.867,270.9264,0
3785.576,260.2826,0
3606.627,305.3778,0
3570.276,260.8934,0
3648.91,273.8945,0
3376.781,247.1497,0
3513.85,320.129,0
3500.689,237.8561,0
3519.562,342.0951,0
3523.232,349.212,0
3687.965,307.9871,0
3562.945,295.1409,0
3398.172,273.9878,0
3530.641,324.0857,0
3573.504,243.4857,0
3318.375,195.5669,0
3750.506,291.8433,0
3489.551,299.4637,0
3514.263,287.942,0
3583.274,256.6219,0
3593.374,290.696,0
3342.195,281.7965,0
3657.956,337.6802,0
3286.566,256.9886,0
3279.251,300.7462,0
3621.994,324.6771,0
3562.087,186.7285,0
3641.897,373.3937,0
3266.274,377.7932,0
3665.496,282.2355,0
3511.264,198.0651,0
3544.15,264.625,0
3376.104,254.1454,0
3343.455,226.1406,0
3569.376,254.8794,0
3107.726,239.8019,0
3328.327,293.4644,0
3424.748,313.0513,0
3562.691,270.8368,0
3711.43,318.8451,0
3595.81,234.152,0
3664.903,335.3552,0
3619.01,252.5665,0
3543.724,313.5828,0
3483.606,322.6528,0
3771.725,262.6333,0
3699.031,291.3295,0
3586.558,282.962,0
3644.714,197.2061,0
3568.258,289.2797,0
3598.122,267.6837,0
3316.392,329.4526,0
3606.917,302.399,0
3634.851,280.8531,0
3390.533,232.2837,0
3333.661,314.8468,0
3512.17,256.3329,0
3612.336,271.9005,0
3575.643,370.8916,0
3410.021,314.9977,0
3502.698,306.9745,0
3603.091,264.35,0
3593.694,306.5879,0
3526.629,328.718,0
3696.502,248.7338,0
3368.271,381.4807,0
3370.189,402.2137,0
3667.389,340.9038,0
3498.379,346.458,0
3323.379,305.5818,0
3636.69,321.8549,0
3550.465,216.833,0
3551.207,332.2117,0
3210.231,264.1195,0
3614.102,268.4819,0
3496.577,329.7864,0
3344.048,302.7433,0
3566.434,318.828,0
3560.784,319.9514,0
3626.608,279.7125,0
3794.084,249.3882,0
3404.51,320.4095,0
3861.137,263.9591,0
3612.285,235.6586,0
3527.952,333.4894,0
3683.048,316.113,0
3318.589,367.0198,0
3517.629,290.9806,0
3373.141,298.8143,0
3655.202,205.1073,0
3545.229,285.9248,0
3626.359,248.4355,0
3552.147,279.6272,0
3602.317,302.0974,0
3594.721,356.0952,0
3380.458,328.8138,0
3604.252,341.4884,0
3503.408,303.4623,0
3359.402,254.1658,0
3635.688,233.4684,0
3631.056,206.8806,0
3559.608,247.2462,0
3738.861,316.5437,0
3509.089,354.3466,0
3527.146,308.8839,0
3565.388,247.0004,0
3560.911,371.9268,0
3635.52,290.8356,0
3526.729,363.5787,0
3707.224,258.4771,0
3426.359,334.7151,0
3634.35,281.8125,0
3636.253,266.1859,0
3689.455,204.7396,0
3652.843,281.5092,0
3670.183,243.4709,0
3688.768,332.8636,0
3487.18,272.0963,0
3678.889,215.7869,0
3491.828,264.0203,0
3521.429,277.0526,0
3099.08,244.6014,0
3617.27,364.7336,0
3621.768,276.0981,0
3255.272,243.2949,0
3523.154,306.4016,0
3335.237,314.1458,0
3608.942,319.4327,0
3653.658,295.6655,0
3642.624,279.1088,0
3525.559,297.4761,0
3379.162,324.8108,0
3448.181,285.4181,0
3236.913,196.9324,0
3364.834,399.7264,0
3063.989,290.0269,0
3567.73,279.1522,0
3358.521,272.2732,0
3198.798,293.8783,0
3583.83,316.6379,0
3602.475,207.4518,0
3591.849,364.33,0
3533.191,315.1365,0
3656.219,311.0385,0
3630.265,290.7035,0
3599.593,297.6434,0
3240.63,336.7566,0
3543.627,321.2875,0
3678.505,264.4047,0
3656.892,285.4501,0
3623.188,238.8734,0
3659.614,315.6105,0
3510.698,313.3398,0
3503.63,295.1089,0
3672.89,207.4659,0
3543.46,270.6488,0
3163.622,231.7607,0
3422.453,281.948,0
3515.411,257.5656,0
3369.271,258.9232,0
3706.025,227.8884,0
3592.079,270.3273,0
3740.394,297.0187,0
3310.602,266.5396,0
3559.682,208.4413,0
3795.11,327.8951,0
3585.001,301.1538,0
3190.729,336.9525,0
3004.891,317.1981,0
3559.926,305.3879,0
3611.76,279.9365,0
3298.018,307.1639,0
3558.483,281.748,0
3717.981,262.058,0
3836.904,302.0922,0
3579.86,322.9742,0
3686.659,245.9292,0
3686.757,298.583,0
3290.144,264.7756,0
3517.235,206.124,0
