Target Value of 0 = negative
Target Value of 1 = positive
Target Value of u = unclassified (Advanced Classification Mode)

Ch1Amplitude,Ch2Amplitude,Cragig
3495.124,236.8945,0
3654.837,228.016,0
3435.005,316.4108,0
3200.424,249.4503,0
3605.384,389.7479,0
3146.784,257.9083,0
3721.934,242.8831,0
3050.26,306.9698,0
3745.341,316.668,0
3533.907,334.5961,0
3217.467,385.9161,0
3461.857,296.9065,0
3477.726,287.2833,0
3418.522,276.8392,0
3573.441,247.626,0
3624.558,299.8944,0
3629.476,316.0887,0
3636.871,241.153,0
3277.552,230.0355,0
3285.406,303.5101,0
3560.799,266.4308,0
3576.828,301.4438,0
3295.757,260.0208,0
3646.01,212.5646,0
3356.886,306.7405,0
3499.276,258.5084,0
3359.2,266.0135,0
3503.098,342.3184,0
3601.169,299.564,0
3239.193,266.4147,0
3606.286,255.1261,0
3201.172,247.5653,0
3646.918,315.1023,0
3466.325,338.0134,0
3218.243,306.4775,0
3538.858,289.3693,0
3480.74,317.6604,0
3638.421,356.7739,0
3422.747,202.5344,0
3524.318,241.9542,0
3557.144,244.4067,0
3438.324,221.984,0
3424.61,247.2748,0
3410.913,317.1234,0
3465.106,314.4417,0
3781.344,224.818,0
3600.391,300.4662,0
3347.98,370.3805,0
3226.735,238.4879,0
3639.126,300.4718,0
3324.899,251.0332,0
3762.751,260.2216,0
3626.605,295.1055,0
3380.789,315.4326,0
3402.03,329.1145,0
3526.907,309.2047,0
3795.503,317.1385,0
3408.506,363.0144,0
3496.201,302.0553,0
3589.95,264.2253,0
3185.103,303.0797,0
3650.153,265.4648,0
3758.18,301.5884,0
3283.094,285.3317,0
3618.126,279.7084,0
3435.824,314.9608,0
3435.036,245.0118,0
3573.838,344.9915,0
3396.911,358.3578,0
3358.677,331.7151,0
3413.867,340.739,0
3149.134,294.2858,0
3477.199,191.999,0
3193.381,240.7562,0
3659.169,260.8535,0
3752.173,335.0121,0
3379.296,359.1462,0
3301.015,366.6595,0
3668.937,327.8577,0
3474.549,305.5085,0
3517.116,181.6388,0
3537.706,327.1783,0
3430.844,262.7546,0
3611.845,357.4879,0
3491.901,305.3763,0
3714.45,332.7723,0
3716.07,301.7456,0
3440.596,268.3525,0
3414.25,349.1993,0
3647.386,318.4899,0
3215.038,348.759,0
3320.236,201.8893,0
3677.584,324.2468,0
3337.618,283.2882,0
3425.489,261.1029,0
3515.538,318.149,0
3138.419,241.4694,0
3719.469,255.2535,0
3465.095,389.2017,0
3631.791,325.2961,0
3558.087,332.1425,0
3609.708,304.2458,0
3466.041,299.8185,0
3217.645,313.5647,0
3431.029,261.1438,0
3213.639,256.722,0
3645.506,316.7017,0
3477.134,296.5632,0
3416.021,349.9089,0
3750.379,374.3297,0
3325.82,291.381,0
3180.221,325.8787,0
3165.197,289.3231,0
3342.17,348.4529,0
3993.782,385.3428,0
3588.969,262.521,0
3313.596,304.7712,0
3380.607,323.7312,0
3685.645,209.0594,0
3212.173,323.4749,0
3694.257,300.2275,0
3395.146,231.3705,0
3501.1,340.3303,0
3264.054,319.2598,0
3441.347,295.5939,0
3311.42,303.6111,0
3360.329,303.7289,0
3286.241,362.7518,0
3169.387,302.2429,0
3255.25,293.9658,0
3498.109,326.7941,0
3550.112,294.4431,0
3609.127,307.4615,0
3243.955,330.0988,0
3647.492,337.6819,0
3296.302,325.4343,0
3452.084,299.2023,0
3514.232,314.1174,0
3421.737,322.4738,0
3580.084,339.187,0
3816.375,244.9282,0
3539.26,292.7612,0
3840.468,304.108,0
4009.93,315.738,0
3438.186,326.8154,0
3570.831,321.2543,0
3699.734,294.4597,0
3647.861,327.5499,0
3469.691,330.496,0
3556.931,259.6174,0
3182.018,316.2096,0
3521.801,344.0985,0
3608.125,320.5181,0
3354.861,349.433,0
3656.341,249.5986,0
3585.421,320.827,0
3960.563,330.7629,0
4028.696,325.7543,0
3278.011,326.1094,0
3222.449,297.5459,0
3643.072,244.0955,0
3447.686,293.3168,0
3489.946,259.5653,0
3508.851,316.0986,0
3080.397,260.4493,0
3267.219,303.2722,0
3324.7,306.7113,0
3790.959,214.8835,0
3405.202,300.5869,0
3689.165,349.9843,0
3432.487,259.8832,0
3452.925,245.0074,0
3364.524,262.4232,0
3624.112,339.3737,0
3445.675,312.1124,0
3306.901,316.5659,0
3308.572,218.3772,0
3591.359,324.175,0
3771.228,265.8077,0
3766.229,289.254,0
3528.932,276.1626,0
3306.889,258.616,0
3535.866,252.4279,0
3282.079,272.4441,0
3552.444,298.2275,0
3456.339,278.609,0
3642.876,282.7722,0
3409.245,340.8762,0
3607.711,349.1172,0
3627.634,306.1187,0
3174.088,309.8759,0
3515.283,327.6715,0
3411.198,268.8578,0
3353.2,327.1666,0
3533.088,397.0896,0
3388.608,307.1417,0
3449.655,379.4659,0
3358.203,245.8912,0
3690.037,243.9739,0
2985.559,393.722,0
3487.945,319.6952,0
3697.601,290.9492,0
3459.253,253.224,0
3676.757,302.8751,0
3530.377,261.5724,0
3371.094,356.9506,0
3434.996,354.5807,0
3421.596,359.1045,0
3417.259,315.9641,0
3562.802,295.3828,0
3271.253,282.5814,0
3704.679,290.3317,0
3197.712,268.9078,0
3384.528,263.903,0
3846.73,291.4036,0
3337.241,294.9684,0
3431.095,293.6382,0
3485.517,323.8412,0
3769.367,267.4796,0
3535.885,250.2604,0
3600.318,256.7468,0
3142.137,321.6985,0
3460.752,343.5656,0
3204.074,292.9623,0
3469.803,302.3236,0
3377.698,241.531,0
3405.918,271.7725,0
3496.986,332.4359,0
3047.776,268.1056,0
3544.709,223.3794,0
3470.99,237.6895,0
3480.174,323.2909,0
3469.412,336.8245,0
3239.35,260.0005,0
3550.039,326.3696,0
3219.027,237.6442,0
3589.381,233.9146,0
3313.748,258.3406,0
3198.124,301.6334,0
3706.246,310.6538,0
3086.003,306.0078,0
3477.012,267.9376,0
3404.333,326.2578,0
3337.523,236.0286,0
3180.329,326.5676,0
3544.019,400.4453,0
3667.657,295.1582,0
3570.243,310.6218,0
3753.712,292.6201,0
3295.352,214.778,0
3501.722,285.1543,0
3566.676,320.7961,0
3499.127,397.2546,0
3309.481,323.8618,0
3145.864,318.0333,0
3147.995,333.3807,0
3464.011,330.6609,0
3536.064,311.0684,0
2884.334,284.2996,0
3769.374,248.3077,0
3521.204,291.0668,0
3563.283,305.2078,0
3792.411,282.4097,0
3579.342,313.8169,0
3466.474,377.469,0
3580.043,287.1647,0
3889.482,318.8412,0
3800.523,259.2684,0
3714.632,321.162,0
3575.552,235.0723,0
3507.865,342.8938,0
3662.464,230.3834,0
3149.003,289.542,0
3509.16,216.5541,0
3578.142,307.4801,0
3359.441,305.058,0
3368.302,285.0808,0
3675.891,248.8998,0
3379.931,316.047,0
3168.183,232.702,0
3286.706,245.0129,0
3256.32,232.92,0
3806.849,327.2225,0
3496.673,342.7673,0
3566.363,377.5442,0
3572.977,331.3353,0
3564.156,262.4713,0
3325.207,283.6469,0
3309.063,300.0199,0
3575.005,285.2393,0
3399.696,321.5062,0
3413.189,253.3162,0
3652.844,309.3226,0
2996.148,330.1775,0
3493.936,299.7816,0
3663.207,237.8849,0
3231.504,364.0629,0
3122.11,294.0626,0
3660.75,349.1945,0
3497.564,302.0632,0
3479.43,254.4574,0
3545.665,338.7781,0
3573.887,326.8962,0
3387.854,377.5851,0
3564.456,340.6534,0
3288.889,274.9479,0
3568.478,182.4958,0
3385.851,359.5719,0
3449.035,329.1926,0
3664.488,261.0985,0
3455.568,356.3286,0
3682.129,367.9205,0
3050.841,307.3429,0
3577.062,379.5037,0
3373.858,264.1254,0
3242.48,301.9137,0
3533.572,252.1262,0
3387.52,150.347,0
3191.401,321.2866,0
3501.386,296.1785,0
3243.366,264.2861,0
3703.934,337.9291,0
3480.098,324.3519,0
3207.547,209.8909,0
3734.708,255.3798,0
3599.554,253.3805,0
3639.69,320.3835,0
3677.237,304.8823,0
3515.67,319.4094,0
3298.894,274.9352,0
3640.784,293.9412,0
3350.463,267.9602,0
3551.443,296.0265,0
3036.112,320.1887,0
3712.448,311.0156,0
3508.676,323.171,0
3717.198,304.0326,0
3672.853,364.4908,0
3438.955,388.4209,0
3336.136,275.9032,0
3590.871,267.9772,0
3313.98,279.5675,0
3490.935,264.7811,0
3556.882,290.2109,0
3362.094,343.005,0
3402.013,329.7632,0
2961.531,288.9829,0
3255.566,329.0779,0
3551.58,346.6874,0
3508.058,253.3904,0
3738.388,292.0334,0
3621.775,321.0071,0
3768.243,212.3776,0
2979.123,284.019,0
3313.653,261.8339,0
3514.789,297.8912,0
3436.385,253.652,0
3411.767,279.7683,0
3693.74,302.4436,0
3502.233,326.8768,0
3502.512,335.5936,0
3331.224,327.8231,0
3520.805,230.1382,0
3481.548,296.4482,0
3517.104,311.4301,0
3550.136,231.9025,0
3605.351,332.9492,0
3348.419,262.8099,0
