"","C","Species","prob_q","prob_dd","delta"
"1",-3,"Bonham",0.0268571187848096,0.26308410416658,0.23622698538177
"2",-2.9,"Bonham",0.0312193537501431,0.278884821977137,0.247665468226994
"3",-2.8,"Bonham",0.0362637163746483,0.295254302001909,0.258990585627261
"4",-2.7,"Bonham",0.0420877279156188,0.31216866941716,0.270080941501541
"5",-2.6,"Bonham",0.0487997229988,0.329598840191131,0.280799117192331
"6",-2.5,"Bonham",0.056518965979621,0.347510537807256,0.290991571827635
"7",-2.4,"Bonham",0.0653753334255726,0.365864408989199,0.300489075563627
"8",-2.3,"Bonham",0.0755084039405352,0.384616243608818,0.309107839668283
"9",-2.2,"Bonham",0.0870657724402712,0.403717300703212,0.316651528262941
"10",-2.1,"Bonham",0.100200390191011,0.423114738867954,0.322914348676943
"11",-2,"Bonham",0.11506673204555,0.442752145401444,0.327685413355895
"12",-1.9,"Bonham",0.131815618113195,0.46257015465625,0.330754536543055
"13",-1.8,"Bonham",0.150587579745844,0.48250714233361,0.331919562587766
"14",-1.7,"Bonham",0.171504769975401,0.502499979166875,0.330995209191474
"15",-1.6,"Bonham",0.194661583591578,0.5224848247918,0.327823241200222
"16",-1.5,"Bonham",0.220114370999274,0.542397940774351,0.322283569775077
"17",-1.4,"Bonham",0.24787088856043,0.562176500885798,0.314305612325368
"18",-1.3,"Bonham",0.277880394150643,0.581759376841836,0.303878982691194
"19",-1.2,"Bonham",0.310025518872388,0.60108787884837,0.291062359975982
"20",-1.1,"Bonham",0.344117158792186,0.62010643234309,0.275989273550904
"21",-1,"Bonham",0.37989356765691,0.638763175148842,0.258869607491932
"22",-0.9,"Bonham",0.417024545798801,0.657010462673499,0.239985916874698
"23",-0.8,"Bonham",0.45512110762642,0.674805272582314,0.219684164955894
"24",-0.7,"Bonham",0.49375032550049,0.692109504301788,0.198359178801299
"25",-0.6,"Bonham",0.532454306387319,0.70889017256612,0.176435866178801
"26",-0.5,"Bonham",0.570771611894492,0.725119497789823,0.154347885895331
"27",-0.4,"Bonham",0.608259030746514,0.740774899182154,0.13251586843564
"28",-0.3,"Bonham",0.644511553706295,0.755838899094797,0.111327345388502
"29",-0.2,"Bonham",0.679178699175393,0.770298949046602,0.0911202498712088
"30",-0.0999999999999996,"Bonham",0.711975919412794,0.784147189177485,0.0721712697646918
"31",0,"Bonham",0.742690545302686,0.79738015356887,0.0546896082661839
"32",0.1,"Bonham",0.771182445555817,0.809998433984687,0.0388159884288701
"33",0.2,"Bonham",0.79738015356887,0.822006314213753,0.0246261606448839
"34",0.3,"Bonham",0.82127357634115,0.83341138642454,0.0121378100833908
"35",0.4,"Bonham",0.842904531114547,0.844224159876253,0.00131962876170544
"36",0.5,"Bonham",0.862356292398504,0.854457671063035,-0.00789862133546904
"37",0.6,"Bonham",0.879743137532249,0.864127102990906,-0.0156160345413435
"38",0.7,"Bonham",0.895200620587176,0.873249419877859,-0.0219512007093163
"39",0.8,"Bonham",0.908877038985144,0.881843022190731,-0.0270340167944134
"40",0.9,"Bonham",0.92092632313016,0.889927425637497,-0.0309988974926628
"41",1,"Bonham",0.931502396275674,0.897522966555903,-0.0339794297197713
"42",1.1,"Bonham",0.940754924417734,0.904650535100891,-0.0361043893168438
"43",1.2,"Bonham",0.948826299082908,0.911331336745267,-0.0374949623376417
"44",1.3,"Bonham",0.955849659441635,0.917586681872087,-0.0382629775695483
"45",1.4,"Bonham",0.961947752929008,0.923437802648188,-0.03850995028082
"46",1.5,"Bonham",0.967232445157812,0.928905695915713,-0.0383267492420987
"47",1.6,"Bonham",0.971804712029857,0.934010990508781,-0.0377937215210762
"48",1.7,"Bonham",0.975754973509772,0.938773837180092,-0.0369811363296798
"49",1.8,"Bonham",0.97916365548132,0.943213819191211,-0.0359498362901081
"50",1.9,"Bonham",0.982101891055903,0.947349881564697,-0.034752009491206
"51",2,"Bonham",0.984632294434724,0.9512002770012,-0.0334320174335244
"52",2.1,"Bonham",0.986809758529225,0.954782526516712,-0.0320272320125127
"53",2.2,"Bonham",0.988682242098908,0.958113392942207,-0.0305688491567003
"54",2.3,"Bonham",0.990291523518526,0.961208865539764,-0.029082657978762
"55",2.4,"Bonham",0.991673906901566,0.964084154117238,-0.0275897527843277
"56",2.5,"Bonham",0.992860872670355,0.966753691160526,-0.0261071815098294
"57",2.6,"Bonham",0.99387966923142,0.969231140642852,-0.024648528588568
"58",2.7,"Bonham",0.994753845588332,0.971529412309903,-0.0232244332784294
"59",2.8,"Bonham",0.995503726839059,0.973660680374717,-0.0218430464643421
"60",2.9,"Bonham",0.996146835833235,0.975636405684722,-0.0205104301485127
"61",3,"Bonham",0.996698265021912,0.977467360543553,-0.0192309044783597
"62",3.1,"Bonham",0.997171002884527,0.97916365548132,-0.0180073474032072
"63",3.2,"Bonham",0.997576219391026,0.980734767368408,-0.0168414520226178
"64",3.3,"Bonham",0.997923514845148,0.982189568359475,-0.0157339464856735
"65",3.4,"Bonham",0.998221136226214,0.983536355236344,-0.0146847809898701
"66",3.5,"Bonham",0.998476164850773,0.984782878791344,-0.0136932860594292
"67",3.6,"Bonham",0.998694678846473,0.985936372956754,-0.0127583058897187
"68",3.7,"Bonham",0.998881893592312,0.987003583442147,-0.0118783101501648
"69",3.8,"Bonham",0.99904228294754,0.987990795690073,-0.0110514872574672
"70",3.9,"Bonham",0.999179683775874,0.988903862002543,-0.0102758217733314
"71",4,"Bonham",0.999297385977958,0.989748227726628,-0.00954915825133029
"72",4.1,"Bonham",0.999398209976199,0.990528956418054,-0.00886925355814505
"73",4.2,"Bonham",0.999484573353017,0.991250753927353,-0.00823381942566437
"74",4.3,"Bonham",0.99955854812592,0.991917991374675,-0.00764055675124531
"75",4.4,"Bonham",0.999621909949373,0.992534726997152,-0.00708718295222077
"76",4.5,"Bonham",0.999676180362669,0.993104726867354,-0.0065714534953154
"77",4.6,"Bonham",0.999722663052879,0.993631484493185,-0.00609117855969465
"78",4.7,"Bonham",0.999762474970635,0.994118239319079,-0.00564423565155658
"79",4.8,"Bonham",0.999796573021945,0.99456799415575,-0.00522857886619488
"80",4.9,"Bonham",0.999825776959599,0.994983531571476,-0.00484224538812261
"81",5,"Bonham",0.999850789011303,0.995367429282142,-0.00448335972916114
"82",5.1,"Bonham",0.999872210706819,0.995722074580295,-0.00415013612652404
