"","C","Species","prob_q","prob_dd","delta"
"83",5.2,"Bonham",0.99989055730168,0.996049677845472,-0.00384087945620737
"84",5.3,"Bonham",0.999906270139193,0.996352285179225,-0.00355398495996839
"85",5.4,"Bonham",0.999919727244296,0.996631790208753,-0.00328793703554309
"86",5.5,"Bonham",0.999931252401295,0.996889945102969,-0.00304130729832597
"87",5.6,"Bonham",0.999941122931872,0.9971283708443,-0.00281275208757237
"88",5.7,"Bonham",0.999949576358975,0.997348566798634,-0.00260100956034104
"89",5.8,"Bonham",0.999956816115868,0.9975519196247,-0.00240489649116815
"90",5.9,"Bonham",0.999963016436888,0.997739711562761,-0.00222330487412692
"91",6,"Bonham",0.999968326547039,0.997913128141045,-0.00205519840599411
"92",-3,"Calsap",0.00415201856360065,0.235052196236235,0.230900177672635
"93",-2.9,"Calsap",0.00505655738950459,0.245640492564269,0.240583935174765
"94",-2.8,"Calsap",0.00615693636524221,0.256545791853656,0.250388855488414
"95",-2.7,"Calsap",0.00749496964056094,0.267763386475059,0.260268416834498
"96",-2.6,"Calsap",0.00912111731860236,0.279287215949931,0.270166098631329
"97",-2.5,"Calsap",0.0110961379974576,0.29110982743388,0.280013689436423
"98",-2.4,"Calsap",0.0134929918641176,0.303222346841627,0.28972935497751
"99",-2.3,"Calsap",0.0163989995105113,0.315614461811585,0.299215462301074
"100",-2.2,"Calsap",0.0199182419895668,0.328274417594861,0.308356175605294
"101",-2.1,"Calsap",0.0241741560786911,0.341189026804247,0.317014870725555
"102",-2,"Calsap",0.0293122307513563,0.354343693774205,0.325031463022848
"103",-1.9,"Calsap",0.0355026412073457,0.367722454065225,0.332219812857879
"104",-1.8,"Calsap",0.0429425600741885,0.381308029398707,0.338365469324519
"105",-1.7,"Calsap",0.0518577574053147,0.395081898036792,0.343224140631478
"106",-1.6,"Calsap",0.0625029415354369,0.409024380331626,0.346521438796189
"107",-1.5,"Calsap",0.0751601094821266,0.423114738867954,0.347954629385827
"108",-1.4,"Calsap",0.0901339904866796,0.437331292320188,0.347197301833508
"109",-1.3,"Calsap",0.10774352354912,0.451651541849306,0.343908018300186
"110",-1.2,"Calsap",0.128308282629402,0.466052308585504,0.337744025956102
"111",-1.1,"Calsap",0.15212895568702,0.480509880488754,0.328380924801734
"112",-1,"Calsap",0.179461519407327,0.49500016666,0.315538647252673
"113",-0.9,"Calsap",0.210485738045268,0.509498856998382,0.299013118953114
"114",-0.8,"Calsap",0.245270078642392,0.523981584971104,0.278711506328712
"115",-0.7,"Calsap",0.283736931955122,0.538424091186926,0.254687159231805
"116",-0.6,"Calsap",0.325633766997562,0.552802385444694,0.227168618447132
"117",-0.5,"Calsap",0.370516888032605,0.567092904965454,0.196576016932849
"118",-0.4,"Calsap",0.417754072071978,0.581272666609225,0.163518594537248
"119",-0.3,"Calsap",0.466550037321572,0.595319411021926,0.128769373700354
"120",-0.2,"Calsap",0.515994540902702,0.60921173684913,0.0932171959464281
"121",-0.0999999999999996,"Calsap",0.56512787239084,0.622929223384262,0.0578013509934219
"122",0,"Calsap",0.613014176139336,0.636452540281566,0.0234383641422309
"123",0.1,"Calsap",0.658810973195753,0.649763543249688,-0.00904742994606555
"124",0.2,"Calsap",0.701824262808574,0.662845354940661,-0.0389789078679127
"125",0.3,"Calsap",0.741542268897227,0.675682430552128,-0.0658598383450993
"126",0.4,"Calsap",0.777645878732096,0.68826060795877,-0.0893852707733263
"127",0.5,"Calsap",0.809998433984687,0.700567142473973,-0.109431291510714
"128",0.6,"Calsap",0.83862056146912,0.712590726607494,-0.126029834861626
"129",0.7,"Calsap",0.863656772766615,0.724321495423399,-0.139335277343216
"130",0.8,"Calsap",0.885339946752305,0.73575101831023,-0.149588928442074
"131",0.9,"Calsap",0.903958234117912,0.746872278149131,-0.157085955968781
"132",1,"Calsap",0.919827087827188,0.757679639003705,-0.162147448823483
"133",1.1,"Calsap",0.933267513784234,0.768168803557511,-0.165098710226723
"134",1.2,"Calsap",0.944590476915869,0.778336761591896,-0.166253715323973
"135",1.3,"Calsap",0.954086712599297,0.788181730830439,-0.165904981768858
"136",1.4,"Calsap",0.962020893877162,0.7977030914791,-0.164317802398062
"137",1.5,"Calsap",0.968629067751806,0.806901315766784,-0.161727751985022
"138",1.6,"Calsap",0.974118385747653,0.815777893742969,-0.158340492004684
"139",1.7,"Calsap",0.978668330464415,0.82433525652151,-0.154333073942906
"140",1.8,"Calsap",0.982432827311565,0.832576698076593,-0.149856129234972
"141",1.9,"Calsap",0.985542800070936,0.840506296602132,-0.145036503468804
"142",2,"Calsap",0.988108868355613,0.848128836343341,-0.139980032012272
"143",2.1,"Calsap",0.990223992471216,0.855449730702258,-0.134774261768958
"144",2.2,"Calsap",0.991965949819639,0.862474947310621,-0.129491002509018
"145",2.3,"Calsap",0.99339958198993,0.869210935656402,-0.124188646333528
"146",2.4,"Calsap",0.994578788473417,0.875664557746637,-0.11891423072678
"147",2.5,"Calsap",0.995548266339896,0.88184302219073,-0.113705244149166
"148",2.6,"Calsap",0.996345009140699,0.887753821996498,-0.108591187144201
"149",2.7,"Calsap",0.996999585773942,0.89340467628684,-0.103594909487102
"150",2.8,"Calsap",0.997537223271931,0.898803476068668,-0.0987337472032636
"151",2.9,"Calsap",0.997978718024481,0.903958234117912,-0.094020483906569
"152",3,"Calsap",0.998341198919826,0.908877038985144,-0.0894641599346817
"153",3.1,"Calsap",0.998638763993052,0.913568013075361,-0.0850707509176902
"154",3.2,"Calsap",0.998883009891563,0.918039274712593,-0.0808437351789699
"155",3.3,"Calsap",0.999083471091753,0.922298904064553,-0.0767845670272005
"156",3.4,"Calsap",0.99924798350499,0.926354912774244,-0.072893070730746
"157",3.5,"Calsap",0.999382984989061,0.93021521712342,-0.0691677678656415
"158",3.6,"Calsap",0.999493763377611,0.933887614536616,-0.0656061488409955
"159",3.7,"Calsap",0.999584660967434,0.937379763223346,-0.0622048977440879
"160",3.8,"Calsap",0.99965924295585,0.940699164749431,-0.0589600782064191
"161",3.9,"Calsap",0.999720436081561,0.943853149325597,-0.0558672867559646
"162",4,"Calsap",0.999770642671397,0.946848863601936,-0.0529217790694606
"163",4.1,"Calsap",0.999811834409691,0.94969326075998,-0.0501185736497114
"164",4.2,"Calsap",0.999845629404554,0.952393092699448,-0.047452536705106
"165",4.3,"Calsap",0.999873355505482,0.954954904123881,-0.044918451381601
"166",4.4,"Calsap",0.999896102311046,0.957385028337776,-0.0425110739732701
"167",4.5,"Calsap",0.999914763877396,0.959689584577291,-0.0402251793001053
"168",4.6,"Calsap",0.999930073783979,0.961874476706733,-0.0380555970772454
"169",4.7,"Calsap",0.999942633919865,0.96394539312355,-0.0359972407963148
"170",4.8,"Calsap",0.999952938112307,0.965907807725326,-0.0340451303869805
"171",4.9,"Calsap",0.999961391519719,0.967766981803027,-0.0321944097166921
"172",5,"Calsap",0.999968326547039,0.969527966735356,-0.0304403598116829
"173",5.1,"Calsap",0.999974015906209,0.971195607369464,-0.0287784085367457
"174",5.2,"Calsap",0.999978683333297,0.972774545983237,-0.0272041373500599
"175",5.3,"Calsap",0.999982512382305,0.974269226733997,-0.0257132856483083
"176",5.4,"Calsap",0.999985653640574,0.975683900507532,-0.0243017531330422
"177",5.5,"Calsap",0.999988230648894,0.977022630089974,-0.0229656005589201
"178",5.6,"Calsap",0.999990344758749,0.978289295593112,-0.0217010491656379
"179",5.7,"Calsap",0.999992079117415,0.979487600071202,-0.0205044790462138
"180",5.8,"Calsap",0.999993501937472,0.980621075274371,-0.0193724266631011
"181",5.9,"Calsap",0.999994669179176,0.981693087490081,-0.0183015816890946
"182",6,"Calsap",0.999995626751115,0.982706843430095,-0.0172887833210208
