Target Value of 0 = negative
Target Value of 1 = positive
Target Value of u = unclassified (Advanced Classification Mode)

Ch1Amplitude,Ch2Amplitude,Psefar
1673.997,430.2095,0
1689.149,343.2875,0
1747.64,390.1541,0
1713.221,454.8551,0
1664.345,368.1353,0
1736.767,404.5677,0
1667.401,408.4781,0
1664.291,422.4662,0
1519.03,343.8983,0
1654.179,354.1567,0
1773.678,338.6046,0
1765.884,390.5115,0
1739.877,439.7689,0
1820.938,317.9259,0
1669.685,427.9833,0
1737.916,378.3523,0
1703.887,329.5721,0
1635.119,378.6681,0
1752.202,427.5182,0
1769.791,379.1836,0
1586.535,310.6235,0
1682.487,379.1946,0
1671.538,486.8862,0
1781.801,333.7846,0
1747.186,349.0024,0
1724.987,403.4279,0
1771.014,375.8596,0
1727.215,408.1502,0
1702.552,380.0243,0
1740.609,372.8737,0
1607.018,358.364,0
1687.261,357.2349,0
1744.529,363.7776,0
1772.65,347.1028,0
1737.814,364.8405,0
1821.379,366.6992,0
1644.857,302.384,0
1722.666,429.9315,0
1748.62,349.9706,0
1654.709,391.3307,0
1721.533,364.5542,0
1672.748,340.1729,0
1698.893,406.6029,0
1677.038,392.0983,0
1758.519,394.9122,0
1709.183,367.7368,0
1756.368,459.2873,0
1662.001,379.6059,0
1708.177,436.6461,0
1625.27,305.204,0
1666.842,405.9921,0
1672.217,385.5856,0
1534.006,322.8085,0
1692.916,424.068,0
1707.251,296.9363,0
1768.204,428.2656,0
1815.089,359.0969,0
1773.545,369.8292,0
1849.463,353.9354,0
1715.824,411.2275,0
1777.966,403.4142,0
1758.719,368.7226,0
1627.91,374.413,0
1665.923,414.5225,0
1752.29,370.481,0
1618.559,432.6459,0
1642.71,439.9076,0
1715.943,373.9908,0
1627.09,376.0779,0
1742.357,357.0681,0
1717.27,347.2483,0
1771.832,358.1597,0
1675.018,413.3052,0
1744.743,382.1565,0
1766.468,340.3818,0
1694.453,412.7617,0
1757.459,385.4861,0
1768.239,371.1377,0
1531.162,382.3893,0
1788.194,365.0519,0
1699.907,392.631,0
1722.191,406.1332,0
1741.921,381.724,0
1695.439,360.9232,0
1732.848,451.0385,0
1742.414,358.7806,0
1657.178,379.3076,0
1690.639,361.2305,0
1839.964,348.5084,0
1724.488,377.5546,0
1632.36,416.1737,0
1597.053,372.2581,0
1613.547,395.4518,0
1695.362,377.6694,0
1711.433,325.345,0
1781.619,380.6224,0
1653.914,478.3691,0
1700.946,340.5781,0
1733.325,415.2087,0
1773.185,338.8452,0
1795.702,342.0015,0
1695.341,377.3622,0
1697.752,334.8719,0
1684.229,379.7424,0
1752.113,434.8167,0
1719.96,384.9078,0
1748.613,375.5624,0
1813.789,342.1551,0
1777.474,388.2085,0
1844.755,382.1605,0
1683.308,454.3863,0
1819.535,342.2612,0
1741.081,340.2137,0
1746.095,390.1573,0
1713.429,378.5368,0
1751.325,325.5249,0
1620.139,351.0388,0
1608.594,443.0423,0
1828.437,346.3817,0
1678.349,426.2133,0
1712.044,352.5959,0
1664.293,443.402,0
1758.837,412.4095,0
1703.233,496.7029,0
1587.757,408.2344,0
1748.731,449.6965,0
1661.913,371.293,0
1659.765,418.3201,0
1677.765,350.7048,0
1847.348,360.5326,0
1703.083,400.2395,0
1685.265,388.0372,0
1552.379,420.467,0
1785.451,285.2566,0
1735.863,425.7834,0
1739.943,377.7849,0
1779.459,396.8752,0
1750.691,402.4432,0
1817.598,328.5674,0
1694.174,340.0448,0
1722.492,411.758,0
1620.326,342.6232,0
1684.249,433.8151,0
1710.697,394.039,0
1714.804,442.1356,0
1724.368,405.941,0
1665.709,396.6403,0
1722.254,400.5213,0
1766.347,331.3618,0
1696.227,344.6871,0
1838.456,382.9491,0
1671.279,414.1437,0
1707.288,453.5196,0
1724.658,383.1737,0
1800.293,335.3053,0
1679.64,332.1304,0
1654.083,338.7184,0
1714.287,317.4073,0
1789.573,308.5435,0
1813.989,365.1091,0
1730.138,345.6546,0
1717.87,460.999,0
1724.276,389.0492,0
1743.783,330.499,0
1712.584,373.0626,0
1681.02,359.0221,0
1620.407,410.16,0
1779.42,373.5904,0
1754.152,386.7476,0
1876.391,363.5744,0
1747.146,395.5136,0
1644.574,384.5704,0
1788.062,364.3823,0
1703.259,386.4789,0
1748.132,325.2343,0
1800.761,350.8492,0
1635.814,385.4455,0
1699.323,399.2762,0
1735.466,406.144,0
1735.455,346.3951,0
1768.159,392.3489,0
1718.35,375.3513,0
1703.201,420.8174,0
1633.411,379.7682,0
1718.469,412.4557,0
1684.412,404.157,0
1627.427,336.218,0
1713.138,409.09,0
1730.975,398.4997,0
1735.22,356.6682,0
1648.198,318.7621,0
1681.024,361.6591,0
1780.568,372.3127,0
1757.086,392.1633,0
1705.529,391.8521,0
1628.614,374.4646,0
1684.428,426.2781,0
1640.249,329.0201,0
1669.136,323.0822,0
1687.871,359.3316,0
1684.141,407.5757,0
1771.295,387.5797,0
1662.093,395.3449,0
1698.786,389.8526,0
1764.667,319.955,0
1719.754,458.4475,0
1744.742,364.1727,0
1659.56,365.2043,0
1766.856,365.3367,0
1709.713,460.9728,0
1660.729,321.439,0
1674.122,339.9702,0
1560.408,335.3857,0
1679.91,389.2852,0
1770.614,369.6541,0
1694.395,401.0296,0
1659.21,436.2064,0
1727.048,413.9465,0
1701.432,446.0115,0
1695.433,436.2534,0
1738.264,391.3216,0
1770.416,380.1857,0
1746.634,346.1682,0
1714.504,388.7233,0
1724.239,374.2458,0
1745.946,369.14,0
1613.247,455.3636,0
1740.295,341.7312,0
1723.028,367.8698,0
1693.588,404.3295,0
1704.993,402.62,0
1807.081,401.5945,0
1699.861,478.678,0
