Target Value of 0 = negative
Target Value of 1 = positive
Target Value of u = unclassified (Advanced Classification Mode)

Ch1Amplitude,Ch2Amplitude,Psefar
11963.84,150.8237,1
11456.17,271.3994,1
1692.293,357.823,0
11754.25,166.1333,1
1748.576,492.1591,0
12136.9,200.7915,1
1519.517,350.8922,0
1772.81,316.8477,0
1850.217,327.1437,0
1690.935,407.1346,0
12165.99,133.3022,1
11655.43,242.2813,1
1757.362,361.5447,0
1699.336,367.2959,0
1741.912,361.1932,0
12158.14,170.5879,1
12159.05,325.0298,1
1818.48,338.4176,0
1616.472,280.9355,0
1695.518,389.6895,0
12043.15,232.5947,1
12253.6,177.5825,1
12313.51,98.55029,1
11153.27,149.3501,1
1776.815,274.0072,0
1663.348,360.7675,0
1659.067,441.9851,0
1584.438,385.8183,0
1731.515,353.8918,0
1751.522,445.8526,0
1626.252,449.5278,0
1674.143,389.6937,0
12517.77,192.6704,1
1738.874,368.1217,0
1652.485,412.1463,0
1687.549,357.9998,0
1735.017,415.7874,0
1698.673,380.9208,0
11758.71,195.5239,1
1650.18,363.8112,0
12128.79,300.6846,1
1697.416,372.7219,0
1739.214,328.5051,0
1772.299,380.1688,0
12418.63,242.2134,1
12262.03,293.3091,1
1728.927,273.1462,0
1718.249,365.7972,0
1649.666,426.4139,0
1749.359,336.217,0
11519.87,268.6187,1
12034.5,186.5181,1
1799.777,357.0676,0
1717.103,423.9818,0
1745.22,323.6761,0
11899.86,146.2876,1
1763.228,354.5449,0
1692.588,423.1093,0
1743.591,412.9227,0
1808.637,350.67,0
12662.35,410.1255,1
1630.868,406.0267,0
11684.15,195.0029,1
1646.386,390.1148,0
12383.74,259.5801,1
1780.616,384.9908,0
12402.54,232.9785,1
1686.097,342.203,0
1628.282,345.4249,0
11983.28,249.5171,1
1759.087,302.8901,0
1634.412,379.7153,0
11935.93,262.9937,1
1694.456,388.139,0
1702.905,413.8868,0
1586.714,314.8693,0
12739.15,158.4863,1
1715.613,416.097,0
1687.33,357.7312,0
1659.548,436.4695,0
11849.49,342.4424,1
12354.11,334.4727,1
12580.07,177.4131,1
12067.33,79.99463,1
1628.719,390.0592,0
1558.111,413.4616,0
1756.663,393.4111,0
12174.38,143.7432,1
1698.772,316.6312,0
1796.24,382.9448,0
11841.94,336.3149,1
1770.82,367.9805,0
1707.286,336.9222,0
1629.589,448.6994,0
1766.132,289.408,0
1750.547,436.499,0
11976.79,227.9556,1
1751.362,372.0476,0
12135.32,161.249,1
1739.807,425.1711,0
1830.029,317.1503,0
11845.29,289.9902,1
11781.08,66.52686,1
11940.5,294.5752,1
1619.396,428.8301,0
1579.148,363.0886,0
12062.08,260.5415,1
12308.52,243.7773,1
1676.635,375.5623,0
