Target Value of 0 = negative
Target Value of 1 = positive
Target Value of u = unclassified (Advanced Classification Mode)

Ch1Amplitude,Ch2Amplitude,Psefar
1716.337,384.076,0
1563.658,409.793,0
1704.378,344.564,0
1549.131,362.2382,0
1664.323,350.7282,0
1669.048,330.9539,0
1660.599,433.1844,0
1639.047,366.1693,0
1700.731,346.8143,0
1563.58,295.1689,0
1505.266,350.4342,0
1535.661,302.9224,0
1663.906,348.4875,0
1586.441,402.6902,0
1698.234,316.1897,0
1598.703,297.2087,0
1615.339,365.4237,0
1604.972,399.2133,0
1514.248,314.7264,0
1614.862,366.8068,0
1633.268,459.4995,0
1596.886,295.1143,0
1626.946,343.7203,0
1664.051,379.1007,0
1637.925,391.4676,0
1633.675,321.9854,0
1644.628,363.7334,0
1657.19,365.9915,0
1581.411,419.4286,0
1620.446,359.8085,0
1587.929,377.9833,0
1639.049,405.7502,0
1746.251,310.7664,0
1629.443,371.4322,0
1581.24,277.8027,0
1627.908,309.6127,0
1730.332,287.2725,0
1695.234,412.9304,0
1578.495,322.2983,0
1621.323,348.2365,0
1748.696,410.7408,0
1685.552,380.7275,0
1657.635,333.6347,0
1645.191,381.5288,0
1605.59,356.351,0
1634.781,366.4384,0
1663.244,416.3698,0
1628.453,316.7421,0
1735.235,385.7241,0
1636.771,369.215,0
1602.821,417.9851,0
1600.763,481.7293,0
1560.055,344.125,0
1592.539,391.0821,0
1728.513,328.4876,0
1646.243,307.7421,0
1708.451,405.2691,0
1698.133,355.0635,0
1618.042,396.8834,0
1612.472,306.5773,0
1547.655,421.583,0
1681.738,335.556,0
1648.719,371.938,0
1623.003,326.733,0
1621.566,401.1653,0
1704.234,337.3547,0
1654.407,348.2663,0
1642.928,402.9243,0
1602.637,345.7208,0
1581.026,409.0963,0
1698.709,352.1191,0
1700.01,407.5014,0
1543.184,330.2344,0
1601.739,375.088,0
1569.646,333.8701,0
1643.187,372.3196,0
1735.737,390.6823,0
1577.68,360.8404,0
1665.982,321.7747,0
1737.386,327.0433,0
1697.61,275.3276,0
1606.22,514.1624,0
1631.148,342.8776,0
1593.058,393.9843,0
1690.298,360.2892,0
1659.928,363.9534,0
1575.063,390.6337,0
1688.295,352.1421,0
1609.79,384.7775,0
1689.643,381.1983,0
1706.227,319.1756,0
1569.286,360.2518,0
1649.122,372.3858,0
1551.883,379.1079,0
1693.909,355.9706,0
1612.448,340.8516,0
1633.162,352.6248,0
1580.542,381.009,0
1533.261,387.963,0
1638.793,355.5345,0
1579.945,363.4084,0
1670.952,362.1118,0
1596.891,383.0868,0
1709.701,406.4147,0
1699.819,315.5419,0
1697.836,314.5799,0
1632.801,427.4237,0
1638.513,367.0458,0
1792.13,369.8979,0
1647.688,354.3922,0
1704.482,338.1254,0
1664.408,394.4649,0
1682.079,308.66,0
1695.293,379.0873,0
1751.575,365.7779,0
1709.715,368.5175,0
1758.215,345.549,0
1636.87,410.9304,0
1531.179,355.9782,0
1624.578,362.7249,0
1662.529,335.694,0
1652.479,316.0467,0
1608.744,393.1892,0
1517.228,352.2842,0
1598.778,392.7153,0
1543.675,295.3335,0
1788.25,287.3014,0
1674.215,356.5404,0
1773.043,409.2042,0
1574.454,389.8689,0
1692.829,365.4113,0
1598.259,319.8327,0
1613.633,343.5145,0
1713.455,341.2236,0
1673.348,343.9836,0
1725.607,451.1976,0
1672.288,368.324,0
1648.918,412.4528,0
1644.328,406.0436,0
1623.309,375.8354,0
1693.138,329.3552,0
1539.377,360.0531,0
1610.019,406.1912,0
1485.419,323.5435,0
1674.838,310.256,0
1755.389,376.1966,0
1719.157,422.8097,0
1575.125,476.5031,0
1661.401,407.2956,0
1656.625,359.3524,0
1616.831,418.9996,0
1602.713,336.2277,0
1615.859,443.0677,0
1594.036,388.4528,0
1651.311,380.5552,0
1715.089,328.3183,0
1579.524,429.7142,0
1655.315,409.8965,0
1552.937,329.8929,0
1687.708,282.4507,0
1690.277,341.0383,0
1671.325,337.2094,0
1571.829,320.2891,0
1648.266,442.606,0
1670.344,374.9103,0
1697.143,340.6723,0
1698.156,356.3568,0
1616.753,393.9617,0
1663.331,354.1581,0
1745.782,356.3502,0
1579.982,409.4049,0
1606.282,329.3435,0
1525.044,392.6786,0
1599.104,343.8923,0
1610.709,361.0269,0
1696.405,367.7408,0
1624.964,344.046,0
1585.552,359.4786,0
1639.057,331.4277,0
1655.81,394.2249,0
1670.143,346.827,0
1661.354,376.5622,0
1671.161,392.4011,0
1664.382,384.264,0
1581.749,297.3242,0
1540.83,356.5115,0
1636.125,401.022,0
1589.39,341.5983,0
