Target Value of 0 = negative
Target Value of 1 = positive
Target Value of u = unclassified (Advanced Classification Mode)

Ch1Amplitude,Ch2Amplitude,Psefar
13334.97,65.38525,1
13301.79,198.9155,1
13050.16,235.9458,1
12929.82,203.4268,1
13095.96,183.1143,1
13282.91,118.5254,1
13274.29,109.3711,1
13668.23,137.8784,1
12969.2,328.4834,1
12386.93,92.70508,1
13112.08,96.54541,1
13174.09,191.1255,1
12921.18,119.6577,1
13277.24,94.40186,1
12873.91,376.1885,1
13519.32,110.9595,1
13274.22,104.2686,1
12998.41,153.4136,1
13113.82,98.99121,1
13227.49,164.4829,1
13317.96,82.84766,1
13020.4,309.79,1
12709.11,114.6567,1
13188.6,178.5444,1
12988.48,273.6147,1
13587.15,184.3467,1
13108.73,88.78223,1
13182.25,145.2456,1
12368.21,116.9229,1
13697.4,161.5605,1
13254.78,87.06445,1
13120.37,168.8276,1
12406.69,12.97852,1
13774.32,282.999,1
13370.84,259.4043,1
13163.24,147.7637,1
13080.61,161.3364,1
13393.69,132.189,1
13226.56,215.667,1
13171.87,121.729,1
13312.47,248.998,1
13856.42,168.4448,1
13473.228,3701.1,
13817.74,328.2671,1
13174.32,249.02,1
13066.47,115.9819,1
13280.26,103.2397,1
13088.2,84.44482,1
12859.05,34.02051,1
12439.62,191.7217,1
13284.55,140.187,1
13333.88,149.2349,1
13355.57,138.7383,1
12841.23,175.3628,1
12565.47,238.2432,1
12646.71,163.7534,1
13365.04,-78.85059,1
13052.98,100.9131,1
13174.26,129.1899,1
13197.23,227.2339,1
13056.54,119.5688,1
12320.71,235.4775,1
13102.81,159.4375,1
12966.51,167.8789,1
13011.72,98.87598,1
11833.6,85.89746,1
13020.24,74.81494,1
12879.14,318.9897,1
12616.72,190.4834,1
13390.71,97.69434,1
12877.42,310.0122,1
13312.29,59.03857,1
13067.42,81.29199,1
13420.29,49.18945,1
13509.36,264.0938,1
12780.1,69.95752,1
13007.55,322.3374,1
13414.12,375.5742,1
13395.23,297.6465,1
13062.73,134.8423,1
12240.5,172.5586,1
12878.52,11.87793,1
13512.04,74.29785,1
13258.79,158.9497,1
12341.35,228.6304,1
12985.09,252.126,1
12835.16,135.1323,1
12582.43,99.69629,1
12799.98,187.582,1
13251.160,5591.1,
13558.44,190.8472,1
13023.74,113.0586,1
13127.37,150.5913,1
12963.38,71.21436,1
13329.35,251.6465,1
13314.81,225.6475,1
13395.76,113.8486,1
13507.19,168.2695,1
12533.48,157.2632,1
12191.14,233.9224,1
13039.49,196.168,1
13155.44,285.4902,1
13268.61,46.91113,1
13049.42,155.3428,1
13596.85,182.1675,1
12714.41,401.5166,1
13181.49,3.301758,1
12826.32,277.9976,1
13838.64,100.5063,1
12883.61,82.70215,1
13250.64,247.9482,1
13249.26,0.402832,1
13063.38,227.6382,1
12999.96,10.03369,1
13040.75,105.5767,1
13624.2,233.312,1
13322.43,239.2153,1
13367.41,70.2749,1
13507.48,124.4731,1
13044.44,329.0063,1
13167.55,127.6533,1
13727.01,130.6973,1
13136.39,143.0635,1
12405.1,86.44678,1
13071.76,240.7827,1
13007.31,126.4067,1
13105.56,43.67334,1
12796.68,172.2803,1
13226.11,133.7251,1
13240.25,176.04,1
12948.32,256.4756,1
13087.5,216.8271,1
13342.98,88.82275,1
13046.4,319.1533,1
13074.55,241.7539,1
13797.06,232.8447,1
13042.81,192.6919,1
13217.98,151.0869,1
12780.29,126.9048,1
12934.17,83.31299,1
13076.46,136.4644,1
12889.54,61.98242,1
13480.23,259.6455,1
13295.35,68.63037,1
12742.74,103.7056,1
13124.74,190.5952,1
12939.53,109.7217,1
12911.36,261.9795,1
13126.02,178.8242,1
13101.86,86.70703,1
13094.46,193.9087,1
13193.58,265.5527,1
13102.18,172.4526,1
12953.48,-58.34082,1
13692.4,145.9224,1
12824.77,169.5669,1
13272.84,80.16211,1
13150.37,196.7954,1
12859.57,243.8535,1
12043.14,216.9741,1
13739.14,261.6489,1
12883.7,273.1875,1
12731.45,442.4209,1
14080.1,16.24805,1
12995.59,137.3174,1
13119.44,248.8135,1
12996.54,233.2227,1
13272.86,287.1577,1
13405.48,128.9116,1
13142.48,181.1494,1
13209.96,171.5967,1
12643.14,223.7456,1
13051.72,188.9243,1
12978.68,291.6157,1
13638.92,170.98,1
12574.18,44.66992,1
12678.07,110.9321,1
13942.84,87.97363,1
12140.86,158.8613,1
13009.31,152.2969,1
12564.51,141.7671,1
12901.34,115.8262,1
12517.14,108.4976,1
12925.99,272.5366,1
13086.6,313.4873,1
12913.7,188.6104,1
14058.01,61.01416,1
13250.3,59.25781,1
12985.83,221.2163,1
13055.56,90.354,1
13443.11,17.69287,1
13099.57,115.8589,1
12622.15,40.02783,1
13129.25,170.3027,1
12192.21,112.8926,1
12131.18,296.3535,1
13052.11,135.9727,1
13297.46,169.4927,1
13367.45,40.68799,1
12961.21,129.4946,1
12903.52,315.9932,1
13209.87,149.3779,1
13262.47,199.167,1
13151.35,201.5625,1
13358.1,75.70898,1
13342.33,176.4473,1
13489.9,215.6538,1
13939.33,101.2729,1
13408.23,233.5049,1
13781.95,297.707,1
13502.65,131.7954,1
12732.24,73.17383,1
13459.54,222.043,1
12996.98,238.6455,1
11690.59,200.7173,1
12808.83,317.1323,1
12684.3,92.90479,1
13234.48,183.1143,1
12850.33,159.0068,1
13005.32,207.0762,1
12945.39,241.0049,1
13785.09,111.2031,1
12928.52,75.62012,1
11458.11,167.4639,1
12979.41,252.2573,1
13079.08,105.5166,1
13158.11,105.0601,1
13175.28,262.3677,1
13212.7,200.1597,1
13232.53,192.6074,1
12859.62,267.5903,1
13170.03,32.90186,1
13012.94,197.0742,1
12866.29,221.2095,1
13466.77,291.8604,1
13586.94,-50.98193,1
12705.9,239.7827,1
13173.63,89.62793,1
13222.33,74.2876,1
13208.44,151.2202,1
12976.06,138.2505,1
12999.44,150.2607,1
