Target Value of 0 = negative
Target Value of 1 = positive
Target Value of u = unclassified (Advanced Classification Mode)

Ch1Amplitude,Ch2Amplitude,Colper
1101.115,315.1598,0
1302.995,337.634,0
1258.585,421.3045,0
1407.961,486.1638,0
1241.906,302.5846,0
1184.354,338.5439,0
1209.567,276.7193,0
1211.425,439.5848,0
1242.871,410.077,0
1287.999,333.6677,0
1325.251,287.8661,0
1234.302,347.2795,0
1318.519,345.3487,0
1039.51,277.5443,0
1311.807,367.9885,0
1160.206,267.7347,0
1298.598,327.6939,0
1256.794,360.5903,0
1124.587,310.3262,0
1244.687,344.7212,0
1318.13,381.3911,0
1113.157,210.9045,0
905.7121,282.0497,0
1104.581,287.9124,0
1151.188,276.5533,0
1188.471,278.5602,0
1066.318,312.2708,0
1144.189,314.5442,0
1149.654,374.9525,0
1132.036,385.0519,0
1134.471,371.7661,0
958.3152,303.265,0
1065.37,271.064,0
1077.969,393.5865,0
1259.587,483.4147,0
1117.546,243.4232,0
1173.102,384.1025,0
1144.651,292.9468,0
1182.3,297.527,0
972.5474,271.0906,0
634.7542,190.9434,0
1233.548,402.5535,0
1082.911,295.5062,0
1255.121,349.5412,0
1244.017,312.6983,0
1194.522,364.7592,0
1099.349,282.1179,0
1439.254,445.0967,0
1304.769,325.1344,0
1156.561,287.2529,0
1269.532,350.1282,0
1116.432,324.9476,0
1131.699,274.9952,0
999.6567,319.2552,0
1112.876,329.1984,0
1305.779,362.7029,0
1251.944,389.3701,0
1266.065,309.3676,0
1083.881,321.251,0
1212.639,394.3066,0
1170.36,359.3464,0
1054.076,290.0708,0
1024.241,293.0244,0
1233.757,342.6144,0
1233.219,410.9069,0
1188.163,279.0782,0
1279.515,359.6362,0
885.5972,244.447,0
1013.685,268.49,0
1033.433,316.1196,0
1262.152,384.3633,0
1100.337,317.5237,0
1245.838,354.7967,0
1079.589,237.6136,0
1279.327,325.4767,0
978.4167,217.5656,0
1023.714,231.4792,0
1247.482,392.4826,0
1135.667,291.6851,0
1262.186,324.9155,0
1230.076,351.9883,0
1139.929,362.6181,0
1164.331,392.8631,0
1244.547,409.1431,0
1472.629,446.7402,0
1275.363,310.9602,0
1089.588,303.9304,0
1096.215,293.2727,0
1277.72,317.1122,0
1135.592,388.7368,0
1174.079,333.4283,0
1266.003,335.017,0
997.2445,222.2539,0
1280.659,406.8519,0
1021.539,242.1123,0
1204.647,328.1522,0
927.8068,248.9584,0
1134.222,215.2811,0
1098.372,262.6848,0
1204.132,247.6172,0
1032.728,151.8963,0
807.0535,176.8658,0
1273.123,321.9386,0
1219.844,369.7737,0
1275.669,370.5958,0
1320.183,407.5873,0
1048.486,287.4859,0
1045.166,319.9945,0
1231.516,352.4289,0
1179.102,333.266,0
1171.707,417.1073,0
878.5173,174.3302,0
1029.778,278.0497,0
1266.385,351.9535,0
1314.47,306.3773,0
1298.13,346.3474,0
1329.8,342.6724,0
1047.31,321.9993,0
954.0985,283.0334,0
965.0275,158.7989,0
1281.746,365.3284,0
1012.595,297.3677,0
958.6025,282.6968,0
1172.209,273.5098,0
1075.179,331.5702,0
1206.662,386.0696,0
791.5462,167.1114,0
1138.262,300.2766,0
1158.629,322.6766,0
1224.277,397.3336,0
1194.809,277.564,0
1169.069,318.7454,0
1097.659,358.3904,0
1236.082,280.8839,0
1267.266,327.3179,0
1147.838,260.5942,0
1325.399,402.0368,0
1081.296,350.5881,0
1272.694,381.7374,0
945.0746,253.7522,0
1305.451,336.337,0
1140.224,313.6202,0
962.6029,210.5992,0
973.0543,237.0595,0
1158.919,333.3074,0
1133.473,348.4515,0
1125.674,273.6288,0
1089.25,232.1143,0
998.1885,289.1412,0
1296.817,352.3701,0
1108.598,209.2076,0
1099.859,276.9161,0
1244.033,390.4127,0
1046.914,269.0806,0
626.7506,160.9377,0
1073.386,310.9174,0
1193.673,450.1807,0
979.8438,309.639,0
1106.608,309.4296,0
1240.24,412.8284,0
1155.478,388.6588,0
1163.753,298.3392,0
1247.773,382.0581,0
1270.06,387.1227,0
1274.891,353.4674,0
1158.001,320.7352,0
1343.506,390.7327,0
1294.881,356.7532,0
1211.922,264.8621,0
918.2446,151.3206,0
1000.2,345.0381,0
1237.977,301.3932,0
1293.598,294.0909,0
1086.843,315.4706,0
1085.403,250.2142,0
1200.9,292.657,0
1021.324,221.2304,0
1151.893,397.281,0
1212.193,354.7388,0
1253.829,339.2079,0
1226.838,349.4206,0
1147.199,332.0421,0
1094.233,283.6155,0
1184.317,323.9396,0
1246.236,425.6322,0
1093.475,295.1208,0
1251.938,350.1538,0
1218.857,310.1321,0
1083.956,267.2563,0
1132.262,229.402,0
1047.03,329.1519,0
1197.679,415.8319,0
1191.893,307.7056,0
983.6438,353.729,0
1318.518,309.7839,0
1219.015,348.5076,0
1284.396,376.3534,0
1253.308,427.613,0
1212.643,370.7607,0
1239.943,411.7982,0
1262.466,367.8669,0
1153.06,311.2126,0
1184.77,284.9213,0
1104.92,329.4268,0
1040.52,338.7322,0
1299.27,436.5493,0
1260.859,340.8486,0
1228.958,274.5663,0
1279.252,307.5716,0
1088.152,260.3797,0
1116.719,309.5977,0
1218.722,304.8397,0
1073.984,325.5872,0
1028.372,256.2676,0
1207.687,377.8273,0
1127.411,315.9811,0
1327.518,391.3568,0
1139.304,253.2418,0
898.9698,211.7931,0
1027.813,231.2001,0
1154.942,362.0074,0
1065.761,352.7983,0
1195.72,325.2388,0
1185.593,291.8149,0
1181.318,335.7161,0
1237.374,341.1816,0
1200.398,274.6558,0
1155.102,233.3434,0
1278.555,356.6593,0
1197.839,289.196,0
1018.342,317.4466,0
1394.759,430.3757,0
1221.64,303.1291,0
1182.99,218.383,0
1028.144,340.6224,0
1287.417,350.8492,0
1299.314,377.1474,0
1248.133,475.4386,0
1131.15,194.3541,0
1048.253,391.8701,0
1178.88,297.4704,0
1374.547,293.1935,0
1213.184,375.0394,0
1271.019,360.7449,0
1311.444,345.9005,0
1170.753,317.3552,0
1082.208,229.1136,0
1261.638,384.4366,0
1044.209,328.3629,0
1300.474,362.4411,0
1072.652,378.8743,0
1201.483,360.334,0
1161.967,309.2365,0
1128.728,308.8506,0
1179.215,384.2632,0
906.4481,221.1446,0
1177.678,339.6415,0
1131.178,362.3441,0
1067.021,256.9543,0
1158.65,331.8953,0
968.8917,284.6792,0
1062.409,295.3194,0
869.7643,259.8065,0
1123.278,307.7401,0
1262.067,326.8647,0
1201.076,401.4813,0
1037.097,350.4513,0
1314.514,379.5338,0
1089.067,244.0678,0
1239.865,448.7949,0
888.9925,294.1005,0
1230.713,285.5464,0
1136.671,279.0536,0
888.6086,279.6789,0
1111.527,238.0017,0
1249.502,339.155,0
1129.988,352.1284,0
1215.859,320.4556,0
1269.484,342.6464,0
1171.362,319.1514,0
935.8011,192.5646,0
1073.718,316.017,0
1340.469,320.8718,0
1076.956,258.0439,0
1179.658,321.5891,0
1112.049,280.332,0
1257.028,347.7847,0
1143.47,266.7449,0
855.0742,193.7559,0
1089.835,306.0291,0
1142.993,334.5703,0
1080.579,331.0265,0
895.1029,208.3734,0
964.7336,254.35,0
1274.995,366.0393,0
1020.913,272.804,0
1140.729,312.8532,0
1257.316,337.332,0
1348.894,384.3923,0
1208.354,274.3179,0
1488.516,438.6085,0
1260.692,388.3544,0
1201.857,411.1031,0
1299.058,278.3814,0
1179.144,252.996,0
1172.151,311.2708,0
1239.329,331.4572,0
964.0389,202.3416,0
1221.835,391.4827,0
1283.023,309.3688,0
1218.005,292.2131,0
1223.028,248.9106,0
1284.412,346.5524,0
1222.884,410.0662,0
1256.055,365.5394,0
956.9636,184.7642,0
1389.978,332.8495,0
1258.08,405.9221,0
1120.577,340.638,0
1333.72,305.397,0
1152.938,250.4257,0
1171.551,345.7843,0
1236.415,337.6682,0
1262.045,322.0049,0
1305.299,326.2486,0
1076.671,311.9669,0
1134.305,308.6093,0
1291.995,401.7752,0
1234.894,355.2048,0
1094.554,225.3024,0
1094.821,340.9131,0
1159.307,363.6461,0
1140.974,290.2762,0
1162.767,240.0258,0
1054.025,339.8995,0
1146.959,371.8277,0
1143.069,323.3384,0
1314.677,343.6696,0
1310.62,394.8724,0
1257.387,365.2293,0
1075.987,335.7077,0
1285.947,433.9301,0
1286.441,352.1167,0
1237.941,380.1632,0
1168.597,330.5127,0
942.2002,225.3363,0
1169.997,329.7009,0
1224.314,360.1114,0
1218.668,393.8361,0
1008.631,301.7758,0
1295.074,349.565,0
1313.031,374.9276,0
1067.441,250.2482,0
1177.521,473.6715,0
1146.603,347.3948,0
1175.248,401.9841,0
1074.767,322.5841,0
1241.994,350.1174,0
1284.427,390.835,0
1169.735,309.2684,0
1157.984,255.3565,0
1042.109,216.2875,0
1249.846,351.035,0
1023.291,314.5911,0
1069.36,246.7055,0
1052.391,263.0983,0
1306.261,373.79,0
1128.79,282.0834,0
1045.102,253.4954,0
1033.583,294.6149,0
977.8427,182.067,0
1268.253,381.1524,0
1019.316,370.144,0
1278.477,311.2681,0
1313.367,303.4002,0
1237.883,362.6877,0
968.0674,214.8341,0
947.975,255.8215,0
1131.176,325.1476,0
1267.472,369.6348,0
1167.845,282.6107,0
965.0515,294.4896,0
941.6179,313.364,0
989.8582,271.1398,0
1103.461,388.7175,0
1271.212,339.5507,0
1315.072,383.4671,0
1213.573,399.0007,0
1263.405,324.0566,0
1288.577,302.3232,0
1306.97,294.5107,0
984.9243,245.3718,0
1238.907,349.8777,0
1246.458,367.0587,0
1100.874,353.6307,0
1043.742,294.6133,0
1260.271,321.181,0
1250.021,368.5751,0
1333.121,388.8833,0
