Target Value of 0 = negative
Target Value of 1 = positive
Target Value of u = unclassified (Advanced Classification Mode)

Ch1Amplitude,Ch2Amplitude,Colper
1050.01,276.6924,0
1019.756,235.5208,0
1253.041,391.8068,0
1218.772,434.2761,0
989.65,208.3887,0
1186.015,322.2047,0
1318.382,351.5876,0
1144.835,349.6433,0
1003.681,220.6613,0
1248.342,291.9169,0
1227.842,421.9269,0
1126.42,381.794,0
1260.156,308.851,0
1140.663,261.0456,0
1146.571,294.3774,0
1134.51,304.9813,0
1197.424,381.6788,0
1152.36,422.1568,0
1266.986,449.6953,0
1288.56,438.7047,0
1254.89,404.269,0
1226.207,327.6002,0
1219.645,326.9288,0
1065.307,262.6401,0
1224.136,345.9774,0
1103.529,306.742,0
1268.111,364.8766,0
1142.332,339.4147,0
988.848,331.0267,0
1053.329,259.6465,0
1125.853,348.7931,0
1018.107,229.4806,0
1096.554,307.8892,0
1233.317,357.9617,0
1202.487,343.1622,0
1202.2,278.2845,0
1191.767,304.6428,0
1128.213,297.5209,0
1053.376,235.9971,0
1232.468,382.1951,0
1297.749,424.8594,0
1183.34,348.1698,0
1068.933,336.4219,0
1113.928,343.3619,0
1100.736,352.1528,0
1139.053,367.5689,0
1088.919,366.5976,0
1172.102,373.5907,0
1147.421,331.6675,0
1335.068,358.8181,0
994.316,288.7891,0
1301.499,356.1149,0
1041.807,266.4847,0
1084.529,294.5991,0
1129.07,269.8671,0
989.5608,275.7929,0
1044.075,274.7077,0
982.7006,209.8848,0
1287.011,401.7396,0
1223.667,456.9456,0
1039.11,279.8325,0
1204.709,309.6282,0
1152.198,340.5084,0
1067.647,275.3145,0
1144.119,408.4352,0
1006.836,240.4515,0
1192.851,403.0724,0
1195.947,335.0358,0
1218.199,318.2062,0
1041.662,268.3139,0
1339.141,382.0446,0
1142.781,326.7742,0
1213.548,267.035,0
1270.035,274.7869,0
1277.08,313.9041,0
1189.302,314.7892,0
1206.103,408.8794,0
1225.49,357.134,0
959.8748,341.4406,0
1228.518,278.3867,0
1177.853,260.7465,0
1299.753,359.1849,0
1223.077,271.4431,0
1060.693,271.8116,0
1313.412,278.7172,0
1015.587,219.0756,0
1049.307,236.0387,0
1283.29,296.0979,0
977.0003,271.7544,0
1189.107,315.3887,0
1193.668,362.9456,0
1266.252,330.8661,0
1090.681,496.9503,0
1152.444,409.1781,0
1250.183,399.6904,0
1163.862,395.4797,0
1307.56,317.2537,0
1280.224,371.9042,0
1248.615,426.9385,0
1212.306,393.4341,0
1326.103,350.4656,0
1066.552,316.6514,0
1219.782,332.0688,0
1186.913,408.7875,0
1254.526,407.1971,0
1157.892,299.9797,0
1157.543,272.2729,0
1136.289,330.8192,0
1044.265,254.6089,0
1175.828,350.93,0
986.0334,234.6702,0
1215.795,317.3106,0
1273.182,335.9753,0
1031.769,254.2797,0
1184.616,292.3342,0
1343.996,462.5001,0
963.4752,261.0692,0
1183.066,344.3805,0
1083.252,336.4248,0
1187.776,368.5024,0
1224.908,359.0223,0
1192.807,362.7625,0
1040.467,343.1357,0
1220.635,348.4263,0
1072.686,284.3919,0
1096.339,281.3825,0
1200.058,336.9376,0
1096.372,350.1387,0
1255.319,453.6709,0
1313.079,350.0049,0
1122.359,368.9666,0
1167.636,375.9416,0
1196.152,228.956,0
1071.03,293.8237,0
981.7751,249.9294,0
1064.556,267.8651,0
1060.674,271.4919,0
1043.723,195.274,0
1157.06,326.6391,0
1054.897,326.5074,0
1261.771,427.6597,0
1304.609,349.8677,0
1099.796,195.9432,0
1179.119,349.8424,0
1027.729,281.5347,0
1285.161,455.3604,0
999.8286,281.882,0
1222.187,390.3169,0
995.0412,206.4018,0
1054.76,256.9446,0
1068.312,394.3961,0
1052.564,284.6148,0
1246.181,292.1352,0
1157.739,335.8168,0
1035.066,214.9089,0
1084.754,286.8675,0
1109.224,260.5157,0
1260.371,389.4548,0
1143.054,353.5328,0
1148.327,349.2438,0
1178.377,343.7737,0
1187.149,372.481,0
1247.751,360.347,0
1064.712,305.8506,0
1234.03,332.7706,0
1234.554,409.8205,0
1201.084,284.3403,0
1126.266,328.0477,0
1021.538,241.5137,0
1245.577,290.2553,0
1180.202,395.2515,0
1362.102,325.5765,0
1255.871,365.3959,0
1247.377,374.7372,0
1194.43,381.1435,0
1269.618,295.0883,0
1130.077,346.837,0
1221.253,348.6649,0
1191.916,419.9166,0
1139.806,331.3742,0
1184.368,347.3962,0
1150.095,381.662,0
1231.574,352.2678,0
1156.037,315.8865,0
956.8237,313.3025,0
1192.906,406.7932,0
1187.701,326.4715,0
1240.336,335.7052,0
1284.213,401.8143,0
1137.899,380.3795,0
1139.632,273.4259,0
1143.796,339.2275,0
1171.425,412.2492,0
1248.022,434.1946,0
1183.42,408.6061,0
1012.334,281.7264,0
1172.519,373.5679,0
1192.701,341.7195,0
1214.51,432.2768,0
1170.387,328.4635,0
1147.084,309.0817,0
993.1906,294.333,0
1111.695,249.9976,0
1139.339,365.114,0
1283.644,377.6232,0
1027.506,273.198,0
1014.225,275.1002,0
1167.855,346.0421,0
1146.881,318.0304,0
1105.87,316.8473,0
1184.684,441.3633,0
1223.207,401.2909,0
1300.024,411.9847,0
1259.817,303.0048,0
1177.325,294.3047,0
1306.765,312.541,0
1263.519,375.4266,0
1181.628,442.7319,0
1241.754,436.4297,0
1239.458,424.7374,0
1105.384,270.4304,0
1267.076,365.5965,0
1155.053,351.1793,0
1224.233,330.9731,0
1159.875,281.2377,0
1021.889,225.9915,0
1190.244,397.9703,0
1175.396,330.8448,0
1115.722,213.3518,0
1345.066,349.5406,0
1261.044,410.8031,0
1173.553,327.3461,0
1125.847,333.5115,0
1255.171,333.3484,0
1068.189,279.5287,0
1287.738,388.1831,0
1274.057,303.3588,0
1241.406,256.2438,0
1156.438,311.6198,0
1167.452,321.4904,0
1261.823,410.5503,0
1344.382,438.983,0
1184.357,352.4825,0
1156.567,364.3447,0
1072.415,356.3279,0
1287.862,381.1931,0
1185.917,371.332,0
1129.367,289.6331,0
1135.757,316.0452,0
1151.421,332.6684,0
1363.546,371.283,0
1037.429,288.2283,0
1136.156,269.8708,0
1164.807,293.0853,0
1113.453,424.9944,0
1104.635,367.4031,0
1001.721,235.5165,0
1109.189,299.6554,0
1175.066,358.576,0
1147.395,290.4361,0
1331.564,420.4341,0
1187.568,359.3878,0
1015.892,257.7133,0
1178.758,325.7101,0
1210.634,420.8608,0
1230.439,394.8284,0
1289.002,413.358,0
1172.165,454.6064,0
1211.611,399.1931,0
1000.222,273.2354,0
1152.742,305.0137,0
1077.357,219.8569,0
1204.593,394.3367,0
1246.758,432.6832,0
1077.664,269.0811,0
1266.372,5071.0,
1255.053,360.2184,0
1227.538,366.8002,0
1262.22,384.3449,0
1236.965,374.108,0
1052.64,285.1525,0
957.1477,268.072,0
1269.273,363.363,0
1171.199,402.2739,0
1321.016,418.2756,0
1236.733,370.0563,0
1257.129,413.7499,0
1040.469,270.4391,0
1187.782,403.1249,0
1283.69,348.4778,0
1155.432,275.762,0
1053.45,289.7635,0
1135.228,378.1481,0
1179.734,386.5887,0
1266.724,401.2792,0
1070.837,215.7258,0
1292.567,402.5576,0
1263.456,395.7923,0
1208.078,316.5552,0
1213.61,458.3898,0
1172.823,361.8958,0
1348.057,335.5144,0
1107.123,292.4185,0
1201.829,355.6219,0
1223.975,458.3821,0
1080.751,361.0614,0
1033.993,334.4439,0
1051.212,283.7345,0
1021.384,301.0298,0
1196.86,368.9249,0
1139.745,313.8375,0
1311.515,403.5914,0
1118.108,367.0046,0
1309.16,385.717,0
1219.296,355.1266,0
1235.751,342.2099,0
1206.597,378.9116,0
1209.598,330.7485,0
1025.422,236.0748,0
1219.966,343.4947,0
1120.309,257.7866,0
1082.043,382.4081,0
1225.458,353.4845,0
1192.354,320.1866,0
1129.19,270.9011,0
1159.916,459.722,0
1162.515,316.5214,0
1083.777,243.8046,0
1225.289,399.1896,0
1171.911,287.8492,0
1204.578,322.2512,0
1152.149,302.4689,0
1183.305,311.0223,0
1080.362,295.3904,0
1168.15,328.4567,0
1162.082,360.4284,0
1185.601,374.4584,0
1168.532,338.5594,0
1208.725,387.4504,0
1036.974,296.0867,0
1192.053,308.7064,0
1155.053,266.858,0
1270.969,428.2713,0
1240.029,354.4239,0
1099.99,289.0187,0
1120.954,331.6357,0
1142.589,196.5453,0
1036.567,279.4857,0
1241.387,343.9866,0
1076.402,245.2867,0
1154.725,421.3015,0
1083.805,363.1861,0
1058.518,291.6902,0
1221.253,321.1823,0
1171.913,336.9677,0
1098.812,271.4014,0
1290.208,420.1233,0
1236.935,330.0261,0
1125.449,351.4055,0
1058.248,290.0959,0
1201.885,299.7903,0
1393.477,366.4846,0
1071.637,361.0704,0
1284.636,406.6661,0
1147.879,419.9584,0
1249.108,378.0098,0
1208.846,452.2015,0
1191.396,414.2792,0
1239.57,305.7175,0
1148.705,396.6396,0
1080.712,266.3522,0
1239.376,342.3396,0
1209.143,407.6279,0
1207.795,413.0369,0
1226.646,391.324,0
1241.49,299.772,0
1274.107,435.2076,0
1339.392,372.5583,0
1267.752,347.3289,0
1264.71,383.6609,0
1148.724,447.2032,0
1072.14,249.3215,0
1294.207,348.7561,0
1167.546,404.1238,0
1281.134,422.7957,0
1140.633,282.91,0
1188.912,281.402,0
1056.35,277.2849,0
1115.921,278.8323,0
1087.506,260.6766,0
1179.047,275.3428,0
1221.598,381.7989,0
1081.519,366.2123,0
1208.132,378.8393,0
1168.313,321.2842,0
1204.195,366.2133,0
1354.691,398.1732,0
1302.625,362.9784,0
1294.729,327.2719,0
1173.928,399.5741,0
1158.128,336.669,0
1084.937,317.305,0
1280.066,342.434,0
1274.432,352.1085,0
1011.87,273.2964,0
1303.83,366.3616,0
1073.859,234.3218,0
1279.877,392.6306,0
1122.225,308.8782,0
1137.08,289.6371,0
1101.036,328.2944,0
1181.678,327.7822,0
1111.383,264.419,0
1238.372,451.5988,0
1158.705,347.7938,0
1317.999,390.5912,0
1228.409,429.4958,0
1252.219,384.4934,0
1186.427,329.0978,0
1094.375,318.8546,0
1199.304,483.4703,0
1215.49,442.3633,0
1206.515,298.3978,0
1172.18,313.869,0
1314.119,418.3666,0
1203.894,348.7272,0
1101.42,286.526,0
1160.117,364.7098,0
1253.444,352.9283,0
1214.964,380.5256,0
1194.819,340.7208,0
1213.999,316.3516,0
1218.583,330.0001,0
1187.075,296.0354,0
1214.005,428.5332,0
1274.828,332.9964,0
1232.829,326.8804,0
1254.177,437.7272,0
1179.272,435.652,0
1196.877,405.9358,0
1119.713,323.8124,0
1271.039,331.4822,0
1314.641,394.374,0
1215.586,398.7007,0
1223.058,397.1519,0
1166.765,371.0454,0
1199.155,313.8891,0
1204.375,486.0316,0
1174.337,345.0204,0
1414.599,328.202,0
1191.78,394.4916,0
1188.341,342.8937,0
1157.369,423.3585,0
1269.495,340.4199,0
1058.553,260.1407,0
1000.96,323.579,0
1222.596,352.5425,0
1156.338,356.2684,0
1258.443,415.8062,0
1135.536,302.8828,0
1210.386,354.0231,0
1253.795,319.0565,0
1204.771,331.6892,0
1106.026,295.0203,0
1191.457,401.2847,0
1226.58,423.1532,0
1289.891,437.0839,0
1102.442,339.6592,0
1145.96,316.2376,0
1299.52,467.3383,0
1176.761,344.221,0
1309.143,359.0847,0
1034.521,261.2776,0
1170.904,393.8102,0
1194.476,416.2509,0
1237.402,337.9044,0
1153.07,391.9011,0
1220.892,359.126,0
1281.707,373.9197,0
1033.531,245.124,0
1234.099,351.0334,0
1270.67,357.6459,0
1262.227,445.2096,0
1072.683,293.0608,0
1339.775,365.873,0
1161.637,410.3331,0
1358.277,457.5424,0
1084.896,248.8857,0
1123.176,367.308,0
998.1654,278.5083,0
1165.657,248.0012,0
1134.007,229.1306,0
1166.07,386.4937,0
1206.163,359.0968,0
1199.317,337.1372,0
1056.798,272.9316,0
1173.796,401.5457,0
1276.748,321.088,0
1144.234,324.3486,0
1280.514,452.6248,0
1169.636,411.7968,0
1263.474,295.1985,0
1124.91,349.4603,0
1012.378,240.2759,0
1188.668,438.9451,0
1228.541,351.826,0
1026.221,304.1724,0
1227.385,284.3102,0
1144.522,409.366,0
1310.034,428.5714,0
1206.382,380.3015,0
1242.636,400.1708,0
1260.729,331.9626,0
1178.044,349.3553,0
1263.131,439.7468,0
1247.079,322.7112,0
1165.297,389.2313,0
1161.807,404.9933,0
1108.915,272.2604,0
1094.159,279.6491,0
1022.186,262.3813,0
1220.794,338.2535,0
1176.671,438.1589,0
1125.478,319.8406,0
1125.536,420.8197,0
1174.906,296.5218,0
1289.581,361.1758,0
1366.303,357.3461,0
1328.836,428.2659,0
1247.646,430.4206,0
1177.291,339.0804,0
1287.823,411.084,0
1232.274,412.8965,0
1229.858,422.5983,0
1329.033,397.7584,0
1284.28,377.9714,0
1245.901,374.8397,0
1115.157,331.2115,0
1068.905,299.1672,0
1109.78,347.2308,0
1189.747,391.6342,0
1290.606,479.357,0
1090.297,295.3578,0
1246.282,462.4578,0
1146.915,304.8141,0
1002.746,259.1218,0
1148.287,384.3372,0
1316.137,380.4954,0
1208.763,399.738,0
1105.796,229.1884,0
1204.861,357.8215,0
1218.658,355.2897,0
1186.746,430.3571,0
1311.223,380.8702,0
1243.052,339.1263,0
1215.211,430.3714,0
1137.073,347.1028,0
1215.164,379.8553,0
1168.142,347.1732,0
1254.944,274.468,0
1181.282,378.8457,0
1204.145,336.4185,0
1312.502,394.6981,0
1222.39,376.9882,0
