Target Value of 0 = negative
Target Value of 1 = positive
Target Value of u = unclassified (Advanced Classification Mode)

Ch1Amplitude,Ch2Amplitude,Colper
1306.497,407.0129,0
1320.68,414.9056,0
1259.318,421.783,0
1191.454,426.8942,0
1265.745,384.9185,0
1256.526,398.4164,0
1240.109,362.9004,0
1225.076,391.8333,0
1251.503,379.1385,0
1194.891,455.1227,0
1189.675,380.7537,0
1307.449,298.1128,0
1231.359,435.4738,0
1250.568,370.4434,0
1221.839,323.2266,0
1199.353,365.7305,0
1273.898,364.7047,0
1290.179,361.3937,0
1143.91,372.5828,0
1174.339,512.1749,0
1186.399,403.0706,0
1263.012,383.2513,0
1223.837,438.7776,0
1334.544,342.8199,0
1298.484,306.4404,0
1171.474,367.3529,0
1266.852,382.5835,0
1207.388,408.849,0
1327.267,462.6384,0
1226.655,383.5869,0
1284.658,408.8267,0
1211.365,442.8942,0
1220.869,449.979,0
1249.605,394.6744,0
1237.377,391.9139,0
1281.695,395.5033,0
1336.732,374.7776,0
1253.588,361.2923,0
1214.271,453.764,0
1213.641,354.673,0
1249.976,384.3667,0
1235.145,424.4356,0
1238.233,398.3623,0
1156.714,335.6867,0
1165.459,346.4767,0
1141.948,299.3868,0
1225.994,465.1071,0
1280.167,418.7493,0
1284.746,404.9459,0
1174.827,343.716,0
1267.654,284.2903,0
1262.848,395.939,0
1194.381,410.7979,0
1219.776,417.2808,0
1215.701,369.7327,0
1236.916,435.3895,0
1238.536,341.3511,0
1219.424,530.804,0
1207.927,393.6641,0
1228.632,420.0321,0
1250.69,408.8937,0
1268.372,411.392,0
1275.156,389.9539,0
1200.967,471.1415,0
1149.283,377.3564,0
1213.916,371.0851,0
1148.614,406.7969,0
1222.267,397.9675,0
1160.787,301.8309,0
1215.66,370.3831,0
1159.295,412.4451,0
1229.697,367.2919,0
1245.105,352.9346,0
1100.527,447.8842,0
1323.289,415.4518,0
1243.227,447.5618,0
1234.651,480.3345,0
1248.354,456.6772,0
1230.246,425.6715,0
1180.993,387.1591,0
1209.638,412.5628,0
1316.137,320.0085,0
1229.649,378.7367,0
1247.345,397.808,0
1272.061,406.0504,0
1251.26,364.061,0
1184.566,389.3835,0
1274.902,412.9331,0
1142.673,356.3133,0
1237.917,335.1396,0
1259.506,394.8787,0
1204.754,335.1599,0
1207.092,391.2514,0
1247.593,376.4888,0
1285.524,376.1322,0
1218.804,419.4604,0
1255.681,399.6424,0
1201.684,409.3445,0
1233.904,421.2801,0
1202.158,381.2676,0
1179.31,388.8034,0
1248.372,368.3923,0
