smplNm,mcp_ddPCR,mcp_qPCR,sdmn_ddPCR,sdmn_qPCR,sdmx_ddPCR,sdmx_qPCR,smplTp,qlod,f2,mcp_ddPCR_lod,spcAbbr
MST2021-030,0.71920193731785,0,0.3121228516101835,0,1.38274371623993,0,MST,10,0.24951404207858724,0.2,Karmik
MST2021-031,21.39307975769045,12.356489839380703,18.7117314338684,11.371819297041396,24.320387840271,13.34116038172001,MST,10,0.24951404207858724,0.2,Karmik
MST2021-032,0.356971397995949,0,0.09673710912466049,0,0.8885419368743901,0,MST,10,0.24951404207858724,0.2,Karmik
MST2021-039,0,0,0,0,0.50921842455864,0,MST,10,0.24951404207858724,0.2,Karmik
MST2021-040,3011.07666015625,2210.6944128162827,2972.904052734375,1761.4066742894056,3049.49890136719,2659.98215134316,MST,10,0.24951404207858724,0.2,Karmik
MST2021-043,0,0,0,0,0.470098815858364,0,MST,10,0.24951404207858724,0.2,Karmik
MST2021-044,0.7000717520713801,0.463264404792577,0.3038208931684495,0.2703642469964059,1.34596183896065,0.6561645625887482,MST,10,0.24951404207858724,0.2,Karmik
MST2021-049,0,0,0,0,0.4910534620285035,0,MST,10,0.24951404207858724,0.2,Karmik
MST2021-051,0,0,0,0,0.500919558107855,0,MST,10,0.24951404207858724,0.2,Karmik
MST2021-052,0,0,0,0,0.47310922294855096,0,MST,10,0.24951404207858724,0.2,Karmik
MST2021-055,0,0,0,0,0.51422595977783,0,MST,10,0.24951404207858724,0.2,Karmik
MST2021-058,85.7973289489745,69.86947653849506,80.2731895446775,55.591782138634066,91.32666587829601,84.14717093835606,MST,10,0.24951404207858724,0.2,Karmik
MST2021-062,0,0,0,0,0.5282586067914951,0,MST,10,0.24951404207858724,0.2,Karmik
MST2021-064,299.734058380127,186.38698943270467,289.010467529297,155.56877844646178,310.4772186279295,217.20520041894756,MST,10,0.24951404207858724,0.2,Karmik
MST2021-070,0,0,0,0,0.467587560415268,0,MST,10,0.24951404207858724,0.2,Karmik
MST2021-071,85.958957672119,77.1525141889445,80.412893295288,62.279997357476354,91.51024818420399,92.02503102041263,MST,10,0.24951404207858724,0.2,Karmik
MST2021-075,0,0,0,0,0.575402565300465,0,MST,10,0.24951404207858724,0.2,Karmik
MST2021-076,0,0,0,0,0.50541527569294,0,MST,10,0.24951404207858724,0.2,Karmik
MST2021-079,1.32433235645294,1.490707782507293,0.760461315512655,1.0983625802528414,2.115431874990465,1.8830529847617445,MST,10,0.24951404207858724,0.2,Karmik
MST2021-081,18.0782926082611,11.111692007233085,15.66925525665285,9.406679386362738,20.723445415496847,12.816704628103432,MST,10,0.24951404207858724,0.2,Karmik
MST2021-082,213.85736465454102,162.59998408787936,204.794292449951,126.77282202515204,222.93443679809548,198.4271461506067,MST,10,0.24951404207858724,0.2,Karmik
MST2021-083,9.066259264946,8.286915813078947,7.2700297832489005,6.300365729378413,11.136975288391099,10.27346589677948,MST,10,0.24951404207858724,0.2,Karmik
MST2021-085,63.224048614501996,29.376119887385673,58.4052085876465,24.726841569987997,68.0468368530275,34.02539820478335,MST,10,0.24951404207858724,0.2,Karmik
MST2021-088,0,0,0,0,0.555593073368075,0,MST,10,0.24951404207858724,0.2,Karmik
MST2021-089,0,0,0,0,0.577051863074305,0,MST,10,0.24951404207858724,0.2,Karmik
MST2021-099,21.01593017578125,14.372008823726626,18.314429521560648,13.363061188881995,23.97220373153685,15.380956458571257,MST,10,0.24951404207858724,0.2,Karmik
NEKfeb2022,0,0,0,0,0.514784790575505,0,MST,10,0.24951404207858724,0.2,Karmik
NTC,0,0,0,0,0.62154557555914,0,MST,10,0.24951404207858724,0.2,Karmik
stdE-1,0,0,0,0,0.5596861243247999,0,STD,10,0.24951404207858724,0.2,Karmik
stdE0,0.4090506583452225,0.049902808415717446,0.1108499243855475,-0.06168326346997536,1.018179804086685,0.16148888030141026,STD,10,0.24951404207858724,0.2,Karmik
stdE1,3.55775535106659,2.4951404207858725,2.4961331486701948,2.4951404207858725,4.88495349884033,2.4951404207858725,STD,10,0.24951404207858724,0.2,Karmik
stdE2,28.7646174430847,24.951404207858722,25.422396659851053,24.951404207858722,32.389199733734145,24.951404207858722,STD,10,0.24951404207858724,0.2,Karmik
stdE3,334.37858581542946,249.51404207858724,321.59610748291004,249.51404207858724,347.1888732910155,249.51404207858724,STD,10,0.24951404207858724,0.2,Karmik
stdE4,3757.274169921875,2495.1404207858723,3710.867919921875,2495.1404207858723,3804.049072265625,2495.1404207858723,STD,10,0.24951404207858724,0.2,Karmik
stdE5,40544.951171875,24951.404207858723,38983.90625,24951.404207858723,42257.138671875,24951.404207858723,STD,10,0.24951404207858724,0.2,Karmik
