Target Value of 0 = negative
Target Value of 1 = positive
Target Value of u = unclassified (Advanced Classification Mode)

Ch1Amplitude,Ch2Amplitude,Hemsan
2207.348,251.3545,0
2223.914,370.3336,0
2336.919,334.189,0
2384.677,304.0115,0
2272.235,268.705,0
2368.485,339.1837,0
2287.301,349.4307,0
2391.776,315.5332,0
2315.918,340.8173,0
2261.055,366.1982,0
2396.123,280.1394,0
2370.967,249.4515,0
2289.7,403.9158,0
2373.598,307.6558,0
2334.316,325.3899,0
2164.767,345.1237,0
2213.907,381.8765,0
2352.731,350.4271,0
2369.189,324.4076,0
2530.951,372.0236,0
2164.97,311.4447,0
2376.91,256.6477,0
2280.66,388.3123,0
2396.728,360.5579,0
2298.902,340.4592,0
2408.072,346.1447,0
2286.915,302.4829,0
2394.641,298.4971,0
2474.028,290.0128,0
2311.957,374.5381,0
2493.221,265.8679,0
2421.372,300.6727,0
2315.134,262.464,0
2191.161,271.8784,0
2355.646,281.9387,0
2392.784,233.6487,0
2311.67,256.5546,0
2349.387,277.4304,0
2297.687,314.3422,0
2257.055,351.4149,0
2347.797,372.7543,0
2325.785,316.0363,0
2436.262,321.004,0
2274.791,303.858,0
2254.272,309.3319,0
2328.189,292.5825,0
2446.527,273.7347,0
2316.204,279.6382,0
2211.392,293.2234,0
2397.791,386.0901,0
2306.904,306.9115,0
2397.558,326.4834,0
2222.08,340.8187,0
2474.538,334.8201,0
2250.469,310.8555,0
2528.092,277.2389,0
2565.388,350.5991,0
2209.708,353.2992,0
2463.956,232.9812,0
2269.672,263.0686,0
2346.369,301.7061,0
2462.458,292.9851,0
2316.336,266.9031,0
2365.696,288.2189,0
2203.58,301.906,0
2335.501,283.3738,0
2342.37,305.6853,0
2322.513,351.2616,0
2408.503,250.9752,0
2288.455,249.7006,0
2306.251,292.108,0
2302.471,287.1062,0
2385.625,268.8644,0
2311.913,283.0601,0
2227.234,230.1346,0
2331.945,319.3066,0
2382.769,315.5144,0
2431.594,389.2067,0
2279.211,308.8914,0
2429.629,182.3273,0
2234.728,290.2886,0
2298.943,302.9084,0
2422.413,252.4001,0
2359.921,318.9366,0
2331.718,323.0718,0
2303.059,360.4764,0
2483.122,341.3943,0
