Target Value of 0 = negative
Target Value of 1 = positive
Target Value of u = unclassified (Advanced Classification Mode)

Ch1Amplitude,Ch2Amplitude,Hemsan
2460.039,322.3701,0
2190.324,267.1206,0
2083.929,349.1918,0
2325.69,310.3394,0
2352.415,348.8754,0
2278.441,282.9017,0
2398.452,328.2146,0
2181.078,288.6,0
2359.47,367.5448,0
2444.153,313.6138,0
2211.069,291.9226,0
2251.971,366.9872,0
2417.449,253.5082,0
2272.961,326.806,0
2335.657,334.4919,0
2242.961,302.7466,0
2207.819,353.738,0
2338.269,322.3801,0
2511.779,305.4957,0
2346.536,270.3,0
2209.242,338.9598,0
2134.078,321.4932,0
2231.511,274.7111,0
2382.929,262.0804,0
2355.499,329.4912,0
2268.812,357.7131,0
2249.259,356.8463,0
2401.792,278.2886,0
2295.59,354.2781,0
2391.993,302.4016,0
2269.171,353.6328,0
2301.318,324.8953,0
2044.773,288.5884,0
2270.983,308.2917,0
2410.811,254.847,0
2167.522,338.0093,0
2441.474,249.5171,0
2304.167,246.7343,0
2328.911,296.5552,0
2290.655,286.3644,0
2243.125,349.939,0
2378.587,364.5795,0
2414.521,369.881,0
2226.472,359.5087,0
2109.865,315.3604,0
2102.384,316.369,0
2293.646,307.9393,0
2348.151,391.4574,0
2270.208,346.2456,0
2121.838,286.7178,0
2419.894,281.0016,0
2142.407,366.0648,0
2250.64,323.1891,0
2292.5,317.8162,0
2144.045,332.4939,0
2161.25,300.002,0
2217.622,361.7994,0
2351.51,379.5596,0
2479.806,331.9742,0
2148.494,283.7589,0
2279.981,350.8608,0
2180.052,409.2828,0
2358.69,284.8796,0
2254.961,287.5377,0
2437.392,235.2983,0
2476.733,336.161,0
2378.792,372.2632,0
2288.85,366.2732,0
2242.477,375.2495,0
2263.332,335.692,0
2257.351,380.5138,0
2346.888,382.3677,0
2290.106,279.5166,0
2407.355,305.0774,0
2100.992,341.8264,0
2334.122,326.2828,0
2212.666,390.781,0
2358.592,274.8154,0
2277.148,313.6837,0
2210.156,249.1453,0
2095.089,283.7991,0
2303.141,391.1731,0
2443.188,384.5374,0
2144.781,397.4597,0
2217.949,309.1429,0
2264.908,368.3801,0
2434.37,299.5103,0
2087.432,316.458,0
2212.976,398.3943,0
2191.462,332.8625,0
2252.305,336.8715,0
2159.326,416.2646,0
2239.479,426.1495,0
2408.134,348.6041,0
2428.498,263.6211,0
2465.999,315.4889,0
2407.011,344.7888,0
2153.656,324.7429,0
2486.876,330.1328,0
2237.44,285.1907,0
2416.645,270.1848,0
2129.728,320.683,0
2213.208,390.8497,0
2295.565,353.1519,0
2185.227,336.9171,0
2484.305,329.6492,0
2413.909,351.7122,0
2372.328,352.8809,0
2141.513,254.0204,0
2336.723,310.3369,0
2408.087,349.9724,0
2353.885,386.5974,0
2290.48,301.0751,0
2207.308,357.1417,0
2295.445,341.5474,0
2203.167,359.0997,0
2073.42,315.2421,0
2324.928,378.583,0
2294.344,372.0282,0
2426.638,346.1649,0
2479.803,319.4451,0
2132.6,338.5886,0
2204.898,367.8235,0
2151.582,306.955,0
2224.986,291.8896,0
2321.324,361.2372,0
2119.293,420.3762,0
2296.023,342.4772,0
2563.536,266.2393,0
2240.068,272.6233,0
2287.822,374.7245,0
2239.845,345.9689,0
2311.081,312.6594,0
2344.858,312.8033,0
2482.046,327.0537,0
2098.235,336.1893,0
2371.319,334.3464,0
2341.658,318.2347,0
2153.181,334.62,0
2401.367,280.5913,0
2443.673,330.1669,0
2280.086,347.116,0
2206.763,352.6232,0
2198.334,324.207,0
2219.465,355.243,0
2357.516,329.9889,0
2118.76,363.36,0
2454.505,323.4622,0
2196.261,345.8063,0
2389.676,302.7919,0
2357.634,292.6833,0
2390.524,325.4543,0
2420.944,338.4757,0
2253.757,361.7742,0
2466.792,308.1521,0
2294.088,339.5356,0
