Target Value of 0 = negative
Target Value of 1 = positive
Target Value of u = unclassified (Advanced Classification Mode)

Ch1Amplitude,Ch2Amplitude,1
4364.726,185.5317,0
4656.617,147.3335,0
4327.617,208.8162,0
4227.25,309.3447,0
4254.011,112.5371,0
4236.04,287.4463,0
4312.109,254.1208,0
4307.632,200.6174,0
4374.364,172.4568,0
4519.396,193.311,0
4148.332,351.2891,0
4506.761,233.5703,0
4562.347,165.5127,0
4359.952,291.6392,0
4348.91,220.8357,0
4278.997,222.3953,0
4457.058,158.2256,0
4455.501,210.3997,0
4351.568,217.7803,0
4250.724,193.03,0
4243.292,184.1406,0
4476.227,166.9575,0
4423.884,144.6177,0
4440.493,150.292,0
4336.308,201.9619,0
4230.491,257.7314,0
4123.421,263.7177,0
4201.594,232.0283,0
4308.248,149.0002,0
4562.806,175.7573,0
4721.546,124.8291,0
4145.894,207.6519,0
4333.815,128.6001,0
4406.568,124.5989,0
4415.124,179.0049,0
4445.846,155.8757,0
4213.065,226.7908,0
4426.17,206.9172,0
4177.62,266.6006,0
4388.197,205.8113,0
4448.483,258.8599,0
4285.055,215.0374,0
4381.25,211.7515,0
4174.717,297.6042,0
4249.008,262.5625,0
4311.201,176.7476,0
4364.154,218.5552,0
4329.493,263.0283,0
4274.922,180.3315,0
4359.415,195.8401,0
4471.552,229.4419,0
4486.695,182.3508,0
4389.157,127.4622,0
4176.678,237.3923,0
4538.583,157.1841,0
4459.382,210.0054,0
4252.356,199.1541,0
4373.427,243.4858,0
4104.03,310.3871,0
4404.763,164.7134,0
4285.052,201.28,0
4530.053,204.5286,0
4323.331,109.8289,0
4308.861,219.626,0
4584.891,184.2332,0
4472.675,294.1995,0
4395.226,176.7903,0
4361.926,182.0332,0
4462.27,166.9727,0
4606.642,238.5105,0
4285.76,172.9014,0
4338.14,200.3604,0
4170.341,182.8918,0
4299.75,221.9172,0
4652.045,167.7808,0
4605.11,95.3186,0
4162.827,262.2925,0
4372.774,244.3357,0
4098.003,208.7662,0
4510.193,252.5505,0
4190.186,223.8413,0
4281.874,240.0754,0
4357.536,133.832,0
4385.272,217.9155,0
4141.657,311.0847,0
4366.405,252.6948,0
4152.617,288.8113,0
4238.335,230.6565,0
4346.371,187.6614,0
4381.856,192.3564,0
4324.2,215.1777,0
4357.513,254.3386,0
4542.559,138.825,0
4209.748,222.6902,0
4437.294,163.7124,0
4294.694,316.6292,0
4316.469,251.5198,0
4461.631,233.9348,0
4206.02,271.1992,0
4552.576,226.2161,0
4211.475,298.1824,0
4524.021,198.0776,0
4469.044,131.991,0
4381.292,160.6785,0
4244.366,282.5527,0
4098.012,241.4857,0
4500.441,226.8247,0
4613.303,144.9934,0
4266.084,316.762,0
4181.506,247.5542,0
4260.852,274.1318,0
4484.045,131.8467,0
4258.272,306.9563,0
4384.276,257.8032,0
4271.427,116.4277,0
4302.087,287.9944,0
4449.813,246.1882,0
4189.215,246.7646,0
4420.257,217.9097,0
4422.449,239.2004,0
4340.649,261.198,0
4690.667,268.3149,0
4618.941,169.813,0
4290.355,198.0105,0
4591.943,131.1008,0
4358.914,224.9385,0
4260.241,145.4128,0
4537.771,163.9617,0
4248.761,225.7576,0
4703.471,204.0718,0
4269.873,261.7256,0
4258.943,237.6726,0
4326.716,202.4358,0
4383.106,299.6577,0
4354.246,226.0723,0
4243.619,208.415,0
4378.26,134.4333,0
4280.803,185.9385,0
4290.128,248.8674,0
4143.238,155.2672,0
4383.756,239.5801,0
4475.684,148.0078,0
4422.983,228.1064,0
4254.185,187.9878,0
4425.451,212.5286,0
4176.618,279.8889,0
4197.276,260.7959,0
4513.401,215.6565,0
4308.49,122.5322,0
4497.873,148.4004,0
4190.522,228.5293,0
4164.415,213.4575,0
4264.71,237.0347,0
4263.837,251.0271,0
4518.36,270.3782,0
4195.129,123.9006,0
4241.149,266.0999,0
4269.989,229.0166,0
4202.179,266.2034,0
4296.459,225.1394,0
4423.772,250.4087,0
4520.771,149.2078,0
4315.515,126.2947,0
4606.506,94.49536,0
4407.006,240.1104,0
4302.866,216.6257,0
4160.227,204.1641,0
4326.773,160.9741,0
4580.038,162.6267,0
4387.05,176.906,0
4437.167,179.542,0
4130.248,243.3834,0
4594.374,176.8206,0
4344.517,178.9814,0
4160.754,178.4219,0
4279.4,257.093,0
4628.48,147.5896,0
4394.536,151.429,0
4325.501,254.9138,0
4410.767,197.1904,0
4440.731,225.147,0
4382.619,221.0383,0
4401.308,203.1594,0
4453.002,224.3396,0
4164.34,284.8311,0
4197.937,165.4758,0
4398.087,183.6274,0
4122.831,295.4219,0
4342.372,265.8821,0
4182.694,266.3789,0
4422.136,186.9106,0
4350.107,229.4751,0
4485.82,188.9709,0
4561.943,89.62842,0
4118.007,190.658,0
4479.294,158.637,0
4307.031,236.3372,0
4276.918,159.5107,0
4288.201,204.6011,0
4344.937,157.0637,0
4458.658,214.5508,0
4276.506,320.7598,0
4572.854,179.3477,0
4323.603,211.9504,0
4422.999,211.9961,0
4400.503,219.1772,0
4462.409,227.0364,0
4571.694,221.9209,0
4159.941,201.9675,0
4200.62,282.6299,0
4362.02,214.145,0
4508.21,160.6245,0
4476.151,185.5085,0
4536.096,145.469,0
4193.963,222.6772,0
4238.074,198.3606,0
4371.865,233.2395,0
4439.745,255.6104,0
4355.137,293.2434,0
4379.51,247.0217,0
4341.368,307.29,0
4573.946,211.4673,0
4332.417,186.0852,0
4469.613,199.4216,0
4539.589,183.1968,0
4240.847,317.0884,0
4437.638,128.0771,0
4353.728,246.1782,0
4225.849,244.9954,0
4432.87,115.9497,0
4448.592,215.4617,0
4365.91,286.7053,0
4175.562,143.0566,0
4586.79,245.4814,0
4368.063,202.7427,0
4264.147,265.0552,0
4472.912,199.2227,0
4309.826,128.8381,0
4128.806,316.0066,0
4243.096,254.9023,0
4480.238,161.6047,0
4187.142,222.2129,0
4597.787,167.0911,0
4545.711,161.3025,0
4533.08,171.8154,0
4446.454,158.2668,0
4254.56,230.0725,0
4440.11,145.8147,0
4183.918,171.2083,0
4303.399,196.8354,0
4098.636,268.6979,0
4112.307,208.4772,0
4491.913,167.7483,0
4383.167,190.4824,0
4382.905,161.5254,0
4411.786,137.5718,0
4159.521,223.9543,0
4342.237,277.062,0
4421.554,164.6809,0
4248.466,336.3796,0
4105.895,246.3228,0
4363.267,199.8401,0
4122.281,284.8479,0
4430.831,148.2041,0
4432.548,220.5969,0
4363.683,160.6604,0
4059.701,281.5419,0
4332.836,138.8357,0
4127.558,263.1892,0
4241.497,281.8108,0
4292.892,201.0562,0
4599.907,184.0322,0
4136.61,234.8618,0
4246.332,206.1597,0
4353.479,202.2,0
4410.253,236.7778,0
4396.779,266.9229,0
4542.798,258.5024,0
4301.655,293.4492,0
4563.21,143.9871,0
4124.1,248.1406,0
4374.703,233.1929,0
4435.883,174.6931,0
4271.007,189.179,0
4584.155,122.9348,0
4372.483,207.0061,0
4523.51,147.0706,0
4566.26,248.7017,0
4720.383,198.7385,0
4287.261,178.7961,0
4549.693,194.8425,0
4260.412,188.7634,0
4448.983,220.4517,0
4402.982,187.1426,0
4319.666,226.575,0
4421.353,209.8533,0
4306.188,198.6648,0
4203.715,216.5151,0
4254.131,224.7729,0
4291.78,178.1289,0
4220.615,185.2449,0
4290.218,277.8811,0
4394.272,340.3911,0
4323.716,127.4729,0
4274.193,242.7168,0
4306.273,194.0981,0
4271.562,218.5081,0
4368.58,189.6948,0
4224.434,200.7361,0
4208.193,129.406,0
4219.504,202.2051,0
4314.519,167.6433,0
4243.117,206.7007,0
4509.949,227.2158,0
4264.812,205.5974,0
4409.174,156.2925,0
4252.497,278.6406,0
4605.862,256.6008,0
4504.22,200.2571,0
4358.234,150.126,0
4249.257,235.4106,0
4403.372,204.9202,0
4230.798,193.2368,0
4446.707,309.1321,0
4433.628,73.81128,0
4334.682,170.5015,0
4398.369,145.0999,0
4419.383,194.7913,0
4311.872,222.144,0
4199.444,231.5933,0
4145.553,243.6697,0
4422.686,263.4475,0
4323.126,313.0076,0
4415.407,161.1001,0
4140.067,229.1917,0
4359.189,226.231,0
4493.097,242.9414,0
4248.771,308.3037,0
4127.682,259.4175,0
4153.798,291.1377,0
4449.921,208.5859,0
4201.79,262.4248,0
4276.538,190.7727,0
4459.588,149.7756,0
4297.352,211.7869,0
4572.609,99.64575,0
4296.143,158.385,0
4104.976,248.2523,0
4313.269,233.2756,0
4290.584,216.135,0
4290.846,267.7007,0
4411.4,190.1528,0
4262.538,218.3525,0
4317.083,213.856,0
4497.539,196.207,0
4441.823,141.1877,0
4413.414,184.7927,0
4690.59,168.9524,0
4406.336,157.8149,0
4551.828,228.0366,0
4108.197,167.1234,0
4151.537,225.9229,0
4314.728,241.7651,0
4451.096,247.5298,0
4278.046,249.0662,0
4271.715,289.4197,0
4090.396,230.7987,0
4399.761,165.1353,0
4263.105,247.3264,0
4256.309,230.1226,0
4253.458,164.6116,0
4416.872,201.0176,0
4129.019,275.9597,0
4218.111,210.78,0
4636.262,129.9646,0
4172.038,237.7712,0
4341.451,182.728,0
4106.081,245.8422,0
4581.748,166.2502,0
4258.107,251.3103,0
4699.198,187.208,0
4334.282,234.5955,0
4492.44,147.1824,0
4368.884,190.082,0
4332.681,188.8408,0
4224.667,190.9065,0
4388.757,214.938,0
4320.117,261.1877,0
4446.933,175.7849,0
4271.413,207.5247,0
4260.586,254.4775,0
4386.881,239.832,0
4274.6,193.0161,0
4285.311,229.1499,0
4353.056,222.5566,0
4155.402,228.7571,0
4187.265,229.2483,0
4571.088,251.9319,0
4289.201,211.0503,0
4244.17,258.4556,0
4251.179,234.5684,0
4266.739,158.937,0
4525.062,139.3599,0
4347.208,169.9807,0
4279.086,220.3401,0
4243.63,324.3911,0
4296.208,279.3179,0
4212.726,257.7668,0
4283.962,227.449,0
4088.321,293.5734,0
4222.667,202.4971,0
4331.968,192.7085,0
4164.956,204.1353,0
4272.616,262.4014,0
4278.421,142.0339,0
4331.008,176.2246,0
4224.118,279.3018,0
4606.993,114.3398,0
4254.21,218.1655,0
4281.514,205.9854,0
4057.801,279.0521,0
4151.633,248.6953,0
4271.289,174.9363,0
4636.285,155.4915,0
4414.911,148.949,0
4294.114,236.0994,0
4320.109,237.189,0
4389.493,206.4495,0
4335.185,237.9385,0
4343.403,162.9636,0
4273.59,179.3135,0
4463.113,149.6182,0
4610.518,141.3547,0
4257.042,323.2563,0
4382.643,192.814,0
4341.34,143.1824,0
4423.292,259.147,0
4386.74,126.6509,0
4215.593,231.7625,0
4557.644,181.3914,0
4185.208,268.0745,0
4294.197,222.3489,0
4196.232,249.9116,0
4376.673,156.5852,0
4314.16,258.4849,0
4417.967,240.147,0
4345.679,178.8423,0
4355.225,180.4326,0
4662.062,141.7422,0
4250.346,292.8445,0
4327.767,161.4089,0
4288.656,223.2925,0
4644.904,66.82349,0
4422.536,195.448,0
4231.851,219.2913,0
4186.49,241.8625,0
4266.552,159.4583,0
4502.038,236.2173,0
4263.252,193.3181,0
4452.576,186.0957,0
4279.708,185.2827,0
4218.884,268.127,0
4339.353,197.5669,0
4146.146,257.1221,0
4369.701,151.939,0
4216.023,266.3723,0
4465.596,178.1467,0
4236.679,197.6121,0
