Target Value of 0 = negative
Target Value of 1 = positive
Target Value of u = unclassified (Advanced Classification Mode)

Ch1Amplitude,Ch2Amplitude,1
4355.847,102.708,0
4118.128,163.1775,0
4130.64,238.8616,0
4242.331,164.1165,0
4145.625,182.3867,0
4393.454,275.5637,0
4324.671,267.5281,0
4203.9,226.6919,0
4259.522,214.6572,0
4244.517,239.9971,0
4122.062,283.5535,0
4147.96,149.2826,0
4175.105,292.5962,0
4008.675,231.8287,0
4363.78,250.5925,0
4224.7,236.9089,0
4425.906,123.8452,0
4062.856,164.479,0
4209.837,204.4197,0
4188.264,191.6223,0
4379.342,181.436,0
4330.333,185.6443,0
4068.497,225.7247,0
4188.786,234.3831,0
4291.193,142.2722,0
4280.779,262.3862,0
4200.616,238.5254,0
4367.254,189.168,0
4334.396,138.9861,0
4374.551,203.1423,0
4526.22,170.333,0
4194.75,201.4668,0
4218.23,94.19312,0
4136.14,257.2148,0
4428.615,132.3093,0
4094.314,234.7142,0
4363.311,231.3855,0
4489.568,138.8889,0
4378.372,205.6306,0
4175.201,291.3691,0
4277.298,202.2085,0
4143.084,221.9905,0
4110.447,260.8628,0
4376.295,233.1182,0
3925.531,234.3445,0
4423.935,214.8616,0
4027.535,282.3646,0
4042.575,266.6062,0
4293.37,194.9475,0
4222.434,172.6399,0
4177.927,164.1055,0
4376.803,171.0442,0
4210.445,193.6174,0
4148.705,195.8574,0
4067.312,213.1505,0
4209.157,177.1858,0
4169.745,225.7905,0
4290.938,216.6228,0
4069.161,257.8818,0
4191.399,350.4004,0
4428.025,161.0461,0
4115.12,190.9426,0
4229.035,196.5552,0
4199.534,201.3386,0
4229.248,144.9517,0
4168.034,304.0908,0
4220.965,189.2488,0
4166.259,210.5669,0
4265.355,204.4949,0
4196.541,245.5527,0
4248.135,270.1511,0
4049.826,231.8416,0
4041.811,293.9409,0
4318.359,212.3333,0
4355.043,149.582,0
4226.72,249.2078,0
4182.407,240.741,0
4152.648,275.124,0
4300.236,161.417,0
4210.887,190.2124,0
4202.001,161.6206,0
4058.745,241.1002,0
4357.291,179.4138,0
4423.349,110.8167,0
4122.54,175.7594,0
4343.742,134.1228,0
4137.551,215.8948,0
4027.031,154.9359,0
4120.369,195.5734,0
4339.88,93.62183,0
4508.649,113.6692,0
4426.251,130.6941,0
4174.538,155.739,0
4332.167,213.3267,0
4150.921,165.207,0
4211.186,125.7568,0
4085.819,271.0503,0
4258.168,197.825,0
4309.241,153.4475,0
4099.646,232.8485,0
4410.95,193.3989,0
4361.254,209.3379,0
4282.337,167.9878,0
4118.039,239.937,0
4542.057,190.4502,0
4200.27,194.6152,0
4088.818,209.9268,0
4406.072,132.0112,0
4287.163,195.9473,0
4314.034,188.9048,0
4073.413,217.2753,0
4142.592,195.3513,0
4224.079,234.5298,0
4105.61,224.3318,0
4403.356,149.8547,0
4265.774,249.7981,0
4293.13,237.1282,0
4186.692,286.7473,0
4208.825,242.8254,0
4274.994,184.9192,0
4332.286,183.0203,0
4235.352,183.947,0
4400.302,214.3369,0
4197.512,133.8752,0
4035.825,236.4316,0
4069.338,165.4141,0
4230.611,154.6006,0
4052.224,222.7437,0
4177.612,190.7102,0
4114.704,279.3405,0
4144.886,254.7068,0
4061.512,178.5052,0
4117.994,201.0216,0
4223.863,203.248,0
4180.626,159.7266,0
4122.806,222.9727,0
4253.215,144.0117,0
4420.052,199.4888,0
4320.51,202.8433,0
4278.49,161.6255,0
4333.619,206.282,0
4205.79,168.7749,0
4352.184,154.1077,0
4170.617,200.5945,0
4069.535,234.9722,0
