Target Value of 0 = negative
Target Value of 1 = positive
Target Value of u = unclassified (Advanced Classification Mode)

Ch1Amplitude,Ch2Amplitude,1
4234.788,52.11206,0
4409.826,106.3953,0
4353.074,216.2739,0
4231.51,109.9524,0
4098.071,128.5261,0
4081.118,246.8824,0
4198.808,158.3513,0
4294.022,236.1619,0
4228.219,194.123,0
4167.619,170.7573,0
4099.422,276.671,0
4223.281,151.1194,0
4113.856,159.1112,0
4267.283,219.1118,0
4265.583,227.4773,0
4268.284,138.1145,0
4086.404,247.075,0
4314.337,175.0269,0
4208.432,183.4116,0
4164.591,211.1582,0
4216.275,195.1487,0
4360.371,186.468,0
4181.425,192.9785,0
4268.384,178.8645,0
4151.586,197.0308,0
4108.829,208.5311,0
4319.384,175.6519,0
4178.647,178.0134,0
3943.105,151.6334,0
4374.734,148.6746,0
4229.947,158.5613,0
4061.669,192.8243,0
4177.459,235.0037,0
4019.147,246.7373,0
4089.442,231.6895,0
4267.028,187.9617,0
4237.475,157.6147,0
4295.012,113.0981,0
4391.029,267.1465,0
4108.052,227.1526,0
4316.29,123.8875,0
4428.686,310.8674,0
4465.309,61.8894,0
4361.625,144.0129,0
4102.941,162.6593,0
4206.309,176.7539,0
4348.231,178.5906,0
4430.05,141.77,0
4297.216,177.8022,0
4255.126,199.7576,0
4184.782,191.4609,0
4174.063,163.2065,0
4127.396,188.3153,0
4182.404,123.6433,0
4197.429,201.406,0
4299.449,158.4902,0
4358.433,142.8149,0
4262.266,226.2844,0
4345.667,167.6558,0
4375.427,134.9482,0
4199.021,163.1167,0
4129.388,213.0111,0
4459.692,158.2961,0
4325.996,212.8652,0
4366.057,92.21924,0
4359.529,144.6138,0
4253.674,135.2871,0
4446.711,151.2625,0
4240.237,238.3252,0
4448.718,193.283,0
4189.458,175.678,0
4314.752,107.3652,0
4399.735,129.4724,0
4238.657,131.2883,0
4128.952,184.2141,0
4354.29,144.5232,0
4290.486,281.2844,0
4185.175,247.8213,0
4446.73,95.6333,0
4057.428,179.2238,0
4238.996,148.9436,0
4011.158,221.3605,0
4369.533,256.3313,0
4338.716,213.8091,0
4540.664,210.3865,0
4248.008,112.1995,0
4127.267,212.819,0
4435.615,111.8896,0
4380.232,183.4148,0
4043.625,230.5255,0
4546.328,182.626,0
4297.387,113.1667,0
4066.421,210.849,0
3978.766,268.0922,0
4283.833,210.5364,0
4270.109,228.52,0
4421.093,59.38599,0
4349.365,214.0483,0
4171.441,175.887,0
4186.025,207.0146,0
4354.727,193.0154,0
4417.813,135.0786,0
4105.42,127.2159,0
4300.745,167.1155,0
4258.01,145.7998,0
4252.149,102.9614,0
4294.261,236.6282,0
4349.822,181.9116,0
4226.775,263.0876,0
4451.93,93.49097,0
4187.838,219.1934,0
4143.451,165.634,0
4266.206,206.9185,0
4157.23,220.1216,0
4292.322,198.0349,0
4572.992,211.7825,0
3984.573,199.1072,0
4140.168,159.0198,0
4244.6,126.4258,0
4364.126,154.9336,0
4217.066,155.7402,0
4287.576,81.89624,0
4313.571,113.6814,0
4395.939,200.1008,0
4349.608,233.1277,0
4339.274,153.9414,0
4119.7,230.4175,0
4045.283,183.7913,0
4268.553,160.1414,0
4348.049,160.2817,0
4022.424,276.4783,0
4304.293,127.4404,0
4165.9,184.429,0
4342.644,139.5688,0
4205.74,239.0171,0
4057.556,282.4581,0
4101.669,221.4889,0
4330.63,242.9917,0
4466.043,162.8274,0
4032.558,197.4554,0
4181.562,123.7173,0
4258.068,194.9814,0
4281.551,155.4128,0
4275.415,158.4968,0
4101.152,165.462,0
4095.294,157.223,0
4446.031,217.5237,0
4168.141,185.4316,0
4217.851,123.6636,0
4208.751,157.7749,0
4051.848,244.0786,0
4186.013,165.2844,0
4089.59,242.8125,0
4254.338,253.1382,0
4409.452,122.6594,0
4311.963,183.019,0
4501.194,296.3318,0
4246.961,123.9148,0
4248.339,237.5525,0
4287.199,273.0083,0
4184.672,194.2654,0
4109.959,228.0176,0
4182.853,162.7317,0
4131.74,157.0452,0
4295.764,99.25415,0
4261.734,183.6003,0
4320.011,161.5933,0
4249.387,198.9866,0
4275.264,235.2246,0
4188.922,176.5012,0
4011.261,225.2576,0
4349.87,249.0381,0
4393.202,132.6306,0
4116.92,183.2675,0
4148.525,332.6589,0
4380.955,132.8296,0
4241.395,119.1318,0
4344.292,183.0586,0
4181.525,213.1631,0
4224.215,136.8694,0
4189.445,254.5286,0
4354.027,134.8213,0
4462.689,141.5571,0
4325.422,184.5994,0
4108.074,279.3635,0
4211.408,119.2634,0
4258.724,140.2681,0
4398.253,208.3315,0
4330.821,134.667,0
4184.41,180.3115,0
4251.189,100.1909,0
4360.079,190.7256,0
4241.449,163.2466,0
4164.653,148.6619,0
4303.533,167.7478,0
4290.379,75.71753,0
4473.644,148.9395,0
4347.167,222.6362,0
4482.895,149.2495,0
4166.4,216.8162,0
4451.099,115.2119,0
4078.395,152.9434,0
4049.191,194.8887,0
4147.754,215.6118,0
4218.236,273.2915,0
4052.308,229.0862,0
4372.739,128.2073,0
4422.137,62.28809,0
4044.554,245.4884,0
4179.101,159.7795,0
4225.503,214.9917,0
4112.767,259.9912,0
4202.714,175.0498,0
4286.928,168.2205,0
4005.723,166.3784,0
4306.5,191.321,0
4305.576,188.3823,0
4116.467,221.9899,0
4207.612,186.6636,0
4347.711,115.1594,0
4374.018,238.9543,0
4117.168,240.9882,0
4576.627,145.2656,0
4086.294,195.8143,0
4147.354,225.7756,0
4115.498,203.0718,0
4425.326,153.9373,0
4438.913,183.4446,0
4086.879,168.7739,0
4312.754,132.658,0
4326.107,152.1138,0
4065.615,212.9667,0
4184.224,196.0627,0
4052.914,256.2493,0
4120.104,235.119,0
4283.452,89.80078,0
4147.625,233.8401,0
4221.35,185.2959,0
4220.727,159.5027,0
4213.882,180.2007,0
4082.489,154.3142,0
4472.069,155.7832,0
4365.141,134.0251,0
4117.547,211.6259,0
4396.409,122.4531,0
4253.437,169.7253,0
4466.941,197.0076,0
4024.571,187.7512,0
4087.448,207.0577,0
4212.281,219.3621,0
4225.009,151.6941,0
4102.949,154.1376,0
4117.547,130.4103,0
4253.895,202.3103,0
4283.378,112.1021,0
4440.188,104.8372,0
4332.327,114.606,0
4120.952,162.9999,0
4417.813,200.7024,0
4307.098,138.5815,0
4406.551,170.9497,0
4342.65,198.1375,0
4227.632,263.322,0
4187.657,120.0034,0
4501.715,156.2515,0
4397.815,273.7112,0
4100.055,255.9834,0
4159.098,214.9946,0
4364.308,232.3706,0
4176.628,171.7319,0
4240.909,162.7651,0
4461.23,132.5464,0
4269.853,206.615,0
4268.897,248.8162,0
4355.589,174.5908,0
4265.494,198.4165,0
4341.165,188.6509,0
4430.186,37.65796,0
4262.166,247.6501,0
4278.202,125.2729,0
4242.027,163.6726,0
4167.205,254.5188,0
4456.307,169.8752,0
4080.014,177.5731,0
4121.142,208.1633,0
4411.297,208.77,0
4204.727,219.7708,0
4063.875,226.0715,0
4255.657,239.321,0
4307.822,251.5244,0
4152.429,226.1746,0
4244.661,206.1951,0
4281.39,106.0881,0
4374.077,130.5234,0
4397.111,265.7578,0
3933.083,191.3059,0
4477.677,134.4399,0
4243.588,230.2422,0
4249.614,126.9546,0
4022.357,230.9344,0
4222.431,148.5059,0
4275.051,206.0195,0
4091.304,220.6553,0
4296.053,180.5093,0
4292.821,171.4661,0
4299.701,189.5488,0
4113.66,160.5681,0
4411.827,233.9128,0
3945.24,326.8529,0
4312.493,139.3782,0
4266.32,219.9998,0
4356.655,179.2476,0
4316.515,149.8794,0
4208.047,176.0298,0
4207.933,181.3018,0
4109.714,206.3804,0
4139.646,117.8568,0
4119.132,150.2855,0
4056.409,246.6733,0
4012.721,223.0112,0
4382.791,172.2004,0
