Target Value of 0 = negative
Target Value of 1 = positive
Target Value of u = unclassified (Advanced Classification Mode)

Ch1Amplitude,Ch2Amplitude,Caraur
398.3223,452.2984,0
329.7206,389.7951,0
300.8917,472.853,0
341.3683,416.7548,0
357.7149,413.8096,0
375.6669,427.7946,0
349.0802,463.0772,0
330.3015,396.1426,0
350.441,486.3729,0
322.7723,496.3788,0
355.1904,425.1152,0
344.4177,422.4016,0
301.0395,438.409,0
337.6506,387.0664,0
353.4153,408.6328,0
338.9088,464.3287,0
317.2419,479.9613,0
361.2673,389.5312,0
324.3522,455.7975,0
363.2311,443.5576,0
348.6238,386.8161,0
341.6251,433.1247,0
329.6479,394.8896,0
335.3362,394.1013,0
311.5062,443.8789,0
362.6472,400.8265,0
397.5885,456.3764,0
327.5192,441.8696,0
351.5151,367.1492,0
358.3927,410.0766,0
303.3414,395.016,0
297.8215,412.3831,0
357.5684,382.1221,0
355.2953,424.0688,0
312.8166,395.2263,0
345.8603,477.6774,0
348.0626,388.523,0
397.2383,508.1004,0
366.3482,428.9438,0
338.5963,391.5008,0
328.7524,516.7167,0
357.4346,428.9034,0
350.4159,438.7878,0
346.2914,425.1927,0
365.6764,439.2719,0
322.6679,450.7617,0
370.1401,453.2236,0
357.6553,426.4574,0
292.7771,357.2499,0
343.0942,445.1485,0
374.2504,425.7964,0
370.8792,396.3846,0
349.7573,488.5886,0
300.4623,386.2335,0
321.9464,426.6409,0
355.8482,465.8333,0
311.3628,446.1183,0
362.5861,474.3546,0
316.3608,462.0891,0
368.3746,466.5269,0
317.4906,465.2567,0
319.1904,446.8515,0
383.6345,420.5084,0
324.732,456.998,0
363.5147,388.6871,0
366.7203,450.8976,0
307.3065,445.6361,0
345.8062,439.181,0
326.0056,435.7585,0
356.6721,461.6242,0
339.793,432.4925,0
303.8263,434.6448,0
360.9527,436.4664,0
396.2789,397.8628,0
350.7318,437.5904,0
347.9198,424.7576,0
357.3828,423.8387,0
324.4189,402.2739,0
329.6774,420.6294,0
370.5967,412.3362,0
319.0324,440.561,0
340.6808,415.4591,0
334.3797,454.2776,0
364.6722,371.218,0
361.9714,388.5414,0
363.1633,424.4702,0
343.9225,419.0182,0
293.861,503.8918,0
368.7018,455.5203,0
368.0259,429.1329,0
379.1458,463.8187,0
331.7595,444.5431,0
308.2299,418.0558,0
358.3882,445.5083,0
359.9977,429.1897,0
336.7773,384.2838,0
390.7079,423.2116,0
300.4326,415.8667,0
326.949,452.0038,0
310.4987,384.7312,0
352.4089,415.1703,0
359.3011,415.5474,0
361.3306,388.8713,0
311.1505,351.8519,0
339.286,502.2257,0
346.1716,400.4277,0
349.6812,421.485,0
403.068,416.6269,0
274.0635,452.9359,0
349.7863,461.0661,0
345.9146,418.7815,0
