Target Value of 0 = negative
Target Value of 1 = positive
Target Value of u = unclassified (Advanced Classification Mode)

Ch1Amplitude,Ch2Amplitude,Caraur
368.3703,471.1604,0
364.6791,514.4496,0
406.3167,446.0991,0
369.0622,476.3943,0
366.2521,449.232,0
375.0935,508.4141,0
324.7885,502.5284,0
365.2233,518.1535,0
368.0919,437.2062,0
350.01,486.3204,0
317.6542,482.9254,0
367.2221,450.1213,0
333.679,438.4503,0
359.186,484.4858,0
340.6298,504.9763,0
361.3172,544.3361,0
325.6148,537.8019,0
382.4507,419.1946,0
371.4642,501.7409,0
359.7912,519.4024,0
361.0983,483.2967,0
415.9009,445.0547,0
368.6711,458.6182,0
378.2825,461.1092,0
324.4455,455.7968,0
351.1478,445.611,0
344.6604,483.1503,0
360.6406,505.0097,0
322.3668,501.9716,0
383.2311,521.9633,0
370.2536,478.3876,0
385.9219,447.8066,0
401.0609,491.1957,0
383.976,482.0431,0
361.6591,465.0664,0
385.5752,443.8076,0
288.8223,464.1809,0
395.2383,511.6341,0
384.2893,420.014,0
395.7479,455.5388,0
370.2382,475.9154,0
344.9436,467.3158,0
333.6159,453.1906,0
359.0037,501.8393,0
353.277,521.1865,0
390.0163,443.5462,0
345.9764,485.8149,0
424.4492,455.6195,0
330.5203,523.7083,0
387.1378,412.6837,0
374.1314,444.9207,0
386.2859,500.4756,0
423.8152,428.1186,0
303.6343,541.6344,0
341.7359,480.0356,0
381.3063,493.9924,0
314.1863,492.1946,0
346.4188,451.2129,0
349.8502,414.1082,0
364.188,506.0648,0
353.3669,436.5237,0
394.0399,438.1075,0
353.8897,523.7465,0
376.1607,469.425,0
354.7535,455.8868,0
383.1152,444.5856,0
330.4584,539.2024,0
331.7705,463.489,0
339.5953,514.9697,0
336.3591,431.1867,0
322.9247,480.7921,0
404.0428,524.0011,0
280.9329,508.5879,0
326.1877,463.9644,0
381.0731,458.8232,0
351.1583,446.4265,0
349.8764,458.1069,0
382.5917,428.8018,0
303.7606,484.3803,0
331.1776,482.4229,0
320.056,498.8264,0
356.6061,426.8237,0
357.7671,527.0354,0
355.5256,445.5029,0
387.4127,391.9885,0
346.6808,482.2017,0
371.4157,467.5318,0
384.8816,488.8012,0
337.4937,520.3792,0
373.902,458.608,0
327.7789,507.2262,0
388.5484,460.8476,0
360.0514,499.1389,0
401.737,439.4499,0
349.0486,469.2594,0
