"smplNm","value","spcNm","spA.smplN","cl.f.evl","eval.c1","vlc","eDN.lv1","f2","dd.qlod","mcp_ddPCR_lod","eDN.lv1.l10","eval.c4","smplNm2","dec_lon","dec_lat","smpl.date","spcAbr","smpl.day","smpl.mnt","smpl.yea","qP.cc","dP.cc","latspc3","llatspc3","l10.dP.cc","l10.qP.cc"
"MST1022",0,"Caraur","Caraur.MST1022","white","no Cq","ddPCR",0,0.0225471728962503,0.0958446595718793,3.49066555500031,NA,"white","MST1022",10.3170055555556,56.1547333333333,"2021-05-17","Caraur",17,5,2021,0,0,"C)   Caraur","C",NA,NA
"MST1022",0,"Colper","Colper.MST1022","white","no Cq","ddPCR",0,1.0579731951097,0.0176328865851616,1.05264455080033,NA,"white","MST1022",10.3170055555556,56.1547333333333,"2021-05-17","Colper",17,5,2021,0,0,"D)   Colper","D",NA,NA
"MST1022",0,"Corcas","Corcas.MST1022","white","no Cq","ddPCR",0,1.26214731581735,0.0420715771939118,0.360338948667049,NA,"white","MST1022",10.3170055555556,56.1547333333333,"2021-05-17","Corcas",17,5,2021,0,0,"E)   Corcas","E",NA,NA
"MST1022",0,"Cragig","Cragig.MST1022","white","no Cq","ddPCR",0,0.819268298830287,0.0123110535560807,5.31343579292295,NA,"white","MST1022",10.3170055555556,56.1547333333333,"2021-05-17","Cragig",17,5,2021,0,0,"F)   Cragig","F",NA,NA
"MST1022",0.336547903716564,"Erisin","Erisin.MST1022","white","aaLQ","ddPCR",0.336547903716564,0.364685853592156,0.0548009373867898,1.68553620576858,0.125984529083528,"black","MST1022",10.3170055555556,56.1547333333333,"2021-05-17","Erisin",17,5,2021,0,0.336547903716564,"G)   Erisin","G",0.125984529083528,NA
"MST1022",0,"Hemsan","Hemsan.MST1022","white","no Cq","ddPCR",0,0.631671659618149,0.0105278609936358,0.322470888495446,NA,"white","MST1022",10.3170055555556,56.1547333333333,"2021-05-17","Hemsan",17,5,2021,0,0,"H)   Hemsan","H",NA,NA
"MST1022",0,"Hemtak","Hemtak.MST1022","white","no Cq","ddPCR",0,0.563037107717149,0.0281518553858574,5.6800436973572,NA,"white","MST1022",10.3170055555556,56.1547333333333,"2021-05-17","Hemtak",17,5,2021,0,0,"I)   Hemtak","I",NA,NA
"MST1022",0,"Homame","Homame.MST1022","white","no Cq","ddPCR",0,0.615627075262864,26.1693861679721,0.335798636078835,NA,"white","MST1022",10.3170055555556,56.1547333333333,"2021-05-17","Homame",17,5,2021,0,0,"J)   Homame","J",NA,NA
"MST1022",0,"Karmik","Karmik.MST1022","white","no Cq","ddPCR",0,0.249514042078587,0.0499028084157174,0.409050658345222,NA,"white","MST1022",10.3170055555556,56.1547333333333,"2021-05-17","Karmik",17,5,2021,0,0,"K)   Karmik","K",NA,NA
"MST1022",1.40787899494171,"Mnelei","Mnelei.MST1022","black","aaLQ","ddPCR",1.40787899494171,0.565945481842138,0.00943242469736896,1.45512744784355,0.381634658188137,"black","MST1022",10.3170055555556,56.1547333333333,"2021-05-17","Mnelei",17,5,2021,0,1.40787899494171,"L)   Mnelei","L",0.381634658188137,NA
"MST1022",0,"Myaare","Myaare.MST1022","white","no Cq","ddPCR",0,1.00471092350427,0.0167451820584044,5.1446944475174,NA,"white","MST1022",10.3170055555556,56.1547333333333,"2021-05-17","Myaare",17,5,2021,0,0,"M)   Myaare","M",NA,NA
"MST1022",0,"Oncmyk","Oncmyk.MST1022","white","no Cq","ddPCR",0,0.483938046437317,0.0806563410728862,1.06313988566398,NA,"white","MST1022",10.3170055555556,56.1547333333333,"2021-05-17","Oncmyk",17,5,2021,0,0,"N)   Oncmyk","N",NA,NA
"MST1022",0,"Promin","Promin.MST1022","white","no Cq","ddPCR",0,0.558615680442301,0.01862052268141,0.560731440782545,NA,"white","MST1022",10.3170055555556,56.1547333333333,"2021-05-17","Promin",17,5,2021,0,0,"O)   Promin","O",NA,NA
"MST1022",6141.6162109375,"Psefar","Psefar.MST1022","black","aaLQ","ddPCR",6141.6162109375,0.548095136203483,0.0274047568101742,7.0030003786087,3.78835338156099,"black","MST1022",10.3170055555556,56.1547333333333,"2021-05-17","Psefar",17,5,2021,0,6141.6162109375,"P)   Psefar","P",3.78835338156099,NA
"MST1022",0.292080398648978,"Psever","Psever.MST1022","yellow","aaLQ","ddPCR",0.292080398648978,0.697051909649079,0.0232350636549693,0.447889193892479,0.111289538119785,"black","MST1022",10.3170055555556,56.1547333333333,"2021-05-17","Psever",17,5,2021,0,0.292080398648978,"NA)   Psever",NA,0.111289538119785,NA
"MST1024",0,"Bonham","Bonham.MST1024","white","no Cq","qPCR",0,0.617616142109215,0.0308808071054608,0.602823607623575,NA,"white","MST1024",8.400225,56.6008333333333,"2021-04-15","Bonham",15,4,2021,0,0,"A)   Bonham","A",NA,NA
"MST1024",0,"Calsap","Calsap.MST1024","white","no Cq","qPCR",0,0.63699006851343,0.0106165011418905,6.69409215450285,NA,"white","MST1024",8.400225,56.6008333333333,"2021-04-15","Calsap",15,4,2021,0,0,"B)   Calsap","B",NA,NA
"MST1024",0,"Caraur","Caraur.MST1024","white","no Cq","qPCR",0,0.0225471728962503,0.0958446595718793,3.49066555500031,NA,"white","MST1024",8.400225,56.6008333333333,"2021-04-15","Caraur",15,4,2021,0,0,"C)   Caraur","C",NA,NA
"MST1024",0,"Colper","Colper.MST1024","white","no Cq","qPCR",0,1.0579731951097,0.0176328865851616,1.05264455080033,NA,"white","MST1024",8.400225,56.6008333333333,"2021-04-15","Colper",15,4,2021,0,0,"D)   Colper","D",NA,NA
"MST1024",0,"Corcas","Corcas.MST1024","white","no Cq","qPCR",0,1.26214731581735,0.0420715771939118,0.360338948667049,NA,"white","MST1024",8.400225,56.6008333333333,"2021-04-15","Corcas",15,4,2021,0,0,"E)   Corcas","E",NA,NA
"MST1024",0,"Cragig","Cragig.MST1024","white","no Cq","qPCR",0,0.819268298830287,0.0123110535560807,5.31343579292295,NA,"white","MST1024",8.400225,56.6008333333333,"2021-04-15","Cragig",15,4,2021,0,0,"F)   Cragig","F",NA,NA
"MST1024",0,"Erisin","Erisin.MST1024","white","no Cq","qPCR",0,0.364685853592156,0.0548009373867898,1.68553620576858,NA,"white","MST1024",8.400225,56.6008333333333,"2021-04-15","Erisin",15,4,2021,0,0,"G)   Erisin","G",NA,NA
"MST1024",0,"Hemsan","Hemsan.MST1024","white","no Cq","qPCR",0,0.631671659618149,0.0105278609936358,0.322470888495446,NA,"white","MST1024",8.400225,56.6008333333333,"2021-04-15","Hemsan",15,4,2021,0,0,"H)   Hemsan","H",NA,NA
"MST1024",0,"Hemtak","Hemtak.MST1024","white","no Cq","qPCR",0,0.563037107717149,0.0281518553858574,5.6800436973572,NA,"white","MST1024",8.400225,56.6008333333333,"2021-04-15","Hemtak",15,4,2021,0,0,"I)   Hemtak","I",NA,NA
"MST1024",0,"Homame","Homame.MST1024","white","no Cq","qPCR",0,0.615627075262864,26.1693861679721,0.335798636078835,NA,"white","MST1024",8.400225,56.6008333333333,"2021-04-15","Homame",15,4,2021,0,0,"J)   Homame","J",NA,NA
"MST1024",0,"Karmik","Karmik.MST1024","white","no Cq","qPCR",0,0.249514042078587,0.0499028084157174,0.409050658345222,NA,"white","MST1024",8.400225,56.6008333333333,"2021-04-15","Karmik",15,4,2021,0,0,"K)   Karmik","K",NA,NA
"MST1024",0,"Mnelei","Mnelei.MST1024","white","no Cq","qPCR",0,0.565945481842138,0.00943242469736896,1.45512744784355,NA,"white","MST1024",8.400225,56.6008333333333,"2021-04-15","Mnelei",15,4,2021,0,0,"L)   Mnelei","L",NA,NA
"MST1024",0,"Myaare","Myaare.MST1024","white","no Cq","qPCR",0,1.00471092350427,0.0167451820584044,5.1446944475174,NA,"white","MST1024",8.400225,56.6008333333333,"2021-04-15","Myaare",15,4,2021,0,0,"M)   Myaare","M",NA,NA
"MST1024",0,"Oncmyk","Oncmyk.MST1024","white","no Cq","qPCR",0,0.483938046437317,0.0806563410728862,1.06313988566398,NA,"white","MST1024",8.400225,56.6008333333333,"2021-04-15","Oncmyk",15,4,2021,0,0,"N)   Oncmyk","N",NA,NA
"MST1024",0,"Promin","Promin.MST1024","white","no Cq","qPCR",0,0.558615680442301,0.01862052268141,0.560731440782545,NA,"white","MST1024",8.400225,56.6008333333333,"2021-04-15","Promin",15,4,2021,0,0,"O)   Promin","O",NA,NA
"MST1024",1.49386374345238,"Psefar","Psefar.MST1024","black","aaLQ","qPCR",1.49386374345238,0.548095136203483,0.0274047568101742,7.0030003786087,0.396872721362532,"black","MST1024",8.400225,56.6008333333333,"2021-04-15","Psefar",15,4,2021,1.49386374345238,0,"P)   Psefar","P",NA,0.396872721362532
"MST1024",71.2077250812625,"Psever","Psever.MST1024","black","aaLQ","qPCR",71.2077250812625,0.697051909649079,0.0232350636549693,0.447889193892479,1.85858366267621,"black","MST1024",8.400225,56.6008333333333,"2021-04-15","Psever",15,4,2021,71.2077250812625,0,"NA)   Psever",NA,NA,1.85858366267621
"MST1024",0,"Bonham","Bonham.MST1024","white","no Cq","ddPCR",0,0.617616142109215,0.0308808071054608,0.602823607623575,NA,"white","MST1024",8.400225,56.6008333333333,"2021-04-15","Bonham",15,4,2021,0,0,"A)   Bonham","A",NA,NA
"MST1024",0,"Calsap","Calsap.MST1024","white","no Cq","ddPCR",0,0.63699006851343,0.0106165011418905,6.69409215450285,NA,"white","MST1024",8.400225,56.6008333333333,"2021-04-15","Calsap",15,4,2021,0,0,"B)   Calsap","B",NA,NA
"MST1024",0,"Caraur","Caraur.MST1024","white","no Cq","ddPCR",0,0.0225471728962503,0.0958446595718793,3.49066555500031,NA,"white","MST1024",8.400225,56.6008333333333,"2021-04-15","Caraur",15,4,2021,0,0,"C)   Caraur","C",NA,NA
"MST1024",0,"Colper","Colper.MST1024","white","no Cq","ddPCR",0,1.0579731951097,0.0176328865851616,1.05264455080033,NA,"white","MST1024",8.400225,56.6008333333333,"2021-04-15","Colper",15,4,2021,0,0,"D)   Colper","D",NA,NA
"MST1024",0,"Corcas","Corcas.MST1024","white","no Cq","ddPCR",0,1.26214731581735,0.0420715771939118,0.360338948667049,NA,"white","MST1024",8.400225,56.6008333333333,"2021-04-15","Corcas",15,4,2021,0,0,"E)   Corcas","E",NA,NA
"MST1024",0,"Cragig","Cragig.MST1024","white","no Cq","ddPCR",0,0.819268298830287,0.0123110535560807,5.31343579292295,NA,"white","MST1024",8.400225,56.6008333333333,"2021-04-15","Cragig",15,4,2021,0,0,"F)   Cragig","F",NA,NA
"MST1024",0.361712723970413,"Erisin","Erisin.MST1024","white","aaLQ","ddPCR",0.361712723970413,0.364685853592156,0.0548009373867898,1.68553620576858,0.134085495569525,"black","MST1024",8.400225,56.6008333333333,"2021-04-15","Erisin",15,4,2021,0,0.361712723970413,"G)   Erisin","G",0.134085495569525,NA
"MST1024",0,"Hemsan","Hemsan.MST1024","white","no Cq","ddPCR",0,0.631671659618149,0.0105278609936358,0.322470888495446,NA,"white","MST1024",8.400225,56.6008333333333,"2021-04-15","Hemsan",15,4,2021,0,0,"H)   Hemsan","H",NA,NA
"MST1024",0,"Hemtak","Hemtak.MST1024","white","no Cq","ddPCR",0,0.563037107717149,0.0281518553858574,5.6800436973572,NA,"white","MST1024",8.400225,56.6008333333333,"2021-04-15","Hemtak",15,4,2021,0,0,"I)   Hemtak","I",NA,NA
"MST1024",0,"Homame","Homame.MST1024","white","no Cq","ddPCR",0,0.615627075262864,26.1693861679721,0.335798636078835,NA,"white","MST1024",8.400225,56.6008333333333,"2021-04-15","Homame",15,4,2021,0,0,"J)   Homame","J",NA,NA
"MST1024",0,"Karmik","Karmik.MST1024","white","no Cq","ddPCR",0,0.249514042078587,0.0499028084157174,0.409050658345222,NA,"white","MST1024",8.400225,56.6008333333333,"2021-04-15","Karmik",15,4,2021,0,0,"K)   Karmik","K",NA,NA
"MST1024",0,"Mnelei","Mnelei.MST1024","white","no Cq","ddPCR",0,0.565945481842138,0.00943242469736896,1.45512744784355,NA,"white","MST1024",8.400225,56.6008333333333,"2021-04-15","Mnelei",15,4,2021,0,0,"L)   Mnelei","L",NA,NA
"MST1024",0,"Myaare","Myaare.MST1024","white","no Cq","ddPCR",0,1.00471092350427,0.0167451820584044,5.1446944475174,NA,"white","MST1024",8.400225,56.6008333333333,"2021-04-15","Myaare",15,4,2021,0,0,"M)   Myaare","M",NA,NA
"MST1024",0,"Oncmyk","Oncmyk.MST1024","white","no Cq","ddPCR",0,0.483938046437317,0.0806563410728862,1.06313988566398,NA,"white","MST1024",8.400225,56.6008333333333,"2021-04-15","Oncmyk",15,4,2021,0,0,"N)   Oncmyk","N",NA,NA
"MST1024",0,"Promin","Promin.MST1024","white","no Cq","ddPCR",0,0.558615680442301,0.01862052268141,0.560731440782545,NA,"white","MST1024",8.400225,56.6008333333333,"2021-04-15","Promin",15,4,2021,0,0,"O)   Promin","O",NA,NA
"MST1024",6.52507305145265,"Psefar","Psefar.MST1024","black","aaLQ","ddPCR",6.52507305145265,0.548095136203483,0.0274047568101742,7.0030003786087,0.876510720304258,"black","MST1024",8.400225,56.6008333333333,"2021-04-15","Psefar",15,4,2021,0,6.52507305145265,"P)   Psefar","P",0.876510720304258,NA
"MST1024",117.640447616577,"Psever","Psever.MST1024","black","aaLQ","ddPCR",117.640447616577,0.697051909649079,0.0232350636549693,0.447889193892479,2.07423277656586,"black","MST1024",8.400225,56.6008333333333,"2021-04-15","Psever",15,4,2021,0,117.640447616577,"NA)   Psever",NA,2.07423277656586,NA
"MST1027",0,"Bonham","Bonham.MST1027","white","no Cq","qPCR",0,0.617616142109215,0.0308808071054608,0.602823607623575,NA,"white","MST1027",10.3685111111111,55.0262,"2021-03-19","Bonham",19,3,2021,0,0,"A)   Bonham","A",NA,NA
"MST1027",0,"Calsap","Calsap.MST1027","white","no Cq","qPCR",0,0.63699006851343,0.0106165011418905,6.69409215450285,NA,"white","MST1027",10.3685111111111,55.0262,"2021-03-19","Calsap",19,3,2021,0,0,"B)   Calsap","B",NA,NA
"MST1027",0,"Caraur","Caraur.MST1027","white","no Cq","qPCR",0,0.0225471728962503,0.0958446595718793,3.49066555500031,NA,"white","MST1027",10.3685111111111,55.0262,"2021-03-19","Caraur",19,3,2021,0,0,"C)   Caraur","C",NA,NA
"MST1027",0,"Colper","Colper.MST1027","white","no Cq","qPCR",0,1.0579731951097,0.0176328865851616,1.05264455080033,NA,"white","MST1027",10.3685111111111,55.0262,"2021-03-19","Colper",19,3,2021,0,0,"D)   Colper","D",NA,NA
"MST1027",0,"Corcas","Corcas.MST1027","white","no Cq","qPCR",0,1.26214731581735,0.0420715771939118,0.360338948667049,NA,"white","MST1027",10.3685111111111,55.0262,"2021-03-19","Corcas",19,3,2021,0,0,"E)   Corcas","E",NA,NA
"MST1027",0,"Cragig","Cragig.MST1027","white","no Cq","qPCR",0,0.819268298830287,0.0123110535560807,5.31343579292295,NA,"white","MST1027",10.3685111111111,55.0262,"2021-03-19","Cragig",19,3,2021,0,0,"F)   Cragig","F",NA,NA
"MST1027",0,"Erisin","Erisin.MST1027","white","no Cq","qPCR",0,0.364685853592156,0.0548009373867898,1.68553620576858,NA,"white","MST1027",10.3685111111111,55.0262,"2021-03-19","Erisin",19,3,2021,0,0,"G)   Erisin","G",NA,NA
"MST1027",0.0589033822593924,"Hemsan","Hemsan.MST1027","yellow","bLD","qPCR",0.0589033822593924,0.631671659618149,0.0105278609936358,0.322470888495446,0.0248563354938408,"yellow","MST1027",10.3685111111111,55.0262,"2021-03-19","Hemsan",19,3,2021,0.0589033822593924,0,"H)   Hemsan","H",NA,0.0248563354938408
"MST1027",0,"Hemtak","Hemtak.MST1027","white","no Cq","qPCR",0,0.563037107717149,0.0281518553858574,5.6800436973572,NA,"white","MST1027",10.3685111111111,55.0262,"2021-03-19","Hemtak",19,3,2021,0,0,"I)   Hemtak","I",NA,NA
"MST1027",0,"Homame","Homame.MST1027","white","no Cq","qPCR",0,0.615627075262864,26.1693861679721,0.335798636078835,NA,"white","MST1027",10.3685111111111,55.0262,"2021-03-19","Homame",19,3,2021,0,0,"J)   Homame","J",NA,NA
"MST1027",0,"Karmik","Karmik.MST1027","white","no Cq","qPCR",0,0.249514042078587,0.0499028084157174,0.409050658345222,NA,"white","MST1027",10.3685111111111,55.0262,"2021-03-19","Karmik",19,3,2021,0,0,"K)   Karmik","K",NA,NA
"MST1027",0.270238967579621,"Mnelei","Mnelei.MST1027","yellow","bLD","qPCR",0.270238967579621,0.565945481842138,0.00943242469736896,1.45512744784355,0.103885431616106,"yellow","MST1027",10.3685111111111,55.0262,"2021-03-19","Mnelei",19,3,2021,0.270238967579621,0,"L)   Mnelei","L",NA,0.103885431616106
"MST1027",0.0636651821860537,"Myaare","Myaare.MST1027","orange","aLDbLQ","qPCR",0.0636651821860537,1.00471092350427,0.0167451820584044,5.1446944475174,0.0268049433608534,"orange","MST1027",10.3685111111111,55.0262,"2021-03-19","Myaare",19,3,2021,0.0636651821860537,0,"M)   Myaare","M",NA,0.0268049433608534
"MST1027",0,"Oncmyk","Oncmyk.MST1027","white","no Cq","qPCR",0,0.483938046437317,0.0806563410728862,1.06313988566398,NA,"white","MST1027",10.3685111111111,55.0262,"2021-03-19","Oncmyk",19,3,2021,0,0,"N)   Oncmyk","N",NA,NA
"MST1027",0,"Promin","Promin.MST1027","white","no Cq","qPCR",0,0.558615680442301,0.01862052268141,0.560731440782545,NA,"white","MST1027",10.3685111111111,55.0262,"2021-03-19","Promin",19,3,2021,0,0,"O)   Promin","O",NA,NA
"MST1027",1.63210551669482,"Psefar","Psefar.MST1027","black","aaLQ","qPCR",1.63210551669482,0.548095136203483,0.0274047568101742,7.0030003786087,0.420303295428151,"black","MST1027",10.3685111111111,55.0262,"2021-03-19","Psefar",19,3,2021,1.63210551669482,0,"P)   Psefar","P",NA,0.420303295428151
"MST1027",0,"Psever","Psever.MST1027","white","no Cq","qPCR",0,0.697051909649079,0.0232350636549693,0.447889193892479,NA,"white","MST1027",10.3685111111111,55.0262,"2021-03-19","Psever",19,3,2021,0,0,"NA)   Psever",NA,NA,NA
"MST1027",0,"Bonham","Bonham.MST1027","white","no Cq","ddPCR",0,0.617616142109215,0.0308808071054608,0.602823607623575,NA,"white","MST1027",10.3685111111111,55.0262,"2021-03-19","Bonham",19,3,2021,0,0,"A)   Bonham","A",NA,NA
"MST1027",0,"Calsap","Calsap.MST1027","white","no Cq","ddPCR",0,0.63699006851343,0.0106165011418905,6.69409215450285,NA,"white","MST1027",10.3685111111111,55.0262,"2021-03-19","Calsap",19,3,2021,0,0,"B)   Calsap","B",NA,NA
"MST1027",0,"Caraur","Caraur.MST1027","white","no Cq","ddPCR",0,0.0225471728962503,0.0958446595718793,3.49066555500031,NA,"white","MST1027",10.3685111111111,55.0262,"2021-03-19","Caraur",19,3,2021,0,0,"C)   Caraur","C",NA,NA
"MST1027",0,"Colper","Colper.MST1027","white","no Cq","ddPCR",0,1.0579731951097,0.0176328865851616,1.05264455080033,NA,"white","MST1027",10.3685111111111,55.0262,"2021-03-19","Colper",19,3,2021,0,0,"D)   Colper","D",NA,NA
"MST1027",0,"Corcas","Corcas.MST1027","white","no Cq","ddPCR",0,1.26214731581735,0.0420715771939118,0.360338948667049,NA,"white","MST1027",10.3685111111111,55.0262,"2021-03-19","Corcas",19,3,2021,0,0,"E)   Corcas","E",NA,NA
"MST1027",0,"Cragig","Cragig.MST1027","white","no Cq","ddPCR",0,0.819268298830287,0.0123110535560807,5.31343579292295,NA,"white","MST1027",10.3685111111111,55.0262,"2021-03-19","Cragig",19,3,2021,0,0,"F)   Cragig","F",NA,NA
"MST1027",1.76594197750092,"Erisin","Erisin.MST1027","white","aaLQ","ddPCR",1.76594197750092,0.364685853592156,0.0548009373867898,1.68553620576858,0.441843065464007,"black","MST1027",10.3685111111111,55.0262,"2021-03-19","Erisin",19,3,2021,0,1.76594197750092,"G)   Erisin","G",0.441843065464007,NA
"MST1027",0,"Hemsan","Hemsan.MST1027","yellow","no Cq","ddPCR",0,0.631671659618149,0.0105278609936358,0.322470888495446,NA,"white","MST1027",10.3685111111111,55.0262,"2021-03-19","Hemsan",19,3,2021,0,0,"H)   Hemsan","H",NA,NA
"MST1027",0,"Hemtak","Hemtak.MST1027","white","no Cq","ddPCR",0,0.563037107717149,0.0281518553858574,5.6800436973572,NA,"white","MST1027",10.3685111111111,55.0262,"2021-03-19","Hemtak",19,3,2021,0,0,"I)   Hemtak","I",NA,NA
"MST1027",0,"Homame","Homame.MST1027","white","no Cq","ddPCR",0,0.615627075262864,26.1693861679721,0.335798636078835,NA,"white","MST1027",10.3685111111111,55.0262,"2021-03-19","Homame",19,3,2021,0,0,"J)   Homame","J",NA,NA
"MST1027",0,"Karmik","Karmik.MST1027","white","no Cq","ddPCR",0,0.249514042078587,0.0499028084157174,0.409050658345222,NA,"white","MST1027",10.3685111111111,55.0262,"2021-03-19","Karmik",19,3,2021,0,0,"K)   Karmik","K",NA,NA
"MST1027",0.335396602749825,"Mnelei","Mnelei.MST1027","yellow","aaLQ","ddPCR",0.335396602749825,0.565945481842138,0.00943242469736896,1.45512744784355,0.125610267053311,"black","MST1027",10.3685111111111,55.0262,"2021-03-19","Mnelei",19,3,2021,0,0.335396602749825,"L)   Mnelei","L",0.125610267053311,NA
"MST1027",0.323820039629936,"Myaare","Myaare.MST1027","orange","aaLQ","ddPCR",0.323820039629936,1.00471092350427,0.0167451820584044,5.1446944475174,0.121828951034424,"black","MST1027",10.3685111111111,55.0262,"2021-03-19","Myaare",19,3,2021,0,0.323820039629936,"M)   Myaare","M",0.121828951034424,NA
"MST1027",0,"Oncmyk","Oncmyk.MST1027","white","no Cq","ddPCR",0,0.483938046437317,0.0806563410728862,1.06313988566398,NA,"white","MST1027",10.3685111111111,55.0262,"2021-03-19","Oncmyk",19,3,2021,0,0,"N)   Oncmyk","N",NA,NA
"MST1027",0,"Promin","Promin.MST1027","white","no Cq","ddPCR",0,0.558615680442301,0.01862052268141,0.560731440782545,NA,"white","MST1027",10.3685111111111,55.0262,"2021-03-19","Promin",19,3,2021,0,0,"O)   Promin","O",NA,NA
