Target Value of 0 = negative
Target Value of 1 = positive
Target Value of u = unclassified (Advanced Classification Mode)

Ch1Amplitude,Ch2Amplitude,Colper
1263.294,442.4706,0
1304.706,400.7961,0
1306.183,495.2766,0
1250.307,370.2881,0
1267.205,400.8171,0
1263.399,405.6891,0
1246.454,425.6589,0
1274.323,429.4974,0
1192.712,402.4646,0
1237.782,407.3829,0
1259.037,431.5155,0
1291.342,326.0807,0
1236.741,347.9615,0
1258.613,327.8285,0
1248.47,408.5856,0
1241.204,423.0882,0
1259.318,394.4669,0
1285.756,422.1776,0
1307.387,417.097,0
1207.295,360.9322,0
1250.286,443.9572,0
1250.049,429.3252,0
1175.663,375.6245,0
1194.989,384.5233,0
1215.007,369.9343,0
1249.245,452.6088,0
1237.328,468.7541,0
1307.453,357.9345,0
1224.733,475.7599,0
1153.591,343.2153,0
1152.967,318.4733,0
1300.802,421.8428,0
1225.171,415.6114,0
1264.13,380.6345,0
1184.462,373.5025,0
1335.106,409.0997,0
1221.25,337.6964,0
1322.875,414.5486,0
1264.553,426.004,0
1329.085,369.1804,0
1197.323,380.3947,0
1311.139,438.5776,0
1336.927,352.4426,0
1327.275,352.4062,0
1155.735,345.1091,0
1268.33,386.2725,0
1277.723,396.9135,0
1246.974,433.5638,0
1251.999,390.3668,0
1295.419,399.8748,0
1246.46,406.351,0
1295.284,402.9401,0
1275.786,345.069,0
1256.305,359.0273,0
1283.76,355.532,0
1251.464,392.6765,0
1269.088,394.9124,0
1259.023,414.2759,0
1260.512,399.0181,0
1243.068,433.3168,0
1253.202,364.4405,0
1246.3,397.8655,0
1291.597,376.536,0
1256.479,431.3226,0
1254.927,394.9363,0
1243.717,419.619,0
1212.172,424.7725,0
1277.86,425.1525,0
1235.712,401.1047,0
1282.092,420.5905,0
1278.994,437.3489,0
1200.643,425.7087,0
1184.584,443.4972,0
1280.542,447.967,0
1273.935,428.5667,0
1210.383,412.0714,0
1239.311,471.5179,0
1209.077,408.5773,0
1199.891,416.3304,0
1251.548,361.4915,0
1196.133,416.6144,0
1317.384,378.3616,0
1265.083,391.671,0
1286.972,323.382,0
1238.606,443.3469,0
1279.163,354.7955,0
1216.244,400.875,0
1285.899,385.2528,0
1235.719,330.5725,0
1130.589,398.4616,0
1224.764,368.7418,0
1152.431,351.9168,0
1258.705,347.2009,0
1215.399,448.7039,0
1270.831,421.5922,0
1218.445,452.0667,0
1266.588,393.3875,0
1164.317,393.5455,0
1346.785,349.5163,0
1258.153,408.1364,0
1250.85,405.3396,0
1277.161,388.6227,0
1302.859,389.0118,0
1241.148,492.985,0
1255.49,369.0391,0
1208.753,389.803,0
1308.611,394.1429,0
1281.263,365.2711,0
1265.926,404.6694,0
1309.127,430.364,0
1249.027,476.8447,0
1234.959,372.3114,0
1190.291,472.6417,0
1237.287,419.7133,0
1311.641,336.6431,0
1300.912,438.874,0
1303.516,428.1284,0
1234.252,464.7019,0
1232.437,402.4387,0
1243.732,373.4182,0
1270.798,393.3826,0
1296.649,440.1337,0
1245.631,403.0335,0
1283.84,322.8485,0
1232.755,469.8758,0
1254.617,443.2784,0
1294.739,461.0059,0
1258.895,386.3503,0
1274.966,365.9915,0
1261.811,370.2493,0
1261.893,410.0021,0
1267.566,452.6049,0
1213.128,526.5874,0
1327.616,408.4899,0
1248.139,420.1362,0
1218.1,464.0017,0
1276.831,474.4479,0
1157.265,297.1582,0
1229.618,393.5554,0
1195.887,361.7584,0
1231.327,460.1668,0
1177.974,352.5495,0
1315.958,314.488,0
1250.744,389.8962,0
1222.844,368.5096,0
1287.908,371.5789,0
1226.128,384.4767,0
1214.731,397.3067,0
1229.622,428.5515,0
1271.247,352.959,0
1198.121,386.356,0
1214.782,437.1116,0
1204.331,437.9788,0
1310.562,420.4117,0
1195.266,387.4874,0
1210.175,420.4337,0
1269.23,442.0417,0
1195.093,332.1354,0
1279.999,364.7505,0
1258.976,409.0737,0
1269.017,425.7775,0
1316.248,362.7844,0
1205.861,411.6307,0
1275.495,387.7982,0
