Target Value of 0 = negative
Target Value of 1 = positive
Target Value of u = unclassified (Advanced Classification Mode)

Ch1Amplitude,Ch2Amplitude,Colper
1347.035,395.4833,0
1222.757,327.7449,0
1280.84,439.3939,0
1294.473,451.043,0
1236.373,402.9352,0
1318.125,459.7166,0
1303.019,375.9396,0
1255.005,434.2752,0
1279.284,445.1114,0
1194.92,340.7411,0
1348.8,423.4763,0
1223.213,448.952,0
1250.779,410.9896,0
1242.772,378.5651,0
1273.875,406.0953,0
1282.358,383.8513,0
1221.289,354.5999,0
1309.511,380.5207,0
1258.161,447.8051,0
1269.186,422.8485,0
1207.347,364.8784,0
1216.66,347.8364,0
1291.449,427.2815,0
1312.224,509.7917,0
1295.977,373.1591,0
1301.204,388.7183,0
1273.904,423.8554,0
1317.237,423.1614,0
1290.778,418.0776,0
1234.868,350.1029,0
1256.014,399.9906,0
1251.223,340.8105,0
1262.986,424.2609,0
1285.835,402.4648,0
1303.5,430.6702,0
1287.636,474.7399,0
1226.06,457.8963,0
1270.284,362.3904,0
1295.594,387.3717,0
1265.263,344.718,0
1232.754,408.0947,0
1289.065,347.9061,0
1301.502,330.3473,0
1310.237,412.3239,0
1311.633,451.2245,0
1230.93,447.9603,0
1201.868,355.1746,0
1182.041,337.9878,0
1306.163,427.0071,0
1278.68,407.6371,0
1278.342,428.8545,0
1271.471,370.8246,0
1289.397,404.0861,0
1321.302,398.6875,0
1280.204,333.9423,0
1227.438,389.2549,0
1256.779,442.1765,0
1304.47,374.4277,0
1282.247,435.4637,0
1223.036,395.8837,0
1248.369,453.2888,0
1337.217,367.6298,0
1299.174,467.34,0
1321.9,447.9579,0
1249.027,508.0355,0
1226.771,454.7,0
1206.948,383.3834,0
1314.386,450.8245,0
1186.796,376.8209,0
1253.007,388.7123,0
1318.552,407.1694,0
1310.032,438.7988,0
1258.602,447.9667,0
1337.492,364.6917,0
1265.571,451.8976,0
1288.99,372.3601,0
1357.438,351.6386,0
1241.815,407.6778,0
1213.002,444.9956,0
1276.378,327.2421,0
1279.113,412.8341,0
1336.407,333.9598,0
1330.223,390.3641,0
1220.218,366.9834,0
1181.634,435.5068,0
1273.749,423.5705,0
1298.169,400.9716,0
1273.362,383.9883,0
1199.319,364.9973,0
1340.079,385.9295,0
1194.886,377.7411,0
1294.299,405.6118,0
1312.181,428.7858,0
1330.581,416.5116,0
1238.059,374.3012,0
1245.703,409.519,0
1252.278,465.7999,0
1196.038,344.4162,0
1209.802,477.9225,0
1291.655,454.4282,0
1257.437,453.1533,0
1199.731,283.6851,0
1306.676,401.7299,0
1308.164,435.8553,0
1162.285,439.7863,0
1235.278,419.3729,0
1299.935,424.7105,0
1289.186,368.5081,0
1289.567,449.2587,0
1172.378,343.8849,0
