Target Value of 0 = negative
Target Value of 1 = positive
Target Value of u = unclassified (Advanced Classification Mode)

Ch1Amplitude,Ch2Amplitude,Colper
1162.502,346.2926,0
1260.49,416.8585,0
1184.72,372.4072,0
1102.351,339.9568,0
1170.832,376.0975,0
1255.179,439.4633,0
1280.478,419.829,0
1294.501,435.1206,0
1076.793,319.5208,0
1329.388,399.0046,0
1078.243,383.7103,0
1170.615,377.1551,0
1151.294,328.0984,0
1115.697,252.0034,0
1066.087,317.9128,0
1228.995,332.8614,0
1266.419,386.9101,0
1203.812,316.8497,0
1284.158,359.4625,0
1345.98,426.8841,0
1148.387,289.2588,0
1158.291,397.0376,0
1213.078,415.0239,0
1214.484,432.8741,0
1121.036,309.3508,0
1258.494,345.3885,0
1159.497,312.0432,0
1212.916,387.2252,0
1237.89,406.7257,0
1138.703,367.5989,0
1110.688,269.7177,0
1282.729,373.6161,0
1154.594,395.5547,0
1316.164,371.0882,0
1190.099,432.7189,0
1257.973,321.879,0
1255.489,430.5216,0
1086.06,286.029,0
1216.334,396.3769,0
1211.44,409.4319,0
1196.282,389.43,0
1203.048,427.1533,0
1192.073,396.5895,0
1094.171,367.5078,0
1211.145,407.4335,0
1116.852,350.4774,0
1240.369,363.5533,0
1160.193,435.9541,0
1304.758,393.7392,0
1207.17,404.163,0
1056.705,281.5063,0
1271.213,341.681,0
1295.382,397.4454,0
1296.501,409.9619,0
1232.374,398.0645,0
1240.637,371.7823,0
1253.372,417.4367,0
1118.06,311.8307,0
1215.844,383.5098,0
1249.883,373.6726,0
1249.798,327.9194,0
1256.458,427.0268,0
1055.492,321.4905,0
1239.221,375.9059,0
1252.923,438.9835,0
1177.193,372.3782,0
1257.103,460.8695,0
1264.647,408.0564,0
1182.747,269.678,0
1194.338,430.6536,0
1277.423,394.9528,0
1275.71,449.1485,0
1227.36,384.7794,0
1011.686,377.0934,0
1277.422,370.1816,0
1308.253,382.3967,0
1142.819,328.2902,0
1220.814,426.1893,0
1246.998,358.8115,0
1172.069,331.5821,0
1179.947,279.5363,0
1218.437,388.1312,0
1304.122,395.6727,0
1121.178,301.6207,0
1331.86,383.2708,0
1293.38,390.7512,0
1121.861,300.0043,0
1223.516,353.1478,0
1228.564,396.1766,0
1174.949,371.3226,0
1202.096,405.3885,0
1206.571,390.1276,0
1215.592,393.2697,0
1280.26,371.3915,0
1225.322,469.4127,0
1252.887,427.8788,0
1228.349,417.6978,0
1277.35,305.176,0
1267.569,417.6409,0
1166.274,377.8231,0
1119.862,317.0931,0
1153.192,342.3229,0
1143.493,432.8511,0
1252.246,402.5456,0
1077.232,393.3679,0
1260.826,445.3365,0
1150.816,317.749,0
1318.298,420.7313,0
1270.592,384.6952,0
1225.786,432.2944,0
1220.033,378.4372,0
1193.681,386.3752,0
1290.621,445.1618,0
1264.702,449.5088,0
1282.163,347.2139,0
1218.09,411.2943,0
1134.174,347.371,0
1218.046,413.2755,0
1057.396,400.6243,0
1197.956,347.2628,0
1234.39,412.0891,0
1326.311,330.6809,0
1259.335,345.774,0
1300.86,370.1373,0
1299.813,346.6409,0
1211.309,335.9705,0
1075.607,321.3484,0
1341.016,408.1884,0
1215.817,377.6767,0
1176.931,378.5594,0
1173.692,350.3011,0
1149.51,315.5166,0
1239.211,394.5757,0
1164.641,357.4645,0
1139.145,425.9124,0
1139.455,318.2631,0
1128.648,321.1685,0
1239.976,370.0234,0
1238.981,443.8168,0
1226.336,411.7704,0
1467.216,533.6841,0
1247.587,391.8958,0
1178.467,401.5168,0
1255.675,364.1301,0
1234.228,282.7988,0
1221.03,305.6059,0
1096.765,326.2538,0
1152.897,435.6884,0
1041.845,333.6542,0
1119.601,385.528,0
1208.456,334.0095,0
1295.858,389.5834,0
1227.461,456.9401,0
1331.056,408.7566,0
1224.161,370.7197,0
1217.059,443.2155,0
1188.274,366.7894,0
1104.805,435.5576,0
1270.24,427.0289,0
1213.578,406.6152,0
