Target Value of 0 = negative
Target Value of 1 = positive
Target Value of u = unclassified (Advanced Classification Mode)

Ch1Amplitude,Ch2Amplitude,Colper
1155.631,303.6442,0
1250.484,382.106,0
1238.539,434.8609,0
1183.995,416.4133,0
1337.56,348.2443,0
1126.319,357.2822,0
1211.736,312.0536,0
1203.755,344.8424,0
1267.832,302.3715,0
1191.787,367.0422,0
1227.567,379.9694,0
1207.396,335.3581,0
1238.758,347.8348,0
1222.325,332.1067,0
1149.476,357.8264,0
1261.889,409.4727,0
1271.036,329.5308,0
1200.778,363.161,0
1163.467,316.345,0
1150.343,410.2073,0
1218.887,365.5165,0
1242.086,359.4406,0
1250.435,378.1611,0
1196.118,351.7607,0
1265.342,366.9812,0
1268.36,405.9595,0
1190.875,328.7266,0
1231.478,397.2601,0
1213.23,382.4155,0
1133.563,316.1099,0
1194.394,365.796,0
1112.566,424.1885,0
1206.469,324.8939,0
1256.85,389.1808,0
1237.986,373.832,0
1226.384,354.9536,0
1229.448,381.2841,0
1132.594,422.8012,0
1265.983,310.5565,0
1306.801,367.4689,0
1140.101,359.722,0
1188.965,347.7528,0
1166.419,349.97,0
1279.169,348.8542,0
1192.366,352.4684,0
1243.196,376.4271,0
1194.327,349.6855,0
1092.859,310.8627,0
1147.94,339.8697,0
1131.396,354.3934,0
1164.721,348.1064,0
1200.574,277.5482,0
1173.795,352.9957,0
1114.278,351.6802,0
1052.858,411.1937,0
1234.475,372.4382,0
1111.836,324.5349,0
1117.124,334.9932,0
1206.691,338.5752,0
1121.668,364.7831,0
1228.715,363.4897,0
1217.696,411.3952,0
1196.955,398.6039,0
1151.654,391.8159,0
1281.643,405.7984,0
1158.144,381.1375,0
1215.066,338.7973,0
1234.342,376.33,0
1193.206,357.7236,0
1209.864,381.6574,0
1249.539,366.1823,0
1136.857,278.8461,0
1110.054,317.1835,0
1233.705,342.0181,0
1164.219,368.3481,0
1173.302,401.0492,0
1285.65,374.0333,0
1191.446,264.0597,0
1169.677,323.4262,0
1177.298,303.7408,0
1286.147,381.2683,0
1321.733,403.5644,0
1178.952,442.7258,0
1185.957,377.7201,0
1216.51,330.4975,0
1049.359,347.2999,0
1233.307,375.1558,0
1241.279,319.4521,0
1098.632,359.934,0
1212.707,455.4487,0
1285.478,391.7726,0
1145.48,337.1445,0
1144.918,403.7277,0
1181.01,375.0707,0
1114.902,343.124,0
1216.426,312.3268,0
1178.57,337.1136,0
1205.036,371.098,0
1148.328,376.2085,0
1195.211,288.4251,0
1114.506,365.6484,0
1197.588,297.4982,0
1178.318,385.323,0
1240.604,323.0629,0
1321.999,387.1058,0
1211.356,300.4024,0
1146.926,364.6973,0
1118.403,352.1961,0
1119.702,388.5255,0
1229.579,320.8022,0
1242.063,329.071,0
1283.72,379.8575,0
1185.451,411.6073,0
1173.844,334.2719,0
1158.307,364.5013,0
1195.259,342.3902,0
1141.896,307.0989,0
1176.033,360.2706,0
1151.074,304.2593,0
1186.649,316.2326,0
1219.107,393.6647,0
1221.769,383.3266,0
1196.208,397.4323,0
1252.848,401.5341,0
1247.659,387.7708,0
1145.811,266.8246,0
1140.52,371.3326,0
1088.227,328.7303,0
1231.74,394.6526,0
1141.527,331.5249,0
1187.366,379.2184,0
1315.339,416.4965,0
1189.944,374.5017,0
1159.053,373.2001,0
1129.787,339.9044,0
1145.164,401.9673,0
1231.752,363.6117,0
1202.692,392.8904,0
1096.896,335.3516,0
1181.11,463.6656,0
1128.212,368.8173,0
1158.853,359.4706,0
1246.355,341.4818,0
1231.946,361.9904,0
1173.301,343.2082,0
1188.386,383.2899,0
1189.216,365.9135,0
1134.115,321.127,0
1207.464,305.3781,0
1232.094,314.2255,0
1195.778,404.4324,0
1273.263,358.6573,0
1140.591,285.6299,0
1249.605,355.4947,0
1272.794,365.7067,0
1160.21,400.1777,0
1183.347,424.4568,0
1188.576,426.7654,0
1134.746,278.6643,0
1184.096,325.8922,0
1193.742,429.176,0
1232.07,372.2773,0
1258.946,381.5193,0
1209.435,396.8068,0
1231.913,390.0463,0
1249.223,354.7189,0
1126.095,411.9888,0
1131.628,376.8461,0
1162.19,392.6682,0
1163.684,365.2068,0
1262.953,327.2642,0
1157.309,355.9046,0
1200.495,290.1779,0
1110.467,278.8704,0
1223.973,292.454,0
1197.301,402.2197,0
1179.951,273.7614,0
1193.022,345.074,0
1302.037,328.4346,0
1142.945,338.9675,0
1250.256,371.429,0
1197.842,380.196,0
1240.633,348.9561,0
1145.345,373.8322,0
1124.307,314.033,0
1236.38,339.2718,0
1131.996,338.4315,0
1173.513,379.7214,0
1114.536,393.8427,0
1188.829,370.5992,0
1298.316,378.9648,0
1189.748,318.2773,0
1193.856,361.3315,0
1186.714,349.894,0
1153.225,347.3101,0
1178.626,278.8743,0
1177.722,363.816,0
1149.05,312.2142,0
1151.888,362.3016,0
1283.536,364.4259,0
1150.824,431.7698,0
1204.441,376.1572,0
1179.876,390.3274,0
1177.074,288.9598,0
1170.894,322.4786,0
1211.576,376.4342,0
1249.236,307.5778,0
1135.64,330.1059,0
1186.133,359.7244,0
1214.125,387.1878,0
1216.464,383.4047,0
1180.919,410.8279,0
1124.56,348.7167,0
1162.241,309.7088,0
1232.836,399.1664,0
1116.733,363.6855,0
1218.14,384.0508,0
1214.415,415.4404,0
1132.193,319.1564,0
1311.157,375.0765,0
1173.58,361.921,0
1191.437,326.3325,0
1250.242,352.2446,0
