Target Value of 0 = negative
Target Value of 1 = positive
Target Value of u = unclassified (Advanced Classification Mode)

Ch1Amplitude,Ch2Amplitude,Promin
8231.938,417.8914,0
8393.185,391.7725,0
8085.155,335.8062,0
8529.97,210.7695,0
8092.021,263.3208,0
7862.98,321.6633,0
8601.665,264.9956,0
7052.698,296.9878,0
8509.646,172.6445,0
8389.079,362.8564,0
8281.349,367.8057,0
8360.627,336.1743,0
7480.61,169.1487,0
7124.167,206.0642,0
7837.321,304.6189,0
8358.403,308.8145,0
8637.259,200.981,0
7236.505,351.7742,0
7717.365,209.8232,0
7973.31,270.1143,0
8534.646,361.9336,0
7415.128,284.4788,0
7527.007,271.2114,0
8338.822,414.0972,0
7997.563,320.3096,0
7765.928,503.3735,0
7710.708,273.6599,0
7140.886,290.939,0
7742.875,202.0291,0
8296.542,308.8628,0
8314.262,327.1714,0
8438.227,435.0498,0
7587.191,294.0981,0
8368.05,481.2236,0
7462.016,226.8843,0
8220.759,344.3015,0
7788.761,268.0317,0
8427.674,207.7988,0
7502.962,258.3311,0
8249.274,245.5574,0
9430.057,679.2275,0
8400.017,243.2026,0
7931.62,233.4604,0
7588.541,230.1626,0
8360.811,423.5952,0
8474.749,393.9297,0
8498.74,379.8008,0
8701.392,455.9854,0
8190.176,323.4363,0
8033.142,308.7327,0
8326.223,224.3838,0
8051.847,328.2939,0
8163.084,329.9373,0
7468.153,169.0696,0
7550.293,202.4441,0
8215.922,231.6357,0
8230.766,281.5781,0
8163.691,416.915,0
8388.67,159.8066,0
8459.411,277.6714,0
8413.131,395.4336,0
8582.425,359.1431,0
8266.211,390.8721,0
7747.012,163.8757,0
7350.399,172.5769,0
7214.273,242.323,0
8003.343,246.8594,0
8077.104,433.6733,0
8267.184,467.6626,0
8052.957,318.7297,0
8612.922,329.7158,0
7695.479,274.4976,0
8466.356,321.7051,0
7287.844,230.4739,0
6958.385,161.3701,0
8462.847,300.6709,0
7532.556,169.761,0
7503.224,195.3533,0
8552.56,353.9414,0
8395.425,329.0923,0
8270.602,374.446,0
8618.34,453.7344,0
7716.497,206.1826,0
8227.924,272.9565,0
8518.946,290.0186,0
8037.416,337.0222,0
8172.644,410.2659,0
8436.366,318.3765,0
8398.692,321.4868,0
8667.145,392.7637,0
8427.586,385.7871,0
8016.558,219.9138,0
8034.904,403.1582,0
7898.165,241.5205,0
9186.243,473.0708,0
8560.852,331.397,0
7203.194,247.2996,0
8500.748,294.5522,0
7500.451,251.8794,0
7819.047,377.3738,0
8151.385,371.7476,0
8444.412,292.0347,0
8330.315,380.2256,0
7125.831,161.2979,0
7633.019,271.4785,0
8188.788,345.1016,0
8491.907,297.5146,0
7134.253,114.7485,0
6766.823,139.9163,0
8603.038,280.6021,0
7797.066,295.9292,0
7891.784,359.7065,0
8453.96,342.793,0
8229.365,291.0557,0
8391.917,312.1914,0
7165.127,277.832,0
7391.244,265.8801,0
8155.4,367.0146,0
8278.662,290.072,0
8316.866,216.4624,0
7203.27,228.1208,0
7326.79,230.0325,0
8460.688,515.2549,0
8581.808,279.876,0
8556.226,493.5952,0
7291.368,290.6633,0
8649.158,432.5005,0
7755.704,223.1951,0
8584.051,418.5801,0
8168.706,321.3035,0
8192.292,339.7839,0
7120.833,155.4614,0
7844.12,257.9102,0
7937.79,247.7175,0
7241.033,255.2417,0
8562.281,430.8057,0
8170.744,232.6941,0
8670.786,359.8032,0
