Target Value of 0 = negative
Target Value of 1 = positive
Target Value of u = unclassified (Advanced Classification Mode)

Ch1Amplitude,Ch2Amplitude,Promin
4440.327,73.5271,0
6807.001,117.7712,0
7577.619,137.8789,0
6436.375,187.2793,0
6541.539,174.0637,0
4541.537,115.2568,0
3846.428,58.15308,0
5339.294,-22.48486,0
4803.676,105.3484,0
8149.687,134.9233,0
4839.708,21.14087,0
5210.877,-12.37378,0
4185.641,-20.15161,0
4497.827,41.19116,0
3675.603,83.9696,0
5189.049,7.750244,0
5081.684,18.64355,0
4300.315,19.05493,0
6853.672,49.74219,0
4611.836,32.21875,0
6332.905,141.7961,0
5571.018,162.9958,0
8598.078,317.7358,0
5024.478,63.03931,0
8629.066,405.8706,0
4391.129,67.60059,0
4806.63,134.2561,0
6429.088,125.4055,0
4585.011,-11.32739,0
8377.643,327.0425,0
7836.932,167.8923,0
4162.939,67.85144,0
4436.739,-0.04638672,0
7611.447,343.7412,0
7415.943,292.3391,0
7115.896,108.2026,0
4226.1,95.01392,0
5937.803,159.613,0
4254.031,42.78223,0
7934.69,139.1655,0
4231.382,86.93604,0
3956.67,5.979736,0
5323.267,20.20288,0
4593.299,104.0103,0
8521.041,496.5664,0
7444.562,168.72,0
6087.394,211.4604,0
8287.875,264.334,0
6619.045,128.3235,0
3876.596,-1.707886,0
4509.758,29.35254,0
6307.578,79.94824,0
4718.122,52.01758,0
5161.767,146.1753,0
4701.297,42.13965,0
4982.963,15.13574,0
4287.493,15.29492,0
7905.332,289.9675,0
6870.334,137.1545,0
4338.499,79.95264,0
8661.931,326.3081,0
6471.299,201.1987,0
7901.247,266.8496,0
8271.066,347.4678,0
4592.259,113.4844,0
3523.947,86.90295,0
4926.731,59.31274,0
7880.328,204.4155,0
7602.734,261.2434,0
4389.317,3.172607,0
6623.774,193.3958,0
7372.802,321.8489,0
5183.774,63.95776,0
7792.677,151.0388,0
4670.688,10.1145,0
7813.399,306.8965,0
7733.919,314.8862,0
6331.758,61.43433,0
4631.072,123.8582,0
9154.327,352.0605,0
5035.407,103.6221,0
7840.602,255.8215,0
7866.406,176.8967,0
4456.916,37.73315,0
7293.88,235.75,0
5222.882,116.4424,0
5150.298,-10.83398,0
5094.563,60.95654,0
4731.724,-0.842041,0
7868.89,249.6873,0
8059.309,269.6399,0
8273.303,304.1919,0
8569.988,378.4375,0
7997.14,401.7598,0
5050.165,12.82202,0
4570.536,97.39209,0
3711.456,50.72729,0
7575.604,242.4336,0
8406.654,211.8633,0
5749.661,96.25586,0
7202.677,273.2983,0
4941.614,-40.42456,0
6261.27,127.77,0
8640.58,90.51123,0
6009.521,172.7507,0
5111.045,125.8164,0
8033.701,276.3547,0
4071.223,88.39966,0
8473.252,197.1426,0
8390.832,286.5234,0
4035.097,120.7262,0
5007.77,80.28711,0
8209.859,310.3777,0
8172.423,231.2002,0
4948.842,151.5898,0
5174.693,165.6611,0
6646.818,181.6526,0
8052.505,74.31787,0
5340.239,34.46753,0
5270.072,139.2102,0
6327.488,176.1741,0
8153.649,311.1389,0
4244.818,61.28174,0
8405.518,305.2969,0
5305.712,81.84644,0
4774.333,44.7063,0
8193.165,325.208,0
7462.857,201.5898,0
8075.301,235.5027,0
5511.128,42.74902,0
5018.968,56.64648,0
6473.088,221.0486,0
4711.676,67.39478,0
3688.141,55.42114,0
5764.252,58.33203,0
4143.101,9094.0,
8840.377,358.311,0
5534.517,110.3359,0
8589.728,306.106,0
6672.064,128.2654,0
4582.773,58.72241,0
5150.096,108.0818,0
4026.318,59.56335,0
5132.823,-49.08154,0
4190.256,48.69263,0
7020.194,164.7378,0
6401.447,193.0042,0
8451.971,319.3984,0
4284.18,72.25098,0
8553.101,190.6177,0
4906.465,74.21338,0
7437.149,134.2625,0
5612.208,71.17651,0
3805.824,96.08984,0
6353.212,110.3574,0
4247.104,51.95264,0
4777.239,10.66992,0
4800.572,25.04834,0
6075.271,66.78613,0
7729.828,273.0225,0
4447.018,53.88379,0
4456.109,2.194824,0
4299.996,93.07593,0
6302.054,145.7874,0
4027.107,-35.8772,0
7059.712,215.1697,0
6341.755,14.9873,0
5503.034,222.6597,0
4401.132,54.28589,0
6598.206,200.2612,0
7101.538,211.5237,0
5489.566,114.4861,0
4202.05,36.57056,0
8765.608,367.6782,0
5888.215,108.5398,0
7946.668,305.6328,0
8592.072,287.0078,0
5029.075,78.7937,0
8336.14,184.5869,0
5595.242,82.41992,0
7689.385,286.3765,0
5560.26,44.50806,0
5015.021,64.01392,0
8672.124,159.5439,0
7867.483,239.4834,0
4575.003,57.39893,0
6805.839,271.0452,0
7361.145,307.8508,0
4111.397,77.25403,0
4542.533,53.8833,0
6939.546,105.6089,0
4459.987,16.97705,0
8614.069,281.2246,0
8935.055,210.6597,0
5714.182,165.0386,0
4478.302,93.60522,0
8364.725,327.1284,0
5712.473,57.65552,0
5833.811,78.78491,0
4521.833,28.7937,0
4873.08,73.7478,0
9077.734,298.4746,0
5170.063,150.1287,0
8923.737,399.0771,0
5383.529,160.2158,0
6240.83,28.01782,0
4367.071,53.43115,0
5236.597,83.73779,0
6011.632,1.042969,0
8799.434,404.9873,0
8215.983,337.4558,0
8378.269,370.1641,0
8790.28,296.0645,0
7730.658,131.2947,0
3962.541,-32.40881,0
4492.459,65.21265,0
4225.518,52.36084,0
4566.182,67.74341,0
4901.155,68.58789,0
8395.332,229.4004,0
8626.964,361.314,0
4580.145,11.91431,0
8681.078,335.4756,0
7146.026,160.3972,0
4330.806,58.5332,0
4353.976,7.508789,0
4947.039,77.02637,0
3706.169,96.02979,0
4691.268,121.4878,0
4226.832,62.30884,0
7380.489,239.0198,0
7992.024,180.2358,0
7420.63,220.0154,0
6474.632,170.8557,0
7854.303,283.625,0
8779.75,429.2095,0
4132.905,18.59509,0
4170.845,58.22632,0
8109.969,235.8987,0
8511.479,181.9585,0
8918.449,405.1196,0
7513.104,197.6301,0
4890.306,64.28369,0
8023.402,345.9458,0
3447.497,38.30554,0
8272.537,192.8242,0
8265.811,314.3772,0
5412.065,186.0693,0
8801.402,495.8335,0
4997.15,32.63623,0
5035.132,46.76172,0
4818.163,-2.985596,0
3906.035,40.3031,0
4713.06,133.5471,0
4229.621,65.31201,0
5099.13,11.23877,0
4582.952,66.71582,0
8475.71,303.1919,0
4336.29,21.65479,0
7811.22,395.7932,0
7935.078,277.4985,0
7446.75,223.5359,0
6193.771,117.5676,0
7791.335,265.5737,0
3624.294,40.92188,0
4453.96,113.0347,0
8955.208,358.9058,0
6947.91,185.8965,0
5239.674,34.65527,0
8045.575,222.8997,0
5146.769,78.27002,0
7457.595,313.324,0
8159.565,185.9929,0
4304.418,61.47607,0
8853.834,315.6255,0
7378.182,179.2917,0
7102.758,238.6768,0
4602.717,12.3396,0
6458.727,161.1047,0
5967.529,-57.9375,0
8089.372,257.9536,0
3973.589,30.31396,0
7638.084,158.0225,0
8730.542,400.2847,0
4932.004,82.84619,0
7907.116,341.938,0
5161.3,-1.274658,0
7892.115,362.6792,0
8566.938,335.4551,0
8215.177,246.1875,0
6651.068,83.44409,0
4365.641,90.99951,0
4352.049,86.54541,0
5892.441,79.60938,0
8117.276,329.8831,0
4634.623,94.4375,0
8186.631,284.5662,0
7834.288,181.7083,0
7920.89,357.1443,0
5476.368,72.40552,0
7286.222,241.9336,0
6427.063,66.78442,0
7894.376,350.3184,0
6717.745,329.7544,0
5189.353,-21.58862,0
5268.009,67.81763,0
4166.227,1.350098,0
7553.173,354.5913,0
7031.752,233.7095,0
4632.495,44.65405,0
4296.25,64.75781,0
8185.028,224.6021,0
8620.031,517.3203,0
7700.287,263.8147,0
5285.351,60.03564,0
5039.812,38.12939,0
4141.5,84.42639,0
4698.126,37.39893,0
6520.241,140.7998,0
8070.34,400.7874,0
4162.259,102.0018,0
8321.764,365.979,0
5381.46,5.886719,0
5355.318,66.56494,0
3799.109,20.25208,0
8589.642,189.8726,0
8481.726,151.5952,0
7086.15,146.3052,0
8112.707,303.5745,0
6397.125,169.1316,0
6525.442,98.55396,0
5208.566,84.70435,0
8939.277,517.7236,0
4413.125,13.4375,0
5599.734,204.7742,0
5852.033,78.95874,0
6503.986,161.7822,0
4375.375,127.4978,0
6617.478,145.573,0
6180.851,115.2476,0
6267.273,179.9487,0
6511.173,68.92627,0
3857.37,96.37512,0
6973.452,269.1016,0
7915.624,266.1292,0
8029.479,340.3066,0
8631.368,161.064,0
4770.708,151.563,0
4235.459,111.9097,0
8243.24,445.1086,0
6554.674,178.5991,0
4370.502,-0.1069336,0
5338.452,44.52197,0
5955.027,37.04517,0
5028.185,72.71533,0
8055.55,302.8828,0
7216.545,290.9846,0
6018.355,133.0491,0
7986.646,241.5476,0
7159.495,304.9055,0
6890.971,201.8115,0
8529.844,161.6265,0
5037.638,38.51563,0
8304.894,369.0298,0
3931.249,80.91956,0
6538.28,158.3062,0
6131.195,205.6626,0
5244.613,66.05249,0
6856.167,171.8271,0
8639.066,327.8867,0
7363.03,128.9185,0
7919.129,345.3928,0
7653.281,198.6396,0
6376.042,90.95947,0
8834.816,328.4941,0
7906.749,176.9854,0
3567.288,66.02502,0
7832.822,156.1169,0
4537.328,136.1001,0
8021.211,151.906,0
8526.285,235.2734,0
6277.688,83.13013,0
6027.66,218.0588,0
5791.125,64.3833,0
5717.28,110.7307,0
5751.257,73.99512,0
5135.632,105.8181,0
6391.191,89.92554,0
8431.085,312.1304,0
8522.211,193.8833,0
5045.971,38.79443,0
6184.234,200.4534,0
7777.957,368.145,0
8660.314,352.2676,0
5310.656,70.65796,0
6240.415,134.1448,0
4123.883,75.90808,0
6054.493,105.7107,0
4507.827,35.54492,0
4942.853,53.05444,0
8991.738,353.1948,0
8257.95,211.4297,0
8261.104,209.0674,0
7703.357,167.75,0
5366.6,92.64063,0
4432.715,-6.30957,0
8187.401,284.7603,0
8623.085,356.8003,0
4209.414,25.08374,0
8854.069,351.1309,0
8581.277,353.5703,0
5226.766,94.02393,0
5228.851,64.69824,0
6007.481,53.95532,0
8798.701,341.5522,0
4285.856,-3.694824,0
7863.272,216.0791,0
6559.779,165.3538,0
5648.11,134.458,0
6424.287,205.7344,0
6662.805,130.915,0
9022.433,355.2866,0
4612.823,47.0918,0
4581.321,13.71729,0
8193.584,194.3257,0
6723.479,34.75806,0
4427.506,85.16406,0
5947.241,209.7534,0
7898.402,301.9893,0
5762.073,75.28564,0
3961.947,71.49976,0
4305.29,133.0613,0
7460.166,239.2761,0
4972.245,116.835,0
5812.159,149.7917,0
5500.633,164.6353,0
4683.672,101.769,0
5806.571,91.32739,0
4265.76,65.20679,0
6784.896,111.2415,0
5362.404,64.30054,0
4603.454,-37.77026,0
4350.513,43.68994,0
6964.202,269.3726,0
8400.147,227.9795,0
6222.607,75.53442,0
4945.331,91.08691,0
5112.535,63.66602,0
3880.58,67.11755,0
6392.263,196.1013,0
7249.457,186.4277,0
8411.833,227.5049,0
8146.663,301.4536,0
8101.18,272.2471,0
3769.673,25.10107,0
5600.841,96.37158,0
8823.108,487.4302,0
4342.937,20.59204,0
8724.798,192.0894,0
5510.047,71.27417,0
7590.799,161.6213,0
6548.837,217.2002,0
8639.397,419.6211,0
8250.961,335.437,0
8650.971,346.2974,0
8539.955,460.6001,0
6666.489,105.0933,0
5689.479,150.8818,0
4897.744,59.61646,0
7885.104,294.9495,0
4482.15,51.1123,0
6698.042,130.0513,0
8632.678,357.9009,0
4855.849,112.8628,0
5298.942,123.7976,0
5683.468,62.07324,0
6419.611,142.821,0
6093.605,98.07935,0
6168.859,172.6929,0
6575.722,143.1941,0
8654.215,82.8501,0
3940.94,109.8442,0
3634.414,87.21753,0
8073.691,265.0671,0
8107.776,316.8472,0
8932.88,457.3696,0
8959.121,419.3877,0
4448.287,54.17725,0
6687.318,91.29761,0
6435.285,78.39233,0
7873.119,264.7668,0
4951.163,-43.74658,0
7012.741,217.6433,0
6284.159,232.3264,0
5535.706,38.15332,0
8277.784,297.9551,0
8905.571,346.0332,0
4474.867,25.30078,0
7753.141,207.938,0
