Target Value of 0 = negative
Target Value of 1 = positive
Target Value of u = unclassified (Advanced Classification Mode)

Ch1Amplitude,Ch2Amplitude,Promin
9239.045,399.6016,0
8578.385,452.1309,0
16590.83,915.2646,1
9391.843,478.8452,0
8041.058,329.6794,0
7607.361,208.0176,0
8722.244,410.4834,0
6562.952,238.5588,0
7555.717,156.5022,0
8455.248,511.3896,0
8743.047,381.123,0
6034.262,77.60693,0
8875.598,427.5532,0
8701.306,347.5308,0
8579.386,483.1987,0
8806.968,357.5654,0
9201.351,529.9712,0
8883.957,451.6387,0
6740.794,74.46899,0
7737.212,169.5793,0
9359.229,486.5688,0
8086.959,420.3525,0
7970.519,268.0537,0
16852.04,642.6855,1
7249.782,213.8457,0
8712.041,415.5151,0
7625.247,319.6167,0
8242.135,288.7605,0
8065.946,233.9685,0
8640.716,493.4253,0
8222.509,158.2798,0
8820.503,261.7363,0
8964.704,468.208,0
8627.262,484.3325,0
8737.335,219.3589,0
8205.949,328.957,0
8784.188,366.1528,0
8559.092,331.7637,0
8207.064,287.6606,0
8390.205,290.5625,0
7901.783,257.7737,0
6645.908,225.8411,0
7066.543,94.89185,0
8758.012,307.5518,0
6539.055,160.8018,0
8962.07,363.2749,0
9360.327,377.397,0
9063.869,281.9561,0
8810.417,226.7178,0
8767.035,391.0068,0
8253.536,286.4783,0
6264.311,155.967,0
8518.69,202.71,0
8593.338,354.9321,0
8703.759,425.2827,0
8434.807,301.3105,0
8556.456,424.2524,0
7532.451,217.9573,0
8824.493,481.9258,0
8696.088,588.6133,0
8777.275,321.9995,0
7784.001,165.3557,0
8028.398,228.9038,0
7047.727,236.8013,0
8508.351,253.0688,0
6828.066,264.9587,0
6929.392,85.45288,0
8968.324,352.0308,0
7734.207,419.6846,0
8286.759,454.6064,0
7005.103,295.834,0
6884.604,142.1809,0
8592.667,415.8105,0
7275.816,264.6997,0
7583.819,132.3162,0
6294.724,103.3501,0
8319.853,310.7725,0
6386.71,92.21509,0
8431.846,466.3657,0
7614.191,125.8586,0
6473.497,140.2915,0
7487.611,230.9907,0
7907.627,367.7524,0
9153.392,422.7446,0
8751.338,389.7104,0
6636.454,149.2141,0
7543.785,273.7798,0
8674.631,593.4927,0
8727.979,457.9033,0
