Well;replno;smpltp;templvol;QtyID;WellType;Replicate;ThresholddRn;CtdRn;Quantitycopies;RSqdRn;SlopedRn;qpcrno;MONISprojectno;AssayID;speciesabbr;plateno;qpcrrundate
F3;06;std3E0;3uL;QtyorID;Standard;6;0.0656;40.41;3.00e+000;0.992;-3.436;qpcr932;MONIS6;AssID18;Corcas;plt02;qpcrrundate20220427
G1;07;std3E-1;3uL;QtyorID;Standard;7;0.0656;NoCt;NoCt;0.992;-3.436;qpcr932;MONIS6;AssID18;Corcas;plt02;qpcrrundate20220427
G2;07;std3E-1;3uL;QtyorID;Standard;7;0.0656;NoCt;NoCt;0.992;-3.436;qpcr932;MONIS6;AssID18;Corcas;plt02;qpcrrundate20220427
G3;07;std3E-1;3uL;QtyorID;Standard;7;0.0656;41.13;3.00e-001;0.992;-3.436;qpcr932;MONIS6;AssID18;Corcas;plt02;qpcrrundate20220427
H1;08;std3ENTC;3uL;QtyorID;NTC;8;0.0656;NoCt;NoCt;0.992;-3.436;qpcr932;MONIS6;AssID18;Corcas;plt02;qpcrrundate20220427
H2;08;std3ENTC;3uL;QtyorID;NTC;8;0.0656;NoCt;NoCt;0.992;-3.436;qpcr932;MONIS6;AssID18;Corcas;plt02;qpcrrundate20220427
H3;08;std3ENTC;3uL;QtyorID;NTC;8;0.0656;NoCt;NoCt;0.992;-3.436;qpcr932;MONIS6;AssID18;Corcas;plt02;qpcrrundate20220427
A4;09;MST2021-058;3uL;QtyorID;Unknown;9;0.0656;NoCt;NoCt;0.992;-3.436;qpcr932;MONIS6;AssID18;Corcas;plt02;qpcrrundate20220427
A5;09;MST2021-058;3uL;QtyorID;Unknown;9;0.0656;NoCt;NoCt;0.992;-3.436;qpcr932;MONIS6;AssID18;Corcas;plt02;qpcrrundate20220427
A6;09;MST2021-058;3uL;QtyorID;Unknown;9;0.0656;NoCt;NoCt;0.992;-3.436;qpcr932;MONIS6;AssID18;Corcas;plt02;qpcrrundate20220427
B4;10;MST2021-064;3uL;QtyorID;Unknown;10;0.0656;NoCt;NoCt;0.992;-3.436;qpcr932;MONIS6;AssID18;Corcas;plt02;qpcrrundate20220427
B5;10;MST2021-064;3uL;QtyorID;Unknown;10;0.0656;NoCt;NoCt;0.992;-3.436;qpcr932;MONIS6;AssID18;Corcas;plt02;qpcrrundate20220427
B6;10;MST2021-064;3uL;QtyorID;Unknown;10;0.0656;NoCt;NoCt;0.992;-3.436;qpcr932;MONIS6;AssID18;Corcas;plt02;qpcrrundate20220427
C4;11;MST2021-079;3uL;QtyorID;Unknown;11;0.0656;NoCt;NoCt;0.992;-3.436;qpcr932;MONIS6;AssID18;Corcas;plt02;qpcrrundate20220427
C5;11;MST2021-079;3uL;QtyorID;Unknown;11;0.0656;NoCt;NoCt;0.992;-3.436;qpcr932;MONIS6;AssID18;Corcas;plt02;qpcrrundate20220427
C6;11;MST2021-079;3uL;QtyorID;Unknown;11;0.0656;NoCt;NoCt;0.992;-3.436;qpcr932;MONIS6;AssID18;Corcas;plt02;qpcrrundate20220427
D4;12;MST2021-082;3uL;QtyorID;Unknown;12;0.0656;NoCt;NoCt;0.992;-3.436;qpcr932;MONIS6;AssID18;Corcas;plt02;qpcrrundate20220427
D5;12;MST2021-082;3uL;QtyorID;Unknown;12;0.0656;NoCt;NoCt;0.992;-3.436;qpcr932;MONIS6;AssID18;Corcas;plt02;qpcrrundate20220427
D6;12;MST2021-082;3uL;QtyorID;Unknown;12;0.0656;NoCt;NoCt;0.992;-3.436;qpcr932;MONIS6;AssID18;Corcas;plt02;qpcrrundate20220427
E4;13;MST2021-070;3uL;QtyorID;Unknown;13;0.0656;NoCt;NoCt;0.992;-3.436;qpcr932;MONIS6;AssID18;Corcas;plt02;qpcrrundate20220427
E5;13;MST2021-070;3uL;QtyorID;Unknown;13;0.0656;NoCt;NoCt;0.992;-3.436;qpcr932;MONIS6;AssID18;Corcas;plt02;qpcrrundate20220427
E6;13;MST2021-070;3uL;QtyorID;Unknown;13;0.0656;NoCt;NoCt;0.992;-3.436;qpcr932;MONIS6;AssID18;Corcas;plt02;qpcrrundate20220427
F4;14;MST1043;3uL;QtyorID;Unknown;14;0.0656;NoCt;NoCt;0.992;-3.436;qpcr932;MONIS6;AssID18;Corcas;plt02;qpcrrundate20220427
F5;14;MST1043;3uL;QtyorID;Unknown;14;0.0656;NoCt;NoCt;0.992;-3.436;qpcr932;MONIS6;AssID18;Corcas;plt02;qpcrrundate20220427
F6;14;MST1043;3uL;QtyorID;Unknown;14;0.0656;NoCt;NoCt;0.992;-3.436;qpcr932;MONIS6;AssID18;Corcas;plt02;qpcrrundate20220427
G4;15;MST1024;3uL;QtyorID;Unknown;15;0.0656;NoCt;NoCt;0.992;-3.436;qpcr932;MONIS6;AssID18;Corcas;plt02;qpcrrundate20220427
G5;15;MST1024;3uL;QtyorID;Unknown;15;0.0656;NoCt;NoCt;0.992;-3.436;qpcr932;MONIS6;AssID18;Corcas;plt02;qpcrrundate20220427
G6;15;MST1024;3uL;QtyorID;Unknown;15;0.0656;NoCt;NoCt;0.992;-3.436;qpcr932;MONIS6;AssID18;Corcas;plt02;qpcrrundate20220427
H4;16;MST1031;3uL;QtyorID;Unknown;16;0.0656;NoCt;NoCt;0.992;-3.436;qpcr932;MONIS6;AssID18;Corcas;plt02;qpcrrundate20220427
H5;16;MST1031;3uL;QtyorID;Unknown;16;0.0656;NoCt;NoCt;0.992;-3.436;qpcr932;MONIS6;AssID18;Corcas;plt02;qpcrrundate20220427
H6;16;MST1031;3uL;QtyorID;Unknown;16;0.0656;NoCt;NoCt;0.992;-3.436;qpcr932;MONIS6;AssID18;Corcas;plt02;qpcrrundate20220427
A7;17;MST2021-039;3uL;QtyorID;Unknown;17;0.0656;NoCt;NoCt;0.992;-3.436;qpcr932;MONIS6;AssID18;Corcas;plt02;qpcrrundate20220427
A8;17;MST2021-039;3uL;QtyorID;Unknown;17;0.0656;NoCt;NoCt;0.992;-3.436;qpcr932;MONIS6;AssID18;Corcas;plt02;qpcrrundate20220427
A9;17;MST2021-039;3uL;QtyorID;Unknown;17;0.0656;NoCt;NoCt;0.992;-3.436;qpcr932;MONIS6;AssID18;Corcas;plt02;qpcrrundate20220427
B7;18;MST1054;3uL;QtyorID;Unknown;18;0.0656;NoCt;NoCt;0.992;-3.436;qpcr932;MONIS6;AssID18;Corcas;plt02;qpcrrundate20220427
B8;18;MST1054;3uL;QtyorID;Unknown;18;0.0656;NoCt;NoCt;0.992;-3.436;qpcr932;MONIS6;AssID18;Corcas;plt02;qpcrrundate20220427
B9;18;MST1054;3uL;QtyorID;Unknown;18;0.0656;NoCt;NoCt;0.992;-3.436;qpcr932;MONIS6;AssID18;Corcas;plt02;qpcrrundate20220427
C7;19;MST2021-008;3uL;QtyorID;Unknown;19;0.0656;NoCt;NoCt;0.992;-3.436;qpcr932;MONIS6;AssID18;Corcas;plt02;qpcrrundate20220427
C8;19;MST2021-008;3uL;QtyorID;Unknown;19;0.0656;NoCt;NoCt;0.992;-3.436;qpcr932;MONIS6;AssID18;Corcas;plt02;qpcrrundate20220427
C9;19;MST2021-008;3uL;QtyorID;Unknown;19;0.0656;NoCt;NoCt;0.992;-3.436;qpcr932;MONIS6;AssID18;Corcas;plt02;qpcrrundate20220427
D7;20;MST2021-019;3uL;QtyorID;Unknown;20;0.0656;NoCt;NoCt;0.992;-3.436;qpcr932;MONIS6;AssID18;Corcas;plt02;qpcrrundate20220427
D8;20;MST2021-019;3uL;QtyorID;Unknown;20;0.0656;NoCt;NoCt;0.992;-3.436;qpcr932;MONIS6;AssID18;Corcas;plt02;qpcrrundate20220427
D9;20;MST2021-019;3uL;QtyorID;Unknown;20;0.0656;NoCt;NoCt;0.992;-3.436;qpcr932;MONIS6;AssID18;Corcas;plt02;qpcrrundate20220427
E7;21;MST2021-030;3uL;QtyorID;Unknown;21;0.0656;NoCt;NoCt;0.992;-3.436;qpcr932;MONIS6;AssID18;Corcas;plt02;qpcrrundate20220427
E8;21;MST2021-030;3uL;QtyorID;Unknown;21;0.0656;NoCt;NoCt;0.992;-3.436;qpcr932;MONIS6;AssID18;Corcas;plt02;qpcrrundate20220427
E9;21;MST2021-030;3uL;QtyorID;Unknown;21;0.0656;NoCt;NoCt;0.992;-3.436;qpcr932;MONIS6;AssID18;Corcas;plt02;qpcrrundate20220427
F7;22;MST2021-055;3uL;QtyorID;Unknown;22;0.0656;NoCt;NoCt;0.992;-3.436;qpcr932;MONIS6;AssID18;Corcas;plt02;qpcrrundate20220427
F8;22;MST2021-055;3uL;QtyorID;Unknown;22;0.0656;NoCt;NoCt;0.992;-3.436;qpcr932;MONIS6;AssID18;Corcas;plt02;qpcrrundate20220427
F9;22;MST2021-055;3uL;QtyorID;Unknown;22;0.0656;NoCt;NoCt;0.992;-3.436;qpcr932;MONIS6;AssID18;Corcas;plt02;qpcrrundate20220427
G7;23;MST2021-085;3uL;QtyorID;Unknown;23;0.0656;NoCt;NoCt;0.992;-3.436;qpcr932;MONIS6;AssID18;Corcas;plt02;qpcrrundate20220427
G8;23;MST2021-085;3uL;QtyorID;Unknown;23;0.0656;NoCt;NoCt;0.992;-3.436;qpcr932;MONIS6;AssID18;Corcas;plt02;qpcrrundate20220427
G9;23;MST2021-085;3uL;QtyorID;Unknown;23;0.0656;NoCt;NoCt;0.992;-3.436;qpcr932;MONIS6;AssID18;Corcas;plt02;qpcrrundate20220427
H7;24;MST1038;3uL;QtyorID;Unknown;24;0.0656;NoCt;NoCt;0.992;-3.436;qpcr932;MONIS6;AssID18;Corcas;plt02;qpcrrundate20220427
H8;24;MST1038;3uL;QtyorID;Unknown;24;0.0656;NoCt;NoCt;0.992;-3.436;qpcr932;MONIS6;AssID18;Corcas;plt02;qpcrrundate20220427
H9;24;MST1038;3uL;QtyorID;Unknown;24;0.0656;NoCt;NoCt;0.992;-3.436;qpcr932;MONIS6;AssID18;Corcas;plt02;qpcrrundate20220427
A10;25;MST2021-043;3uL;QtyorID;Unknown;25;0.0656;NoCt;NoCt;0.992;-3.436;qpcr932;MONIS6;AssID18;Corcas;plt02;qpcrrundate20220427
A11;25;MST2021-043;3uL;QtyorID;Unknown;25;0.0656;NoCt;NoCt;0.992;-3.436;qpcr932;MONIS6;AssID18;Corcas;plt02;qpcrrundate20220427
A12;25;MST2021-043;3uL;QtyorID;Unknown;25;0.0656;NoCt;NoCt;0.992;-3.436;qpcr932;MONIS6;AssID18;Corcas;plt02;qpcrrundate20220427
B10;26;MST2021-076;3uL;QtyorID;Unknown;26;0.0656;NoCt;NoCt;0.992;-3.436;qpcr932;MONIS6;AssID18;Corcas;plt02;qpcrrundate20220427
B11;26;MST2021-076;3uL;QtyorID;Unknown;26;0.0656;NoCt;NoCt;0.992;-3.436;qpcr932;MONIS6;AssID18;Corcas;plt02;qpcrrundate20220427
B12;26;MST2021-076;3uL;QtyorID;Unknown;26;0.0656;NoCt;NoCt;0.992;-3.436;qpcr932;MONIS6;AssID18;Corcas;plt02;qpcrrundate20220427
C10;27;MST2021-029;3uL;QtyorID;Unknown;27;0.0656;NoCt;NoCt;0.992;-3.436;qpcr932;MONIS6;AssID18;Corcas;plt02;qpcrrundate20220427
C11;27;MST2021-029;3uL;QtyorID;Unknown;27;0.0656;NoCt;NoCt;0.992;-3.436;qpcr932;MONIS6;AssID18;Corcas;plt02;qpcrrundate20220427
C12;27;MST2021-029;3uL;QtyorID;Unknown;27;0.0656;NoCt;NoCt;0.992;-3.436;qpcr932;MONIS6;AssID18;Corcas;plt02;qpcrrundate20220427
D10;28;MST2021-083;3uL;QtyorID;Unknown;28;0.0656;NoCt;NoCt;0.992;-3.436;qpcr932;MONIS6;AssID18;Corcas;plt02;qpcrrundate20220427
D11;28;MST2021-083;3uL;QtyorID;Unknown;28;0.0656;NoCt;NoCt;0.992;-3.436;qpcr932;MONIS6;AssID18;Corcas;plt02;qpcrrundate20220427
D12;28;MST2021-083;3uL;QtyorID;Unknown;28;0.0656;NoCt;NoCt;0.992;-3.436;qpcr932;MONIS6;AssID18;Corcas;plt02;qpcrrundate20220427
E10;29;MST2021-006;3uL;QtyorID;Unknown;29;0.0656;NoCt;NoCt;0.992;-3.436;qpcr932;MONIS6;AssID18;Corcas;plt02;qpcrrundate20220427
E11;29;MST2021-006;3uL;QtyorID;Unknown;29;0.0656;NoCt;NoCt;0.992;-3.436;qpcr932;MONIS6;AssID18;Corcas;plt02;qpcrrundate20220427
E12;29;MST2021-006;3uL;QtyorID;Unknown;29;0.0656;NoCt;NoCt;0.992;-3.436;qpcr932;MONIS6;AssID18;Corcas;plt02;qpcrrundate20220427
F10;30;MST2021-011;3uL;QtyorID;Unknown;30;0.0656;NoCt;NoCt;0.992;-3.436;qpcr932;MONIS6;AssID18;Corcas;plt02;qpcrrundate20220427
F11;30;MST2021-011;3uL;QtyorID;Unknown;30;0.0656;NoCt;NoCt;0.992;-3.436;qpcr932;MONIS6;AssID18;Corcas;plt02;qpcrrundate20220427
F12;30;MST2021-011;3uL;QtyorID;Unknown;30;0.0656;NoCt;NoCt;0.992;-3.436;qpcr932;MONIS6;AssID18;Corcas;plt02;qpcrrundate20220427
G10;31;MST2021-002;3uL;QtyorID;Unknown;31;0.0656;NoCt;NoCt;0.992;-3.436;qpcr932;MONIS6;AssID18;Corcas;plt02;qpcrrundate20220427
G11;31;MST2021-002;3uL;QtyorID;Unknown;31;0.0656;NoCt;NoCt;0.992;-3.436;qpcr932;MONIS6;AssID18;Corcas;plt02;qpcrrundate20220427
G12;31;MST2021-002;3uL;QtyorID;Unknown;31;0.0656;NoCt;NoCt;0.992;-3.436;qpcr932;MONIS6;AssID18;Corcas;plt02;qpcrrundate20220427
H10;32;MST2021-013;3uL;QtyorID;Unknown;32;0.0656;NoCt;NoCt;0.992;-3.436;qpcr932;MONIS6;AssID18;Corcas;plt02;qpcrrundate20220427
H11;32;MST2021-013;3uL;QtyorID;Unknown;32;0.0656;NoCt;NoCt;0.992;-3.436;qpcr932;MONIS6;AssID18;Corcas;plt02;qpcrrundate20220427
H12;32;MST2021-013;3uL;QtyorID;Unknown;32;0.0656;NoCt;NoCt;0.992;-3.436;qpcr932;MONIS6;AssID18;Corcas;plt02;qpcrrundate20220427
A1;01;std3E5;3uL;QtyorID;Standard;1;0.0436;20.85;3.00e+005;0.998;-3.493;qpcr933;MONIS6;AssID14;Rhihar;plt01;qpcrrundate20220502
A2;01;std3E5;3uL;QtyorID;Standard;1;0.0436;21.22;3.00e+005;0.998;-3.493;qpcr933;MONIS6;AssID14;Rhihar;plt01;qpcrrundate20220502
A3;01;std3E5;3uL;QtyorID;Standard;1;0.0436;21.17;3.00e+005;0.998;-3.493;qpcr933;MONIS6;AssID14;Rhihar;plt01;qpcrrundate20220502
B1;02;std3E4;3uL;QtyorID;Standard;2;0.0436;24.55;3.00e+004;0.998;-3.493;qpcr933;MONIS6;AssID14;Rhihar;plt01;qpcrrundate20220502
B2;02;std3E4;3uL;QtyorID;Standard;2;0.0436;24.91;3.00e+004;0.998;-3.493;qpcr933;MONIS6;AssID14;Rhihar;plt01;qpcrrundate20220502
B3;02;std3E4;3uL;QtyorID;Standard;2;0.0436;24.62;3.00e+004;0.998;-3.493;qpcr933;MONIS6;AssID14;Rhihar;plt01;qpcrrundate20220502
C1;03;std3E3;3uL;QtyorID;Standard;3;0.0436;27.68;3.00e+003;0.998;-3.493;qpcr933;MONIS6;AssID14;Rhihar;plt01;qpcrrundate20220502
C2;03;std3E3;3uL;QtyorID;Standard;3;0.0436;27.86;3.00e+003;0.998;-3.493;qpcr933;MONIS6;AssID14;Rhihar;plt01;qpcrrundate20220502
C3;03;std3E3;3uL;QtyorID;Standard;3;0.0436;27.98;3.00e+003;0.998;-3.493;qpcr933;MONIS6;AssID14;Rhihar;plt01;qpcrrundate20220502
D1;04;std3E2;3uL;QtyorID;Standard;4;0.0436;32.04;3.00e+002;0.998;-3.493;qpcr933;MONIS6;AssID14;Rhihar;plt01;qpcrrundate20220502
D2;04;std3E2;3uL;QtyorID;Standard;4;0.0436;31.69;3.00e+002;0.998;-3.493;qpcr933;MONIS6;AssID14;Rhihar;plt01;qpcrrundate20220502
D3;04;std3E2;3uL;QtyorID;Standard;4;0.0436;31.89;3.00e+002;0.998;-3.493;qpcr933;MONIS6;AssID14;Rhihar;plt01;qpcrrundate20220502
E1;05;std3E1;3uL;QtyorID;Standard;5;0.0436;34.59;3.00e+001;0.998;-3.493;qpcr933;MONIS6;AssID14;Rhihar;plt01;qpcrrundate20220502
E2;05;std3E1;3uL;QtyorID;Standard;5;0.0436;35.07;3.00e+001;0.998;-3.493;qpcr933;MONIS6;AssID14;Rhihar;plt01;qpcrrundate20220502
E3;05;std3E1;3uL;QtyorID;Standard;5;0.0436;35.24;3.00e+001;0.998;-3.493;qpcr933;MONIS6;AssID14;Rhihar;plt01;qpcrrundate20220502
F1;06;std3E0;3uL;QtyorID;Standard;6;0.0436;NoCt;NoCt;0.998;-3.493;qpcr933;MONIS6;AssID14;Rhihar;plt01;qpcrrundate20220502
F2;06;std3E0;3uL;QtyorID;Standard;6;0.0436;38.93;3.00e+000;0.998;-3.493;qpcr933;MONIS6;AssID14;Rhihar;plt01;qpcrrundate20220502
F3;06;std3E0;3uL;QtyorID;Standard;6;0.0436;38.18;3.00e+000;0.998;-3.493;qpcr933;MONIS6;AssID14;Rhihar;plt01;qpcrrundate20220502
G1;07;std3E-1;3uL;QtyorID;Standard;7;0.0436;NoCt;NoCt;0.998;-3.493;qpcr933;MONIS6;AssID14;Rhihar;plt01;qpcrrundate20220502
G2;07;std3E-1;3uL;QtyorID;Standard;7;0.0436;NoCt;NoCt;0.998;-3.493;qpcr933;MONIS6;AssID14;Rhihar;plt01;qpcrrundate20220502
G3;07;std3E-1;3uL;QtyorID;Standard;7;0.0436;NoCt;NoCt;0.998;-3.493;qpcr933;MONIS6;AssID14;Rhihar;plt01;qpcrrundate20220502
H1;08;std3ENTC;3uL;QtyorID;NTC;8;0.0436;NoCt;NoCt;0.998;-3.493;qpcr933;MONIS6;AssID14;Rhihar;plt01;qpcrrundate20220502
H2;08;std3ENTC;3uL;QtyorID;NTC;8;0.0436;NoCt;NoCt;0.998;-3.493;qpcr933;MONIS6;AssID14;Rhihar;plt01;qpcrrundate20220502
H3;08;std3ENTC;3uL;QtyorID;NTC;8;0.0436;NoCt;NoCt;0.998;-3.493;qpcr933;MONIS6;AssID14;Rhihar;plt01;qpcrrundate20220502
A4;09;MST1039;3uL;QtyorID;Unknown;9;0.0436;NoCt;NoCt;0.998;-3.493;qpcr933;MONIS6;AssID14;Rhihar;plt01;qpcrrundate20220502
A5;09;MST1039;3uL;QtyorID;Unknown;9;0.0436;NoCt;NoCt;0.998;-3.493;qpcr933;MONIS6;AssID14;Rhihar;plt01;qpcrrundate20220502
A6;09;MST1039;3uL;QtyorID;Unknown;9;0.0436;NoCt;NoCt;0.998;-3.493;qpcr933;MONIS6;AssID14;Rhihar;plt01;qpcrrundate20220502
B4;10;MST2021-015;3uL;QtyorID;Unknown;10;0.0436;NoCt;NoCt;0.998;-3.493;qpcr933;MONIS6;AssID14;Rhihar;plt01;qpcrrundate20220502
B5;10;MST2021-015;3uL;QtyorID;Unknown;10;0.0436;NoCt;NoCt;0.998;-3.493;qpcr933;MONIS6;AssID14;Rhihar;plt01;qpcrrundate20220502
B6;10;MST2021-015;3uL;QtyorID;Unknown;10;0.0436;NoCt;NoCt;0.998;-3.493;qpcr933;MONIS6;AssID14;Rhihar;plt01;qpcrrundate20220502
C4;11;MST2021-028;3uL;QtyorID;Unknown;11;0.0436;NoCt;NoCt;0.998;-3.493;qpcr933;MONIS6;AssID14;Rhihar;plt01;qpcrrundate20220502
C5;11;MST2021-028;3uL;QtyorID;Unknown;11;0.0436;NoCt;NoCt;0.998;-3.493;qpcr933;MONIS6;AssID14;Rhihar;plt01;qpcrrundate20220502
C6;11;MST2021-028;3uL;QtyorID;Unknown;11;0.0436;NoCt;NoCt;0.998;-3.493;qpcr933;MONIS6;AssID14;Rhihar;plt01;qpcrrundate20220502
D4;12;MST2021-031;3uL;QtyorID;Unknown;12;0.0436;NoCt;NoCt;0.998;-3.493;qpcr933;MONIS6;AssID14;Rhihar;plt01;qpcrrundate20220502
D5;12;MST2021-031;3uL;QtyorID;Unknown;12;0.0436;NoCt;NoCt;0.998;-3.493;qpcr933;MONIS6;AssID14;Rhihar;plt01;qpcrrundate20220502
D6;12;MST2021-031;3uL;QtyorID;Unknown;12;0.0436;NoCt;NoCt;0.998;-3.493;qpcr933;MONIS6;AssID14;Rhihar;plt01;qpcrrundate20220502
E4;13;MST2021-032;3uL;QtyorID;Unknown;13;0.0436;NoCt;NoCt;0.998;-3.493;qpcr933;MONIS6;AssID14;Rhihar;plt01;qpcrrundate20220502
E5;13;MST2021-032;3uL;QtyorID;Unknown;13;0.0436;NoCt;NoCt;0.998;-3.493;qpcr933;MONIS6;AssID14;Rhihar;plt01;qpcrrundate20220502
E6;13;MST2021-032;3uL;QtyorID;Unknown;13;0.0436;NoCt;NoCt;0.998;-3.493;qpcr933;MONIS6;AssID14;Rhihar;plt01;qpcrrundate20220502
F4;14;MST2021-040;3uL;QtyorID;Unknown;14;0.0436;NoCt;NoCt;0.998;-3.493;qpcr933;MONIS6;AssID14;Rhihar;plt01;qpcrrundate20220502
F5;14;MST2021-040;3uL;QtyorID;Unknown;14;0.0436;NoCt;NoCt;0.998;-3.493;qpcr933;MONIS6;AssID14;Rhihar;plt01;qpcrrundate20220502
F6;14;MST2021-040;3uL;QtyorID;Unknown;14;0.0436;NoCt;NoCt;0.998;-3.493;qpcr933;MONIS6;AssID14;Rhihar;plt01;qpcrrundate20220502
G4;15;MST2021-081;3uL;QtyorID;Unknown;15;0.0436;NoCt;NoCt;0.998;-3.493;qpcr933;MONIS6;AssID14;Rhihar;plt01;qpcrrundate20220502
G5;15;MST2021-081;3uL;QtyorID;Unknown;15;0.0436;NoCt;NoCt;0.998;-3.493;qpcr933;MONIS6;AssID14;Rhihar;plt01;qpcrrundate20220502
G6;15;MST2021-081;3uL;QtyorID;Unknown;15;0.0436;NoCt;NoCt;0.998;-3.493;qpcr933;MONIS6;AssID14;Rhihar;plt01;qpcrrundate20220502
H4;16;MST2021-044;3uL;QtyorID;Unknown;16;0.0436;NoCt;NoCt;0.998;-3.493;qpcr933;MONIS6;AssID14;Rhihar;plt01;qpcrrundate20220502
H5;16;MST2021-044;3uL;QtyorID;Unknown;16;0.0436;NoCt;NoCt;0.998;-3.493;qpcr933;MONIS6;AssID14;Rhihar;plt01;qpcrrundate20220502
H6;16;MST2021-044;3uL;QtyorID;Unknown;16;0.0436;NoCt;NoCt;0.998;-3.493;qpcr933;MONIS6;AssID14;Rhihar;plt01;qpcrrundate20220502
A7;17;MST2021-049;3uL;QtyorID;Unknown;17;0.0436;NoCt;NoCt;0.998;-3.493;qpcr933;MONIS6;AssID14;Rhihar;plt01;qpcrrundate20220502
A8;17;MST2021-049;3uL;QtyorID;Unknown;17;0.0436;NoCt;NoCt;0.998;-3.493;qpcr933;MONIS6;AssID14;Rhihar;plt01;qpcrrundate20220502
A9;17;MST2021-049;3uL;QtyorID;Unknown;17;0.0436;NoCt;NoCt;0.998;-3.493;qpcr933;MONIS6;AssID14;Rhihar;plt01;qpcrrundate20220502
B7;18;MST2021-052;3uL;QtyorID;Unknown;18;0.0436;NoCt;NoCt;0.998;-3.493;qpcr933;MONIS6;AssID14;Rhihar;plt01;qpcrrundate20220502
B8;18;MST2021-052;3uL;QtyorID;Unknown;18;0.0436;NoCt;NoCt;0.998;-3.493;qpcr933;MONIS6;AssID14;Rhihar;plt01;qpcrrundate20220502
B9;18;MST2021-052;3uL;QtyorID;Unknown;18;0.0436;NoCt;NoCt;0.998;-3.493;qpcr933;MONIS6;AssID14;Rhihar;plt01;qpcrrundate20220502
C7;19;MST2021-071;3uL;QtyorID;Unknown;19;0.0436;NoCt;NoCt;0.998;-3.493;qpcr933;MONIS6;AssID14;Rhihar;plt01;qpcrrundate20220502
C8;19;MST2021-071;3uL;QtyorID;Unknown;19;0.0436;NoCt;NoCt;0.998;-3.493;qpcr933;MONIS6;AssID14;Rhihar;plt01;qpcrrundate20220502
C9;19;MST2021-071;3uL;QtyorID;Unknown;19;0.0436;NoCt;NoCt;0.998;-3.493;qpcr933;MONIS6;AssID14;Rhihar;plt01;qpcrrundate20220502
D7;20;MST2021-005;3uL;QtyorID;Unknown;20;0.0436;NoCt;NoCt;0.998;-3.493;qpcr933;MONIS6;AssID14;Rhihar;plt01;qpcrrundate20220502
D8;20;MST2021-005;3uL;QtyorID;Unknown;20;0.0436;NoCt;NoCt;0.998;-3.493;qpcr933;MONIS6;AssID14;Rhihar;plt01;qpcrrundate20220502
D9;20;MST2021-005;3uL;QtyorID;Unknown;20;0.0436;NoCt;NoCt;0.998;-3.493;qpcr933;MONIS6;AssID14;Rhihar;plt01;qpcrrundate20220502
E7;21;MST2021-025;3uL;QtyorID;Unknown;21;0.0436;NoCt;NoCt;0.998;-3.493;qpcr933;MONIS6;AssID14;Rhihar;plt01;qpcrrundate20220502
E8;21;MST2021-025;3uL;QtyorID;Unknown;21;0.0436;NoCt;NoCt;0.998;-3.493;qpcr933;MONIS6;AssID14;Rhihar;plt01;qpcrrundate20220502
E9;21;MST2021-025;3uL;QtyorID;Unknown;21;0.0436;NoCt;NoCt;0.998;-3.493;qpcr933;MONIS6;AssID14;Rhihar;plt01;qpcrrundate20220502
F7;22;NEKfeb2022;3uL;QtyorID;Unknown;22;0.0436;NoCt;NoCt;0.998;-3.493;qpcr933;MONIS6;AssID14;Rhihar;plt01;qpcrrundate20220502
F8;22;NEKfeb2022;3uL;QtyorID;Unknown;22;0.0436;NoCt;NoCt;0.998;-3.493;qpcr933;MONIS6;AssID14;Rhihar;plt01;qpcrrundate20220502
F9;22;NEKfeb2022;3uL;QtyorID;Unknown;22;0.0436;NoCt;NoCt;0.998;-3.493;qpcr933;MONIS6;AssID14;Rhihar;plt01;qpcrrundate20220502
G7;23;MST1028;3uL;QtyorID;Unknown;23;0.0436;NoCt;NoCt;0.998;-3.493;qpcr933;MONIS6;AssID14;Rhihar;plt01;qpcrrundate20220502
G8;23;MST1028;3uL;QtyorID;Unknown;23;0.0436;NoCt;NoCt;0.998;-3.493;qpcr933;MONIS6;AssID14;Rhihar;plt01;qpcrrundate20220502
G9;23;MST1028;3uL;QtyorID;Unknown;23;0.0436;NoCt;NoCt;0.998;-3.493;qpcr933;MONIS6;AssID14;Rhihar;plt01;qpcrrundate20220502
H7;24;MST1027;3uL;QtyorID;Unknown;24;0.0436;NoCt;NoCt;0.998;-3.493;qpcr933;MONIS6;AssID14;Rhihar;plt01;qpcrrundate20220502
H8;24;MST1027;3uL;QtyorID;Unknown;24;0.0436;NoCt;NoCt;0.998;-3.493;qpcr933;MONIS6;AssID14;Rhihar;plt01;qpcrrundate20220502
H9;24;MST1027;3uL;QtyorID;Unknown;24;0.0436;NoCt;NoCt;0.998;-3.493;qpcr933;MONIS6;AssID14;Rhihar;plt01;qpcrrundate20220502
A10;25;MST2021-012;3uL;QtyorID;Unknown;25;0.0436;NoCt;NoCt;0.998;-3.493;qpcr933;MONIS6;AssID14;Rhihar;plt01;qpcrrundate20220502
A11;25;MST2021-012;3uL;QtyorID;Unknown;25;0.0436;NoCt;NoCt;0.998;-3.493;qpcr933;MONIS6;AssID14;Rhihar;plt01;qpcrrundate20220502
A12;25;MST2021-012;3uL;QtyorID;Unknown;25;0.0436;NoCt;NoCt;0.998;-3.493;qpcr933;MONIS6;AssID14;Rhihar;plt01;qpcrrundate20220502
