Target Value of 0 = negative
Target Value of 1 = positive
Target Value of u = unclassified (Advanced Classification Mode)

Ch1Amplitude,Ch2Amplitude,Cragig
3415.675,324.2593,0
3563.559,257.1501,0
3190.055,291.8965,0
3503.749,296.7021,0
3217.854,238.8347,0
3665.794,258.7283,0
3793.841,263.9943,0
3579.893,253.9095,0
3850.959,289.6642,0
3637.542,287.78,0
3304.899,250.3759,0
3691.072,185.8976,0
3580.446,271.2118,0
3871.567,329.7473,0
3755.696,380.1663,0
3622.528,294.7375,0
3665.873,338.8408,0
3908.592,280.4397,0
3750.422,278.3812,0
3739.81,279.6982,0
3763.196,330.4741,0
3699.614,356.6111,0
3778.078,309.3662,0
3752.708,234.5475,0
3177.597,274.2318,0
3584.024,330.9331,0
3306.107,273.6267,0
3819.677,292.7427,0
3642.363,282.1445,0
3736.587,267.4381,0
3609.31,279.327,0
3422.448,340.7354,0
3614.894,255.2305,0
3741.314,250.1691,0
3567.2,228.7054,0
3685.28,246.1057,0
3619.636,351.3827,0
3784.131,341.1327,0
3694.823,328.226,0
3466.627,327.527,0
3707.322,270.1091,0
3650.501,295.306,0
3545.327,319.4517,0
3766.514,222.1339,0
3214.087,291.9299,0
3539.167,344.5087,0
3857.17,281.9348,0
3577.667,308.1711,0
3678.023,343.7013,0
3296.541,263.4388,0
3685.577,274.4098,0
3708.277,214.3011,0
3550.361,298.5852,0
3610.931,287.2079,0
3574.798,308.7328,0
3209.045,312.2162,0
3782.057,324.4884,0
3744.621,306.6486,0
3680.709,334.743,0
3697.239,269.4849,0
3574.402,371.6807,0
3674.251,309.6725,0
3787.59,277.8657,0
3637.464,284.1681,0
3558.524,286.1938,0
3612.862,229.1829,0
3613.695,257.7585,0
3702.963,320.4597,0
3910.73,227.4954,0
3749.879,198.7699,0
3703.981,269.1232,0
3673.402,326.608,0
3770.777,299.9094,0
3542.781,334.4352,0
3647.763,243.7112,0
3727.709,302.0486,0
3696.306,342.1426,0
3663.555,339.4523,0
3648.959,417.7739,0
3658.262,310.8186,0
3637.295,341.52,0
3546.654,366.8196,0
3365.185,224.4102,0
3590.757,329.2903,0
3777.74,211.1454,0
3753.933,300.4587,0
3329.842,306.4102,0
3600.783,312.9253,0
3667.547,302.9736,0
3641.999,375.506,0
3693.881,333.991,0
3552.19,292.2677,0
3642.627,314.7859,0
3637.571,327.3966,0
3707.28,356.2761,0
3692.23,312.3726,0
3301.197,297.106,0
3654.535,308.7173,0
3540.916,266.2958,0
3728.373,202.7062,0
3670.473,279.9963,0
3625.947,303.8292,0
3702.425,393.741,0
3153.779,375.3151,0
3600.607,253.2417,0
3588.115,404.7869,0
3475.976,325.1107,0
3576.105,357.2902,0
3897.802,314.9924,0
3472.456,300.8782,0
3519.527,303.5521,0
3132.319,248.6454,0
3542.43,345.1169,0
3603.404,260.3137,0
3734.802,236.0413,0
3710.596,298.5369,0
3882.4,304.5421,0
3706.071,282.0891,0
3779.913,304.7845,0
3836.627,386.8311,0
3711.802,255.858,0
3334.478,264.8931,0
3724.125,243.791,0
3767.28,300.3579,0
3700.108,224.6595,0
3748.691,301.3365,0
3901.246,235.3146,0
3734.018,267.6515,0
3515.042,265.9595,0
3677.328,320.9956,0
3621.231,283.431,0
3651.105,218.7321,0
3552.609,303.3767,0
3670.597,298.9032,0
3554.835,267.194,0
3657.745,320.1754,0
3551.905,282.5959,0
3506.358,277.8883,0
3672.718,309.9901,0
3665.474,228.0283,0
3585.679,317.5702,0
3337.845,296.3433,0
3824.474,322.5546,0
3618.798,368.6115,0
3766.463,328.7068,0
3753.094,173.1272,0
3339.93,290.1935,0
3537.209,320.9498,0
3554.29,307.535,0
3267.2,253.0194,0
3602.445,390.5479,0
3671.093,320.3833,0
3699.485,260.3046,0
3657.786,293.115,0
3315.134,285.2185,0
3652.532,239.7957,0
3776.474,302.0898,0
3580.743,321.9807,0
3553.318,321.1798,0
3572.042,314.1046,0
3697.28,266.332,0
3777.013,205.7458,0
3752.68,220.1437,0
3690.633,239.3964,0
3685.83,260.0804,0
3780.663,370.9772,0
3682.547,279.2402,0
3683.178,357.2632,0
3493.328,283.5159,0
3645.843,286.542,0
3539.792,347.9882,0
3810.226,295.4978,0
3539.638,341.308,0
3230.037,223.1201,0
3655.773,329.1841,0
3502.792,250.8851,0
3804.588,232.9004,0
3612.93,272.2412,0
3715.394,330.8787,0
3543.3,252.1217,0
3600.518,286.7192,0
3689.891,281.7764,0
3804.618,221.9038,0
3585.425,268.7354,0
3650.979,350.9871,0
3650.333,383.411,0
3770.509,308.3477,0
3358.472,168.6833,0
3186.963,286.2041,0
3499.711,356.123,0
3495.558,282.566,0
3682.576,249.1681,0
3836.631,306.7185,0
3583.546,297.9768,0
3654.816,272.8293,0
3720.903,272.9435,0
3649.785,248.8392,0
3743.778,331.244,0
3635.379,285.2621,0
3872.119,182.8879,0
3697.542,274.3923,0
3793.082,264.8984,0
3509.07,393.3198,0
3833.14,289.7322,0
3548.509,305.7487,0
3687.739,313.7395,0
