Target Value of 0 = negative
Target Value of 1 = positive
Target Value of u = unclassified (Advanced Classification Mode)

Ch1Amplitude,Ch2Amplitude,Cragig
3610.959,282.8087,0
3487.915,329.2448,0
3412.92,284.2798,0
3502.177,240.7196,0
3268.439,283.2676,0
3783.958,311.0181,0
3376.379,377.317,0
3756.286,240.2539,0
3442.658,349.4523,0
3730.658,237.084,0
3302.212,283.7811,0
3381.235,350.735,0
3509.253,335.7083,0
3846.432,343.2717,0
3437.428,217.6379,0
3395.248,317.932,0
3407.797,294.8101,0
3340.492,312.2538,0
3697.469,259.6638,0
3739.709,283.7089,0
3568.232,296.2815,0
3667.312,395.5197,0
3358.457,402.3015,0
3425.172,279.7097,0
3762.337,314.2721,0
3613.618,303.2843,0
3508.761,299.2911,0
3839.747,268.0109,0
3705.693,290.5188,0
3251.37,225.6625,0
2992.213,186.6918,0
3566.055,292.1061,0
3651.293,279.7677,0
3378.839,343.2383,0
3368.378,284.4019,0
3108.268,347.1621,0
3452.097,338.6411,0
3460.269,232.7131,0
3666.11,423.6034,0
3399.785,241.5797,0
3534.088,329.2894,0
3916.374,235.0348,0
3405.424,280.4923,0
3748.865,284.1208,0
3330.634,295.0179,0
3363.605,382.114,0
3439.66,309.0459,0
3380.468,267.4585,0
3462.223,288.1815,0
3398.641,276.5267,0
3408.714,318.8354,0
3367.661,218.8473,0
3621.176,3392.0,
3057.481,310.8284,0
3573.119,371.8816,0
2986.917,230.8331,0
3529.557,266.8108,0
3690.639,210.9314,0
3774.135,301.5793,0
3379.211,303.3262,0
3561.741,360.4723,0
3354.812,341.5027,0
3611.341,317.7717,0
3571.809,349.8706,0
3764.874,357.0593,0
3442.273,316.1826,0
3414.58,315.3308,0
3036.31,244.6063,0
3351.489,238.6687,0
3205.748,357.5378,0
3594.863,280.8168,0
3413.245,286.8867,0
3823.514,301.7645,0
3213.869,282.0834,0
3446.983,279.3595,0
3334.163,239.9525,0
3499.89,236.3771,0
3294.007,307.0105,0
