Target Value of 0 = negative
Target Value of 1 = positive
Target Value of u = unclassified (Advanced Classification Mode)

Ch1Amplitude,Ch2Amplitude,Cragig
3528.122,281.2124,0
3630.827,235.9001,0
3549.194,257.3698,0
3525.265,289.9786,0
3502.557,284.9421,0
3640.302,232.1498,0
3545.886,219.3,0
3395.949,323.8986,0
3470.163,263.7791,0
3627.481,246.7886,0
3389.307,296.5068,0
3430.55,248.5134,0
3040.014,270.2312,0
3574.951,284.991,0
3261.59,349.9014,0
3688.877,332.3978,0
3407.559,328.6118,0
3597.595,339.2552,0
3786.862,299.0232,0
3778.497,332.7109,0
3874.843,399.9045,0
3757.835,403.8517,0
3520.415,316.8318,0
3588.796,252.5613,0
3504.495,229.6913,0
3890.374,287.3347,0
3475.55,294.6074,0
3290.039,329.6354,0
3204.368,242.3685,0
3812.395,326.5983,0
3211.028,352.245,0
3833.591,332.5179,0
3444.053,245.7311,0
3484.95,179.3075,0
3515.72,274.3445,0
3375.668,363.1545,0
3433.909,306.7653,0
3237.307,212.1228,0
3470.32,301.7266,0
2994.45,198.0465,0
3297.647,249.3066,0
3532.832,264.6227,0
3610.816,274.2019,0
3890.306,341.1804,0
3530.065,244.7305,0
3569.777,258.1892,0
3573.266,244.8651,0
3482.143,293.9816,0
4066.19,315.9093,0
3559.349,318.1942,0
3520.312,333.3175,0
3313.003,298.3894,0
3770.954,377.532,0
3484.266,286.2754,0
3366.466,310.5165,0
3600.002,314.2754,0
3568.237,403.8854,0
3472.252,354.7034,0
3382.818,266.5868,0
3553.22,299.5074,0
3570.296,295.2504,0
3589.835,297.3147,0
3263.917,358.9331,0
3648.993,339.2684,0
3585.245,293.9346,0
3303.494,270.0449,0
3278.386,362.9323,0
3649.084,262.4617,0
3447.128,279.8636,0
3497.886,338.9086,0
3468.767,363.1012,0
3276.662,182.8221,0
3640.193,372.557,0
3291.22,345.9875,0
3406.309,197.4453,0
3248.511,178.8929,0
3712.882,310.4956,0
3545.448,236.9135,0
3632.948,243.2074,0
3213.771,269.2017,0
3524.49,287.5636,0
3471.067,274.1594,0
3367.173,291.33,0
3497.891,236.225,0
3568.848,347.9757,0
3129.707,266.1046,0
3450.407,259.3556,0
3358.358,262.6912,0
3582.112,240.8729,0
3481.15,283.3112,0
3309.531,364.1704,0
3882.752,359.282,0
3618.541,314.3882,0
3994.258,388.2241,0
3657.547,326.3929,0
3517.587,256.9143,0
3121.724,323.6666,0
3650.592,210.8812,0
3275.163,308.7339,0
3398.672,341.2877,0
3300.634,304.926,0
3704.175,212.1956,0
3373.97,261.9858,0
3551.401,257.447,0
3384.979,232.7676,0
3521.072,194.6118,0
3052.085,305.2118,0
3512.089,326.0237,0
3335.14,276.2047,0
3428.929,262.2075,0
3256.269,236.2552,0
3824.43,271.561,0
3417.331,312.3752,0
3472.772,358.3354,0
3774.289,172.761,0
3642.974,252.1533,0
3480.321,319.7167,0
3620.142,293.6095,0
3382.65,212.2623,0
3684.64,247.4998,0
2973.566,310.3403,0
3492.314,283.408,0
3508.204,281.0828,0
3198.087,184.4464,0
3498.728,277.5436,0
3145.071,337.9026,0
3475.329,347.4631,0
3694.703,296.3798,0
3500.825,287.7305,0
4003.686,336.4344,0
3653.246,205.5353,0
3671.357,428.0358,0
3063.699,180.5308,0
3188.051,242.4832,0
3528.54,267.6503,0
3332.89,249.0685,0
3470.305,323.3372,0
3474.865,284.9456,0
3447.222,252.7189,0
3512.819,256.0234,0
3557.344,277.2385,0
3638.382,276.6461,0
3463.492,299.5908,0
3411.043,381.3623,0
3110.072,218.4858,0
3308.429,302.4952,0
3704.705,233.4814,0
3161.351,315.4672,0
3154.449,369.6936,0
3594.875,303.884,0
3396.363,217.4656,0
3512.04,310.8878,0
3290.395,265.0118,0
3516.703,332.1095,0
3366.221,312.0125,0
3728.051,297.8235,0
3560.108,285.9573,0
3636.145,223.5466,0
3454.269,298.2828,0
3514.93,312.4041,0
3460.959,262.692,0
3192.493,247.8085,0
3619.655,262.6194,0
3378.761,290.8616,0
3599.021,246.1885,0
3396.496,285.4176,0
3194.825,221.7393,0
3480.41,287.6924,0
3600.893,353.2513,0
3694.418,321.7744,0
3395.152,255.9694,0
3683.356,269.0229,0
3273.526,215.9277,0
3199.167,181.7683,0
3084.667,251.4261,0
3117.987,220.3781,0
3637.637,322.3806,0
3583.803,289.0829,0
3530.422,274.3607,0
3544.809,280.28,0
3249.836,291.9386,0
3468.318,336.2164,0
3521.059,296.0229,0
3042.936,218.6584,0
3723.439,245.3202,0
3489.647,307.1522,0
3396.015,231.1046,0
3705.423,165.792,0
3548.971,271.9501,0
3384.481,213.0858,0
3251.833,140.4962,0
3363.789,329.1708,0
3376.437,275.7454,0
4063.478,348.427,0
3358.293,302.1575,0
3494.799,329.745,0
3687.131,265.3619,0
3929.659,393.054,0
3859.26,348.5181,0
