Target Value of 0 = negative
Target Value of 1 = positive
Target Value of u = unclassified (Advanced Classification Mode)

Ch1Amplitude,Ch2Amplitude,Cragig
3642.388,207.4407,0
3518.448,198.172,0
3717.032,282.9437,0
3200.867,230.1404,0
3698.922,318.2212,0
3582.771,196.1868,0
3509.92,345.92,0
3626.3,391.255,0
3786.535,207.5065,0
3419.091,325.5847,0
3690.377,1731.0,
3590.803,316.1084,0
3665.756,256.4924,0
3731.486,367.5228,0
3674.7,193.9833,0
3486.708,304.6663,0
3690.674,280.5239,0
3183.308,254.7638,0
3576.034,289.9996,0
3331.386,308.1165,0
4084.986,312.0641,0
3421.542,266.1079,0
3484.494,240.965,0
3579.826,297.2871,0
4010.506,368.714,0
3457.787,227.569,0
3900.315,236.8221,0
3214.993,353.0615,0
3668.411,312.8323,0
3677.997,303.254,0
3925.342,234.0321,0
3445.702,242.6559,0
3600.005,236.863,0
4199.012,320.7534,0
3760.049,240.1724,0
3814.367,269.6111,0
3867.387,353.9326,0
3426.14,308.4523,0
3481.198,327.7955,0
3717.639,334.9076,0
3744.93,236.2852,0
3488.24,285.2607,0
3485.576,279.4427,0
3736.864,343.0116,0
3493.657,297.4976,0
3536.589,383.5801,0
3397.146,279.7341,0
3629.145,347.9769,0
3193.53,231.9706,0
3559.694,293.59,0
3300.606,268.3418,0
3412.806,212.1932,0
3666.766,363.5859,0
3576.916,377.5707,0
3698.341,460.954,0
3604.28,274.9974,0
4170.845,257.7163,0
3343.661,248.2247,0
3811.736,266.9475,0
3460.632,281.1335,0
3555.329,250.7972,0
3341.448,356.5751,0
3597.762,261.0864,0
3482.886,335.9928,0
3742.812,340.3398,0
3572.53,318.4729,0
3535.562,380.4425,0
3701.15,249.4795,0
3712.917,282.4374,0
3686.908,288.3291,0
3407.771,265.053,0
3454.622,289.6278,0
3033.11,264.3854,0
3513.981,305.5374,0
3617.297,219.8624,0
3542.545,311.7285,0
3506.957,395.146,0
3603.656,279.2925,0
3275.837,235.4448,0
4100.586,335.0094,0
3678.062,246.2689,0
3658.54,199.6704,0
3333.4,262.89,0
3653.943,227.9777,0
3800.789,276.6487,0
3092.08,239.6029,0
3735.976,263.9741,0
3585.391,299.8781,0
3616.865,202.6348,0
3541.047,387.8013,0
3664.553,231.9663,0
3639.086,271.8718,0
3792.897,287.949,0
3605.452,307.0404,0
3898.436,213.3076,0
3800.255,302.8204,0
3430.738,249.2278,0
