Target Value of 0 = negative
Target Value of 1 = positive
Target Value of u = unclassified (Advanced Classification Mode)

Ch1Amplitude,Ch2Amplitude,Calsap
7275.783,156.1792,0
7284.381,295.2297,0
7068.551,185.4971,0
7042.338,254.4551,0
7129.582,132.2063,0
7565.238,275.689,0
7024.94,335.4192,0
7118.599,240.1558,0
7571.532,161.6294,0
7106.464,355.8425,0
7795.994,267.8843,0
7237.308,172.1494,0
7339.81,227.0049,0
7445.227,163.2859,0
7728.116,287.501,0
7362.396,164.1584,0
7408.616,227.2551,0
7269.973,148.1902,0
7352.125,149.9441,0
7583.898,366.0718,0
7510.707,192.5466,0
7426.199,89.24048,0
7268.929,126.8157,0
7856.547,131.4707,0
7123.444,305.5845,0
7109.692,285.3171,0
6981.156,236.0496,0
7384.256,207.2424,0
7280.995,137.793,0
7386.939,106.4363,0
7302.274,308.8154,0
7289.963,215.4644,0
7071.939,320.2874,0
7611.726,145.6934,0
7527.285,110.8372,0
7727.938,98.69971,0
7127.442,109.7661,0
7148.124,142.7971,0
7879.324,152.7852,0
6480.232,143.6978,0
7788.431,186.79,0
6598.101,191.3467,0
6858.635,114.3616,0
7649.322,199.3298,0
7680.496,311.4392,0
7310.601,214.3364,0
7536.585,255.9409,0
7151.443,63.15161,0
7888.547,334.8396,0
7572.788,280.4331,0
7611.859,160.8994,0
7631.313,344.6406,0
6157.09,120.4939,0
7492.854,251.8535,0
7861.807,308.6287,0
7316.901,339.897,0
6267.103,-39.33374,0
7513.671,146.9207,0
7528.208,120.6372,0
7294.906,155.4463,0
7567.497,245.4998,0
7576.8,141.8569,0
7637.101,195.948,0
6926.584,178.7048,0
7717.396,198.0054,0
7449.945,229.354,0
7213.293,89.5896,0
7233.26,178.4995,0
7230.621,268.3696,0
7065.212,345.6353,0
6906.178,171.0791,0
7819.552,174.3699,0
7104.317,177.2559,0
7489.832,48.75391,0
7613.54,234.9246,0
6970.642,183.3818,0
7251.212,256.2051,0
7602.921,255.5066,0
7266.33,241.0481,0
7568.888,289.9194,0
7371.25,235.8308,0
7319.699,227.9297,0
7792.527,375.2756,0
7241.261,167.814,0
7363.045,212.0288,0
7338.707,312.1987,0
6951.766,233.1426,0
7491.333,194.4619,0
7082.917,113.2654,0
7359.189,134.959,0
7358.45,285.9387,0
7388.572,231.2988,0
7176.712,277.1541,0
6940.013,207.2078,0
7355.653,251.8247,0
7569.142,328.1604,0
7387.784,337.2625,0
7033.308,265.4373,0
7393.82,119.406,0
7395.732,182.2727,0
7519.069,194.5623,0
7598.108,359.9309,0
7105.959,306.6492,0
7533.403,257.0576,0
7395.098,210.4861,0
7373.444,240.2258,0
6869.008,145.2507,0
7103.273,141.5244,0
7245.451,217.3186,0
7241.218,322.0713,0
7413.825,214.1716,0
7075.932,283.5659,0
7303.444,203.7207,0
7458.092,271.3193,0
7641.622,281.3982,0
7299.047,150.5957,0
7089.329,325.9148,0
7299.333,227.8489,0
7179.828,257.7397,0
7681.908,221.7212,0
7653.404,291.7109,0
7678.534,266.5713,0
7262.229,274.3984,0
7314.249,67.02368,0
7560.861,209.5349,0
7324.751,326.967,0
7954.87,155.8376,0
6439.223,196.8262,0
6764.606,242.9006,0
7329.386,174.6245,0
7573.463,165.7808,0
7352.333,164.0225,0
7690.714,258.343,0
7725.286,374.1772,0
6791.112,359.7397,0
7387.166,335.6187,0
7277.881,236.5613,0
7544.773,67.8728,0
7728.33,337.3081,0
7228.918,203.3411,0
7208.505,283.1265,0
7697.233,287.4346,0
7318.47,209.1848,0
7811.976,191.4973,0
6784.759,252.0813,0
7483.496,190.1987,0
7241.308,199.5396,0
6576.859,222.7144,0
7516.41,89.86865,0
7288.876,194.292,0
7459.39,250.3809,0
7510.244,285.2539,0
7578.943,211.7891,0
7400.206,173.7065,0
7676.561,74.99072,0
7466.001,211.8086,0
7505.444,138.5713,0
7459.484,223.5271,0
6741.651,197.2661,0
7513.489,260.3647,0
7171.86,128.2256,0
7242.933,155.3574,0
7224.929,251.2161,0
6914.985,187.7456,0
7281.299,151.4277,0
7139.355,278.0588,0
7121.342,263.2256,0
7075.431,79.80664,0
7451.233,172.9861,0
6912.014,208.7979,0
7469.32,203.1479,0
7548.809,257.0779,0
7557.157,214.9116,0
7411.474,307.989,0
7409.86,279.7422,0
7348.688,146.8586,0
7231.602,318.4849,0
7603.52,180.0889,0
6889.778,196.6963,0
7254.041,214.5127,0
7024.686,203.9465,0
7406.485,94.63013,0
7296.874,154.0945,0
7216.968,102.7615,0
7585.045,202.5391,0
7106.007,252.8328,0
7334.583,234.0264,0
6948.208,27.6626,0
7595.512,323.9531,0
7205.161,304.2629,0
7077.187,201.282,0
7372.973,243.1526,0
7566.112,179.4802,0
7623.463,186.3525,0
6629.779,-39.25928,0
7131.058,127.334,0
7416.983,95.54077,0
8024.366,273.6265,0
7796.471,317.7351,0
6471.458,58.23657,0
7080.894,254.1248,0
7537.557,304.2764,0
7516.398,258.3018,0
7075.202,247.5251,0
7272.791,193.4822,0
7558.373,154.2529,0
7245.17,187.6565,0
7461.534,239.6201,0
7425.454,201.374,0
7319.976,207.0281,0
7538.216,133.0645,0
7758.818,350.0271,0
7013.307,218.5537,0
7266.208,327.7156,0
7554.519,172.5176,0
7097.546,195.9775,0
7314.903,87.19507,0
7489.16,217.3394,0
7235.692,224.0811,0
7258.678,185.03,0
7090.557,183.8853,0
7070.667,137.6858,0
7318.61,251.2483,0
7453.981,149.8213,0
7383.937,191.0474,0
7124.557,268.5361,0
7436.836,114.5674,0
7499.922,209.7615,0
7258.004,217.3181,0
7401.679,255.604,0
7283.623,206.3408,0
7293.8,192.4856,0
7389.42,159.9304,0
7538.791,213.8508,0
7569.91,286.0725,0
7451.977,108.675,0
7517.017,260.0205,0
7291.803,182.1863,0
7653.258,138.4717,0
7270.219,396.7566,0
7974.115,284.656,0
7164.219,173.8706,0
7571.886,305.2305,0
7098.443,323.1506,0
7205.872,200.615,0
7443.111,335.5676,0
7186.917,344.1511,0
7111.871,180.1101,0
7118.493,299.2847,0
7437.044,110.3169,0
7501.662,154.4656,0
7265.603,109.5447,0
7078.148,140.1174,0
7175.436,269.4417,0
7198.909,235.4231,0
7432.175,173.7529,0
7340.118,353.4404,0
6859.738,215.0159,0
7617.611,250.6902,0
7206.085,261.1909,0
7587.976,255.9131,0
7395.77,190.354,0
7406.902,240.7656,0
7269.715,281.426,0
7231.846,216.3613,0
7232.588,223.2803,0
7293.078,136.7422,0
7582.209,238.0208,0
7423.458,207.5129,0
7326.656,191.7783,0
7228.688,231.5959,0
7425.492,144.2285,0
7260.301,221.4697,0
7448.049,200.2253,0
7117.279,319.3582,0
7153.385,178.1165,0
7339.652,296.7075,0
6679.066,73.4436,0
7219.855,211.1306,0
7428.958,184.0371,0
7521.411,157.3652,0
7789.474,213.0449,0
6192.444,240.3464,0
7368.328,325.6304,0
7159.801,235.5347,0
7168.947,197.1804,0
7079.349,139.7144,0
7250.435,160.1814,0
7382.146,370.1326,0
7556.768,93.66724,0
7156.622,113.5444,0
7255.908,199.8142,0
6791.54,315.6455,0
7199.778,194.4031,0
6912.437,134.427,0
7473.352,174.8201,0
7201.517,247.6311,0
7615.012,308.2063,0
7329.384,154.6399,0
7364.735,188.5371,0
7699.582,131.6299,0
7316.151,151.7866,0
7102.201,262.0857,0
7088.615,274.3337,0
7861.273,350.1653,0
7610.271,225.2954,0
7156.778,261.1982,0
7497.994,208.1519,0
7181.419,226.457,0
7415.037,120.4219,0
7368.714,287.5981,0
7339.237,328.405,0
7515.675,159.634,0
7731.371,358.0776,0
7644.413,355.4143,0
7461.115,334.8511,0
7651.32,69.03125,0
6865.512,212.2732,0
7562.801,126.2534,0
7267.181,121.3708,0
7328.5,278.8052,0
7366.821,245.8591,0
7559.703,257.801,0
7349.162,236.3352,0
7106.856,148.2854,0
6811.924,249.3569,0
7423.619,153.3462,0
7464.621,353.0645,0
7542.172,184.8401,0
7224.667,311.0225,0
7510.148,251.6951,0
7495.87,145.7476,0
7405.124,290.2703,0
7181.209,212.2583,0
7451.339,199.6697,0
7318.473,103.634,0
7341.382,292.6687,0
7425.203,193.6089,0
7492.882,208.7141,0
7235.693,243.5562,0
7026.505,323.6208,0
7264.598,259.1729,0
7367.588,319.6941,0
7438.408,153.4529,0
7049.039,287.5193,0
7720.716,387.2661,0
7390.451,226.231,0
7757.166,207.3022,0
7488.233,264.3003,0
6988.71,249.8179,0
7320.358,220.1633,0
7543.57,53.12012,0
7317.405,410.446,0
