Target Value of 0 = negative
Target Value of 1 = positive
Target Value of u = unclassified (Advanced Classification Mode)

Ch1Amplitude,Ch2Amplitude,Calsap
7651.963,112.8044,0
7493.303,300.6763,0
7473.047,241.2566,0
6657.016,120.4875,0
6478.121,101.3352,0
6708.16,195.6646,0
7872.939,198.7644,0
6761.379,28.76001,0
7546.123,230.4456,0
7554.662,309.5737,0
7545.777,337.9087,0
7204.95,196.3774,0
7301.895,222.3616,0
7233.42,73.89868,0
7881.395,164.03,0
6721.703,202.1099,0
6908.941,39.9353,0
7673.507,176.9531,0
6350.862,177.1765,0
7068.909,118.5681,0
7229.917,194.7031,0
6785.825,91.40601,0
7166.986,48.72437,0
7596.904,242.2373,0
7617.354,205.2817,0
7778.289,424.8477,0
7523.688,258.9048,0
7860.013,316.5027,0
6948.824,135.5522,0
7868.102,230.9336,0
6913.07,245.605,0
7015.955,131.7402,0
6702.872,146.1436,0
7891.381,102.228,0
6938.092,208.0632,0
7287.619,91.26074,0
8176.165,296.4468,0
6575.633,176.1299,0
6941.833,160.5308,0
7975.302,238.6597,0
6298.853,70.3689,0
6586.945,253.6296,0
6327.845,113.7852,0
7464.36,212.9819,0
6284.762,191.6453,0
7222.483,195.282,0
7891.406,305.7559,0
6500.104,133.1572,0
7737.934,236.3643,0
7364.739,248.217,0
7721.007,297.127,0
6900.075,214.9404,0
6882.461,171.4272,0
7483.748,193.0483,0
6917.122,222.4041,0
7169.801,267.0833,0
7593.934,389.8872,0
7229.574,170.3447,0
7585.578,255.8916,0
6260.522,227.9497,0
7349.599,154.1692,0
7878.738,169.6809,0
7637.983,194.1345,0
6164.701,151.5591,0
7907.454,101.0215,0
7352.112,176.9624,0
7396.743,244.7754,0
6886.005,270.5088,0
7954.202,213.7305,0
7817.773,288.2522,0
7731.204,177.9668,0
7635.616,196.3164,0
7758.065,210.6101,0
7727.232,228.6262,0
7701.069,245.0022,0
6979.441,210.9668,0
7105.15,109.314,0
7737.431,279.2864,0
6616.158,127.4937,0
7529.123,205.8989,0
7535.981,260.1174,0
6482.83,167.6204,0
6713.358,108.1824,0
7247.226,200.968,0
6930.219,150.9048,0
6536.811,103.3193,0
6953.311,211.4229,0
7263.303,251.9604,0
7210.955,292.4832,0
7750.786,292.2192,0
7314.191,278.2432,0
7472.546,155.397,0
7682.906,149.4878,0
7480.538,144.3506,0
6209.709,72.24512,0
7059.978,221.2866,0
7255.958,50.79614,0
7583.825,226.6477,0
7033.309,154.926,0
7722.426,193.4417,0
7657.036,152.7769,0
7594.702,295.9841,0
7107.566,242.8936,0
7440.784,125.9265,0
7479.14,287.2773,0
6189.04,209.9067,0
6213.32,42.1106,0
6450.262,53.6936,0
6799.698,142.9832,0
6860.217,119.7795,0
6143.649,159.4851,0
7351.026,330.165,0
7685.605,219.3652,0
7337.448,122.6099,0
7595.413,244.1414,0
7061.24,117.8098,0
7339.248,214.4519,0
6840.005,113.0269,0
6048.817,134.2983,0
7024.443,162.7231,0
7154.325,152.127,0
6377.113,194.1145,0
6873.375,88.18506,0
7786.982,147.6355,0
7218.207,328.4426,0
7677.604,280.0579,0
6322.727,222.5557,0
7365.717,70.42896,0
7356.143,285.636,0
5964.688,102.1118,0
7709.340,3044.0,
7480.018,141.9973,0
6835.384,260.2476,0
6978.202,142.915,0
7643.785,158.9121,0
7609.136,275.1021,0
6173.021,212.7471,0
7568.471,200.6514,0
7871.491,271.4734,0
7787.602,300.2974,0
6858.066,164.9504,0
7781.412,115.4753,0
7627.112,205.2871,0
6850.353,130.4214,0
6883.498,149.9285,0
6634.957,207.9028,0
6767.729,135.0886,0
6325.56,162.6106,0
6668.169,118.6135,0
7738.488,308.0483,0
7518.517,159.1233,0
7111.419,176.8008,0
6271.351,35.4231,0
7389.354,274.8674,0
7463.272,263.6143,0
6137.007,161.6584,0
7374.506,218.2893,0
6466.036,112.7378,0
6697.763,144.9175,0
6436.284,256.3574,0
6407.526,101.8601,0
6909.041,338.3252,0
7342.882,126.4993,0
7395.775,289.1147,0
6309.41,281.6965,0
7531.878,246.2754,0
6682.109,125.6155,0
6526.126,146.876,0
7779.207,403.7791,0
6455.651,188.0886,0
6404.359,254.4812,0
6631.364,218.5933,0
6613.693,211.6399,0
7470.197,230.8962,0
7780.249,299.3423,0
7665.143,257.3269,0
7617.56,326.4519,0
7005.899,196.4441,0
7655.754,168.6953,0
7567.929,244.6453,0
6678.65,261.1489,0
7616.336,275.656,0
7709.476,319.5933,0
5963.776,102.7402,0
7754.493,264.4353,0
7787.813,280.9246,0
6770.71,267.9548,0
6997.148,321.0845,0
6840.929,160.5698,0
7560.966,316.72,0
7612.578,205.7776,0
7758.888,159.0422,0
6693.214,173.4099,0
7598.414,201.4094,0
7728.313,215.6414,0
6739.631,182.4285,0
6129.901,182.3335,0
