Target Value of 0 = negative
Target Value of 1 = positive
Target Value of u = unclassified (Advanced Classification Mode)

Ch1Amplitude,Ch2Amplitude,Homame
4039.249,384.2061,0
4543.109,290.5735,0
4286.229,354.512,0
4287.213,423.3894,0
3413.829,244.4562,0
4346.325,256.4023,0
4440.856,287.2297,0
4043.057,222.447,0
4249.067,247.2583,0
4185.433,310.2512,0
4567.681,327.1379,0
4256.658,297.2612,0
4380.872,370.3003,0
3998.065,258.9153,0
3972.413,280.1942,0
4359.859,316.5056,0
4862.199,534.9827,0
4529.696,302.4121,0
4336.794,319.4875,0
4372.772,336.4897,0
3935.734,330.6901,0
3937.39,312.8743,0
4423.047,291.2007,0
4287.129,396.3845,0
3928.118,231.8507,0
4610.559,346.521,0
4435.42,313.3464,0
4496.142,357.2107,0
4482.376,358.1653,0
4175.609,326.7058,0
4421.512,316.1326,0
4370.333,309.0286,0
4113.601,265.5535,0
4902.062,348.1912,0
3934.116,285.2625,0
3800.688,302.2422,0
3985.201,277.2622,0
3822.904,276.1228,0
4009.88,365.5925,0
4222.021,444.9871,0
4381.39,334.8511,0
3932.179,230.5988,0
4048.943,249.2837,0
4543.907,388.9255,0
4158.534,340.5164,0
3530.456,233.1407,0
3731.855,278.9452,0
4118.116,368.8879,0
4138.089,348.6382,0
4142.458,357.626,0
4359.185,291.2854,0
4302.521,395.0037,0
4316.938,299.041,0
3653.597,352.801,0
4506.256,367.719,0
4522.484,105.0,
4548.898,308.5569,0
4297.983,339.1643,0
4566.26,488.6536,0
4488.15,314.8997,0
4376.256,321.2131,0
3794.879,265.7494,0
4447.31,331.948,0
4438.717,358.949,0
4459.654,294.6089,0
4468.673,301.7314,0
4007.473,297.339,0
3991.411,225.3889,0
4551.302,349.4053,0
4193.698,354.2036,0
4343.455,384.9722,0
4362.46,376.4297,0
4521.827,234.4419,0
4377.114,327.5935,0
3865.701,208.2384,0
4172.584,355.4683,0
4216.669,348.6265,0
4219.375,302.5437,0
4136.331,384.0225,0
3734.206,260.8688,0
4578.692,357.7166,0
3739.878,266.6537,0
4622.714,410.8516,0
4376.458,422.7637,0
4330.607,301.3611,0
4454.884,270.5222,0
4312.158,307.1489,0
4287.695,361.6409,0
4309.953,449.8,0
4391.242,313.4058,0
4290.162,343.9175,0
4368.292,412.9614,0
4569.412,399.1135,0
4323.372,396.0703,0
3890.798,307.7587,0
4505.171,380.4182,0
4347.328,268.2529,0
4806.802,269.2002,0
4409.47,353.0876,0
4449.748,379.2959,0
4157.299,300.6895,0
4565.511,321.7732,0
4306.078,287.7671,0
4441.417,331.9939,0
3951.837,305.4297,0
4204.406,309.5767,0
4305.103,414.3281,0
4404.916,343.9338,0
4325.585,377.2773,0
4467.392,326.5117,0
4460.752,274.5198,0
3944.6,226.4143,0
3619.11,270.7628,0
4566.467,296.2104,0
4385.872,368.9604,0
4158.756,292.0146,0
4381.333,374.1133,0
4516.728,288.1887,0
3917.405,235.2004,0
4420.812,390.2275,0
4316.693,310.593,0
4462.998,303.4658,0
4318.453,282.9084,0
4328.085,291.4414,0
4380.742,387.1597,0
4363.592,324.5781,0
4563.891,313.0264,0
4371.229,289.3337,0
4478.039,390.5317,0
4424.216,355.2139,0
3760.741,334.0844,0
4336.184,370.9048,0
4221.979,320.272,0
3714.853,204.3427,0
4468.587,405.9724,0
4207.34,298.7979,0
4311.47,378.4231,0
4230.692,311.8135,0
4139.554,285.5879,0
4272.354,272.3306,0
4526.555,374.9751,0
4270.084,266.9875,0
3663.671,226.149,0
4498.102,371.3477,0
4328.691,251.4067,0
4252.649,474.6892,0
4370.103,413.4197,0
4188.605,227.8965,0
4492.194,273.1514,0
4557.297,314.7654,0
4488.952,261.793,0
4324.636,416.2051,0
4287.73,366.0024,0
4453.853,367.667,0
4441.542,284.8396,0
4114.737,166.494,0
4512.021,348.4536,0
4169.225,355.8989,0
4502.419,303.6919,0
4236.151,270.0652,0
4433.937,319.5972,0
4478.89,407.3711,0
4460.01,298.3167,0
4262.88,359.8477,0
4045.891,246.0715,0
3689.972,265.5781,0
4222.74,388.4211,0
4373.223,261.5613,0
4134.252,264.5264,0
4240.464,278.353,0
4461.748,362.874,0
