Target Value of 0 = negative
Target Value of 1 = positive
Target Value of u = unclassified (Advanced Classification Mode)

Ch1Amplitude,Ch2Amplitude,Homame
4126.181,271.0685,0
3864.773,334.1333,0
3849.934,273.6342,0
3914.114,308.2794,0
3918.381,264.308,0
3911.29,350.2572,0
3926.093,264.1956,0
4042.928,285.8018,0
3922.061,333.462,0
3972.388,334.1984,0
3894.373,306.8179,0
4019.11,300.2797,0
3984.194,298.1239,0
4064.484,392.9369,0
3964.117,290.1169,0
3904.963,309.631,0
3825.112,342.2196,0
3974.474,353.588,0
3783.589,362.5846,0
4000.531,315.897,0
3930.057,286.5148,0
3893.375,227.7358,0
3982.032,302.7537,0
3776.599,390.1033,0
4060.239,262.6689,0
3958.836,297.9938,0
4012.775,356.6262,0
3915.979,241.656,0
3938.548,318.2335,0
4051.503,314.4742,0
4088.712,304.6971,0
4009.16,252.6865,0
3944.553,313.2019,0
3914.642,366.6052,0
3928.544,339.7023,0
3996.913,295.292,0
3918.606,385.0844,0
4106.877,211.1292,0
4023.234,289.4666,0
4235.857,412.5977,0
3982.667,321.1132,0
3941.216,345.9999,0
3900.793,395.057,0
3998.724,275.8864,0
3980.846,262.0549,0
3977.123,265.6804,0
4073.543,353.2196,0
3960.079,336.9451,0
3955.034,234.0522,0
3850.615,343.2074,0
4006.706,287.3749,0
4002.745,259.0822,0
3967.267,288.9734,0
4026.577,290.0441,0
3871.831,330.4834,0
3796.813,299.329,0
4013.027,369.7219,0
3913.251,382.86,0
3948.296,377.0792,0
3969.914,312.2069,0
3988.654,257.7341,0
4120.947,456.6501,0
3893.807,257.1836,0
3972.115,292.2429,0
4070.621,443.8501,0
4091.96,216.8966,0
3857.26,307.0428,0
4197.769,285.8223,0
3921.07,418.6299,0
3914.455,386.4141,0
3817.089,365.861,0
3930.994,320.3027,0
3780.634,423.1542,0
3950.877,332.1616,0
4015.562,372.6063,0
4020.988,265.9812,0
3901.925,329.3595,0
3902.369,285.7721,0
3973.131,296.3107,0
4026.286,265.3033,0
4027.054,293.8278,0
4034.847,347.3811,0
3905.926,354.5297,0
3868.833,353.2275,0
3992.671,297.1375,0
3846.261,418.5972,0
4157.794,250.1836,0
4016.908,316.0865,0
3894.944,355.5901,0
3871.281,331.4978,0
3938.462,282.1604,0
3892.283,340.3326,0
3990.899,339.663,0
4113.187,280.4778,0
3925.749,231.6156,0
3893.368,329.9956,0
3922.777,266.585,0
3918.608,289.0292,0
3971.253,324.1229,0
4000.619,299.3698,0
3813.737,410.8656,0
3922.582,321.0631,0
4012.032,323.3131,0
3840.726,303.0226,0
3970.694,285.4407,0
3986.998,299.4413,0
3977.011,278.9366,0
3921.914,290.291,0
4022.456,282.1437,0
3980.122,316.8456,0
3996.173,308.3995,0
3899.337,413.6484,0
3979.417,285.4814,0
4058.431,216.771,0
3916.845,281.5475,0
3928.033,396.6302,0
3990.792,345.4949,0
4015.729,312.4081,0
3838.913,293.0128,0
4036.415,273.5808,0
3907.33,375.6936,0
4116.361,248.9613,0
4148.64,203.0134,0
3991.271,271.5909,0
3997.524,409.8868,0
4001.099,292.6091,0
4044.861,209.0502,0
4081.628,321.9767,0
3960.14,363.1173,0
3887.05,313.6415,0
3859.779,435.858,0
4012.022,209.0061,0
4068.11,337.2184,0
3958.361,372.4078,0
3843.107,257.3114,0
3978.458,338.0876,0
3866.924,362.8694,0
3877.239,344.4868,0
3933.824,276.5769,0
3847.146,344.3364,0
4051.276,207.9095,0
3959.153,308.5923,0
4097.366,271.4467,0
3869.944,242.7488,0
3875.047,329.8644,0
3894.503,231.8241,0
3789.37,345.6302,0
3926.966,329.9572,0
3828.425,308.2172,0
4047.101,299.5665,0
4023.709,380.8684,0
3990.933,262.08,0
3986.966,308.9156,0
3992.63,310.2828,0
3987.929,370.1456,0
4046.417,336.9474,0
3940.654,320.4171,0
3935.768,388.264,0
3984.37,223.7993,0
3962.715,284.9075,0
3913.99,246.5686,0
3833.662,397.731,0
3887.014,271.7731,0
4081.891,245.8737,0
3836.143,339.9924,0
3817.701,340.9788,0
3998.489,265.0334,0
3956.395,308.3561,0
3929.774,320.8793,0
3948.52,355.101,0
3982.355,379.9086,0
3938.544,323.2476,0
3837.247,397.6667,0
3886.235,317.8853,0
4044.233,314.4355,0
4251.237,243.7415,0
3900.31,282.423,0
4100.392,272.1409,0
3916.045,330.5332,0
3996.527,307.3068,0
4249.3,334.9795,0
3998.811,308.9558,0
4065.046,307.368,0
3938.275,302.8768,0
3835.542,383.5178,0
3701.761,320.875,0
4003.111,327.9288,0
3963.862,314.7845,0
4018.31,313.2528,0
3973.251,373.3091,0
3980.742,290.5916,0
3988.128,358.0924,0
4140.269,281.6563,0
4078.113,322.5215,0
3873.863,366.5524,0
3920.057,376.9301,0
4026.102,280.0986,0
3841.449,330.0397,0
3877.789,263.4749,0
3842.362,402.6642,0
3853.351,338.3503,0
3885.12,325.7043,0
3994.501,340.1892,0
3846.111,311.7789,0
4001.848,363.9718,0
3964.919,355.6046,0
3839.412,318.7434,0
4057.953,244.5551,0
3920.284,301.3079,0
3872.957,315.6808,0
3940.58,319.6375,0
3856.218,365.316,0
4098.49,294.2777,0
3904.379,350.9963,0
3885.163,314.6134,0
3883.946,341.1902,0
3989.723,255.3661,0
3938.829,285.4923,0
3838.954,281.6906,0
3968.934,260.0862,0
3912.518,296.4188,0
3870.164,367.2997,0
3907.489,304.5253,0
3957.632,226.4905,0
3873.918,354.1813,0
3950.335,321.0741,0
3872.995,307.7885,0
3986.983,339.7856,0
4011.641,241.1052,0
3868.861,343.3237,0
3947.642,357.105,0
3887.191,346.6718,0
3978.798,383.6566,0
3896.36,324.3641,0
3892.204,310.6869,0
3952.486,378.9321,0
4045.168,248.0214,0
4075.78,276.8333,0
3867.678,357.7373,0
3883.969,382.9479,0
3795.886,383.6362,0
3941.054,406.7947,0
4063.685,322.4884,0
3902.948,306.0669,0
3958.859,323.8851,0
3949.335,314.8555,0
4039.85,341.3612,0
3977.805,288.8422,0
3913.844,248.2327,0
4027.257,315.6511,0
3869.106,321.1755,0
3861.224,311.005,0
3980.616,299.4543,0
3936.151,335.5605,0
4028.103,274.5546,0
3873.146,350.3466,0
3882.637,374.6736,0
4014.992,271.8314,0
4065.075,340.9481,0
4103.988,306.7794,0
4065.733,264.9996,0
4215.086,309.5403,0
3922.356,318.1338,0
3921.119,350.0187,0
4016.993,300.0396,0
4093.806,290.4237,0
3966.526,332.9421,0
3946.174,332.8035,0
4044.578,303.8004,0
4031.19,309.322,0
4016.102,307.4199,0
3921.495,360.7668,0
