Target Value of 0 = negative
Target Value of 1 = positive
Target Value of u = unclassified (Advanced Classification Mode)

Ch1Amplitude,Ch2Amplitude,Homame
4507.52,410.6204,0
4571.658,296.5249,0
4432.507,385.2251,0
4250.104,310.7144,0
4292.487,363.6511,0
4169.098,345.4519,0
4110.096,327.3173,0
4578.684,392.1541,0
4622.496,381.6482,0
4555.219,350.0496,0
4249.256,281.9265,0
4402.563,365.426,0
4559.218,360.6296,0
4519.037,340.1223,0
4170.607,342.728,0
4452.201,259.6035,0
4820.943,252.3887,0
4430.046,348.4937,0
4656.583,309.8416,0
4567.052,346.3206,0
4429.859,430.5667,0
4577.046,381.4495,0
4152.116,418.8992,0
4231.311,439.0898,0
4399.828,293.1736,0
4287.278,324.498,0
4151.416,404.4241,0
4314.111,318.4775,0
4590.487,422.4763,0
4126.688,221.1348,0
4348.436,435.687,0
4217.477,263.053,0
4248.483,399.2212,0
4400.601,342.231,0
5194.082,436.5325,0
4277.399,327.6165,0
4188.293,392.0583,0
4776.978,441.7471,0
4161.058,285.261,0
4273.918,256.6643,0
4262.913,243.9521,0
4186.88,415.5623,0
4122.248,311.6458,0
4355.216,395.4243,0
4334.181,344.8677,0
4559.464,339.1257,0
4336.849,474.9998,0
4248.043,388.8684,0
4292.26,279.5391,0
3985.523,334.3057,0
4251.721,319.3052,0
4337.38,347.9573,0
5133.507,470.3088,0
4526.525,356.5964,0
4508.416,315.0388,0
4387.822,322.3733,0
4534.654,356.3064,0
4246.506,337.1384,0
4095.631,287.8729,0
4504.112,414.0911,0
4348.876,371.7271,0
4195.563,354.353,0
4458.33,340.9622,0
4494.945,288.8074,0
4340.041,258.5947,0
4450.267,368.7327,0
4491.374,343.5085,0
4267.119,293.72,0
4352.313,382.5107,0
3961.005,234.8105,0
4205.391,288.3049,0
4462.121,402.0798,0
4327.301,332.365,0
4298.544,402.9817,0
4152.936,378.6536,0
4332.08,384.5474,0
4241.183,266.7397,0
4521.116,424.6584,0
4307.763,300.9307,0
4503.534,356.8318,0
4322.625,304.4663,0
4379.238,231.4607,0
