Target Value of 0 = negative
Target Value of 1 = positive
Target Value of u = unclassified (Advanced Classification Mode)

Ch1Amplitude,Ch2Amplitude,Homame
4059.198,235.8562,0
4141.577,310.7058,0
4019.062,299.2555,0
3876.649,344.3604,0
4094.765,264.3833,0
4091.624,263.8414,0
4009.526,292.4742,0
3934.877,295.9697,0
4055.245,310.3925,0
4078.751,303.7318,0
4009.59,245.8514,0
4001.884,275.7852,0
3936.744,319.9951,0
4042.572,280.796,0
3975.687,238.1285,0
3866.076,326.2085,0
4029.118,337.2101,0
3865.172,295.3676,0
4292.727,321.5444,0
4269.891,263.3687,0
4175.117,304.6931,0
4350.942,391.4543,0
4166.884,297.0476,0
3976.116,294.4869,0
4154.857,272.7839,0
4161.684,389.1311,0
3904.227,370.531,0
4316.05,279.4805,0
4004.657,334.3795,0
4209.777,241.9678,0
4035.364,276.3641,0
4010.925,337.8745,0
4118.196,275.4967,0
4098.654,234.8555,0
3889.431,348.9325,0
3900.995,302.9429,0
4156.973,368.731,0
3931.594,344.6353,0
3953.356,253.3237,0
4000.052,378.8918,0
4098.655,302.7874,0
3823.689,401.1896,0
3894.756,365.3682,0
3970.4,327.8978,0
3965.002,352.4855,0
4009.441,357.8826,0
3891.712,275.9191,0
4181.182,238.0024,0
3950.647,382.2052,0
3921.148,234.0304,0
4062.419,272.8091,0
3884.541,312.0206,0
3905.375,248.1787,0
3933.733,304.8224,0
3883.081,365.387,0
3984.697,351.4261,0
3878.388,263.2126,0
3766.982,309.3828,0
3986.329,272.0752,0
3893.18,255.101,0
4044.071,245.9795,0
4135.014,320.9028,0
4162.169,262.3169,0
3965.955,305.4858,0
3865.942,254.5717,0
3933.393,276.5845,0
3863.438,292.7041,0
4193.781,235.4849,0
3976.499,279.4147,0
3956.269,319.1516,0
3927.496,274.6311,0
3955.954,226.1871,0
4214.571,182.7019,0
3789.524,364.4608,0
3875.705,303.9302,0
4370.925,287.4958,0
4046.204,242.1228,0
3959.127,340.549,0
3983.568,281.9746,0
3959.815,338.2001,0
4232.008,370.6982,0
4126.789,245.2487,0
3914.055,252.5173,0
3838.625,350.2196,0
4046.61,327.3739,0
4309.703,294.563,0
3865.851,281.5398,0
4319.058,360.2737,0
4366.123,283.2549,0
4155.37,347.3525,0
3892.462,271.5682,0
3988.819,260.5162,0
4134.208,277.7554,0
4220.541,213.1365,0
4005.573,229.7764,0
4309.234,397.0752,0
3788.154,430.5125,0
3902.02,409.2664,0
3927.683,358.6785,0
4277.703,309.3074,0
3835.934,370.1077,0
4119.925,250.0529,0
4060.479,281.2323,0
4112.91,254.7722,0
4052.464,328.2433,0
3890.339,291.9706,0
3969.132,299.5446,0
3987.415,288.4757,0
3937.178,384.9639,0
3832.038,289.7382,0
4059.477,342.0908,0
4082.927,287.2167,0
3965.822,351.3342,0
3908.313,290.7489,0
3879.24,246.02,0
3876.496,357.0464,0
4132.322,299.7056,0
4101.993,260.8766,0
4011.528,298.5463,0
3891.424,306.6671,0
3975.042,321.8967,0
3981.595,312.694,0
3978.652,213.1053,0
3920.157,328.0813,0
3998.957,203.5001,0
3941.578,310.6882,0
3937.961,308.4545,0
3957.628,326.6627,0
3932.485,386.3751,0
4108.527,337.3676,0
4080.427,283.8478,0
4170.564,322.271,0
4069.52,286.6195,0
4057.964,320.4983,0
3999.319,327.5933,0
4128.238,323.3801,0
4062.007,259.0021,0
3923.047,333.6233,0
3878.339,382.2275,0
4028.887,303.4916,0
3999.073,287.4597,0
3819.844,384.4841,0
4097.554,322.4783,0
3840.28,349.7363,0
3970.602,271.8823,0
3958.32,351.3489,0
3948.664,309.6182,0
3748.675,396.953,0
4150.247,285.4814,0
3842.762,370.15,0
4027.69,234.2521,0
4280.999,320.9873,0
4031.721,271.4619,0
4019.376,266.2137,0
3888.948,261.0459,0
3859.813,298.7018,0
3998.885,276.3125,0
3996.752,346.9326,0
4126.718,204.0118,0
3947.922,379.2455,0
3997.897,358.8673,0
3950.007,332.9224,0
3960.461,408.2009,0
3963.445,314.908,0
3881.214,286.3202,0
4071.995,288.4413,0
3859.154,327.8916,0
3981.439,324.3564,0
3982.557,291.4852,0
3982.114,275.1719,0
3987.618,269.5833,0
4076.402,242.6824,0
3883.532,228.3732,0
3999.888,265.9817,0
4059.752,313.7788,0
3860.508,342.3451,0
3820.271,233.9391,0
4006.77,331.4625,0
4041.306,231.1666,0
3940.47,333.4025,0
4034.938,325.7328,0
3850.767,327.4539,0
4364.953,310.8159,0
4099.535,339.9191,0
4232.757,330.1458,0
4278.833,314.1716,0
4022.917,282.6083,0
4058.152,282.66,0
4102.275,299.9092,0
3988.208,261.0027,0
4154.978,230.24,0
3877.125,295.097,0
4044.548,265.8799,0
4021.853,321.2245,0
4051.617,339.2699,0
4064.605,292.4517,0
4071.743,244.8167,0
3921.103,307.5282,0
4089.154,322.6757,0
3929.885,272.6295,0
4002.604,321.2697,0
4001.168,305.9368,0
4058.251,325.1954,0
4095.294,374.2885,0
4255.191,267.3411,0
4070.123,253.2814,0
3916.126,318.6572,0
3768.361,318.0804,0
4211.422,331.071,0
3736.356,393.6154,0
3887.895,332.5157,0
4022.091,319.4803,0
3816.767,254.0609,0
3977.12,299.599,0
4098.593,269.1482,0
4283.055,195.4121,0
3970.483,291.2815,0
3912.321,238.2081,0
3997.153,374.2065,0
3899.476,400.2974,0
3901.441,253.0554,0
3889.932,294.9719,0
3977.525,264.0028,0
4349.19,230.2061,0
4076.183,295.5657,0
3795.417,233.2914,0
3813.171,340.9136,0
4099.825,318.4738,0
3990.649,211.4095,0
3979.89,300.6196,0
4124.813,349.1809,0
4026.29,320.1678,0
4267.634,334.0591,0
4257.227,240.8774,0
3955.566,357.6429,0
3827.932,299.7834,0
4094.289,303.9808,0
3891.625,267.6838,0
3971.133,278.4034,0
3957.263,303.483,0
3894.655,330.7267,0
4030.98,359.1002,0
4051.354,343.0414,0
4021.781,370.743,0
4030.23,286.2646,0
4018.047,309.8737,0
3897.14,234.7616,0
3778.355,262.475,0
4087.199,319.4661,0
4228.306,322.7959,0
3952.353,281.3407,0
4090.567,205.0905,0
4069.907,306.7323,0
3989.899,276.1826,0
4013.963,337.2841,0
3865.686,243.3053,0
3950.315,290.4812,0
4165.785,320.0874,0
4113.126,313.3179,0
4444.196,216.0535,0
3929.828,295.1652,0
3818.162,350.4594,0
4200.251,210.3398,0
3907.645,399.353,0
3930.122,311.1417,0
4031.288,387.4432,0
4058.431,263.1534,0
4032.283,255.9734,0
4089.576,368.938,0
3838.228,247.0573,0
4032.251,307.6267,0
3995.849,188.2216,0
3994.966,225.0508,0
3818.996,309.7957,0
4008.879,315.1586,0
3975.25,277.0784,0
3947.985,416.7295,0
4043.289,290.7692,0
4029.724,239.7217,0
3830.763,351.8058,0
4146.959,210.1345,0
4079.02,374.7595,0
4036.992,279.7415,0
4076.542,283.47,0
3989.941,231.3447,0
3954.693,198.2561,0
4138.932,302.8542,0
3869.699,252.8882,0
3998.289,273.6211,0
4298.31,285.5452,0
3959.712,256.6383,0
3996.456,249.1152,0
3827.894,382.4053,0
3834.739,378.6901,0
3999.347,278.7098,0
3809.927,277.5975,0
3977.963,327.1415,0
4177.38,230.0486,0
3758.293,279.8782,0
3865.725,347.3701,0
4080.016,283.153,0
3908.564,268.4565,0
3910.962,417.9891,0
3991.522,354.1993,0
4073.869,339.0504,0
4410.813,329.6086,0
4102.546,269.2373,0
3956.709,285.8258,0
3895.015,290.5348,0
3940.731,370.6156,0
3825.033,407.7533,0
4214.423,352.1843,0
3866.639,315.5475,0
3905.076,368.2368,0
4050.037,252.2018,0
3790.482,289.6323,0
4004.156,260.0741,0
3917.303,288.5332,0
4036.485,319.3291,0
4037.696,234.5939,0
3994.349,374.4218,0
3956.244,241.2601,0
3823.17,391.249,0
3843.909,332.491,0
4202.527,275.9575,0
4247.968,337.863,0
4100.287,345.5006,0
3916.281,341.1014,0
4009.504,253.8206,0
3955.401,298.8685,0
4190.131,258.9397,0
3983.218,244.3754,0
4087.469,308.4697,0
3887.918,237.4347,0
3920.068,206.8147,0
3939.206,260.9391,0
4011.666,290.4231,0
4018.12,270.0939,0
4014.247,351.203,0
4017.424,294.026,0
4160.229,260.9749,0
3898.976,313.2833,0
4151.638,298.0205,0
4038.814,285.941,0
3861.878,341.9061,0
4204.824,321.6465,0
4078.899,303.8914,0
4000.005,262.0171,0
4005.002,345.5459,0
3902.991,339.6259,0
3919.668,314.3798,0
3807.876,292.7605,0
4010.165,294.564,0
4198.916,215.1772,0
3954.234,353.3818,0
3860.165,348.3838,0
3833.676,312.4193,0
4088.335,264.1919,0
4011.548,270.2615,0
3912.258,239.2139,0
3824.136,355.7598,0
4039.462,279.6595,0
4147.424,315.0625,0
3887.456,350.1951,0
3817.624,273.3192,0
3974.732,276.7513,0
4039.754,278.3346,0
4074.837,248.1384,0
4000.339,281.5928,0
4124.779,334.51,0
4266.882,310.8796,0
4086.085,357.9406,0
4030.426,280.0062,0
