Target Value of 0 = negative
Target Value of 1 = positive
Target Value of u = unclassified (Advanced Classification Mode)

Ch1Amplitude,Ch2Amplitude,Homame
4059.599,351.8502,0
4097.635,304.1431,0
4060.841,319.442,0
4012.589,261.3771,0
4049.57,292.3271,0
4093.691,324.8618,0
4012.703,275.1847,0
4193.034,245.4463,0
4108.125,334.9172,0
4037.269,338.0804,0
3937.999,263.3262,0
4198.861,278.7744,0
4129.387,303.3323,0
3914.755,371.5599,0
4085.437,317.5614,0
4043.555,275.6633,0
3998.424,418.2079,0
3925.701,216.0986,0
4148.265,332.0098,0
3995.602,240.1227,0
4168.65,290.3457,0
4058.011,321.0117,0
3990.061,318.575,0
3951.745,275.8623,0
4049.202,352.5743,0
4097.019,377.4281,0
4256.026,213.8733,0
4146.921,279.5115,0
4118.286,364.8999,0
4014.85,330.189,0
4120.063,270.3037,0
4013.841,298.9045,0
4119.747,258.0613,0
4110.1,355.5454,0
4117.215,267.641,0
4197.606,302.5505,0
4089.865,249.6471,0
4070.391,271.6899,0
4183.299,204.4592,0
4050.234,332.1007,0
3958.642,306.3555,0
4076.713,322.7935,0
4033.008,322.6761,0
4160.088,322.5171,0
4061.54,295.3973,0
3990.699,253.5172,0
4039.538,371.4508,0
4031.636,228.5289,0
4153.48,288.0923,0
4009.398,414.1007,0
4024.567,383.343,0
4177.885,277.8281,0
4000.776,229.2622,0
3948.303,311.9686,0
3982.559,322.7731,0
3958.391,417.2168,0
3885.332,264.3701,0
4006.558,396.7108,0
4074.351,330.9324,0
4130.282,212.5498,0
3950.69,313.1022,0
4160.046,314.3748,0
4062.713,373.8073,0
4070.639,321.0258,0
4060.124,317.1211,0
3891.154,389.4908,0
4030.235,299.3093,0
3986.316,328.1495,0
4092.29,275.5531,0
4011.424,266.312,0
4128.175,233.1969,0
3977.396,240.8086,0
4235.303,280.6438,0
4163.383,343.2412,0
4127.614,309.687,0
4151.014,216.196,0
4133.171,340.8042,0
4014.333,315.3253,0
3983.476,252.2574,0
4166.848,331.6428,0
4225.724,296.5935,0
4003.65,348.1584,0
3950.234,339.345,0
3886.906,331.2382,0
4104.243,311.2245,0
3950.926,313.2054,0
4029.187,347.0143,0
4129.815,344.1675,0
4042.214,324.4601,0
4127.193,201.9015,0
4005.992,371.2933,0
4104.167,296.6875,0
4152.664,280.373,0
3908.661,374.3041,0
4134.093,255.7156,0
4027.037,281.0884,0
4046.287,301.0958,0
4101.213,290.8452,0
3965.698,370.4243,0
3901.974,305.3307,0
4169.782,224.9355,0
4074.248,261.0208,0
4020.146,361.8667,0
3936.5,299.7408,0
4050.724,369.6399,0
4018.646,241.6803,0
3902.004,330.1947,0
4139.36,236.4282,0
4151.397,345.4905,0
3974.463,309.566,0
3984.086,280.911,0
4066.834,236.2407,0
4084.439,339.1339,0
4069.143,317.9851,0
4180.018,360.8816,0
4117.664,347.5872,0
4035.275,6726.0,
3981.03,350.0011,0
4184.147,293.7068,0
4013.921,356.9238,0
3901.199,374.489,0
4140.111,345.1907,0
4046.122,296.6266,0
4040.573,293.408,0
3870.55,357.4537,0
4060.306,311.4854,0
4088.927,343.4174,0
3946.582,315.1782,0
4071.8,298.4204,0
4131.183,247.2484,0
4164.054,296.8977,0
4108.618,261.4889,0
4021.108,317.7043,0
4247.181,350.3721,0
3925.224,329.4484,0
3986.313,323.8782,0
3988.499,309.9559,0
4097.018,299.3126,0
4150.331,333.6687,0
3966.748,334.4177,0
4036.499,419.8408,0
4027.484,248.4303,0
4271.001,255.9106,0
4067.431,259.1578,0
3940.075,367.0698,0
3949.934,263.0037,0
4093.37,281.1788,0
4093.371,347.0513,0
4004.544,339.7643,0
4067.664,261.452,0
4051.067,307.7701,0
3970.995,316.8171,0
4041.164,265.1987,0
3917.312,270.6991,0
4020.416,344.1256,0
4107.164,314.9402,0
4022.587,351.266,0
3985.45,253.566,0
4086.946,353.8333,0
4076.085,365.6224,0
3991.286,375.3666,0
4095.164,316.2509,0
4018.329,309.7053,0
4114.488,316.4854,0
4140.847,314.8323,0
4100.23,243.9349,0
4062.639,316.0359,0
4264.704,321.2092,0
3889.12,348.8884,0
4075.361,325.3181,0
4304.605,179.447,0
4097.878,277.6624,0
4045.8,263.2466,0
4132.321,275.5334,0
4279.609,330.5601,0
4026.83,342.4393,0
4133.777,289.3057,0
3963.889,251.3387,0
4158.43,277.7693,0
3991.028,344.726,0
4179.563,186.3267,0
4091.663,256.6968,0
3987.57,236.3977,0
4061.044,388.4113,0
4003.695,281.494,0
3743.562,93.04578,0
3918.87,231.99,0
3883.404,342.6423,0
4172.829,317.7007,0
3989.438,322.8011,0
3957.016,326.2272,0
3998.112,362.6641,0
4026.152,374.724,0
4099.567,314.0034,0
4007.027,305.9108,0
