Target Value of 0 = negative
Target Value of 1 = positive
Target Value of u = unclassified (Advanced Classification Mode)

Ch1Amplitude,Ch2Amplitude,Homame
4301.812,269.8936,0
4311.533,305.6467,0
4307.3,289.1389,0
4207.405,332.7334,0
4351.16,309.5171,0
4343.866,392.6912,0
4151.68,279.5107,0
4411.252,346.4436,0
4274.848,328.8972,0
4278.224,345.0615,0
4331.645,271.188,0
4216.735,413.7988,0
4182.826,310.6345,0
4291.196,447.9016,0
4155.123,293.4998,0
4355.693,372.1062,0
4321.956,327.4998,0
4304.363,412.7463,0
4191.876,321.5891,0
4459.607,400.5122,0
4349.38,396.5505,0
3920.763,351.7042,0
4291.821,384.0942,0
4400.377,417.2566,0
4392.314,327.7368,0
4439.221,280.4209,0
4299.076,328.6047,0
4370.098,424.5488,0
4097.603,355.089,0
4451.053,396.884,0
4520.808,288.05,0
4382.825,367.5898,0
4221.935,322.676,0
4059.938,391.7418,0
4435.598,386.1018,0
4412.935,391.4043,0
4338.94,448.7937,0
4278.755,407.7434,0
4284.739,319.1021,0
4300.68,327.2051,0
4185.668,332.0112,0
4181.105,292.5938,0
4277.504,444.1147,0
4198.261,391.6086,0
4192.905,385.4561,0
4261.282,323.1621,0
4298.078,374.8926,0
4379.565,356.291,0
4175.407,383.3335,0
4439.708,293.7314,0
4442.673,385.3127,0
3961.822,366.446,0
4151.323,264.4304,0
4152.329,308.8525,0
4360.335,410.7644,0
4302.774,386.7966,0
4149.125,367.7078,0
4271.011,380.448,0
4257.747,436.7122,0
4159.046,366.6167,0
4259.339,343.0801,0
4114.371,316.6591,0
4387.884,355.4927,0
4134.506,308.4832,0
4027.823,406.1233,0
4251.563,338.8315,0
4346.19,315.0815,0
4414.887,319.2341,0
4351.867,376.7771,0
4366.404,313.6917,0
4308.81,312.0322,0
4334.087,399.759,0
4396.962,258.1199,0
4014.932,308.6792,0
4466.736,309.6304,0
4224.168,351.4817,0
4190.203,256.3494,0
4333.618,340.4595,0
4396.23,298.8545,0
4224.337,312.6245,0
4435.222,341.1499,0
4250.034,370.4983,0
4223.15,366.7935,0
4173.18,404.0891,0
4081.39,422.947,0
4413.718,387.9275,0
4300.114,305.7632,0
4331.11,333.4585,0
4543.821,293.436,0
4151.583,390.6282,0
4412.184,372.1897,0
4136.028,289.3147,0
4425.975,394.6785,0
4290.66,411.7751,0
4071.807,337.6746,0
4127.415,351.1401,0
4383.043,352.563,0
4472.19,322.5769,0
4336.669,312.9939,0
4329.32,329.0852,0
4281.407,384.0542,0
4301.633,384.1965,0
4310.094,329.8013,0
4278.676,375.2288,0
4288.156,359.2244,0
4329.899,483.1833,0
4030.286,356.0806,0
4239.598,387.6436,0
4135.854,380.7275,0
4405.319,341.1289,0
4039.197,357.734,0
