Target Value of 0 = negative
Target Value of 1 = positive
Target Value of u = unclassified (Advanced Classification Mode)

Ch1Amplitude,Ch2Amplitude,Homame
4277.623,367.9292,0
3935.213,347.562,0
4298.788,364.6833,0
3919.486,271.0457,0
4407.813,364.3899,0
4548.49,235.3452,0
3942.036,177.339,0
4168.588,358.3569,0
3990.261,326.589,0
4213.701,298.8108,0
4295.783,387.3635,0
4188.683,354.9761,0
3200.128,204.5552,0
4320.623,252.2549,0
4086.073,274.3917,0
4206.56,290.2734,0
4388.236,296.9031,0
4365.765,282.1047,0
4430.962,420.0466,0
3799.257,293.3232,0
4443.007,335.9241,0
4036.162,366.0452,0
3532.529,275.0851,0
3663.411,274.4954,0
4145.146,337.4875,0
3420.458,213.5652,0
3883.528,280.6136,0
4437.634,263.8994,0
4024.909,317.7395,0
4381.861,347.7808,0
3457.495,279.7826,0
4492.568,281.6738,0
4329.619,380.1255,0
4165.885,276.5212,0
4053.198,330.2456,0
3322.597,170.8378,0
4178.06,253.55,0
4506.372,266.1909,0
4182.398,320.0723,0
3726.886,234.0015,0
4434.024,308.3296,0
4119.103,262.0201,0
4444.37,421.0981,0
3503.219,304.674,0
4194.05,383.7832,0
3864.822,207.354,0
4380.441,405.1724,0
4242.139,245.6675,0
4144.814,310.9375,0
4269.244,378.3206,0
4439.625,310.644,0
4154.064,281.7302,0
4595.009,329.0039,0
3690.721,255.5891,0
4229.125,291.2737,0
4254.971,288.1824,0
4540.835,366.9854,0
3880.117,306.6154,0
4099.979,327.5836,0
4237.916,368.7778,0
4246.696,260.978,0
4129.709,331.1938,0
4134.42,375.2024,0
4686.843,405.2551,0
4265.795,357.6042,0
4103.723,238.5166,0
4305.899,388.0959,0
3786.692,223.8376,0
4861.308,388.3669,0
4242.493,280.9365,0
4091.931,304.1475,0
3998.556,370.7679,0
4154.304,322.1145,0
3437.731,208.9495,0
4115.347,294.4869,0
3613.549,239.912,0
4496.035,367.4265,0
4222.425,334.2607,0
4379.981,375.7532,0
4330.946,277.9832,0
4208.333,288.9138,0
4216.316,325.3398,0
4144.413,398.0203,0
4710.726,456.2058,0
4752.763,351.0718,0
4072.128,317.0371,0
4181.068,332.0608,0
4148.942,325.551,0
4303.961,322.8037,0
4396.368,399.7078,0
4282.924,364.8064,0
4264.238,431.0796,0
4356.868,350.8232,0
4309.355,230.4954,0
4428.53,346.7068,0
4316.499,318.9353,0
3923.958,333.5304,0
3866.827,331.6749,0
4208.616,301.1772,0
4706.896,496.2593,0
4242.708,347.1843,0
4028.343,403.2684,0
4218.813,366.6685,0
4382.865,270.7212,0
3900.667,307.7583,0
4039.751,233.7156,0
3279.497,269.4529,0
3939.035,294.5656,0
4258.722,325.9805,0
4382.998,236.1304,0
4335.558,211.3311,0
3686.523,319.928,0
4245.65,278.6018,0
3980.309,376.0753,0
3938.686,335.4019,0
4225.008,254.8394,0
4433.768,442.689,0
4056.371,351.4497,0
3834.38,260.9406,0
3977.772,312.9025,0
