Target Value of 0 = negative
Target Value of 1 = positive
Target Value of u = unclassified (Advanced Classification Mode)

Ch1Amplitude,Ch2Amplitude,Erisin
6111.164,279.7295,0
5645.873,299.4509,0
6039.754,291.9507,0
5978.488,298.9329,0
5921.89,366.7612,0
5971.058,299.689,0
5129.229,288.8882,0
6019.199,382.7224,0
5931.719,338.2092,0
5851.011,369.2761,0
5463.726,227.187,0
6028.894,357.0483,0
5725.71,237.8958,0
5741.122,401.4927,0
6034.898,297.4207,0
5976.241,319.9792,0
6057.754,253.1365,0
5960.387,352.3718,0
5936.325,304.5078,0
6054.674,361.1182,0
6053.717,306.9958,0
5985.071,413.7756,0
5878.321,380.5559,0
5928.942,402.0874,0
5770.296,383.9316,0
5768.484,296.9614,0
5854.215,356.5693,0
5600.26,408.2412,0
5758.988,264.7705,0
5933.148,368.8435,0
5856.926,273.1592,0
6033.896,305.0359,0
6043.133,314.3059,0
5278.999,250.3726,0
6026.467,270.6235,0
6033.153,402.739,0
5007.489,254.9517,0
6129.707,247.3877,0
6050.272,250.9985,0
6020.892,267.4966,0
6013.284,381.0542,0
6035.484,253.0554,0
6074.059,382.5291,0
6115.102,323.4878,0
5953.232,318.1135,0
5787.591,286.5088,0
5961.731,299.8704,0
5823.488,275.1572,0
6067.957,370.8286,0
5981.474,388.8669,0
5930.478,440.5088,0
5882.322,298.1626,0
5899.698,324.8342,0
5989.924,268.5691,0
5942.106,307.988,0
6000.456,350.3359,0
5919.605,428.1008,0
6147.11,284.6536,0
5889.07,332.7278,0
5816.44,361.3259,0
5920.213,367.9412,0
5905.246,338.1003,0
5915.248,386.3982,0
6166.166,312.7573,0
5966.25,314.1328,0
5569.121,224.0977,0
5683.577,355.5127,0
6108.251,378.8506,0
5954.992,232.2905,0
5724.395,247.4915,0
6179.735,231.749,0
6146.108,314.967,0
5983.29,339.386,0
6014.105,334.2354,0
5785.915,364.312,0
5783.152,323.3037,0
5957.241,223.5151,0
6087.652,222.803,0
5950.285,434.7935,0
6128.234,322.4155,0
5894.153,341.4917,0
5893.917,209.0129,0
6183.049,212.238,0
5999.016,360.5061,0
5954.954,302.7947,0
5188.575,312.6792,0
5949.77,254.7141,0
5386.149,308.4841,0
5475.326,154.9546,0
5740.452,511.2043,0
6057.436,450.7952,0
5894.229,382.4185,0
6115.243,325.5051,0
5678.356,255.26,0
6027.122,291.0732,0
5992.668,273.3545,0
5875.247,272.3757,0
5900.588,258.4502,0
6096.863,336.7122,0
5737.538,321.9456,0
5942.456,393.5659,0
5959.526,308.2246,0
5730.041,186.0466,0
6011.004,334.4377,0
6076.915,332.2219,0
5866.755,242.9832,0
5942.563,361.3252,0
5824.611,234.4973,0
6052.096,282.4995,0
6113.826,303.9163,0
5998.521,187.0483,0
5973.633,397.2109,0
5803.898,246.5017,0
5854.56,339.6375,0
5773.981,383.3916,0
5883.375,346.9341,0
5922.028,298.8794,0
5537.137,283.7488,0
6046.875,378.3142,0
6002.986,383.5581,0
5929.109,390.5391,0
6069.276,363.4568,0
6041.646,350.626,0
5941.245,349.9136,0
5653.562,405.5693,0
5326.021,344.3169,0
5984.715,306.3042,0
5639.209,351.4641,0
6106.465,283.147,0
5865.555,322.0754,0
5960.894,373.4277,0
6102.94,293.4534,0
5945.095,308.2151,0
5896.422,367.4497,0
5664.336,368.2576,0
5962.313,317.4861,0
5954.919,363.6631,0
6160.368,260.5469,0
5860.828,285.9019,0
5702.962,287.5845,0
5938.21,351.7996,0
5863.498,325.719,0
6010.247,356.8787,0
5542.582,373.8567,0
5600.969,392.4878,0
5972.775,273.0032,0
5607.63,276.4895,0
6027.865,297.1089,0
5965.754,383.2854,0
6055.382,231.7959,0
5875.701,401.0859,0
5828.096,259.6255,0
5859.339,332.9868,0
5885.94,361.7095,0
5828.185,417.7783,0
5816.469,371.4539,0
5901.23,465.6038,0
6044.209,329.8362,0
6080.214,226.3672,0
5428.27,325.5049,0
5721.959,324.6055,0
6082.801,306.2056,0
5625.349,244.8467,0
5704.408,241.7319,0
5877.594,324.261,0
5896.835,279.864,0
6094.742,385.9783,0
5948.144,307.8521,0
6104.878,325.9758,0
5838.16,369.6633,0
5811.207,442.0396,0
5908.191,343.437,0
5499.717,343.0166,0
6030.714,356.356,0
6047.147,329.8765,0
5941.771,364.9592,0
6019.096,344.3535,0
5990.369,402.9343,0
6018.858,444.9978,0
5889.144,300.6252,0
5966.673,244.1084,0
5667.107,361.446,0
6083.027,404.5164,0
5869.029,422.4104,0
5957.103,440.5115,0
6072.398,343.7209,0
5994.377,337.9983,0
5809.048,305.3401,0
6082.636,269.2942,0
6007.333,221.5662,0
6090.035,339.9592,0
6194.85,271.2236,0
6018.285,317.0105,0
5896.882,285.5359,0
5895.798,390.7991,0
6046.918,280.4546,0
5938.309,347.657,0
5931.4,320.1567,0
5873.845,290.1697,0
5816.091,333.8997,0
5921.773,361.6218,0
5839.841,351.6326,0
5992.81,426.281,0
5633.396,354.281,0
5950.463,480.2046,0
5999.013,407.2744,0
6025.652,359.0518,0
6160.246,352.2646,0
5851.993,246.3438,0
5931.911,339.0945,0
5757.576,371.9126,0
5779.887,309.9109,0
5876.774,333.0662,0
6108.584,295.5857,0
6051.692,243.0183,0
5925.547,318.7966,0
5944.7,349.6646,0
5759.137,281.6152,0
6004.249,446.9966,0
5974.713,373.489,0
5126.22,249.2886,0
5971.702,314.0444,0
6121.697,294.8831,0
5701.421,360.0273,0
5961.477,328.6162,0
5479.979,207.4373,0
5593.939,334.4773,0
5975.63,325.5957,0
5946.619,325.114,0
5890.757,322.0022,0
5926.907,325.7827,0
5870.017,400.0405,0
5950.587,421.5417,0
5867.506,191.2312,0
5859.397,318.3093,0
5273.115,313.0591,0
5982.019,271.3113,0
5890.063,401.2424,0
5949.588,336.321,0
5712.05,287.2388,0
6099.916,289.7854,0
6046.438,203.1448,0
6269.495,265.613,0
5979.436,268.467,0
6206.762,206.6357,0
5799.493,285.1794,0
6002.183,400.9968,0
5848.442,335.7017,0
5962.292,320.7397,0
5958.298,331.7178,0
5915.364,426.6667,0
5905.77,378.3481,0
6097.773,338.9341,0
6143.898,259.2205,0
5789.2,487.4719,0
5953.287,408.103,0
5760.805,428.5205,0
5804.837,300.1667,0
5700.35,402.3318,0
5973.938,361.5083,0
6038.522,371.8721,0
5939.731,238.4749,0
6077.138,350.9443,0
6174.954,264.218,0
5799.781,286.0476,0
5987.413,316.3928,0
6160.015,335.1807,0
5907.34,246.2712,0
5550.922,277.6064,0
6053.179,400.2749,0
6152.252,275.6819,0
6061.123,278.1667,0
6069.25,304.6567,0
6008.467,401.3984,0
5869.466,215.0601,0
5942.424,293.5771,0
5766.934,401.895,0
5896.462,364.998,0
5953.668,277.4666,0
5912.745,358.3865,0
6082.144,222.9556,0
6061.682,328.7283,0
6013.543,317.9741,0
5731.418,242.3103,0
5771.595,372.8918,0
6017.967,443.2427,0
5894.206,352.5762,0
5929.688,296.3123,0
5775.091,326.6597,0
6054.729,396.6592,0
5654.714,292.1423,0
5905.972,252.9294,0
5945.549,270.2229,0
5158.765,253.0042,0
6086.579,328.9204,0
5902.169,444.5046,0
5793.612,357.9917,0
5670.134,292.3857,0
6184.037,324.2974,0
5990.472,318.1755,0
6047.512,263.8022,0
5630.583,341.1165,0
5884.583,432.333,0
5837.153,280.9075,0
5937.178,265.0295,0
5822.775,391.7371,0
5927.891,283.5491,0
6087.984,249.9678,0
4922.679,256.491,0
5995.031,373.0845,0
6000.423,368.3809,0
5892.867,282.3521,0
5904.772,368.2217,0
6013.724,270.895,0
5950.474,364.5991,0
5872.188,335.7207,0
5806.832,360.0413,0
5887.258,370.9124,0
5971.831,346.0591,0
5975.377,392.7966,0
5948.242,248.5322,0
5978.152,361.1282,0
5873.64,219.9551,0
6051.322,275.0244,0
4804.73,217.1812,0
5892.325,406.5969,0
5956.526,261.5283,0
5982.697,328.3362,0
6036.281,382.3499,0
5932.303,402.2114,0
5959.893,304.9165,0
5877.272,509.9844,0
5968.254,275.6948,0
5942.671,378.4502,0
5708.137,461.6479,0
5964.572,389.4409,0
6072.324,358.7712,0
6141.817,220.2507,0
5766.307,385.7783,0
5427.907,271.5847,0
6003.332,266.1887,0
5825.81,384.4373,0
5860.414,411.2295,0
6148.671,334.7119,0
5596.984,283.3379,0
5881.076,391.9575,0
6092.979,316.2581,0
5962.823,309.9758,0
5992.114,261.7065,0
5855.32,318.02,0
6046.144,156.5813,0
5966.155,309.8579,0
6109.07,382.6299,0
5864.027,338.0881,0
5920.569,421.2332,0
5930.824,297.155,0
5800.824,347.042,0
6109.166,196.8403,0
5950.745,317.9028,0
5884.553,349.2534,0
5883.536,311.9041,0
6012.281,288.5227,0
5840.328,353.3057,0
5962.972,296.9446,0
5923.222,349.728,0
6080.679,352.9136,0
6115.974,300.2222,0
6099.011,240.1943,0
6046.646,161.3333,0
5932.908,374.9788,0
6031.495,203.4822,0
6155.757,283.6863,0
5939.816,339.4807,0
5847.033,362.5134,0
6150.198,536.7412,0
6046.256,303.9382,0
6026.854,324.0171,0
5925.835,291.4888,0
6114.757,285.3494,0
5130.478,280.5574,0
5978.966,354.97,0
6056.402,310.9924,0
5989.679,314.2288,0
5988.432,304.2456,0
6142.635,156.8872,0
5786.084,282.3535,0
5967.79,229.3696,0
6103.624,339.905,0
5765.204,336.0813,0
6097.456,237.6162,0
6017.147,279.8235,0
5772.864,262.1897,0
5904.565,361.1672,0
5309.612,283.6206,0
5312.923,234.4695,0
5950.195,443.4041,0
5635.707,306.635,0
6036.025,293.1782,0
5733.139,220.3508,0
5933.778,329.1777,0
5906.408,354.4329,0
5969.374,333.1321,0
5812.418,283.1609,0
5868.678,374.3315,0
5990.602,298.1335,0
6070.042,284.1729,0
6000.048,328.9314,0
6164.192,361.9382,0
5846.602,304.5767,0
4945.96,162.1196,0
6059.311,298.8147,0
5993.232,377.2241,0
5916.417,231.6831,0
5853.023,355.2297,0
5985.022,378.366,0
5900.729,444.9438,0
5978.448,326.7642,0
5849.435,445.4077,0
5937.269,354.0525,0
6030.638,239.8354,0
5911.47,493.0688,0
5933.298,311.8604,0
5611.9,383.8499,0
6083.933,395.4473,0
5985.897,361.6294,0
5198.785,306.1504,0
6105.479,216.7754,0
5794.174,371.8857,0
5826.194,261.2468,0
5903.451,340.2922,0
6088.075,324.2334,0
5985.235,343.2856,0
6066.496,341.1338,0
5872.41,332.9246,0
5803.467,301.877,0
5788.172,274.9163,0
5753.695,372.4592,0
6205.206,295.6768,0
5796.291,329.9905,0
5942.534,332.0503,0
5872.222,465.3757,0
6012.694,346.7129,0
5945.419,421.0691,0
5973.142,315.7451,0
6102.081,291.7615,0
