Target Value of 0 = negative
Target Value of 1 = positive
Target Value of u = unclassified (Advanced Classification Mode)

Ch1Amplitude,Ch2Amplitude,Erisin
8053.826,374.7527,1
8442.77,430.8379,1
8323.561,394.3501,1
8048.231,333.5671,1
8166.031,365.3855,1
8293.305,347.0444,1
7503.909,340.7493,1
8059.631,294.7026,1
7769.056,506.3738,1
7920.766,258.1968,1
8306.232,346.999,1
8365.524,398.4458,1
8179.999,225.8855,1
7441.596,320.8989,1
7669.453,416.99,1
8662.678,356.5464,1
8164.489,417.1926,1
8363.707,248.3882,1
7602.869,488.261,1
8297.027,396.6216,1
8062.882,384.1958,1
8088.001,440.356,1
7981.835,457.5444,1
8434.129,287.9702,1
8024.494,311.6455,1
8169.873,328.5156,1
8125.569,339.6172,1
7312.523,398.4082,1
8301.101,262.2744,1
8309.551,354.1343,1
7708.082,360.4741,1
7757.976,371.9631,1
8153.496,354.0325,1
7871.079,388.9617,1
8144.473,332.3989,1
8089.95,517.3555,1
7438.329,385.0642,1
7636.714,493.9661,1
7944.852,259.6819,1
8172.05,414.5676,1
7989.519,485.1677,1
8290.31,338.5056,1
8377.463,341.48,1
7835.071,373.9656,1
8334.255,387.5596,1
8232.501,401.9158,1
7441.069,326.5476,1
7938.109,247.3306,1
8149.147,374.7991,1
7155.992,434.457,1
8215.022,439.5947,1
7980.725,340.042,1
8381.393,383.2446,1
8082.313,194.7971,1
8142.676,290.4583,1
8048.839,489.1868,1
8397.334,428.8486,1
8314.918,274.2139,1
8274.757,314.2236,1
7917.435,383.0791,1
8227.291,420.425,1
8077.886,303.0527,1
7655.819,382.7698,1
7592.971,492.8608,1
8054.543,379.9912,1
8126.709,377.5283,1
8113.924,517.3237,1
7992.728,394.9458,1
8178.826,450.4038,1
7618.249,309.1287,1
7456.886,345.1506,1
7449.396,311.583,1
8239.388,281.384,1
7961.793,391.1021,1
7880.8,241.24,1
8198.788,262.333,1
8239.897,382.8916,1
8143.708,388.6526,1
7617.652,403.1609,1
8201.173,386.9377,1
8106.673,440.106,1
7639.465,254.1499,1
7987.208,446.2239,1
8089.031,422.6006,1
8123.611,356.5806,1
8130.86,287.6885,1
8072.621,345.6738,1
8103.613,458.6536,1
8083.396,371.5669,1
8295.989,441.0322,1
7647.647,392.0857,1
7707.133,463.4456,1
8066.456,396.9084,1
8062.237,535.7673,1
8081.146,337.7029,1
7915.373,208.8472,1
8096.63,355.261,1
8004.877,407.7642,1
8115.589,488.7671,1
8030.98,400.5886,1
7327.303,307.4473,1
7382.225,351.3003,1
8170.143,182.4529,1
8410.545,159.0601,1
8379.088,259.481,1
8074.452,415.5122,1
7383.613,338.3818,1
7890.871,318.021,1
7973.731,436.9758,1
8041.132,228.6377,1
8088.292,398.2095,1
7818.997,340.9805,1
8313.823,390.4238,1
7581.483,308.084,1
8269.79,297.4285,1
7964.84,259.0774,1
7818.979,235.0691,1
8271.428,316.0581,1
7209.595,208.7476,1
7814.493,406.1116,1
8053.417,387.2307,1
7711.173,354.4678,1
8285.376,446.2163,1
8257.874,293.8276,1
8396.582,315.4263,1
8015.192,420.7881,1
7935.427,402.0525,1
8087.45,249.8669,1
8110.137,333.0327,1
7861.977,458.0237,1
7921.316,403.5754,1
8712.697,418.2676,1
7298.86,355.8584,1
7897.518,461.5322,1
8000.19,410.2249,1
7874.276,372.386,1
8354.306,460.8423,1
8076.878,433.3176,1
7976.967,333.2014,1
8114.169,279.9382,1
