Target Value of 0 = negative
Target Value of 1 = positive
Target Value of u = unclassified (Advanced Classification Mode)

Ch1Amplitude,Ch2Amplitude,Erisin
5709.432,239.0139,0
5474.032,380.23,0
5664.263,404.9143,0
5302.719,327.248,0
5587.632,359.0952,0
5657.207,203.9197,0
5756.158,302.1514,0
5821.108,383.8464,0
5740.575,446.4072,0
5705.331,327.6646,0
5241.002,183.7322,0
5613.109,265.5725,0
5852.786,261.2585,0
5529.616,285.3752,0
5256.851,280.8455,0
5304.719,219.1926,0
5265.042,286.6287,0
5795.703,330.5959,0
5561.847,310.1504,0
5865.184,393.2847,0
5682.224,281.1606,0
5269.172,350.4565,0
5787.024,337.3298,0
5781.525,246.5024,0
5561.717,381.2856,0
5310.016,266.4829,0
5758.366,352.7756,0
5591.158,382.6755,0
5726.805,267.7681,0
5324.019,290.6179,0
5300.406,310.7224,0
5600.312,301.8474,0
5581.437,339.8293,0
5421.637,227.1653,0
5272.804,289.0735,0
5716.406,430.6323,0
5724.813,277.1238,0
5466.649,263.5327,0
5569.183,336.3484,0
5442.615,342.6394,0
5623.183,403.5271,0
5821.818,223.9795,0
5362.592,304.1147,0
5449.93,305.6558,0
5201.886,265.0898,0
5715.771,181.0703,0
5670.473,352.0852,0
5754.271,217.6082,0
5707.121,294.4692,0
5361.922,382.8423,0
5556.679,464.2981,0
5425.59,284.5305,0
5584.995,285.9487,0
5752.683,374.4036,0
5569.438,319.5938,0
5737.37,416.1255,0
5191.589,235.2327,0
5799.936,362.2378,0
5509.682,493.2666,0
5794.463,354.3896,0
5535.404,257.0581,0
5675.705,322.4873,0
5445.65,351.4941,0
5280.438,386.0002,0
5718.812,374.5667,0
5693.763,322.4573,0
5688.453,388.6807,0
5627.403,315.2983,0
5057.886,299.9517,0
5697.178,357.0483,0
5421.007,369.3232,0
5919.384,305.5244,0
5145.963,364.1169,0
5843.232,321.2566,0
5483.05,409.4548,0
5603.199,222.0806,0
5774.473,186.3433,0
5403.727,191.0112,0
5715.714,279.3257,0
5004.755,357.2874,0
5808.351,415.9832,0
5734.301,284.0984,0
5251.164,239.5603,0
5617.69,324.3931,0
5614.934,309.3433,0
5311.376,272.2,0
5664.156,476.6641,0
5303.736,403.3384,0
5749.72,380.5886,0
5704.591,272.7205,0
5134.171,274.0701,0
5800.951,253.3547,0
5497.649,333.7996,0
5481.565,277.8804,0
5634.453,322.387,0
5782.696,362.5054,0
5432.461,375.1736,0
5410.338,277.9436,0
5712.041,341.3699,0
5557.442,316.9883,0
5563.841,401.3945,0
5587.6,329.6018,0
5607.003,284.0693,0
5743.421,293.4404,0
5758.866,426.0647,0
5564.584,322.1013,0
5519.325,337.4443,0
5520.458,337.884,0
5514.795,401.3667,0
5464.62,221.5774,0
5621.428,339.4084,0
5169.777,259.4336,0
5605.825,196.4524,0
5437.068,267.8,0
5607.651,375.2085,0
5247.331,328.7263,0
5062.926,335.2705,0
5428.459,332.4346,0
5517.206,195.7012,0
5412.678,240.0024,0
5289.065,310.2722,0
5720.781,277.2576,0
5305.331,322.4473,0
5307.844,243.1555,0
4973.347,316.2253,0
5458.061,264.9717,0
5691.27,421.3132,0
5668.762,384.448,0
5780.75,350.4546,0
5781.562,267.1536,0
5414.308,357.8906,0
5163.353,379.1394,0
5676.852,294.4519,0
5848.965,284.6292,0
5824.202,343.2261,0
5816.661,324.0454,0
5160.397,247.4653,0
5377.93,271.9922,0
5836.906,407.0491,0
5383.844,333.6589,0
5389.267,204.8945,0
5296.179,381.4968,0
5284.827,229.1648,0
5708.782,280.2888,0
5693.669,302.6401,0
5342.278,6262.0,
5686.735,271.4241,0
5246.184,344.1992,0
5149.328,334.0645,0
5560.531,430.3794,0
5281.376,330.7185,0
5176.306,267.4756,0
5663.066,329.6252,0
5576.547,263.5896,0
5076.275,313.3684,0
5551.747,335.895,0
5786.405,333.7759,0
5515.756,302.8982,0
5215.161,283.3252,0
5647.784,447.1995,0
5417.44,359.4692,0
5667.483,363.469,0
5821.427,249.7688,0
5635.641,363.9561,0
5459.862,432.2014,0
5813.491,307.2761,0
5486.786,450.5769,0
5642.395,266.9109,0
5724.36,312.4307,0
5523.17,231.7141,0
5726.268,283.4517,0
5593.768,394.6831,0
5747.139,304.6619,0
5706.726,300.79,0
5729.635,319.3665,0
5375.275,204.2517,0
5551.044,438.033,0
5629.107,338.6899,0
5114.787,345.2295,0
5745.355,290.8467,0
5781.282,300.0864,0
5663.983,435.1467,0
5229.829,234.4009,0
5399.411,346.9021,0
5545.455,330.5493,0
5427.874,278.093,0
5802.804,380.3313,0
5484.414,417.0303,0
5789.92,205.9709,0
5094.022,283.875,0
5736.371,249.6914,0
5750.583,293.5129,0
5551.813,308.8972,0
5277.236,354.7625,0
5753.521,364.5098,0
5692.389,382.7141,0
5701.36,318.4641,0
5760.338,274.3804,0
5797.048,299.7505,0
5323.986,372.9048,0
5545.408,353.481,0
5739.532,376.6257,0
5575.33,321.8538,0
5758.024,263.2449,0
5582.842,271.1816,0
5649.906,463.5586,0
5581.849,360.3811,0
5778.81,279.7095,0
5173.308,307.8135,0
5344.313,328.8687,0
5574.012,364.5142,0
5713.006,352.0427,0
5837.427,359.3345,0
5654.132,281.5293,0
5364.101,348.5537,0
5493.362,292.7595,0
5649.504,363.5134,0
5421.605,474.0676,0
5785.265,275.1973,0
5718.234,410.1062,0
5225.251,271.3547,0
5581.751,372.4585,0
5695.828,374.0073,0
5540.746,246.1809,0
5738.327,335.3914,0
5640.553,379.8191,0
5621.56,231.8557,0
5723.369,393.728,0
5869.985,338.2295,0
5170.997,270.7007,0
5665.429,296.4133,0
5238.972,242.1567,0
5647.372,415.9971,0
5625.525,333.1445,0
5576.469,305.4133,0
5732.087,316.6714,0
5825.922,280.957,0
5316.357,307.113,0
5293.235,243.0171,0
5930.616,247.6929,0
5365.874,251.6228,0
5725.268,187.1831,0
5652.029,412.9421,0
5590.363,303.6553,0
5131.453,237.5356,0
5903.847,208.4678,0
5595.538,463.6096,0
5592.056,292.9749,0
5208.749,393.5884,0
5175.72,237.4346,0
5562.016,214.7695,0
5164.342,290.3926,0
5538.586,248.7505,0
5637.445,252.4092,0
5653.622,388.2034,0
5508.273,268.0754,0
5667.594,266.4807,0
5419.479,297.7803,0
5485.023,179.2625,0
5819.452,313.3518,0
5681.313,214.6147,0
5779.414,352.4329,0
5475.187,449.7981,0
5608.854,332.1829,0
5593.651,252.3696,0
5156.137,379.3364,0
5732.324,272.7493,0
5760.983,444.2319,0
5649.732,256.4644,0
5592.457,359.8171,0
5874.202,196.5188,0
5348.86,305.2993,0
5662.817,311.6104,0
5301.329,327.8481,0
5638.859,312.0791,0
5674.069,324.4866,0
5559.206,445.1833,0
5658.153,411.6372,0
5728.943,246.1172,0
5894.295,238.2966,0
5640.26,355.6929,0
5731.608,313.7805,0
5908.652,209.8342,0
5438.562,238.0549,0
5891.557,247.8108,0
5681.653,339.3057,0
5816.856,317.6409,0
5684.41,292.7944,0
5889.581,236.123,0
5342.388,287.7688,0
5793.296,302.3677,0
5567.544,347.0051,0
5602.237,397.7366,0
5767.826,327.8965,0
5711.747,375.0454,0
5305.457,234.5786,0
5690.177,308.0046,0
5682.932,293.885,0
5780.684,378.5696,0
5611.694,280.3186,0
5568.407,227.2778,0
5892.533,340.5227,0
5401.313,414.4946,0
5565.523,328.0862,0
5752.312,315.4265,0
5707.445,393.1443,0
5315.353,234.5452,0
5636.662,338.2844,0
5509.945,405.9106,0
5669.681,355.9946,0
5463.512,302.5483,0
5650.104,366.2632,0
5685.939,281.4885,0
5655.474,316.4768,0
5828.726,315.3096,0
5724.192,413.6738,0
5501.327,186.8071,0
5240.891,272.3953,0
5479.959,299.9026,0
5209.729,291.2681,0
5486.765,267.479,0
5701.107,303.7852,0
5281.368,271.1975,0
5689.37,211.9966,0
5783.908,288.8735,0
5622.702,177.6047,0
5611.1,334.7346,0
5783.574,330.1545,0
5726.591,413.0986,0
5236.746,368.2368,0
5714.932,459.6663,0
5490.944,384.7773,0
5434.612,175.5762,0
5698.713,330.8213,0
5166.748,371.3188,0
5409.417,342.8674,0
5663.613,400.4355,0
4972.648,367.76,0
5491.264,339.5566,0
5588.726,320.2043,0
5663.758,287.6274,0
5895.06,394.1772,0
5276.497,376.9639,0
5079.892,277.9497,0
5643.76,364.175,0
5494.983,252.1694,0
5768.505,317.3774,0
5657.014,451.8206,0
5755.711,270.0918,0
5588.265,360.1499,0
5919.237,217.061,0
5760.171,318.9944,0
5761.606,383.803,0
5172.144,345.4617,0
5526.234,254.4387,0
5350.616,403.8386,0
5318.456,319.3889,0
5157.345,285.759,0
4970.104,247.4138,0
5767.176,354.3745,0
5306.293,300.0159,0
5307.382,282.5151,0
5664.937,355.6047,0
5787.342,395.5342,0
5282.337,242.6438,0
5431.613,313.9893,0
5730.33,287.8381,0
5666.373,304.1331,0
5637.701,269.5293,0
5631.504,435.5396,0
5221.774,276.8713,0
5332.406,256.7688,0
5118.208,306.4241,0
5369.13,269.2744,0
5646.837,291.7744,0
5519.08,266.2124,0
5620.021,356.2454,0
5560.377,348.114,0
5579.525,361.6299,0
5491.014,156.7163,0
5444.116,263.9033,0
5345.013,250.3494,0
5630.144,416.9758,0
5565.132,386.2131,0
5476.064,178.8562,0
5702.288,247.6938,0
5326.613,316.0903,0
5690.555,371.498,0
5295.302,376.6323,0
5756.381,330.5137,0
5492.2,356.1265,0
5559.907,304.1453,0
5419.899,272.3809,0
5699.362,383.2507,0
5630.317,407.0044,0
5543.039,236.1545,0
5240.639,377.5933,0
5781.481,244.0642,0
5578.5,304.2527,0
5190.452,152.5476,0
5331.379,236.2725,0
5615.552,454.6685,0
5286.033,358.0081,0
5741.099,317.4465,0
5258.875,246.8411,0
5782.093,227.5991,0
5692.033,361.5205,0
5429.695,332.394,0
5459.452,358.605,0
5475.176,373.04,0
5632.276,327.1418,0
5596.256,297.8176,0
5287.398,236.9355,0
5585.7,423.3445,0
5373.315,434.6567,0
5161.82,243.3345,0
5622.634,345.709,0
5424.213,330.2722,0
5735.877,349.8889,0
5593.089,265.0225,0
5414.645,276.0217,0
5837.02,262.4692,0
5117.212,337.177,0
5782.226,313.4319,0
5607.044,416.3257,0
5135.519,278.0229,0
5071.629,321.2063,0
5709.755,243.283,0
5629.09,264.9377,0
5480.186,237.5081,0
5889.288,234.8115,0
5624.926,397.9277,0
5454.465,333.5444,0
5406.302,291.4084,0
5459.53,321.4954,0
5697.968,347.1616,0
5782.892,294.6643,0
5350.27,367.969,0
5180.23,222.8328,0
5719.223,349.7161,0
5354.738,310.6101,0
5607.486,344.575,0
5723.095,357.2498,0
5581.687,389.7249,0
5637.482,292.1755,0
5518.98,345.8855,0
5534.966,342.2661,0
5264.348,295.5149,0
5403.233,360.2395,0
5201.458,319.0989,0
5355.445,262.0054,0
5687.583,386.3516,0
5637.245,359.2954,0
5308.083,488.7354,0
5475.988,380.3757,0
5633.373,350.4492,0
5547.135,507.7969,0
5668.848,277.0435,0
5715.287,379.4333,0
5581.515,357.6013,0
5768.648,380.6963,0
5173.3,213.363,0
5113.79,302.7639,0
5373.835,270.7539,0
5697.759,348.562,0
5639.576,351.334,0
5747.981,347.7686,0
5562.754,325.3967,0
5513.235,317.6038,0
5770.04,172.8147,0
5548.302,438.3635,0
5761.737,371.7046,0
5317.088,235.6997,0
5412.063,339.97,0
5676.355,369.0645,0
5332.884,275.4404,0
5724.167,341.6138,0
5789.968,300.7407,0
5567.525,350.5305,0
5803.505,356.2673,0
5621.168,406.3257,0
5494.221,180.2734,0
5727.641,361.6799,0
5576.088,174.811,0
5187.791,320.0476,0
5319.005,404.2856,0
5654.727,365.1917,0
5726.207,412.1418,0
5606.559,324.801,0
5482.392,392.3721,0
5443.775,305.8958,0
5576.303,252.3269,0
5546.57,262.4663,0
5477.075,270.5742,0
5937.532,252.2661,0
5326.955,290.6694,0
5541.12,346.0261,0
5850.194,286.3828,0
5523.48,268.3625,0
5627.286,248.3335,0
5562.162,262.3123,0
5769.573,338.2241,0
5444.759,240.5881,0
5702.651,274.1462,0
5104.917,290.0864,0
5811.931,259.9058,0
5738.398,345.9751,0
5726.383,349.1372,0
5643.592,269.4229,0
5729.375,271.572,0
5162.343,257.6116,0
5763.541,364.0979,0
5657.31,317.3657,0
5678.77,245.6826,0
5763.059,269.7073,0
5732.84,339.7485,0
5138.406,236.9617,0
5134.692,343.658,0
5814.698,293.1802,0
5490.268,385.1609,0
5623.433,277.7629,0
5589.97,400.1726,0
5746.667,402.7788,0
5266.537,208.3113,0
5600.514,428.9502,0
5636.579,437.8499,0
5649.227,292.761,0
5586.237,353.571,0
5488.269,300.6992,0
5315.118,290.9241,0
5748.287,239.6589,0
5088.163,254.613,0
5817.973,235.4221,0
5678.192,243.4172,0
5601.42,360.0906,0
5613.966,380.1663,0
5572.391,442.1038,0
5321.776,324.1763,0
5616.487,406.5764,0
5748.789,247.7937,0
5631.648,395.6807,0
5782.576,300.5593,0
5345.959,327.5234,0
5634.694,437.0186,0
5619.071,262.1238,0
5687.06,217.9692,0
5709.443,336.0317,0
5728.794,336.688,0
5545.843,394.1702,0
5710.96,342.3489,0
5638.698,309.759,0
5764.289,284.9807,0
5433.993,308.5891,0
5913.698,230.5344,0
5517.634,324.123,0
5371.591,181.3823,0
5404.62,289.7141,0
5531.621,336.2559,0
5717.95,330.9641,0
5099.513,372.614,0
5689.916,290.0171,0
5728.075,325.1702,0
5485.051,366.856,0
5742.083,379.3123,0
5692.386,270.3984,0
5759.523,235.5474,0
5723.353,268.6865,0
5716.097,353.709,0
5368.475,355.0488,0
5255.9,274.0596,0
5698.301,270.5198,0
5892.356,297.0464,0
5558.409,265.4917,0
5543.25,175.1228,0
5250.922,401.863,0
5341.527,311.4097,0
5475.946,283.439,0
5232.157,337.3438,0
5608.09,306.4431,0
5674.874,293.8855,0
5056.215,253.1704,0
5308.141,404.1763,0
5572.169,350.8591,0
5704.169,337.7285,0
5751.75,292.3125,0
5230.429,325.4509,0
5386.343,287.406,0
5441.938,243.4031,0
5325.248,311.5583,0
5343.949,249.3413,0
5478.585,315.0381,0
5385.345,389.0454,0
5720.588,377.4751,0
5701.777,355.323,0
5313.098,292.2896,0
5273.831,299.2148,0
5644.134,320.7395,0
5697.81,255.0103,0
5584.777,421.1292,0
5739.999,446.5508,0
5678.613,309.6357,0
5548.021,251.4792,0
5749.549,263.4436,0
5267.961,330.8357,0
5805.052,146.4539,0
5526.283,208.6968,0
5810.159,244.0811,0
5735.988,192.6436,0
5782.326,294.3242,0
5595.266,369.7434,0
5565.618,324.2705,0
5762.182,288.2068,0
5704.031,228.5945,0
5344.716,266.4924,0
5594.233,313.4663,0
5386.327,203.3811,0
5510.924,281.3647,0
5291.676,360.5342,0
5774.263,177.5784,0
5563.096,312.0894,0
5804.242,379.3318,0
5829.467,355.9636,0
5383.08,280.8059,0
5661.063,358.2722,0
5857.932,251.7192,0
5518.744,280.8369,0
5508.001,341.4495,0
5236.233,295.6221,0
5771.456,270.4949,0
5619.576,283.6726,0
5574.132,347.3704,0
5837.275,322.4456,0
5599.816,245.4578,0
5710.75,326.4109,0
5278.908,312.7656,0
5339.576,353.8511,0
5151.335,299.7078,0
5585.933,243.4429,0
5725.611,318.2983,0
5409.196,296.3113,0
5721.957,412.021,0
5703.689,345.9868,0
5907.729,311.7163,0
5492.121,305.9204,0
5307.289,348.9817,0
5612.113,327.0686,0
5732.569,394.0356,0
5599.205,269.1768,0
5709.974,355.52,0
5180.98,270.4412,0
5564.393,350.7305,0
5584.293,306.7017,0
5548.957,408.418,0
5225.286,231.6279,0
5267.602,275.1331,0
5443.642,300.8625,0
5289.118,321.207,0
5556.536,299.8059,0
5812.404,362.4668,0
5409.415,347.8477,0
5872.773,311.3318,0
5580.107,390.5376,0
5454.921,216.1873,0
5669.478,338.0317,0
5269.874,186.7288,0
5729.989,276.8208,0
5597.106,318.9917,0
5650.864,366.2273,0
5741.736,327.0515,0
5556.25,434.6934,0
5250.146,266.6975,0
5646.883,431.4563,0
5276.616,390.9631,0
5567.519,294.2173,0
5183.205,341.3225,0
5721.295,339.0981,0
5700.676,325.188,0
5387.857,228.0869,0
5748.143,420.7341,0
5623.713,239.7876,0
5484.613,239.917,0
5320.361,240.5134,0
5622.263,303.8943,0
5095.282,340.3645,0
5770.322,367.7307,0
