"","Well","MST_sample_number","spcabbr","conc_copies_per_uL","Accepted_Droplets","Positives","Negatives","Tot_drop","init_concentration","ddpcrno","Bemaerkn","conc_qubit_ng_uL","Dato.for.ekstraktion","dato_80C","Dato_for_indsml","Dato_inds","Dyb_lagd01","Dyb_Str_m","Ekstraktionsnummer","Elueringvolumen.AE.buffer.uL","Inst","lokalitet_vanda","Lok_omr01","lok_pos_lat","lok_pos_lon","max_Dyb","MST.nummer","MST.n_Dinds","MSTno_di","MST_STEXno","Navn_Inds","Noter2","skib","smplNoSTEX","Sub_Nmb_for_extraction","Temp_Inds","U_Pr_Nr","vandsoejllagd","Vwf_mL","wdt","smpl_day","smpl_mnt","smpl_yea","Total_drop","Species","WellType","Conc","st_idx","species_idx","sp_st_idx","pres"
"77","G01","std_5E-1","Colper",0,17170,0,17170,17170,0.5,"ddpcr0033",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17170,"Colper","Standard",0,2,4,22,0
"78","A01","std_5E5","Corcas",1e+06,16041,16041,0,16041,5e+05,"ddpcr0034",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16041,"Corcas","Standard",1e+06,8,5,35,1
"79","B01","std_5E4","Corcas",2196.76538085938,14248,12046,2202,14248,50000,"ddpcr0034",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14248,"Corcas","Standard",2196.76538085938,7,5,34,1
"80","C01","std_5E3","Corcas",235.101638793945,15309,2773,12536,15309,5000,"ddpcr0034",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15309,"Corcas","Standard",235.101638793945,6,5,33,1
"81","D01","std_5E2","Corcas",23.3748760223389,15148,298,14850,15148,500,"ddpcr0034",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15148,"Corcas","Standard",23.3748760223389,5,5,32,1
"82","E01","std_5E1","Corcas",1.80786907672882,15630,24,15606,15630,50,"ddpcr0034",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15630,"Corcas","Standard",1.80786907672882,4,5,31,1
"83","F01","std_5E0","Corcas",0.0720677897334099,16325,1,16324,16325,5,"ddpcr0034",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16325,"Corcas","Standard",0.0720677897334099,3,5,30,1
"84","G01","std_5E-1","Corcas",0.0802312195301056,14664,1,14663,14664,0.5,"ddpcr0034",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14664,"Corcas","Standard",0.0802312195301056,2,5,29,1
"85","A01","std_5E5","Promin",3122.11376953125,10457,9721,736,10457,5e+05,"ddpcr0035",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10457,"Promin","Standard",3122.11376953125,8,15,99,1
"86","B01","std_5E4","Promin",792.297607421875,10307,5051,5256,10307,50000,"ddpcr0035",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10307,"Promin","Standard",792.297607421875,7,15,98,1
"87","C01","std_5E3","Promin",79.399787902832,10542,688,9854,10542,5000,"ddpcr0035",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10542,"Promin","Standard",79.399787902832,6,15,97,1
"88","D01","std_5E2","Promin",6.58871746063232,9132,51,9081,9132,500,"ddpcr0035",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9132,"Promin","Standard",6.58871746063232,5,15,96,1
"89","E01","std_5E1","Promin",0.151597261428833,7761,1,7760,7761,50,"ddpcr0035",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7761,"Promin","Standard",0.151597261428833,4,15,95,1
"90","F01","std_5E0","Promin",0.223876416683197,10511,2,10509,10511,5,"ddpcr0035",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10511,"Promin","Standard",0.223876416683197,3,15,94,1
"91","G01","std_5E-1","Promin",0.112146288156509,10491,1,10490,10491,0.5,"ddpcr0035",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10491,"Promin","Standard",0.112146288156509,2,15,93,1
"92","A01","std_5E5","Oncmyk",1e+06,18450,18450,0,18450,5e+05,"ddpcr0036",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18450,"Oncmyk","Standard",1e+06,8,14,92,1
"93","B01","std_5E4","Oncmyk",1454.84729003906,16376,11621,4755,16376,50000,"ddpcr0036",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16376,"Oncmyk","Standard",1454.84729003906,7,14,91,1
"94","C01","std_5E3","Oncmyk",135.280639648438,16304,1771,14533,16304,5000,"ddpcr0036",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16304,"Oncmyk","Standard",135.280639648438,6,14,90,1
"95","D01","std_5E2","Oncmyk",11.578179359436,15521,152,15369,15521,500,"ddpcr0036",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15521,"Oncmyk","Standard",11.578179359436,5,14,89,1
"96","E01","std_5E1","Oncmyk",0.722820460796356,14653,9,14644,14653,50,"ddpcr0036",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14653,"Oncmyk","Standard",0.722820460796356,4,14,88,1
"97","F01","std_5E0","Oncmyk",0.272910237312317,12934,3,12931,12934,5,"ddpcr0036",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12934,"Oncmyk","Standard",0.272910237312317,3,14,87,1
"98","G01","std_5E-1","Oncmyk",0.212627977132797,11067,2,11065,11067,0.5,"ddpcr0036",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11067,"Oncmyk","Standard",0.212627977132797,2,14,86,1
"99","A01","std_5E5","Erisin",5732.4833984375,17378,17245,133,17378,5e+05,"ddpcr0037",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17378,"Erisin","Standard",5732.4833984375,8,7,49,1
"100","B01","std_5E4","Erisin",607.831359863281,17257,6963,10294,17257,50000,"ddpcr0037",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17257,"Erisin","Standard",607.831359863281,7,7,48,1
"101","C01","std_5E3","Erisin",62.9080657958984,16978,884,16094,16978,5000,"ddpcr0037",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16978,"Erisin","Standard",62.9080657958984,6,7,47,1
"102","D01","std_5E2","Erisin",6.75918579101563,17281,99,17182,17281,500,"ddpcr0037",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17281,"Erisin","Standard",6.75918579101563,5,7,46,1
"103","E01","std_5E1","Erisin",0.337107241153717,17452,5,17447,17452,50,"ddpcr0037",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17452,"Erisin","Standard",0.337107241153717,4,7,45,1
"104","F01","std_5E0","Erisin",0,17118,0,17118,17118,5,"ddpcr0037",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17118,"Erisin","Standard",0,3,7,44,0
"105","G01","std_5E-1","Erisin",0,16475,0,16475,16475,0.5,"ddpcr0037",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16475,"Erisin","Standard",0,2,7,43,0
"106","A01","std_5E5","Homame",4063.23168945313,18655,18065,590,18655,5e+05,"ddpcr0039",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18655,"Homame","Standard",4063.23168945313,8,10,64,1
"107","B01","std_5E4","Homame",858.226867675781,18519,9590,8929,18519,50000,"ddpcr0039",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18519,"Homame","Standard",858.226867675781,7,10,63,1
"108","C01","std_5E3","Homame",81.1811904907227,19227,1282,17945,19227,5000,"ddpcr0039",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19227,"Homame","Standard",81.1811904907227,6,10,62,1
"109","D01","std_5E2","Homame",7.91357898712158,18944,127,18817,18944,500,"ddpcr0039",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18944,"Homame","Standard",7.91357898712158,5,10,61,1
"110","E01","std_5E1","Homame",0.731977343559265,19293,12,19281,19293,50,"ddpcr0039",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19293,"Homame","Standard",0.731977343559265,4,10,60,1
"111","F01","std_5E0","Homame",0.207789689302444,16987,3,16984,16987,5,"ddpcr0039",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16987,"Homame","Standard",0.207789689302444,3,10,59,1
"112","G01","std_5E-1","Homame",0.0671597272157669,17518,1,17517,17518,0.5,"ddpcr0039",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17518,"Homame","Standard",0.0671597272157669,2,10,58,1
"113","A01","std_5E5","Caraur",599.013122558594,18609,7425,11184,18609,5e+05,"ddpcr0040",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18609,"Caraur","Standard",599.013122558594,8,3,21,1
"114","B01","std_5E4","Caraur",59.0828742980957,18681,915,17766,18681,50000,"ddpcr0040",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18681,"Caraur","Standard",59.0828742980957,7,3,20,1
"115","C01","std_5E3","Caraur",4.98492193222046,19157,81,19076,19157,5000,"ddpcr0040",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19157,"Caraur","Standard",4.98492193222046,6,3,19,1
"116","D01","std_5E2","Caraur",0.698133111000061,20228,12,20216,20228,500,"ddpcr0040",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20228,"Caraur","Standard",0.698133111000061,5,3,18,1
"117","E01","std_5E1","Caraur",0,19754,0,19754,19754,50,"ddpcr0040",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19754,"Caraur","Standard",0,4,3,17,0
"118","F01","std_5E0","Caraur",0,19462,0,19462,19462,5,"ddpcr0040",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19462,"Caraur","Standard",0,3,3,16,0
"119","G01","std_5E-1","Caraur",0,19403,0,19403,19403,0.5,"ddpcr0040",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19403,"Caraur","Standard",0,2,3,15,0
