"","Well","replno","smpltp","templvol","QtyID","WellType","Replicate","ThresholddRn","CtdRn","Quantitycopies","RSqdRn","SlopedRn","qpcrno","MONISprojectno","AssayID","spcabbr","plateno","qpcrrundate","Conc","Species","Sample_Name","Ct","MST_sample_number","Bemaerkn","conc_qubit_ng_uL","Dato.for.ekstraktion","dato_80C","Dato_for_indsml","Dato_inds","Dyb_lagd01","Dyb_Str_m","Ekstraktionsnummer","Elueringvolumen.AE.buffer.uL","Inst","lokalitet_vanda","Lok_omr01","lok_pos_lat","lok_pos_lon","max_Dyb","MST.nummer","MST.n_Dinds","MSTno_di","MST_STEXno","Navn_Inds","Noter2","skib","smplNoSTEX","Sub_Nmb_for_extraction","Temp_Inds","U_Pr_Nr","vandsoejllagd","Vwf_mL","wdt","smpl_day","smpl_mnt","smpl_yea","init_concentration","int_concentation","st_idx","species_idx","sp_st_idx","pres"
"1","A04",9,"MST1039","3uL","QtyorID","Unknown",9,0.0618,"NoCt","NoCt",0.991,-3.427,"qpcr925","MONIS6","AssID05","Karmik","plt01","qpcrrundate20220420",0,"Karmik","MST1039",0,"MST1039",NA,"13.6","2022-feb-01","2021-05-03","2021-04-26","2021-04-26","na",1,"MST-SX25",400,"MST_MJL",91320001,"RKB1",56.0778333333333,8.21670555555556,32,"MST1039","MST1039_2021-04-26","MST1039::2021-04-26","MST1039STEX25_19","JettePoulsenEngholm",NA,"Penelope",NA,"25_19",95,"MST1039","nej",570,FALSE,26,4,2021,NA,NA,7,11,487,0
"2","A05",9,"MST1039","3uL","QtyorID","Unknown",9,0.0618,"NoCt","NoCt",0.991,-3.427,"qpcr925","MONIS6","AssID05","Karmik","plt01","qpcrrundate20220420",0,"Karmik","MST1039",0,"MST1039",NA,"13.6","2022-feb-01","2021-05-03","2021-04-26","2021-04-26","na",1,"MST-SX25",400,"MST_MJL",91320001,"RKB1",56.0778333333333,8.21670555555556,32,"MST1039","MST1039_2021-04-26","MST1039::2021-04-26","MST1039STEX25_19","JettePoulsenEngholm",NA,"Penelope",NA,"25_19",95,"MST1039","nej",570,FALSE,26,4,2021,NA,NA,7,11,487,0
"3","A06",9,"MST1039","3uL","QtyorID","Unknown",9,0.0618,"NoCt","NoCt",0.991,-3.427,"qpcr925","MONIS6","AssID05","Karmik","plt01","qpcrrundate20220420",0,"Karmik","MST1039",0,"MST1039",NA,"13.6","2022-feb-01","2021-05-03","2021-04-26","2021-04-26","na",1,"MST-SX25",400,"MST_MJL",91320001,"RKB1",56.0778333333333,8.21670555555556,32,"MST1039","MST1039_2021-04-26","MST1039::2021-04-26","MST1039STEX25_19","JettePoulsenEngholm",NA,"Penelope",NA,"25_19",95,"MST1039","nej",570,FALSE,26,4,2021,NA,NA,7,11,487,0
"4","A07",17,"MST2021-049","3uL","QtyorID","Unknown",17,0.0618,"NoCt","NoCt",0.991,-3.427,"qpcr925","MONIS6","AssID05","Karmik","plt01","qpcrrundate20220420",0,"Karmik","MST2021-049",0,"MST2021049","LISD0027","7.75","2022-jan-06","2021-05-21","2021-05-21","2021-05-21",NA,10,"MST-SX23",400,"Sydjylland",91650035,"ListerDyb",55.0938666666667,8.56828611111111,11,"MST2021049","MST2021049_2021-05-21","MST2021049::2021-05-21","MST2021049STEX23_10","LasseoerstedJensen",NA,"Fucus","MST2021049STEX23_10","23_10",11,"MST2021049","nej",500,FALSE,21,5,2021,NA,NA,29,11,509,0
"5","A08",17,"MST2021-049","3uL","QtyorID","Unknown",17,0.0618,"NoCt","NoCt",0.991,-3.427,"qpcr925","MONIS6","AssID05","Karmik","plt01","qpcrrundate20220420",0,"Karmik","MST2021-049",0,"MST2021049","LISD0027","7.75","2022-jan-06","2021-05-21","2021-05-21","2021-05-21",NA,10,"MST-SX23",400,"Sydjylland",91650035,"ListerDyb",55.0938666666667,8.56828611111111,11,"MST2021049","MST2021049_2021-05-21","MST2021049::2021-05-21","MST2021049STEX23_10","LasseoerstedJensen",NA,"Fucus","MST2021049STEX23_10","23_10",11,"MST2021049","nej",500,FALSE,21,5,2021,NA,NA,29,11,509,0
"6","A09",17,"MST2021-049","3uL","QtyorID","Unknown",17,0.0618,"NoCt","NoCt",0.991,-3.427,"qpcr925","MONIS6","AssID05","Karmik","plt01","qpcrrundate20220420",0,"Karmik","MST2021-049",0,"MST2021049","LISD0027","7.75","2022-jan-06","2021-05-21","2021-05-21","2021-05-21",NA,10,"MST-SX23",400,"Sydjylland",91650035,"ListerDyb",55.0938666666667,8.56828611111111,11,"MST2021049","MST2021049_2021-05-21","MST2021049::2021-05-21","MST2021049STEX23_10","LasseoerstedJensen",NA,"Fucus","MST2021049STEX23_10","23_10",11,"MST2021049","nej",500,FALSE,21,5,2021,NA,NA,29,11,509,0
"7","A10",25,"MST2021-012","3uL","QtyorID","Unknown",25,0.0618,"NoCt","NoCt",0.991,-3.427,"qpcr925","MONIS6","AssID05","Karmik","plt01","qpcrrundate20220420",0,"Karmik","MST2021-012",0,"MST2021012",NA,"11","2022-feb-01","2021-05-03","2021-04-27","2021-04-27","na",59,"MST-SX25",400,"MSTSYD",95130028,"VejleFjordindre_VF",55.7021833333333,9.66136111111111,69,"MST2021012","MST2021012_2021-04-27","MST2021012::2021-04-27","MST2021012STEX25_12","KRISTIANMCGREGOR",NA,"LIVII","MST2021012STEX25_12","25_12",81.7,"MST2021012","nej",1500,TRUE,27,4,2021,NA,NA,15,11,495,0
"8","A11",25,"MST2021-012","3uL","QtyorID","Unknown",25,0.0618,"NoCt","NoCt",0.991,-3.427,"qpcr925","MONIS6","AssID05","Karmik","plt01","qpcrrundate20220420",0,"Karmik","MST2021-012",0,"MST2021012",NA,"11","2022-feb-01","2021-05-03","2021-04-27","2021-04-27","na",59,"MST-SX25",400,"MSTSYD",95130028,"VejleFjordindre_VF",55.7021833333333,9.66136111111111,69,"MST2021012","MST2021012_2021-04-27","MST2021012::2021-04-27","MST2021012STEX25_12","KRISTIANMCGREGOR",NA,"LIVII","MST2021012STEX25_12","25_12",81.7,"MST2021012","nej",1500,TRUE,27,4,2021,NA,NA,15,11,495,0
"9","A12",25,"MST2021-012","3uL","QtyorID","Unknown",25,0.0618,"NoCt","NoCt",0.991,-3.427,"qpcr925","MONIS6","AssID05","Karmik","plt01","qpcrrundate20220420",0,"Karmik","MST2021-012",0,"MST2021012",NA,"11","2022-feb-01","2021-05-03","2021-04-27","2021-04-27","na",59,"MST-SX25",400,"MSTSYD",95130028,"VejleFjordindre_VF",55.7021833333333,9.66136111111111,69,"MST2021012","MST2021012_2021-04-27","MST2021012::2021-04-27","MST2021012STEX25_12","KRISTIANMCGREGOR",NA,"LIVII","MST2021012STEX25_12","25_12",81.7,"MST2021012","nej",1500,TRUE,27,4,2021,NA,NA,15,11,495,0
"10","B04",10,"MST2021-015","3uL","QtyorID","Unknown",10,0.0618,"NoCt","NoCt",0.991,-3.427,"qpcr925","MONIS6","AssID05","Karmik","plt01","qpcrrundate20220420",0,"Karmik","MST2021-015",0,"MST2021015",NA,"5.4","2021-nov-24","2021-09-08","2021-09-02","2021-09-02","na",1,"MST-SX21",400,"MST_MJL",91320001,"RKB1",56.0778333333333,8.21678611111111,32,"MST2021015","MST2021015_2021-09-02","MST2021015::2021-09-02","MST2021015STEX21_03","BentJensen",NA,"Penelope","MST2021015STEX21_03","21_03",17.5,"MST2021015","nej",925,TRUE,2,9,2021,NA,NA,17,11,497,0
"11","B05",10,"MST2021-015","3uL","QtyorID","Unknown",10,0.0618,"NoCt","NoCt",0.991,-3.427,"qpcr925","MONIS6","AssID05","Karmik","plt01","qpcrrundate20220420",0,"Karmik","MST2021-015",0,"MST2021015",NA,"5.4","2021-nov-24","2021-09-08","2021-09-02","2021-09-02","na",1,"MST-SX21",400,"MST_MJL",91320001,"RKB1",56.0778333333333,8.21678611111111,32,"MST2021015","MST2021015_2021-09-02","MST2021015::2021-09-02","MST2021015STEX21_03","BentJensen",NA,"Penelope","MST2021015STEX21_03","21_03",17.5,"MST2021015","nej",925,TRUE,2,9,2021,NA,NA,17,11,497,0
"12","B06",10,"MST2021-015","3uL","QtyorID","Unknown",10,0.0618,"NoCt","NoCt",0.991,-3.427,"qpcr925","MONIS6","AssID05","Karmik","plt01","qpcrrundate20220420",0,"Karmik","MST2021-015",0,"MST2021015",NA,"5.4","2021-nov-24","2021-09-08","2021-09-02","2021-09-02","na",1,"MST-SX21",400,"MST_MJL",91320001,"RKB1",56.0778333333333,8.21678611111111,32,"MST2021015","MST2021015_2021-09-02","MST2021015::2021-09-02","MST2021015STEX21_03","BentJensen",NA,"Penelope","MST2021015STEX21_03","21_03",17.5,"MST2021015","nej",925,TRUE,2,9,2021,NA,NA,17,11,497,0
"13","B07",18,"MST2021-052","3uL","QtyorID","Unknown",18,0.0618,"NoCt","NoCt",0.991,-3.427,"qpcr925","MONIS6","AssID05","Karmik","plt01","qpcrrundate20220420",0,"Karmik","MST2021-052",0,"MST2021052",NA,"8.95","2021-nov-24","2021-06-15","2021-06-14","2021-06-14","26",1,"MST-SX21",400,"Fyn",94230001,"FYN6900017",55.4678333333333,10.5169333333333,84,"MST2021052","MST2021052_2021-06-14","MST2021052::2021-06-14","MST2021052STEX21_10","FlemmingNoergaard",NA,"Belone","MST2021052STEX21_10","21_10",17.8,"MST2021052","ja",610,FALSE,14,6,2021,NA,NA,31,11,511,0
"14","B08",18,"MST2021-052","3uL","QtyorID","Unknown",18,0.0618,"NoCt","NoCt",0.991,-3.427,"qpcr925","MONIS6","AssID05","Karmik","plt01","qpcrrundate20220420",0,"Karmik","MST2021-052",0,"MST2021052",NA,"8.95","2021-nov-24","2021-06-15","2021-06-14","2021-06-14","26",1,"MST-SX21",400,"Fyn",94230001,"FYN6900017",55.4678333333333,10.5169333333333,84,"MST2021052","MST2021052_2021-06-14","MST2021052::2021-06-14","MST2021052STEX21_10","FlemmingNoergaard",NA,"Belone","MST2021052STEX21_10","21_10",17.8,"MST2021052","ja",610,FALSE,14,6,2021,NA,NA,31,11,511,0
"15","B09",18,"MST2021-052","3uL","QtyorID","Unknown",18,0.0618,"NoCt","NoCt",0.991,-3.427,"qpcr925","MONIS6","AssID05","Karmik","plt01","qpcrrundate20220420",0,"Karmik","MST2021-052",0,"MST2021052",NA,"8.95","2021-nov-24","2021-06-15","2021-06-14","2021-06-14","26",1,"MST-SX21",400,"Fyn",94230001,"FYN6900017",55.4678333333333,10.5169333333333,84,"MST2021052","MST2021052_2021-06-14","MST2021052::2021-06-14","MST2021052STEX21_10","FlemmingNoergaard",NA,"Belone","MST2021052STEX21_10","21_10",17.8,"MST2021052","ja",610,FALSE,14,6,2021,NA,NA,31,11,511,0
"16","B10",26,"MST2021-075","3uL","QtyorID","Unknown",26,0.0618,"NoCt","NoCt",0.991,-3.427,"qpcr925","MONIS6","AssID05","Karmik","plt01","qpcrrundate20220420",0,"Karmik","MST2021-075",0,"MST2021075",NA,"4.86","2021-dec-08","2021-05-20","2021-05-11","2021-05-11","13",1,"MST-SX22",400,"MSTOJL",94300001,"VEJ0006870_94300001",55.6743833333333,10.0845083333333,21,"MST2021075","MST2021075_2021-05-11","MST2021075::2021-05-11","MST2021075STEX22_13","janeRobertsen",NA,"Frigg","MST2021075STEX22_13","22_13",98.1,"MST2021075","ja",1100,FALSE,11,5,2021,NA,NA,38,11,518,0
"17","B11",26,"MST2021-075","3uL","QtyorID","Unknown",26,0.0618,"NoCt","NoCt",0.991,-3.427,"qpcr925","MONIS6","AssID05","Karmik","plt01","qpcrrundate20220420",0,"Karmik","MST2021-075",0,"MST2021075",NA,"4.86","2021-dec-08","2021-05-20","2021-05-11","2021-05-11","13",1,"MST-SX22",400,"MSTOJL",94300001,"VEJ0006870_94300001",55.6743833333333,10.0845083333333,21,"MST2021075","MST2021075_2021-05-11","MST2021075::2021-05-11","MST2021075STEX22_13","janeRobertsen",NA,"Frigg","MST2021075STEX22_13","22_13",98.1,"MST2021075","ja",1100,FALSE,11,5,2021,NA,NA,38,11,518,0
"18","B12",26,"MST2021-075","3uL","QtyorID","Unknown",26,0.0618,"NoCt","NoCt",0.991,-3.427,"qpcr925","MONIS6","AssID05","Karmik","plt01","qpcrrundate20220420",0,"Karmik","MST2021-075",0,"MST2021075",NA,"4.86","2021-dec-08","2021-05-20","2021-05-11","2021-05-11","13",1,"MST-SX22",400,"MSTOJL",94300001,"VEJ0006870_94300001",55.6743833333333,10.0845083333333,21,"MST2021075","MST2021075_2021-05-11","MST2021075::2021-05-11","MST2021075STEX22_13","janeRobertsen",NA,"Frigg","MST2021075STEX22_13","22_13",98.1,"MST2021075","ja",1100,FALSE,11,5,2021,NA,NA,38,11,518,0
"19","C04",11,"MST2021-028","3uL","QtyorID","Unknown",11,0.0618,"33.66","1.034e+003",0.991,-3.427,"qpcr925","MONIS6","AssID05","Karmik","plt01","qpcrrundate20220420",1034,"Karmik","MST2021-028",33.66,"MST2021028","VandproeverneernedkoeletogtransporterettilAalborghvorfiltreringenskete","0.58","2021-nov-24","2021-10-09","2021-09-27","2021-09-27",NA,NA,"MST-SX21",400,"Nordjylland",92200001,"HirtshalsNOR7715_92200001",57.6078333333333,9.90025555555555,18,"MST2021028","MST2021028_2021-09-27","MST2021028::2021-09-27","MST2021028STEX21_06","SvendaageBendtsen",NA,"MagretheGaardbo","MST2021028STEX21_06","21_06",15,"MST2021028","nej",1200,TRUE,27,9,2021,NA,NA,20,11,500,1
"20","C05",11,"MST2021-028","3uL","QtyorID","Unknown",11,0.0618,"33.87","8.990e+002",0.991,-3.427,"qpcr925","MONIS6","AssID05","Karmik","plt01","qpcrrundate20220420",899,"Karmik","MST2021-028",33.87,"MST2021028","VandproeverneernedkoeletogtransporterettilAalborghvorfiltreringenskete","0.58","2021-nov-24","2021-10-09","2021-09-27","2021-09-27",NA,NA,"MST-SX21",400,"Nordjylland",92200001,"HirtshalsNOR7715_92200001",57.6078333333333,9.90025555555555,18,"MST2021028","MST2021028_2021-09-27","MST2021028::2021-09-27","MST2021028STEX21_06","SvendaageBendtsen",NA,"MagretheGaardbo","MST2021028STEX21_06","21_06",15,"MST2021028","nej",1200,TRUE,27,9,2021,NA,NA,20,11,500,1
"21","C06",11,"MST2021-028","3uL","QtyorID","Unknown",11,0.0618,"33.85","9.119e+002",0.991,-3.427,"qpcr925","MONIS6","AssID05","Karmik","plt01","qpcrrundate20220420",911.9,"Karmik","MST2021-028",33.85,"MST2021028","VandproeverneernedkoeletogtransporterettilAalborghvorfiltreringenskete","0.58","2021-nov-24","2021-10-09","2021-09-27","2021-09-27",NA,NA,"MST-SX21",400,"Nordjylland",92200001,"HirtshalsNOR7715_92200001",57.6078333333333,9.90025555555555,18,"MST2021028","MST2021028_2021-09-27","MST2021028::2021-09-27","MST2021028STEX21_06","SvendaageBendtsen",NA,"MagretheGaardbo","MST2021028STEX21_06","21_06",15,"MST2021028","nej",1200,TRUE,27,9,2021,NA,NA,20,11,500,1
"22","C07",19,"MST2021-071","3uL","QtyorID","Unknown",19,0.0618,"33.99","8.304e+002",0.991,-3.427,"qpcr925","MONIS6","AssID05","Karmik","plt01","qpcrrundate20220420",830.4,"Karmik","MST2021-071",33.99,"MST2021071",NA,"6.5","2022-jan-11","2021-10-21","2021-10-13","2021-10-13",NA,1,"MST-SX24",400,"Fyn",94230001,"FYN6900017",55.4678333333333,10.5169333333333,98,"MST2021071","MST2021071_2021-10-13","MST2021071::2021-10-13","MST2021071STEX24_04","FlemmingNoergaard&PauliJoergensen",NA,"Belone","MST2021071STEX24_04","24_04",11.4,"MST2021071","nej",1500,FALSE,13,10,2021,NA,NA,37,11,517,1
"23","C08",19,"MST2021-071","3uL","QtyorID","Unknown",19,0.0618,"33.53","1.134e+003",0.991,-3.427,"qpcr925","MONIS6","AssID05","Karmik","plt01","qpcrrundate20220420",1134,"Karmik","MST2021-071",33.53,"MST2021071",NA,"6.5","2022-jan-11","2021-10-21","2021-10-13","2021-10-13",NA,1,"MST-SX24",400,"Fyn",94230001,"FYN6900017",55.4678333333333,10.5169333333333,98,"MST2021071","MST2021071_2021-10-13","MST2021071::2021-10-13","MST2021071STEX24_04","FlemmingNoergaard&PauliJoergensen",NA,"Belone","MST2021071STEX24_04","24_04",11.4,"MST2021071","nej",1500,FALSE,13,10,2021,NA,NA,37,11,517,1
"24","C09",19,"MST2021-071","3uL","QtyorID","Unknown",19,0.0618,"34.01","8.185e+002",0.991,-3.427,"qpcr925","MONIS6","AssID05","Karmik","plt01","qpcrrundate20220420",818.5,"Karmik","MST2021-071",34.01,"MST2021071",NA,"6.5","2022-jan-11","2021-10-21","2021-10-13","2021-10-13",NA,1,"MST-SX24",400,"Fyn",94230001,"FYN6900017",55.4678333333333,10.5169333333333,98,"MST2021071","MST2021071_2021-10-13","MST2021071::2021-10-13","MST2021071STEX24_04","FlemmingNoergaard&PauliJoergensen",NA,"Belone","MST2021071STEX24_04","24_04",11.4,"MST2021071","nej",1500,FALSE,13,10,2021,NA,NA,37,11,517,1
"25","C10",27,"MST1022","3uL","QtyorID","Unknown",27,0.0618,"NoCt","NoCt",0.991,-3.427,"qpcr925","MONIS6","AssID05","Karmik","plt01","qpcrrundate20220420",0,"Karmik","MST1022",0,"MST1022",NA,"0.428","2021-dec-08","2021-05-20","2021-05-17","2021-05-17","9",1,"MST-SX22",400,"MSTOJL",94400007,"ARH1700006_94400007",56.1547333333333,10.3170055555556,162,"MST1022","MST1022_2021-05-17","MST1022::2021-05-17","MST1022STEX22_02","janeRobertsen",NA,"Frigg",NA,"22_02",10.9,"MST1022","ja",1100,FALSE,17,5,2021,NA,NA,1,11,481,0
"26","C11",27,"MST1022","3uL","QtyorID","Unknown",27,0.0618,"NoCt","NoCt",0.991,-3.427,"qpcr925","MONIS6","AssID05","Karmik","plt01","qpcrrundate20220420",0,"Karmik","MST1022",0,"MST1022",NA,"0.428","2021-dec-08","2021-05-20","2021-05-17","2021-05-17","9",1,"MST-SX22",400,"MSTOJL",94400007,"ARH1700006_94400007",56.1547333333333,10.3170055555556,162,"MST1022","MST1022_2021-05-17","MST1022::2021-05-17","MST1022STEX22_02","janeRobertsen",NA,"Frigg",NA,"22_02",10.9,"MST1022","ja",1100,FALSE,17,5,2021,NA,NA,1,11,481,0
"27","C12",27,"MST1022","3uL","QtyorID","Unknown",27,0.0618,"NoCt","NoCt",0.991,-3.427,"qpcr925","MONIS6","AssID05","Karmik","plt01","qpcrrundate20220420",0,"Karmik","MST1022",0,"MST1022",NA,"0.428","2021-dec-08","2021-05-20","2021-05-17","2021-05-17","9",1,"MST-SX22",400,"MSTOJL",94400007,"ARH1700006_94400007",56.1547333333333,10.3170055555556,162,"MST1022","MST1022_2021-05-17","MST1022::2021-05-17","MST1022STEX22_02","janeRobertsen",NA,"Frigg",NA,"22_02",10.9,"MST1022","ja",1100,FALSE,17,5,2021,NA,NA,1,11,481,0
"28","D04",12,"MST2021-031","3uL","QtyorID","Unknown",12,0.0618,"36.45","1.590e+002",0.991,-3.427,"qpcr925","MONIS6","AssID05","Karmik","plt01","qpcrrundate20220420",159,"Karmik","MST2021-031",36.45,"MST2021031","ErudtagetmedLindahlslangesomdybdeintegredetproeverfra0_10metersammenmedplanktonproeverneogsaaprofilmaalingerchlAogvandkemi","0.97","2021-nov-24","2021-07-03","2021-06-17","2021-06-17",NA,4,"MST-SX21",400,"Nordjylland",92200001,"HirtshalsNOR7715_92200001",57.6078333333333,9.90025555555555,15,"MST2021031","MST2021031_2021-06-17","MST2021031::2021-06-17","MST2021031STEX21_09","SvendaageBendtsen",NA,"MagretheGaardbo","MST2021031STEX21_09","21_09",14,"MST2021031","nej",1200,FALSE,17,6,2021,NA,NA,23,11,503,1
"29","D05",12,"MST2021-031","3uL","QtyorID","Unknown",12,0.0618,"36.53","1.510e+002",0.991,-3.427,"qpcr925","MONIS6","AssID05","Karmik","plt01","qpcrrundate20220420",151,"Karmik","MST2021-031",36.53,"MST2021031","ErudtagetmedLindahlslangesomdybdeintegredetproeverfra0_10metersammenmedplanktonproeverneogsaaprofilmaalingerchlAogvandkemi","0.97","2021-nov-24","2021-07-03","2021-06-17","2021-06-17",NA,4,"MST-SX21",400,"Nordjylland",92200001,"HirtshalsNOR7715_92200001",57.6078333333333,9.90025555555555,15,"MST2021031","MST2021031_2021-06-17","MST2021031::2021-06-17","MST2021031STEX21_09","SvendaageBendtsen",NA,"MagretheGaardbo","MST2021031STEX21_09","21_09",14,"MST2021031","nej",1200,FALSE,17,6,2021,NA,NA,23,11,503,1
"30","D06",12,"MST2021-031","3uL","QtyorID","Unknown",12,0.0618,"36.69","1.357e+002",0.991,-3.427,"qpcr925","MONIS6","AssID05","Karmik","plt01","qpcrrundate20220420",135.7,"Karmik","MST2021-031",36.69,"MST2021031","ErudtagetmedLindahlslangesomdybdeintegredetproeverfra0_10metersammenmedplanktonproeverneogsaaprofilmaalingerchlAogvandkemi","0.97","2021-nov-24","2021-07-03","2021-06-17","2021-06-17",NA,4,"MST-SX21",400,"Nordjylland",92200001,"HirtshalsNOR7715_92200001",57.6078333333333,9.90025555555555,15,"MST2021031","MST2021031_2021-06-17","MST2021031::2021-06-17","MST2021031STEX21_09","SvendaageBendtsen",NA,"MagretheGaardbo","MST2021031STEX21_09","21_09",14,"MST2021031","nej",1200,FALSE,17,6,2021,NA,NA,23,11,503,1
"31","D07",20,"MST2021-005","3uL","QtyorID","Unknown",20,0.0618,"NoCt","NoCt",0.991,-3.427,"qpcr925","MONIS6","AssID05","Karmik","plt01","qpcrrundate20220420",0,"Karmik","MST2021-005",0,"MST2021005",NA,"11.7","2022-jan-11","2021-06-10","2021-06-01","2021-06-01",NA,1,"MST-SX24",400,"Sjaelland",93220011,"ROS60_322RoskildeFjord",55.713,12.04,48,"MST2021005","MST2021005_2021-06-01","MST2021005::2021-06-01","MST2021005STEX24_12","EmilGuddalLarsen",NA,"Mergus","MST2021005STEX24_12","24_12",17.1,"MST2021005","nej",1600,TRUE,1,6,2021,NA,NA,11,11,491,0
"32","D08",20,"MST2021-005","3uL","QtyorID","Unknown",20,0.0618,"NoCt","NoCt",0.991,-3.427,"qpcr925","MONIS6","AssID05","Karmik","plt01","qpcrrundate20220420",0,"Karmik","MST2021-005",0,"MST2021005",NA,"11.7","2022-jan-11","2021-06-10","2021-06-01","2021-06-01",NA,1,"MST-SX24",400,"Sjaelland",93220011,"ROS60_322RoskildeFjord",55.713,12.04,48,"MST2021005","MST2021005_2021-06-01","MST2021005::2021-06-01","MST2021005STEX24_12","EmilGuddalLarsen",NA,"Mergus","MST2021005STEX24_12","24_12",17.1,"MST2021005","nej",1600,TRUE,1,6,2021,NA,NA,11,11,491,0
"33","D09",20,"MST2021-005","3uL","QtyorID","Unknown",20,0.0618,"NoCt","NoCt",0.991,-3.427,"qpcr925","MONIS6","AssID05","Karmik","plt01","qpcrrundate20220420",0,"Karmik","MST2021-005",0,"MST2021005",NA,"11.7","2022-jan-11","2021-06-10","2021-06-01","2021-06-01",NA,1,"MST-SX24",400,"Sjaelland",93220011,"ROS60_322RoskildeFjord",55.713,12.04,48,"MST2021005","MST2021005_2021-06-01","MST2021005::2021-06-01","MST2021005STEX24_12","EmilGuddalLarsen",NA,"Mergus","MST2021005STEX24_12","24_12",17.1,"MST2021005","nej",1600,TRUE,1,6,2021,NA,NA,11,11,491,0
"34","D10",28,"MST2021-089","3uL","QtyorID","Unknown",28,0.0618,"NoCt","NoCt",0.991,-3.427,"qpcr925","MONIS6","AssID05","Karmik","plt01","qpcrrundate20220420",0,"Karmik","MST2021-089",0,"MST2021089",NA,"5.7","2022-jan-06","2021-05-20","2021-05-17","2021-05-17","75",13,"MST-SX23",400,"MSTOJL",94510035,"EbeltoftVig",56.2094,10.6003444444444,14,"MST2021089","MST2021089_2021-05-17","MST2021089::2021-05-17","MST2021089STEX23_06","janeRobertsen",NA,"Frigg","MST2021089STEX23_06","23_06",77.3,"MST2021089","ja",1400,FALSE,17,5,2021,NA,NA,46,11,526,0
"35","D11",28,"MST2021-089","3uL","QtyorID","Unknown",28,0.0618,"NoCt","NoCt",0.991,-3.427,"qpcr925","MONIS6","AssID05","Karmik","plt01","qpcrrundate20220420",0,"Karmik","MST2021-089",0,"MST2021089",NA,"5.7","2022-jan-06","2021-05-20","2021-05-17","2021-05-17","75",13,"MST-SX23",400,"MSTOJL",94510035,"EbeltoftVig",56.2094,10.6003444444444,14,"MST2021089","MST2021089_2021-05-17","MST2021089::2021-05-17","MST2021089STEX23_06","janeRobertsen",NA,"Frigg","MST2021089STEX23_06","23_06",77.3,"MST2021089","ja",1400,FALSE,17,5,2021,NA,NA,46,11,526,0
"36","D12",28,"MST2021-089","3uL","QtyorID","Unknown",28,0.0618,"NoCt","NoCt",0.991,-3.427,"qpcr925","MONIS6","AssID05","Karmik","plt01","qpcrrundate20220420",0,"Karmik","MST2021-089",0,"MST2021089",NA,"5.7","2022-jan-06","2021-05-20","2021-05-17","2021-05-17","75",13,"MST-SX23",400,"MSTOJL",94510035,"EbeltoftVig",56.2094,10.6003444444444,14,"MST2021089","MST2021089_2021-05-17","MST2021089::2021-05-17","MST2021089STEX23_06","janeRobertsen",NA,"Frigg","MST2021089STEX23_06","23_06",77.3,"MST2021089","ja",1400,FALSE,17,5,2021,NA,NA,46,11,526,0
"37","E04",13,"MST2021-032","3uL","QtyorID","Unknown",13,0.0618,"NoCt","NoCt",0.991,-3.427,"qpcr925","MONIS6","AssID05","Karmik","plt01","qpcrrundate20220420",0,"Karmik","MST2021-032",0,"MST2021032","erudtagetmedNiskinvandhenter","3.28","2022-jan-11","2021-07-03","2021-06-23","2021-06-23",NA,3,"MST-SX24",400,"Nordjylland",93920064,"KragskovRevSyd",57.5407666666667,10.4687805555556,4,"MST2021032","MST2021032_2021-06-23","MST2021032::2021-06-23","MST2021032STEX24_11","SvendaageBendtsen",NA,"Pingo","MST2021032STEX24_11","24_11",15.7,"MST2021032","nej",1400,FALSE,23,6,2021,NA,NA,24,11,504,0
"38","E05",13,"MST2021-032","3uL","QtyorID","Unknown",13,0.0618,"NoCt","NoCt",0.991,-3.427,"qpcr925","MONIS6","AssID05","Karmik","plt01","qpcrrundate20220420",0,"Karmik","MST2021-032",0,"MST2021032","erudtagetmedNiskinvandhenter","3.28","2022-jan-11","2021-07-03","2021-06-23","2021-06-23",NA,3,"MST-SX24",400,"Nordjylland",93920064,"KragskovRevSyd",57.5407666666667,10.4687805555556,4,"MST2021032","MST2021032_2021-06-23","MST2021032::2021-06-23","MST2021032STEX24_11","SvendaageBendtsen",NA,"Pingo","MST2021032STEX24_11","24_11",15.7,"MST2021032","nej",1400,FALSE,23,6,2021,NA,NA,24,11,504,0
"39","E06",13,"MST2021-032","3uL","QtyorID","Unknown",13,0.0618,"NoCt","NoCt",0.991,-3.427,"qpcr925","MONIS6","AssID05","Karmik","plt01","qpcrrundate20220420",0,"Karmik","MST2021-032",0,"MST2021032","erudtagetmedNiskinvandhenter","3.28","2022-jan-11","2021-07-03","2021-06-23","2021-06-23",NA,3,"MST-SX24",400,"Nordjylland",93920064,"KragskovRevSyd",57.5407666666667,10.4687805555556,4,"MST2021032","MST2021032_2021-06-23","MST2021032::2021-06-23","MST2021032STEX24_11","SvendaageBendtsen",NA,"Pingo","MST2021032STEX24_11","24_11",15.7,"MST2021032","nej",1400,FALSE,23,6,2021,NA,NA,24,11,504,0
